date,ts,exit_ts,strat,dir,pnl_1c,mae_1c
2023-10-06,2023-10-06T11:35:00-04:00,2023-10-06T14:00:00-04:00,FB,LONG,2315.0,-125.0
2023-10-06,2023-10-06T11:40:00-04:00,2023-10-06T14:40:00-04:00,RV,LONG,2549.6325226339104,-25.0
2023-10-06,2023-10-06T13:15:00-04:00,2023-10-06T16:20:00-04:00,B2,LONG,1100.0,-80.0
2023-10-08,2023-10-08T19:20:00-04:00,2023-10-09T03:00:00-04:00,OD,LONG,-585.0,-700.0
2023-10-09,2023-10-09T10:00:00-04:00,2023-10-09T11:20:00-04:00,RV,LONG,-1542.9771796126442,-1790.0
2023-10-09,2023-10-09T10:25:00-04:00,2023-10-09T11:15:00-04:00,FB,LONG,-1795.0,-1915.0
2023-10-09,2023-10-09T11:20:00-04:00,2023-10-09T12:40:00-04:00,B2,LONG,1596.745693652847,-105.0
2023-10-09,2023-10-09T14:45:00-04:00,2023-10-09T16:20:00-04:00,B2,LONG,-115.0,-755.0
2023-10-09,2023-10-09T19:20:00-04:00,2023-10-10T02:00:00-04:00,OD,LONG,-135.0,-140.0
2023-10-10,2023-10-10T10:00:00-04:00,2023-10-10T10:40:00-04:00,RV,LONG,1201.2189111693806,-55.0
2023-10-10,2023-10-10T10:30:00-04:00,2023-10-10T14:00:00-04:00,FB,LONG,20.0,-685.0
2023-10-10,2023-10-10T11:20:00-04:00,2023-10-10T13:20:00-04:00,RV,LONG,-1390.740923623198,-2055.0
2023-10-10,2023-10-10T12:30:00-04:00,2023-10-10T13:20:00-04:00,B2,LONG,-1920.0,-2305.0
2023-10-10,2023-10-10T13:25:00-04:00,2023-10-10T16:20:00-04:00,B2,LONG,55.0,-355.0
2023-10-10,2023-10-10T19:20:00-04:00,2023-10-11T08:00:00-04:00,OD,LONG,775.0,-315.0
2023-10-11,2023-10-11T09:00:00-04:00,2023-10-11T09:40:00-04:00,RV,LONG,1008.6927325752548,-415.0
2023-10-11,2023-10-11T12:25:00-04:00,2023-10-11T16:00:00-04:00,B2,LONG,1328.995599666523,-800.0
2023-10-11,2023-10-11T19:20:00-04:00,2023-10-12T03:00:00-04:00,OD,LONG,435.0,-20.0
2023-10-12,2023-10-12T11:20:00-04:00,2023-10-12T13:20:00-04:00,RV,LONG,-1453.6156336524436,-2875.0
2023-10-12,2023-10-12T14:40:00-04:00,2023-10-12T15:00:00-04:00,RV,SHORT,110.0,-445.0
2023-10-12,2023-10-12T19:20:00-04:00,2023-10-13T02:00:00-04:00,OD,LONG,-290.0,-170.0
2023-10-13,2023-10-13T12:20:00-04:00,2023-10-13T13:40:00-04:00,RV,SHORT,1754.4076355278594,-925.0
2023-10-13,2023-10-13T12:50:00-04:00,2023-10-13T13:40:00-04:00,B2,SHORT,1660.5560177523876,-50.0
2023-10-13,2023-10-13T14:00:00-04:00,2023-10-13T15:00:00-04:00,RV,SHORT,-310.0,-535.0
2023-10-13,2023-10-13T14:00:00-04:00,2023-10-13T16:20:00-04:00,B2,SHORT,130.0,-1040.0
2023-10-15,2023-10-15T19:20:00-04:00,2023-10-16T03:00:00-04:00,OD,LONG,150.0,-175.0
2023-10-16,2023-10-16T10:00:00-04:00,2023-10-16T14:00:00-04:00,FB,LONG,1615.0,-360.0
2023-10-16,2023-10-16T10:10:00-04:00,2023-10-16T10:40:00-04:00,B2,LONG,1289.978174877906,-60.0
2023-10-16,2023-10-16T10:20:00-04:00,2023-10-16T15:00:00-04:00,RV,LONG,1120.0,-1035.0
2023-10-16,2023-10-16T12:55:00-04:00,2023-10-16T16:20:00-04:00,B2,LONG,480.0,-1350.0
2023-10-16,2023-10-16T19:20:00-04:00,2023-10-17T02:00:00-04:00,OD,LONG,-245.0,-255.0
2023-10-17,2023-10-17T10:20:00-04:00,2023-10-17T11:40:00-04:00,RV,SHORT,-1594.3926417263356,-2130.0
2023-10-17,2023-10-17T11:50:00-04:00,2023-10-17T14:00:00-04:00,FB,LONG,-1550.0,-1805.0
2023-10-17,2023-10-17T14:10:00-04:00,2023-10-17T16:20:00-04:00,B2,LONG,355.0,-760.0
2023-10-17,2023-10-17T19:20:00-04:00,2023-10-18T02:40:00-04:00,OD,LONG,-660.0,-735.0
2023-10-18,2023-10-18T11:20:00-04:00,2023-10-18T15:00:00-04:00,RV,SHORT,1520.0,-840.0
2023-10-18,2023-10-18T19:20:00-04:00,2023-10-18T22:20:00-04:00,OD,LONG,-380.0,-280.0
2023-10-19,2023-10-19T12:20:00-04:00,2023-10-19T12:40:00-04:00,RV,LONG,-2090.538543534749,-3245.0
2023-10-19,2023-10-19T19:20:00-04:00,2023-10-20T02:00:00-04:00,OD,LONG,-340.0,-255.0
2023-10-20,2023-10-20T11:15:00-04:00,2023-10-20T13:20:00-04:00,B2,SHORT,-3220.0,-2000.0
2023-10-23,2023-10-23T10:00:00-04:00,2023-10-23T11:20:00-04:00,RV,SHORT,-1779.0790485401158,-1980.0
2023-10-23,2023-10-23T19:20:00-04:00,2023-10-23T21:20:00-04:00,OD,LONG,-500.0,-485.0
2023-10-24,2023-10-24T10:40:00-04:00,2023-10-24T11:40:00-04:00,RV,LONG,-1533.1118104245252,-1715.0
2023-10-24,2023-10-24T10:40:00-04:00,2023-10-24T11:40:00-04:00,FB,LONG,-1575.0,-1715.0
2023-10-24,2023-10-24T10:40:00-04:00,2023-10-24T12:40:00-04:00,B2,LONG,-2565.0,-2780.0
2023-10-24,2023-10-24T19:20:00-04:00,2023-10-25T01:20:00-04:00,OD,LONG,-790.0,-545.0
2023-10-25,2023-10-25T19:20:00-04:00,2023-10-25T22:00:00-04:00,OD,LONG,-765.0,-855.0
2023-10-26,2023-10-26T09:35:00-04:00,2023-10-26T10:00:00-04:00,FB,LONG,-2090.0,-2265.0
2023-10-26,2023-10-26T11:00:00-04:00,2023-10-26T12:00:00-04:00,RV,SHORT,2104.073666726945,-95.0
2023-10-26,2023-10-26T19:20:00-04:00,2023-10-27T03:00:00-04:00,OD,LONG,-405.0,-865.0
2023-10-27,2023-10-27T11:15:00-04:00,2023-10-27T13:10:00-04:00,FB,LONG,-1975.0,-2430.0
2023-10-27,2023-10-27T12:40:00-04:00,2023-10-27T14:00:00-04:00,B2,LONG,-2435.0,-2460.0
2023-10-29,2023-10-29T19:20:00-04:00,2023-10-30T05:00:00-04:00,OD,LONG,1335.0,-35.0
2023-10-30,2023-10-30T09:50:00-04:00,2023-10-30T10:20:00-04:00,B2,LONG,-2085.0,-2135.0
2023-10-30,2023-10-30T09:50:00-04:00,2023-10-30T10:25:00-04:00,FB,LONG,-2365.0,-2540.0
2023-10-30,2023-10-30T19:20:00-04:00,2023-10-30T20:00:00-04:00,OD,LONG,-705.0,-190.0
2023-10-31,2023-10-31T10:20:00-04:00,2023-10-31T14:00:00-04:00,RV,LONG,1559.8112036241218,-960.0
2023-10-31,2023-10-31T13:55:00-04:00,2023-10-31T14:00:00-04:00,FB,LONG,-5.0,-145.0
2023-10-31,2023-10-31T14:45:00-04:00,2023-10-31T16:20:00-04:00,B2,LONG,-330.0,-375.0
2023-10-31,2023-10-31T19:20:00-04:00,2023-11-01T03:40:00-04:00,OD,LONG,200.0,-295.0
2023-11-01,2023-11-01T09:35:00-04:00,2023-11-01T14:00:00-04:00,FB,LONG,1315.0,-205.0
2023-11-01,2023-11-01T14:35:00-04:00,2023-11-01T15:40:00-04:00,B2,LONG,1546.2985639385442,-2070.0
2023-11-01,2023-11-01T19:20:00-04:00,2023-11-02T02:20:00-04:00,OD,LONG,-90.0,-260.0
2023-11-02,2023-11-02T10:40:00-04:00,2023-11-02T15:00:00-04:00,RV,LONG,1230.0,-325.0
2023-11-02,2023-11-02T13:35:00-04:00,2023-11-02T16:20:00-04:00,B2,LONG,-185.0,-290.0
2023-11-02,2023-11-02T13:35:00-04:00,2023-11-02T14:00:00-04:00,FB,LONG,105.0,-210.0
2023-11-02,2023-11-02T19:20:00-04:00,2023-11-03T03:40:00-04:00,OD,LONG,-70.0,-240.0
2023-11-03,2023-11-03T10:40:00-04:00,2023-11-03T14:00:00-04:00,FB,LONG,2025.0,-385.0
2023-11-03,2023-11-03T14:15:00-04:00,2023-11-03T16:20:00-04:00,B2,LONG,-120.0,-395.0
2023-11-05,2023-11-05T19:20:00-05:00,2023-11-07T02:20:00-05:00,OD,LONG,415.0,-75.0
2023-11-07,2023-11-07T10:00:00-05:00,2023-11-07T14:00:00-05:00,FB,LONG,2045.0,-500.0
2023-11-07,2023-11-07T10:40:00-05:00,2023-11-07T15:00:00-05:00,RV,LONG,595.0,-575.0
2023-11-07,2023-11-07T12:25:00-05:00,2023-11-07T16:00:00-05:00,B2,LONG,385.0,-515.0
2023-11-07,2023-11-07T19:20:00-05:00,2023-11-07T22:40:00-05:00,OD,LONG,-475.0,-310.0
2023-11-08,2023-11-08T09:35:00-05:00,2023-11-08T10:05:00-05:00,FB,LONG,-955.0,-1240.0
2023-11-08,2023-11-08T12:40:00-05:00,2023-11-08T15:00:00-05:00,RV,SHORT,-490.0,-1105.0
2023-11-08,2023-11-08T19:20:00-05:00,2023-11-09T03:00:00-05:00,OD,LONG,200.0,-40.0
2023-11-09,2023-11-09T10:00:00-05:00,2023-11-09T10:20:00-05:00,RV,LONG,-1002.8742822417915,-1410.0
2023-11-09,2023-11-09T11:50:00-05:00,2023-11-09T13:05:00-05:00,FB,LONG,-1075.0,-2220.0
2023-11-09,2023-11-09T13:15:00-05:00,2023-11-09T14:20:00-05:00,B2,LONG,-1790.0,-2020.0
2023-11-09,2023-11-09T19:20:00-05:00,2023-11-11T17:20:00-05:00,OD,LONG,7325.0,-225.0
2023-11-12,2023-11-12T19:20:00-05:00,2023-11-12T23:20:00-05:00,OD,LONG,-855.0,-795.0
2023-11-13,2023-11-13T19:20:00-05:00,2023-11-14T04:20:00-05:00,OD,LONG,610.0,-130.0
2023-11-14,2023-11-14T10:25:00-05:00,2023-11-14T14:00:00-05:00,FB,LONG,-215.0,-565.0
2023-11-14,2023-11-14T19:20:00-05:00,2023-11-15T02:00:00-05:00,OD,LONG,345.0,-115.0
2023-11-15,2023-11-15T12:40:00-05:00,2023-11-15T13:20:00-05:00,RV,LONG,-1433.8297748123296,-1590.0
2023-11-15,2023-11-15T14:30:00-05:00,2023-11-15T16:20:00-05:00,B2,LONG,-1445.0,-1715.0
2023-11-15,2023-11-15T19:20:00-05:00,2023-11-15T20:40:00-05:00,OD,LONG,-685.0,-405.0
2023-11-16,2023-11-16T10:00:00-05:00,2023-11-16T10:40:00-05:00,RV,LONG,-1135.3256009555116,-1160.0
2023-11-16,2023-11-16T10:50:00-05:00,2023-11-16T13:20:00-05:00,B2,LONG,270.0,-1030.0
2023-11-16,2023-11-16T13:55:00-05:00,2023-11-16T16:20:00-05:00,B2,LONG,705.0,-295.0
2023-11-16,2023-11-16T19:20:00-05:00,2023-11-17T00:20:00-05:00,OD,LONG,-140.0,-120.0
2023-11-17,2023-11-17T10:00:00-05:00,2023-11-17T10:20:00-05:00,RV,SHORT,961.4817186422806,-10.0
2023-11-17,2023-11-17T12:00:00-05:00,2023-11-17T14:20:00-05:00,RV,SHORT,-1167.6015126135098,-1205.0
2023-11-19,2023-11-19T19:20:00-05:00,2023-11-20T00:20:00-05:00,OD,LONG,-230.0,-205.0
2023-11-20,2023-11-20T09:55:00-05:00,2023-11-20T14:00:00-05:00,FB,LONG,1750.0,-895.0
2023-11-20,2023-11-20T10:45:00-05:00,2023-11-20T11:20:00-05:00,B2,LONG,1041.2921377295424,-125.0
2023-11-20,2023-11-20T19:20:00-05:00,2023-11-21T00:20:00-05:00,OD,LONG,-25.0,-90.0
2023-11-21,2023-11-21T19:20:00-05:00,2023-11-22T01:00:00-05:00,OD,LONG,-110.0,-45.0
2023-11-22,2023-11-22T10:25:00-05:00,2023-11-22T16:20:00-05:00,B2,LONG,-390.0,-1005.0
2023-11-22,2023-11-22T19:20:00-05:00,2023-11-23T05:20:00-05:00,OD,LONG,470.0,-145.0
2023-11-23,2023-11-23T19:20:00-05:00,2023-11-24T00:20:00-05:00,OD,LONG,-120.0,-160.0
2023-11-26,2023-11-26T19:20:00-05:00,2023-11-26T21:00:00-05:00,OD,LONG,-330.0,-0.0
2023-11-27,2023-11-27T10:40:00-05:00,2023-11-27T15:00:00-05:00,RV,LONG,-230.0,-785.0
2023-11-27,2023-11-27T11:25:00-05:00,2023-11-27T12:20:00-05:00,B2,LONG,972.1619576859666,-45.0
2023-11-27,2023-11-27T11:55:00-05:00,2023-11-27T14:00:00-05:00,FB,LONG,-5.0,-165.0
2023-11-27,2023-11-27T19:20:00-05:00,2023-11-27T23:20:00-05:00,OD,LONG,-125.0,-245.0
2023-11-28,2023-11-28T09:40:00-05:00,2023-11-28T11:00:00-05:00,RV,SHORT,-876.408328923244,-1200.0
2023-11-28,2023-11-28T11:05:00-05:00,2023-11-28T13:15:00-05:00,FB,LONG,-945.0,-965.0
2023-11-28,2023-11-28T11:35:00-05:00,2023-11-28T13:20:00-05:00,B2,LONG,-1545.0,-1915.0
2023-11-28,2023-11-28T11:40:00-05:00,2023-11-28T13:20:00-05:00,RV,LONG,-1223.2690712577096,-1960.0
2023-11-28,2023-11-28T19:20:00-05:00,2023-11-29T02:40:00-05:00,OD,LONG,170.0,-55.0
2023-11-29,2023-11-29T09:50:00-05:00,2023-11-29T10:10:00-05:00,FB,LONG,-1300.0,-1685.0
2023-11-29,2023-11-29T10:55:00-05:00,2023-11-29T14:40:00-05:00,B2,LONG,-1525.0,-1745.0
2023-11-29,2023-11-29T19:20:00-05:00,2023-11-30T03:40:00-05:00,OD,LONG,-230.0,-235.0
2023-11-30,2023-11-30T12:20:00-05:00,2023-11-30T15:00:00-05:00,RV,SHORT,-765.0,-855.0
2023-11-30,2023-11-30T19:20:00-05:00,2023-12-01T05:20:00-05:00,OD,LONG,330.0,-320.0
2023-12-01,2023-12-01T11:30:00-05:00,2023-12-01T12:20:00-05:00,B2,LONG,490.0,-510.0
2023-12-01,2023-12-01T11:45:00-05:00,2023-12-01T14:00:00-05:00,FB,LONG,-120.0,-700.0
2023-12-01,2023-12-01T12:30:00-05:00,2023-12-01T16:20:00-05:00,B2,LONG,190.0,-700.0
2023-12-04,2023-12-04T19:20:00-05:00,2023-12-05T01:00:00-05:00,OD,LONG,-540.0,-480.0
2023-12-05,2023-12-05T10:05:00-05:00,2023-12-05T14:00:00-05:00,FB,LONG,-1065.0,-1960.0
2023-12-05,2023-12-05T10:20:00-05:00,2023-12-05T12:00:00-05:00,B2,LONG,-1080.0,-1605.0
2023-12-05,2023-12-05T19:20:00-05:00,2023-12-06T00:00:00-05:00,OD,LONG,4605.0,-70.0
2023-12-06,2023-12-06T19:20:00-05:00,2023-12-07T00:00:00-05:00,OD,LONG,-4260.0,-260.0
2023-12-07,2023-12-07T09:35:00-05:00,2023-12-07T14:00:00-05:00,FB,LONG,1390.0,-1520.0
2023-12-07,2023-12-07T19:20:00-05:00,2023-12-08T01:20:00-05:00,OD,LONG,-145.0,-295.0
2023-12-08,2023-12-08T10:20:00-05:00,2023-12-08T10:40:00-05:00,RV,LONG,-1619.551389734952,-1570.0
2023-12-08,2023-12-08T10:20:00-05:00,2023-12-08T14:00:00-05:00,FB,LONG,-260.0,-2185.0
2023-12-08,2023-12-08T11:00:00-05:00,2023-12-08T11:40:00-05:00,RV,LONG,-1915.735637067373,-1915.0
2023-12-08,2023-12-08T12:45:00-05:00,2023-12-08T16:20:00-05:00,B2,LONG,675.0,-95.0
2023-12-10,2023-12-10T19:20:00-05:00,2023-12-11T00:00:00-05:00,OD,LONG,3230.0,-1075.0
2023-12-11,2023-12-11T12:50:00-05:00,2023-12-11T14:00:00-05:00,FB,LONG,695.0,-250.0
2023-12-11,2023-12-11T19:20:00-05:00,2023-12-12T05:40:00-05:00,OD,LONG,200.0,-5.0
2023-12-12,2023-12-12T11:00:00-05:00,2023-12-12T15:20:00-05:00,B2,LONG,1063.619804017435,-635.0
2023-12-12,2023-12-12T19:20:00-05:00,2023-12-13T08:00:00-05:00,OD,LONG,-5.0,-320.0
2023-12-13,2023-12-13T14:20:00-05:00,2023-12-13T15:00:00-05:00,RV,LONG,1425.0,-570.0
2023-12-13,2023-12-13T14:35:00-05:00,2023-12-13T15:00:00-05:00,B2,LONG,1125.5056269853958,-80.0
2023-12-13,2023-12-13T19:20:00-05:00,2023-12-14T02:20:00-05:00,OD,LONG,195.0,-110.0
2023-12-14,2023-12-14T12:15:00-05:00,2023-12-14T13:20:00-05:00,B2,LONG,-2065.0,-2145.0
2023-12-14,2023-12-14T19:20:00-05:00,2023-12-15T03:20:00-05:00,OD,LONG,375.0,-350.0
2023-12-15,2023-12-15T10:10:00-05:00,2023-12-15T14:00:00-05:00,FB,LONG,-1195.0,-1530.0
2023-12-15,2023-12-15T14:05:00-05:00,2023-12-15T16:00:00-05:00,B2,LONG,1222.3360456675437,-280.0
2023-12-17,2023-12-17T19:20:00-05:00,2023-12-18T02:00:00-05:00,OD,LONG,280.0,-135.0
2023-12-18,2023-12-18T10:20:00-05:00,2023-12-18T14:00:00-05:00,FB,LONG,1005.0,-955.0
2023-12-18,2023-12-18T10:20:00-05:00,2023-12-18T13:40:00-05:00,B2,LONG,814.6377650360228,-955.0
2023-12-18,2023-12-18T11:20:00-05:00,2023-12-18T13:40:00-05:00,RV,LONG,1125.340847116895,-190.0
2023-12-18,2023-12-18T14:55:00-05:00,2023-12-18T16:20:00-05:00,B2,LONG,-1070.0,-1200.0
2023-12-18,2023-12-18T19:20:00-05:00,2023-12-19T01:00:00-05:00,OD,LONG,-60.0,-255.0
2023-12-19,2023-12-19T09:40:00-05:00,2023-12-19T15:00:00-05:00,RV,LONG,230.0,-615.0
2023-12-19,2023-12-19T10:25:00-05:00,2023-12-19T14:00:00-05:00,FB,LONG,65.0,-480.0
2023-12-19,2023-12-19T19:20:00-05:00,2023-12-20T01:20:00-05:00,OD,LONG,-65.0,-65.0
2023-12-20,2023-12-20T09:40:00-05:00,2023-12-20T10:20:00-05:00,RV,LONG,721.2479042813357,-90.0
2023-12-20,2023-12-20T10:10:00-05:00,2023-12-20T14:00:00-05:00,FB,LONG,30.0,-290.0
2023-12-20,2023-12-20T12:05:00-05:00,2023-12-20T14:40:00-05:00,B2,LONG,-722.5,-1745.0
2023-12-20,2023-12-20T19:20:00-05:00,2023-12-21T03:20:00-05:00,OD,LONG,1360.0,-145.0
2023-12-21,2023-12-21T19:20:00-05:00,2023-12-22T00:40:00-05:00,OD,LONG,-680.0,-660.0
2023-12-22,2023-12-22T10:30:00-05:00,2023-12-22T14:00:00-05:00,FB,LONG,-440.0,-1150.0
2023-12-22,2023-12-22T11:10:00-05:00,2023-12-22T14:20:00-05:00,B2,LONG,-1005.0,-1305.0
2023-12-22,2023-12-22T14:40:00-05:00,2023-12-22T16:20:00-05:00,B2,LONG,625.0,-5.0
2023-12-27,2023-12-27T19:20:00-05:00,2023-12-28T08:00:00-05:00,OD,LONG,535.0,-5.0
2023-12-28,2023-12-28T19:20:00-05:00,2024-01-01T18:40:00-05:00,OD,LONG,-1425.0,-1960.0
2024-01-01,2024-01-01T19:20:00-05:00,2024-01-01T20:40:00-05:00,OD,LONG,-205.0,-140.0
2024-01-02,2024-01-02T11:20:00-05:00,2024-01-02T15:00:00-05:00,RV,SHORT,1985.0,-640.0
2024-01-02,2024-01-02T19:20:00-05:00,2024-01-03T03:20:00-05:00,OD,LONG,-405.0,-735.0
2024-01-03,2024-01-03T10:35:00-05:00,2024-01-03T16:20:00-05:00,B2,SHORT,820.0,-1090.0
2024-01-03,2024-01-03T19:20:00-05:00,2024-01-04T03:40:00-05:00,OD,LONG,220.0,-20.0
2024-01-04,2024-01-04T10:20:00-05:00,2024-01-04T15:00:00-05:00,RV,SHORT,630.0,-1345.0
2024-01-04,2024-01-04T19:20:00-05:00,2024-01-05T00:00:00-05:00,OD,LONG,-395.0,-330.0
2024-01-05,2024-01-05T09:35:00-05:00,2024-01-05T14:00:00-05:00,FB,LONG,25.0,-1125.0
2024-01-05,2024-01-05T10:30:00-05:00,2024-01-05T12:40:00-05:00,B2,LONG,-1390.0,-1810.0
2024-01-08,2024-01-08T09:35:00-05:00,2024-01-08T14:00:00-05:00,FB,LONG,3905.0,-55.0
2024-01-08,2024-01-08T09:40:00-05:00,2024-01-08T10:20:00-05:00,RV,LONG,1514.5474705419474,-180.0
2024-01-08,2024-01-08T09:50:00-05:00,2024-01-08T10:20:00-05:00,B2,LONG,1180.440501255143,-105.0
2024-01-08,2024-01-08T10:45:00-05:00,2024-01-08T13:00:00-05:00,B2,LONG,1182.9875296128012,-240.0
2024-01-08,2024-01-08T19:20:00-05:00,2024-01-09T00:40:00-05:00,OD,LONG,-220.0,-200.0
2024-01-09,2024-01-09T10:40:00-05:00,2024-01-09T14:00:00-05:00,FB,LONG,1890.0,-370.0
2024-01-09,2024-01-09T11:20:00-05:00,2024-01-09T13:00:00-05:00,RV,LONG,1282.6619724729971,-45.0
2024-01-09,2024-01-09T19:20:00-05:00,2024-01-10T01:40:00-05:00,OD,LONG,-610.0,-470.0
2024-01-10,2024-01-10T10:30:00-05:00,2024-01-10T14:00:00-05:00,FB,LONG,1330.0,-80.0
2024-01-10,2024-01-10T14:15:00-05:00,2024-01-10T16:20:00-05:00,B2,LONG,135.0,-1145.0
2024-01-10,2024-01-10T14:20:00-05:00,2024-01-10T15:00:00-05:00,RV,LONG,420.0,-295.0
2024-01-10,2024-01-10T19:20:00-05:00,2024-01-11T03:20:00-05:00,OD,LONG,1490.0,-60.0
2024-01-11,2024-01-11T19:20:00-05:00,2024-01-12T02:20:00-05:00,OD,LONG,-500.0,-775.0
2024-01-12,2024-01-12T09:40:00-05:00,2024-01-12T14:00:00-05:00,FB,LONG,-460.0,-1765.0
2024-01-12,2024-01-12T11:20:00-05:00,2024-01-12T15:00:00-05:00,RV,LONG,-715.0,-1490.0
2024-01-16,2024-01-16T10:45:00-05:00,2024-01-16T13:00:00-05:00,B2,LONG,-2175.0,-2340.0
2024-01-16,2024-01-16T10:45:00-05:00,2024-01-16T14:00:00-05:00,FB,LONG,-2175.0,-2410.0
2024-01-16,2024-01-16T13:30:00-05:00,2024-01-16T16:20:00-05:00,B2,LONG,575.0,-1540.0
2024-01-16,2024-01-16T19:20:00-05:00,2024-01-16T22:00:00-05:00,OD,LONG,-750.0,-675.0
2024-01-17,2024-01-17T10:20:00-05:00,2024-01-17T11:20:00-05:00,RV,SHORT,-1638.9005851143884,-1685.0
2024-01-17,2024-01-17T12:50:00-05:00,2024-01-17T16:00:00-05:00,B2,LONG,1498.9547065579245,-1145.0
2024-01-17,2024-01-17T19:20:00-05:00,2024-01-18T03:40:00-05:00,OD,LONG,705.0,-325.0
2024-01-18,2024-01-18T10:40:00-05:00,2024-01-18T13:20:00-05:00,RV,LONG,-1537.7692476650554,-2165.0
2024-01-18,2024-01-18T11:25:00-05:00,2024-01-18T13:05:00-05:00,FB,LONG,-2000.0,-2110.0
2024-01-18,2024-01-18T12:20:00-05:00,2024-01-18T14:40:00-05:00,B2,LONG,1531.9715625745448,-1460.0
2024-01-18,2024-01-18T14:20:00-05:00,2024-01-18T15:00:00-05:00,RV,LONG,835.0,-110.0
2024-01-18,2024-01-18T19:20:00-05:00,2024-01-19T00:40:00-05:00,OD,LONG,125.0,-230.0
2024-01-19,2024-01-19T11:20:00-05:00,2024-01-19T13:20:00-05:00,RV,LONG,1399.6590961838228,-705.0
2024-01-19,2024-01-19T11:55:00-05:00,2024-01-19T12:40:00-05:00,B2,LONG,1248.401875261843,-320.0
2024-01-19,2024-01-19T12:25:00-05:00,2024-01-19T14:00:00-05:00,FB,LONG,2400.0,-30.0
2024-01-19,2024-01-19T13:10:00-05:00,2024-01-19T14:20:00-05:00,B2,LONG,1390.4231559598702,-105.0
2024-01-22,2024-01-22T19:20:00-05:00,2024-01-23T03:00:00-05:00,OD,LONG,-325.0,-260.0
2024-01-23,2024-01-23T10:00:00-05:00,2024-01-23T15:00:00-05:00,RV,LONG,320.0,-925.0
2024-01-23,2024-01-23T19:20:00-05:00,2024-01-24T03:40:00-05:00,OD,LONG,1470.0,-185.0
2024-01-24,2024-01-24T10:00:00-05:00,2024-01-24T10:40:00-05:00,RV,LONG,1066.904516396753,-635.0
2024-01-24,2024-01-24T10:40:00-05:00,2024-01-24T14:00:00-05:00,FB,LONG,-560.0,-1090.0
2024-01-24,2024-01-24T19:20:00-05:00,2024-01-25T03:00:00-05:00,OD,LONG,185.0,-360.0
2024-01-25,2024-01-25T10:20:00-05:00,2024-01-25T13:00:00-05:00,RV,LONG,-1451.7983577991254,-1580.0
2024-01-25,2024-01-25T19:20:00-05:00,2024-01-25T23:20:00-05:00,OD,LONG,-725.0,-590.0
2024-01-28,2024-01-28T19:20:00-05:00,2024-01-29T03:00:00-05:00,OD,LONG,1280.0,-125.0
2024-01-29,2024-01-29T09:40:00-05:00,2024-01-29T11:20:00-05:00,RV,LONG,-1107.7151926400984,-1075.0
2024-01-29,2024-01-29T12:05:00-05:00,2024-01-29T14:00:00-05:00,FB,LONG,155.0,-60.0
2024-01-29,2024-01-29T13:00:00-05:00,2024-01-29T15:20:00-05:00,B2,LONG,995.8272567298992,-380.0
2024-01-29,2024-01-29T19:20:00-05:00,2024-01-30T01:20:00-05:00,OD,LONG,-300.0,-375.0
2024-01-30,2024-01-30T12:15:00-05:00,2024-01-30T12:40:00-05:00,B2,SHORT,985.9890554487356,-5.0
2024-01-30,2024-01-30T14:05:00-05:00,2024-01-30T16:20:00-05:00,B2,SHORT,670.0,-825.0
2024-01-30,2024-01-30T19:20:00-05:00,2024-01-31T04:00:00-05:00,OD,LONG,-1575.0,-650.0
2024-01-31,2024-01-31T11:20:00-05:00,2024-01-31T14:40:00-05:00,RV,SHORT,-1584.8471599415643,-1855.0
2024-01-31,2024-01-31T19:20:00-05:00,2024-02-01T01:20:00-05:00,OD,LONG,-105.0,-45.0
2024-02-01,2024-02-01T12:50:00-05:00,2024-02-01T16:20:00-05:00,B2,LONG,1654.2073778373017,-1055.0
2024-02-01,2024-02-01T13:35:00-05:00,2024-02-01T14:00:00-05:00,FB,LONG,-345.0,-985.0
2024-02-01,2024-02-01T19:20:00-05:00,2024-02-02T03:00:00-05:00,OD,LONG,40.0,-0.0
2024-02-02,2024-02-02T11:00:00-05:00,2024-02-02T14:00:00-05:00,FB,LONG,1760.0,-665.0
2024-02-02,2024-02-02T11:30:00-05:00,2024-02-02T13:00:00-05:00,B2,LONG,480.0,-130.0
2024-02-04,2024-02-04T19:20:00-05:00,2024-02-05T04:20:00-05:00,OD,LONG,-375.0,-765.0
2024-02-05,2024-02-05T10:35:00-05:00,2024-02-05T11:00:00-05:00,B2,SHORT,1114.978674429149,-250.0
2024-02-05,2024-02-05T11:20:00-05:00,2024-02-05T12:40:00-05:00,RV,SHORT,-1625.2101808501902,-1865.0
2024-02-05,2024-02-05T19:20:00-05:00,2024-02-06T03:40:00-05:00,OD,LONG,830.0,-70.0
2024-02-06,2024-02-06T10:50:00-05:00,2024-02-06T12:40:00-05:00,B2,SHORT,1252.2712296807003,-735.0
2024-02-06,2024-02-06T12:40:00-05:00,2024-02-06T15:00:00-05:00,RV,SHORT,-565.0,-650.0
2024-02-06,2024-02-06T19:20:00-05:00,2024-02-06T22:20:00-05:00,OD,LONG,400.0,-90.0
2024-02-07,2024-02-07T09:25:00-05:00,2024-02-07T09:40:00-05:00,FB,LONG,-880.0,-900.0
2024-02-07,2024-02-07T12:20:00-05:00,2024-02-07T16:20:00-05:00,B2,LONG,-20.0,-1335.0
2024-02-07,2024-02-07T19:20:00-05:00,2024-02-08T03:00:00-05:00,OD,LONG,-120.0,-30.0
