bm,norm,zlook,ema,hz,sl,tp,rr,is_pf,is_wr,oos_pf,oos_wr,tot_t,tot_pf,tot_wr,tot_pnl,tot_mdd
15,100,75,80,1.45,2.0,3.0,1.5,0.9948640797548909,45.10028653295129,1.0671892433193555,45.12396694214876,2350,1.016664016842799,45.1063829787234,26632.14531065194,-71984.85324225541
15,100,75,80,1.5,1.5,2.0,1.333,1.0334367834258578,46.07890891378471,1.1832218789404478,48.489208633093526,2748,1.0774470602448079,46.68850072780204,115644.51518592992,-52786.77976313277
15,100,75,80,1.5,1.5,2.5,1.667,1.001463208995669,42.295918367346935,1.196650865039032,44.461077844311376,2628,1.0587894526815864,42.84627092846271,89460.32291501055,-55560.53064859927
15,100,75,80,1.5,1.5,3.0,2.0,1.0004062641772988,39.87138263665595,1.0781929374943453,40.063091482649845,2500,1.023663745042347,39.92,35810.60295873485,-57392.17905237201
15,100,75,80,1.5,2.0,2.0,1.0,1.0401675266395045,51.697127937336816,1.1218953894739356,52.4390243902439,2571,1.064613540841697,51.88642551536367,100295.92857831708,-60151.77862514423
15,100,75,80,1.5,2.0,2.5,1.25,1.0021144063502203,47.73480662983425,1.164541352332181,49.12559618441971,2439,1.0503890550652857,48.09348093480935,79851.95201168033,-71047.98033143106
15,100,75,80,1.5,2.0,3.0,1.5,1.0033936737684899,45.311589982527664,1.0580061542020123,44.705882352941174,2312,1.0199681272480567,45.155709342560556,31532.317248363506,-65084.67171939945
15,100,75,80,1.55,1.5,2.0,1.333,1.0238035899789188,45.8683819891143,1.1884098871977247,48.8235294117647,2701,1.0716094986200564,46.61236579044798,105182.7635388948,-56324.861506252164
15,100,75,80,1.55,1.5,2.5,1.667,0.9878199344399884,41.955509570615625,1.198212621397137,44.732824427480914,2588,1.048917832794673,42.65842349304482,73456.56546206551,-58917.694244833874
15,100,75,80,1.55,1.5,3.0,2.0,0.9849564012981432,39.500813890396095,1.0742942654414644,40.353697749196144,2465,1.011340230770616,39.716024340770794,16979.411762202144,-62579.915919573396
