bm,norm,zlook,ema,hz,sl,tp,variant,of_p1,of_p2,gamma,is_t,is_pf,is_wr,is_pnl,is_mdd,oos_t,oos_pf,oos_wr,oos_pnl,oos_mdd,tot_t,tot_pf,tot_wr,tot_pnl,tot_mdd
15,275,100,40,1.5,2.5,0.75,multi_pd50_K2,50,2,none,817,1.255102792326414,74.90820073439413,70427.0792583194,-22663.179890003084,174,1.468229802103772,74.71264367816092,34251.42172521446,-13699.97645432115,991,1.2997458251328526,74.87386478304742,104678.50098353384,-22663.179890003084
15,275,100,40,1.5,2.5,0.75,multi_pd50_K2,50,2,drop_pos,699,1.2448853613943391,74.96423462088698,59980.266264009006,-19202.014774209892,137,1.5203262282679864,75.91240875912409,31463.583334688446,-11198.051600574472,836,1.2994222580096872,75.11961722488039,91443.84959869744,-19202.014774209892
15,275,100,40,1.5,2.5,0.75,multi_pd50_K3,50,3,none,582,1.190574700766126,74.22680412371135,38839.22606372969,-14817.326775982001,90,1.663428928878967,75.55555555555556,22764.237866066032,-7854.01952297063,672,1.2587146648593275,74.4047619047619,61603.463929795726,-14817.326775982001
15,275,100,40,1.5,2.5,0.75,multi_pd50_K3,50,3,drop_pos,497,1.2109197655698738,74.64788732394366,37308.780241740715,-17612.492103088734,68,1.5220988222592857,75.0,15998.103684150774,-6744.832576352346,565,1.2568659427660689,74.69026548672566,53306.88392589149,-17612.492103088734
15,250,200,60,2.0,2.5,0.75,baseline,0,0,none,1068,1.195260591358987,74.43820224719101,73151.58570044555,-23468.24408152548,335,1.200627868849861,74.92537313432835,31574.543871104834,-14723.257223341134,1403,1.19684832093919,74.55452601568068,104726.12957155038,-23468.24408152548
15,250,200,60,2.0,2.5,0.75,gamma_only,0,0,drop_pos,922,1.2180763314790313,74.62039045553145,70974.68206399622,-20167.292068215174,266,1.1716086539698927,74.43609022556392,23225.076457484174,-17572.75125005108,1188,1.2044285902794856,74.57912457912458,94199.7585214804,-20167.292068215174
15,250,200,60,2.0,2.5,0.75,window_N3_D100,3,100,none,610,1.2725516027139194,74.75409836065573,56097.67988623269,-13236.709560314885,114,1.296152748632352,76.3157894736842,14895.25595777006,-12194.39279487553,724,1.277186305905559,75.0,70992.93584400276,-13236.709560314885
15,250,200,60,2.0,2.5,0.75,window_N3_D100,3,100,drop_pos,528,1.3016311040708004,74.62121212121212,53989.758054140766,-13236.709560314885,90,1.2830381235444956,76.66666666666667,11971.71980885134,-11566.56933488579,618,1.2980772541672725,74.91909385113269,65961.4778629921,-13236.709560314885
15,250,200,60,2.0,2.5,0.75,window_N5_D100,5,100,none,755,1.2039505897073965,74.03973509933775,55057.10221504669,-14897.83823671005,182,1.0747000773878568,72.52747252747253,7104.516236366981,-14279.931891600063,937,1.1702776477726058,73.74599786552828,62161.61845141367,-14897.83823671005
15,250,200,60,2.0,2.5,0.75,window_N5_D100,5,100,drop_pos,653,1.2143517463794653,74.11944869831547,50503.700627213,-12093.944194036558,143,1.0938370961071078,72.72727272727273,7301.260401032632,-12893.11168216438,796,1.1844334001793886,73.86934673366834,57804.961028245634,-12893.11168216438
15,250,200,60,2.0,2.5,0.75,window_N8_D100,8,100,none,846,1.2295002425546235,74.822695035461,68566.10625806818,-15464.180875491329,216,1.1303002981866779,72.68518518518519,14917.300332150335,-19284.795606778207,1062,1.2020183348226916,74.3879472693032,83483.40659021851,-19284.795606778207
15,250,200,60,2.0,2.5,0.75,window_N8_D100,8,100,drop_pos,733,1.2295158066108776,74.7612551159618,60379.29712626665,-15464.180875491329,171,1.1933435570656232,73.6842105263158,17878.06437047344,-16979.834745511253,904,1.2201082377471024,74.5575221238938,78257.36149674008,-16979.834745511253
15,250,200,60,2.0,2.5,0.75,window_N10_D100,10,100,none,864,1.2238477781469959,74.76851851851852,68570.43545421162,-13786.491722654282,225,1.1806856037167692,73.77777777777777,20685.612035034646,-17430.61773315967,1089,1.2121052423984884,74.56382001836548,89256.04748924627,-17430.61773315967
15,250,200,60,2.0,2.5,0.75,window_N10_D100,10,100,drop_pos,745,1.2295165739100649,74.76510067114094,61528.07632736785,-12369.51427499007,175,1.2259252165496937,74.28571428571429,20890.82059774897,-16979.834745511253,920,1.2285955088450917,74.67391304347827,82418.89692511683,-16979.834745511253
15,250,200,60,2.0,2.5,0.75,multi_pd25_K2,25,2,none,927,1.2474996783757155,75.29665587918015,79060.32258721109,-19571.3090505551,252,1.0908745615471527,73.41269841269842,12204.523948709248,-13393.214030303352,1179,1.2011404834684833,74.89397794741306,91264.84653592034,-19571.3090505551
15,250,200,60,2.0,2.5,0.75,multi_pd25_K2,25,2,drop_pos,800,1.2519067663428893,75.25,70540.8991406216,-19571.3090505551,195,1.0522087421898183,73.33333333333333,5989.3386113598535,-15962.571062108764,995,1.1938716716945974,74.87437185929649,76530.23775198145,-19571.3090505551
15,250,200,60,2.0,2.5,0.75,multi_pd25_K3,25,3,none,881,1.2268104161739126,74.91486946651533,70191.83179774562,-14580.28669658921,233,1.1244667757547528,72.96137339055794,15252.142548772026,-20000.43037462492,1114,1.197780819137751,74.50628366247756,85443.97434651764,-20000.43037462492
15,250,200,60,2.0,2.5,0.75,multi_pd25_K3,25,3,drop_pos,761,1.2392286674014574,75.03285151116951,64607.367974214285,-14580.28669658921,183,1.1572334668091135,73.77049180327869,15793.900405483946,-17277.662106662974,944,1.2169992458383694,74.78813559322033,80401.26837969823,-17277.662106662974
15,250,200,60,2.0,2.5,0.75,multi_pd25_K4,25,4,none,835,1.1853548665334128,74.25149700598803,55592.56352376484,-14344.109862707555,216,1.085823492801331,72.22222222222223,10180.69402036228,-16930.247906283184,1051,1.1571460252631849,73.83444338725023,65773.25754412712,-16930.247906283184
15,250,200,60,2.0,2.5,0.75,multi_pd25_K4,25,4,drop_pos,722,1.2046807825155357,74.23822714681441,53691.8022157294,-13989.68713274251,172,1.140366642559446,73.83720930232558,13549.939630638037,-15709.929605825091,894,1.1873800566200308,74.16107382550335,67241.74184636744,-19886.14710610069
15,250,200,60,2.0,2.5,0.75,multi_pd25_K5,25,5,none,787,1.1771990987827423,74.33290978398983,50913.635708518086,-19104.850829555107,194,1.0734416479076982,72.68041237113403,7871.669653307836,-14736.386369906613,981,1.1490094986623665,74.00611620795107,58785.30536182592,-19104.850829555107
