entry_ts,exit_ts,direction,pnl_$,strat,cum,peak,dd
2021-08-23 09:50:00-04:00,2021-08-23 14:00:00-04:00,LONG,2330.0,FB,55252.668647443534,61951.55530183292,-6698.886654389389
2021-08-23 19:00:00-04:00,2021-08-24 05:20:00-04:00,LONG,640.0,OD,55892.668647443534,61951.55530183292,-6058.886654389389
2021-08-24 10:05:00-04:00,2021-08-24 14:00:00-04:00,LONG,-70.0,FB,55822.668647443534,61951.55530183292,-6128.886654389389
2021-08-24 12:00:00-04:00,2021-08-24 15:00:00-04:00,LONG,30.0,RV,55852.668647443534,61951.55530183292,-6098.886654389389
2021-08-24 19:00:00-04:00,2021-08-25 05:20:00-04:00,LONG,355.0,OD,56207.668647443534,61951.55530183292,-5743.886654389389
2021-08-25 09:40:00-04:00,2021-08-25 10:40:00-04:00,LONG,-701.9703388631024,RV,55505.69830858043,61951.55530183292,-6445.8569932524915
2021-08-25 19:00:00-04:00,2021-08-26 05:00:00-04:00,LONG,-715.0,OD,54790.69830858043,61951.55530183292,-7160.8569932524915
2021-08-26 09:40:00-04:00,2021-08-26 10:40:00-04:00,LONG,-730.6911556841806,RV,54060.00715289625,61951.55530183292,-7891.548148936672
2021-08-26 11:20:00-04:00,2021-08-26 15:00:00-04:00,SHORT,550.0,RV,54610.00715289625,61951.55530183292,-7341.548148936672
2021-08-26 19:00:00-04:00,2021-08-27 07:20:00-04:00,LONG,1460.0,OD,56070.00715289625,61951.55530183292,-5881.548148936672
2021-08-27 10:00:00-04:00,2021-08-27 10:20:00-04:00,SHORT,-778.9479163824944,RV,55291.059236513756,61951.55530183292,-6660.4960653191665
2021-08-27 10:20:00-04:00,2021-08-27 14:00:00-04:00,LONG,275.0,FB,55566.059236513756,61951.55530183292,-6385.4960653191665
2021-08-29 19:00:00-04:00,2021-08-30 08:00:00-04:00,LONG,50.0,OD,55616.059236513756,61951.55530183292,-6335.4960653191665
2021-08-30 09:50:00-04:00,2021-08-30 10:20:00-04:00,LONG,533.5640533905826,B2,56149.62328990434,61951.55530183292,-5801.932011928584
2021-08-30 09:55:00-04:00,2021-08-30 14:00:00-04:00,LONG,1850.0,FB,57999.62328990434,61951.55530183292,-3951.932011928584
2021-08-30 19:00:00-04:00,2021-08-31 05:00:00-04:00,LONG,835.0,OD,58834.62328990434,61951.55530183292,-3116.932011928584
2021-08-31 12:40:00-04:00,2021-08-31 15:00:00-04:00,LONG,115.0,RV,58949.62328990434,61951.55530183292,-3001.932011928584
2021-08-31 19:00:00-04:00,2021-09-01 05:00:00-04:00,LONG,125.0,OD,59074.62328990434,61951.55530183292,-2876.932011928584
2021-09-01 09:40:00-04:00,2021-09-01 10:00:00-04:00,LONG,799.7903537159073,RV,59874.413643620246,61951.55530183292,-2077.1416582126767
2021-09-01 09:50:00-04:00,2021-09-01 14:00:00-04:00,LONG,-310.0,FB,59564.413643620246,61951.55530183292,-2387.1416582126767
2021-09-01 19:00:00-04:00,2021-09-02 08:00:00-04:00,LONG,750.0,OD,60314.413643620246,61951.55530183292,-1637.1416582126767
2021-09-02 14:05:00-04:00,2021-09-02 16:20:00-04:00,SHORT,-625.0,B2,59689.413643620246,61951.55530183292,-2262.1416582126767
2021-09-02 19:00:00-04:00,2021-09-03 08:00:00-04:00,LONG,375.0,OD,60064.413643620246,61951.55530183292,-1887.1416582126767
2021-09-03 10:00:00-04:00,2021-09-03 15:00:00-04:00,LONG,260.0,RV,60324.413643620246,61951.55530183292,-1627.1416582126767
2021-09-05 19:00:00-04:00,2021-09-06 06:40:00-04:00,LONG,560.0,OD,60884.413643620246,61951.55530183292,-1067.1416582126767
2021-09-06 19:00:00-04:00,2021-09-07 05:00:00-04:00,LONG,-785.0,OD,60099.413643620246,61951.55530183292,-1852.1416582126767
2021-09-07 09:40:00-04:00,2021-09-07 10:00:00-04:00,SHORT,761.4805453072404,RV,60860.89418892749,61951.55530183292,-1090.6611129054363
2021-09-07 10:40:00-04:00,2021-09-07 15:00:00-04:00,SHORT,-615.0,RV,60245.89418892749,61951.55530183292,-1705.6611129054363
2021-09-07 19:00:00-04:00,2021-09-08 06:20:00-04:00,LONG,-140.0,OD,60105.89418892749,61951.55530183292,-1845.6611129054363
2021-09-08 11:20:00-04:00,2021-09-08 12:20:00-04:00,SHORT,-490.0,B2,59615.89418892749,61951.55530183292,-2335.6611129054363
2021-09-08 12:20:00-04:00,2021-09-08 15:00:00-04:00,SHORT,-310.0,RV,59305.89418892749,61951.55530183292,-2645.6611129054363
2021-09-08 19:00:00-04:00,2021-09-09 05:00:00-04:00,LONG,-685.0,OD,58620.89418892749,61951.55530183292,-3330.6611129054363
2021-09-09 19:00:00-04:00,2021-09-10 08:00:00-04:00,LONG,2880.0,OD,61500.89418892749,61951.55530183292,-450.6611129054363
2021-09-12 19:00:00-04:00,2021-09-13 08:00:00-04:00,LONG,880.0,OD,62380.89418892749,62380.89418892749,0.0
2021-09-13 10:25:00-04:00,2021-09-13 16:20:00-04:00,SHORT,-1455.0,B2,60925.89418892749,62380.89418892749,-1455.0
2021-09-13 19:00:00-04:00,2021-09-14 05:20:00-04:00,LONG,-305.0,OD,60620.89418892749,62380.89418892749,-1760.0
2021-09-14 19:00:00-04:00,2021-09-15 06:40:00-04:00,LONG,660.0,OD,61280.89418892749,62380.89418892749,-1100.0
2021-09-15 13:30:00-04:00,2021-09-15 14:00:00-04:00,LONG,175.0,FB,61455.89418892749,62380.89418892749,-925.0
2021-09-15 19:00:00-04:00,2021-09-16 05:20:00-04:00,LONG,-690.0,OD,60765.89418892749,62380.89418892749,-1615.0
2021-09-16 10:45:00-04:00,2021-09-16 14:00:00-04:00,SHORT,-1480.0,B2,59285.89418892749,62380.89418892749,-3095.0
2021-09-16 10:40:00-04:00,2021-09-16 14:00:00-04:00,SHORT,-1164.1059920226326,RV,58121.788196904854,62380.89418892749,-4259.105992022633
2021-09-16 19:00:00-04:00,2021-09-17 05:00:00-04:00,LONG,-210.0,OD,57911.788196904854,62380.89418892749,-4469.105992022633
2021-09-17 12:40:00-04:00,2021-09-17 14:00:00-04:00,SHORT,1432.6085983408484,RV,59344.3967952457,62380.89418892749,-3036.497393681784
2021-09-17 11:30:00-04:00,2021-09-17 15:40:00-04:00,SHORT,365.0,B2,59709.3967952457,62380.89418892749,-2671.497393681784
2021-09-19 19:00:00-04:00,2021-09-20 05:00:00-04:00,LONG,-3000.0,OD,56709.3967952457,62380.89418892749,-5671.497393681784
2021-09-20 09:20:00-04:00,2021-09-20 10:40:00-04:00,SHORT,1415.442234852744,RV,58124.83903009845,62380.89418892749,-4256.05515882904
2021-09-20 11:20:00-04:00,2021-09-20 12:20:00-04:00,SHORT,1929.1469724252968,RV,60053.98600252374,62380.89418892749,-2326.9081864037435
2021-09-20 11:55:00-04:00,2021-09-20 13:20:00-04:00,SHORT,1758.4577491199889,B2,61812.44375164373,62380.89418892749,-568.4504372837546
2021-09-20 19:00:00-04:00,2021-09-21 04:00:00-04:00,LONG,6290.0,OD,68102.44375164373,68102.44375164373,0.0
2021-09-21 19:00:00-04:00,2021-09-22 08:00:00-04:00,LONG,1600.0,OD,69702.44375164373,69702.44375164373,0.0
2021-09-22 10:00:00-04:00,2021-09-22 10:40:00-04:00,LONG,1179.266560401229,RV,70881.71031204496,70881.71031204496,0.0
2021-09-22 10:20:00-04:00,2021-09-22 14:00:00-04:00,LONG,530.0,FB,71411.71031204496,71411.71031204496,0.0
2021-09-22 14:00:00-04:00,2021-09-22 14:40:00-04:00,LONG,1422.4132325148094,B2,72834.12354455977,72834.12354455977,0.0
2021-09-22 14:20:00-04:00,2021-09-22 15:00:00-04:00,LONG,-1400.0,RV,71434.12354455977,72834.12354455977,-1400.0
2021-09-22 19:00:00-04:00,2021-09-23 06:00:00-04:00,LONG,1210.0,OD,72644.12354455977,72834.12354455977,-190.0
2021-09-23 10:05:00-04:00,2021-09-23 14:00:00-04:00,LONG,515.0,FB,73159.12354455977,73159.12354455977,0.0
2021-09-23 12:35:00-04:00,2021-09-23 16:20:00-04:00,LONG,135.0,B2,73294.12354455977,73294.12354455977,0.0
2021-09-23 19:00:00-04:00,2021-09-24 05:00:00-04:00,LONG,-1520.0,OD,71774.12354455977,73294.12354455977,-1520.0
2021-09-24 09:55:00-04:00,2021-09-24 14:00:00-04:00,LONG,1005.0,FB,72779.12354455977,73294.12354455977,-515.0
2021-09-24 12:00:00-04:00,2021-09-24 15:00:00-04:00,LONG,965.0,RV,73744.12354455977,73744.12354455977,0.0
2021-09-26 19:00:00-04:00,2021-09-27 05:20:00-04:00,LONG,-300.0,OD,73444.12354455977,73744.12354455977,-300.0
2021-09-27 09:55:00-04:00,2021-09-27 10:40:00-04:00,SHORT,-1775.0,B2,71669.12354455977,73744.12354455977,-2075.0
2021-09-27 10:20:00-04:00,2021-09-27 15:00:00-04:00,SHORT,-825.0,RV,70844.12354455977,73744.12354455977,-2900.0
