entry_ts,exit_ts,direction,pnl_$,strat,cum,peak,dd
2020-12-21 19:00:00-05:00,2020-12-22 08:00:00-05:00,LONG,930.0,OD,-8591.299421733493,-1290.0,-7301.299421733493
2020-12-22 10:00:00-05:00,2020-12-22 10:20:00-05:00,LONG,-1067.5298069886412,RV,-9658.829228722134,-1290.0,-8368.829228722134
2020-12-22 19:00:00-05:00,2020-12-23 06:40:00-05:00,LONG,65.0,OD,-9593.829228722134,-1290.0,-8303.829228722134
2020-12-23 19:00:00-05:00,2020-12-24 08:00:00-05:00,LONG,265.0,OD,-9328.829228722134,-1290.0,-8038.829228722134
2020-12-24 10:30:00-05:00,2020-12-24 13:15:00-05:00,LONG,-170.0,FB,-9498.829228722134,-1290.0,-8208.829228722134
2020-12-27 19:00:00-05:00,2020-12-28 08:00:00-05:00,LONG,1540.0,OD,-7958.829228722134,-1290.0,-6668.829228722134
2020-12-28 19:00:00-05:00,2020-12-29 05:00:00-05:00,LONG,505.0,OD,-7453.829228722134,-1290.0,-6163.829228722134
2020-12-29 13:00:00-05:00,2020-12-29 16:20:00-05:00,LONG,210.0,B2,-7243.829228722134,-1290.0,-5953.829228722134
2020-12-29 19:00:00-05:00,2020-12-30 08:00:00-05:00,LONG,1080.0,OD,-6163.829228722134,-1290.0,-4873.829228722134
2020-12-30 11:00:00-05:00,2020-12-30 15:00:00-05:00,SHORT,75.0,RV,-6088.829228722134,-1290.0,-4798.829228722134
2020-12-30 19:00:00-05:00,2020-12-31 08:00:00-05:00,LONG,-90.0,OD,-6178.829228722134,-1290.0,-4888.829228722134
2020-12-31 12:20:00-05:00,2020-12-31 15:00:00-05:00,SHORT,-520.0,RV,-6698.829228722134,-1290.0,-5408.829228722134
2021-01-03 19:00:00-05:00,2021-01-04 08:00:00-05:00,LONG,4100.0,OD,-2598.829228722134,-1290.0,-1308.8292287221338
2021-01-04 19:00:00-05:00,2021-01-05 06:40:00-05:00,LONG,135.0,OD,-2463.829228722134,-1290.0,-1173.8292287221338
2021-01-05 09:40:00-05:00,2021-01-05 14:40:00-05:00,SHORT,-1397.2406816937655,RV,-3861.0699104158994,-1290.0,-2571.0699104158994
2021-01-05 19:00:00-05:00,2021-01-06 05:00:00-05:00,LONG,-4715.0,OD,-8576.0699104159,-1290.0,-7286.069910415899
2021-01-06 10:25:00-05:00,2021-01-06 14:00:00-05:00,LONG,1340.0,FB,-7236.069910415899,-1290.0,-5946.069910415899
2021-01-06 19:00:00-05:00,2021-01-07 05:40:00-05:00,LONG,570.0,OD,-6666.069910415899,-1290.0,-5376.069910415899
2021-01-07 09:40:00-05:00,2021-01-07 10:20:00-05:00,LONG,1349.418586356478,RV,-5316.651324059421,-1290.0,-4026.6513240594213
2021-01-07 10:05:00-05:00,2021-01-07 14:00:00-05:00,LONG,810.0,FB,-4506.651324059421,-1290.0,-3216.6513240594213
2021-01-07 19:00:00-05:00,2021-01-08 08:00:00-05:00,LONG,1040.0,OD,-3466.6513240594213,-1290.0,-2176.6513240594213
2021-01-08 12:00:00-05:00,2021-01-08 13:40:00-05:00,LONG,-1300.0,B2,-4766.651324059421,-1290.0,-3476.6513240594213
2021-01-10 19:00:00-05:00,2021-01-11 07:00:00-05:00,LONG,-945.0,OD,-5711.651324059421,-1290.0,-4421.651324059421
2021-01-11 10:30:00-05:00,2021-01-11 14:40:00-05:00,LONG,-1515.0,B2,-7226.651324059421,-1290.0,-5936.651324059421
2021-01-11 19:00:00-05:00,2021-01-12 08:00:00-05:00,LONG,240.0,OD,-6986.651324059421,-1290.0,-5696.651324059421
2021-01-12 09:40:00-05:00,2021-01-12 10:00:00-05:00,SHORT,1048.8898913986486,RV,-5937.761432660773,-1290.0,-4647.761432660773
2021-01-12 11:20:00-05:00,2021-01-12 12:20:00-05:00,SHORT,1411.7214078343022,RV,-4526.0400248264705,-1290.0,-3236.0400248264705
2021-01-12 12:40:00-05:00,2021-01-12 14:20:00-05:00,SHORT,-1703.353944428236,RV,-6229.3939692547065,-1290.0,-4939.3939692547065
2021-01-12 19:00:00-05:00,2021-01-13 05:20:00-05:00,LONG,-330.0,OD,-6559.3939692547065,-1290.0,-5269.3939692547065
2021-01-13 10:00:00-05:00,2021-01-13 11:20:00-05:00,LONG,1286.578493928173,RV,-5272.8154753265335,-1290.0,-3982.8154753265335
2021-01-13 09:35:00-05:00,2021-01-13 14:00:00-05:00,LONG,1505.0,FB,-3767.8154753265335,-1290.0,-2477.8154753265335
2021-01-13 14:05:00-05:00,2021-01-13 16:20:00-05:00,LONG,-475.0,B2,-4242.8154753265335,-1290.0,-2952.8154753265335
