bm,norm,zlook,ema,hz,sl,tp,variant,of_p1,of_p2,gamma,is_t,is_pf,is_wr,is_pnl,is_mdd,oos_t,oos_pf,oos_wr,oos_pnl,oos_mdd,tot_t,tot_pf,tot_wr,tot_pnl,tot_mdd
15,100,100,80,2.0,2.0,2.0,multi_pd25_K3,25,3,drop_pos,854,1.0813979568657537,53.278688524590166,41113.53259172283,-35135.4260809709,238,1.3845907545968388,54.20168067226891,68269.99824357161,-17743.356911090887,1092,1.1602439529599449,53.47985347985348,109383.53083529444,-35135.4260809709
15,100,100,80,2.0,2.0,2.0,multi_pd25_K4,25,4,none,950,1.0514685116338487,52.63157894736842,28757.62705567584,-43658.15900705238,274,1.4281021768588356,55.47445255474452,82023.95773830751,-19788.67784798429,1224,1.1476416176534419,53.26797385620915,110781.58479398335,-46434.86142185902
15,100,100,80,2.0,2.0,2.0,multi_pd25_K4,25,4,drop_pos,814,1.0543494792439816,52.94840294840295,26758.640889692433,-35065.41839183901,222,1.429564999667805,54.95495495495496,70812.54697388125,-17743.356911090887,1036,1.148466990176103,53.37837837837838,97571.1878635737,-35904.51759852633
15,100,100,80,2.0,2.0,2.0,multi_pd25_K5,25,5,none,892,1.041434156528371,52.80269058295964,22073.110193652356,-39096.095074052064,246,1.4061679515905179,54.8780487804878,71851.56463173953,-19728.51057562817,1138,1.1323575270521924,53.251318101933215,93924.67482539188,-43867.14922345636
15,100,100,80,2.0,2.0,2.0,multi_pd25_K5,25,5,drop_pos,767,1.0348542665995808,52.672750977835726,16511.308478922983,-33898.486395663385,199,1.3994207231233,53.768844221105525,60888.74835305847,-17669.742848371898,966,1.123609325954201,52.89855072463768,77400.05683198146,-39004.512221150326
15,100,100,80,2.0,2.0,2.0,multi_pd50_K2,50,2,none,620,1.0154540887199468,51.61290322580645,5852.294869401485,-39362.103192437426,141,1.7976637856318654,58.156028368794324,74894.67344041252,-16008.582619159206,761,1.170863536627351,52.825229960578184,80746.968309814,-42390.6421039992
15,100,100,80,2.0,2.0,2.0,multi_pd50_K2,50,2,drop_pos,537,0.9754735639974119,50.83798882681564,-8439.711535448914,-47037.14085063315,115,1.8601865989656208,58.26086956521739,68329.25454332144,-13466.251171894182,652,1.1414016260505946,52.147239263803684,59889.543007872526,-52819.257347546954
15,100,100,80,2.0,2.0,2.0,multi_pd50_K3,50,3,none,464,1.01533797107062,51.077586206896555,4382.34936765577,-24031.18439538859,80,1.7004284441954431,56.25,41065.2755384591,-17158.69622735743,544,1.131981760692825,51.838235294117645,45447.62490611487,-24031.18439538859
15,350,75,80,1.9,2.0,2.0,baseline,0,0,none,1735,1.0703859309718706,52.564841498559076,69427.89240430706,-28516.250970029214,572,1.2335451486378493,53.84615384615385,92646.77491053488,-28552.629958095786,2307,1.1171833390298551,52.882531426094495,162074.66731484194,-28552.629958095844
15,350,75,80,1.9,2.0,2.0,gamma_only,0,0,drop_neg,403,0.9610218108237107,49.87593052109181,-8153.729604587643,-17981.895713098056,134,1.3665649374644022,55.223880597014926,24026.36353362708,-8706.176300631632,537,1.0577750553977587,51.21042830540037,15872.633929039439,-17981.895713098056
