bm,norm,zlook,ema,hz,sl,tp,is_t,is_pf,is_wr,is_pnl,is_mdd,oos_t,oos_pf,oos_wr,oos_pnl,oos_mdd,tot_t,tot_pf,tot_wr,tot_pnl,tot_mdd,robust_pf
15,275,175,40,1.65,2.5,0.75,1397,1.179794852821957,74.51682176091624,87765.68770690149,-25507.568527881413,436,1.223362485499202,75.45871559633028,45876.36875909506,-21169.250743252414,1833,1.1926974004158684,74.74086197490453,133642.05646599655,-25507.568527881413,1.179794852821957
15,250,200,80,1.9,2.5,0.75,1112,1.1793370117948503,74.73021582733813,70833.38615350767,-28049.683886725725,343,1.2366058007839622,76.0932944606414,37142.94351617944,-16214.703423221872,1455,1.1956248886192506,75.05154639175258,107976.32966968711,-28049.683886725725,1.1793370117948503
15,300,100,60,1.4,2.5,0.75,1759,1.179096262578297,74.47413303013076,106151.28806158529,-24081.65512867159,578,1.186430427675464,74.74048442906575,47760.71463368782,-18275.10331377547,2337,1.1813096277899526,74.54000855798031,153912.0026952731,-24081.65512867159,1.179096262578297
15,250,200,60,1.9,2.5,0.75,1107,1.1780466305062525,74.43541102077687,69956.3428961027,-28662.62849306131,342,1.2258197160511664,75.43859649122807,35539.202864951,-13647.877792028157,1449,1.1917093885190224,74.67218771566597,105495.54576105368,-28662.62849306131,1.1780466305062525
15,275,150,40,1.85,2.5,0.75,1397,1.1789525203483286,74.51682176091624,87456.36635326952,-24414.66987994925,458,1.1771100334629983,75.10917030567686,38044.84662786817,-18241.30332347362,1855,1.178389946513002,74.66307277628033,125501.21298113768,-24414.66987994925,1.1771100334629983
15,250,200,40,1.9,2.5,0.75,1106,1.177100624067744,74.14104882459313,69597.86904348,-19745.66037506367,343,1.2686601388364098,76.0932944606414,42268.35734672393,-12524.255784870329,1449,1.2032766785354219,74.60317460317461,111866.22639020391,-19745.66037506367,1.177100624067744
15,175,75,60,1.85,2.5,0.75,2142,1.176996856909857,75.39682539682539,124788.35097904474,-22442.64204949497,693,1.1812038963313198,75.46897546897547,55316.406435627796,-18147.79176796059,2835,1.1782680494526239,75.41446208112875,180104.75741467252,-22442.64204949497,1.176996856909857
15,325,100,80,1.4,2.5,0.75,1766,1.1769102181150646,74.34881087202719,105889.33231254428,-18920.697430550717,577,1.2448922881094666,75.04332755632582,60793.198482899825,-19242.551878412705,2343,1.1968397443665624,74.51984635083227,166682.5307954441,-19242.551878412574,1.1769102181150646
15,100,75,80,1.8,2.5,0.75,2129,1.1767822175913947,75.19962423673086,124439.67752055093,-24441.592788403737,689,1.1994225494000827,75.61683599419449,58950.6014972931,-17927.956304743057,2818,1.1834780498993074,75.30163236337829,183390.27901784403,-24441.592788403737,1.1767822175913947
15,200,175,40,1.95,2.5,0.75,1263,1.176520960107391,74.66349960411718,78154.05333406736,-19107.963667257245,399,1.25269694423917,76.19047619047619,46084.414640275645,-14383.982385826603,1662,1.1987443820963521,75.03008423586041,124238.467974343,-19107.963667257245,1.176520960107391
15,225,200,40,2.0,2.5,0.75,1083,1.1826408310788736,74.33056325023084,69499.58365316558,-17330.466379434038,334,1.1762643253284344,74.55089820359281,28365.08262717667,-16267.172212674122,1417,1.1807456776026413,74.38249823570925,97864.66628034224,-17330.466379434038,1.1762643253284344
15,275,175,80,1.8,2.5,0.75,1328,1.17615702041242,74.62349397590361,83071.479865039,-26810.58863093658,413,1.1783549792079198,74.818401937046,34728.82812466116,-17135.767170984618,1741,1.1767993511103274,74.66973004020677,117800.30798970014,-26810.58863093658,1.17615702041242
15,275,175,60,1.7,2.5,0.75,1373,1.1820711993519577,74.50837581937364,87842.43557254733,-31715.98828262897,429,1.1759303720099334,74.82517482517483,35615.401664678575,-16809.643487033245,1802,1.1802561214480416,74.58379578246392,123457.8372372259,-31715.98828262897,1.1759303720099334
15,275,150,80,1.5,2.5,0.75,1603,1.1757522057812038,75.04678727386151,97389.75277777288,-25984.37743055878,528,1.1925963362102407,74.43181818181819,46698.973665233134,-17144.67154539685,2131,1.180879245055292,74.89441576724542,144088.72644300602,-25984.37743055878,1.1757522057812038
15,325,100,60,1.4,2.5,0.75,1767,1.1755038673573925,74.13695529145444,104413.25752501751,-18063.781934259932,574,1.2089388765343192,74.73867595818815,52741.01873221662,-20803.46644680132,2341,1.1854639758372174,74.28449380606578,157154.2762572341,-20803.466446801307,1.1755038673573925
15,275,100,60,1.6,2.5,0.75,1606,1.175352227077501,74.22166874221669,96416.60540620633,-19013.1093935257,526,1.1770265630654262,74.33460076045627,41834.7906655792,-15639.064686888669,2132,1.1758555286362042,74.24953095684803,138251.39607178554,-19013.1093935257,1.175352227077501
15,225,175,40,1.9,2.5,0.75,1314,1.1754305706415213,74.80974124809741,80909.00822543158,-18359.847796386894,410,1.1752804914905643,75.1219512195122,34228.53394832244,-15522.461763308238,1724,1.1753859276930818,74.88399071925754,115137.54217375402,-18359.847796386894,1.1752804914905643
