mode,drift_pts,trades,win_pct,gross_$,best_$,worst_$,avg_win_$,avg_loss_$,pf,max_dd_$,g_over_dd
pure_ratchet,0.0,1357,43.92041267501842,208450.0,10850.0,-10870.0,1573.4731543624162,-959.6578947368421,1.2858063454630213,-28155.0,7.403658320014207
bearish_drift,0.05,1357,43.92041267501842,206505.0,10850.0,-10870.0,1575.2013422818793,-963.5723684210526,1.281989307879806,-29745.0,6.942511346444781
bearish_drift,0.1,1357,44.06779661016949,208720.0,10850.0,-10870.0,1574.5986622073578,-966.8733509234828,1.2847903505300933,-29975.0,6.963135946622185
bearish_drift,0.2,1357,43.92041267501842,213180.0,10850.0,-10870.0,1592.0889261744967,-968.0328947368421,1.2897628805023753,-31960.0,6.670212765957447
bearish_drift,0.3,1357,44.28887251289609,218100.0,10850.0,-10870.0,1586.6555740432611,-974.1456953642385,1.296541034426497,-31975.0,6.8209538702111026
bearish_drift,0.5,1357,44.43625644804716,216840.0,10850.0,-10870.0,1593.0348258706467,-989.0425531914893,1.2915456598902872,-33810.0,6.413487133984028
bearish_drift,0.75,1357,44.43625644804716,210930.0,11680.0,-10870.0,1615.5804311774461,-1016.3315579227697,1.276352249873897,-37955.0,5.55737057041233
bearish_drift,1.0,1357,44.7310243183493,197570.0,11680.0,-10870.0,1603.2948929159802,-1038.326639892905,1.2547219679486352,-42175.0,4.68452874925904
bearish_drift,1.5,1357,44.87840825350037,205195.0,11680.0,-10870.0,1654.8440065681446,-1075.878016085791,1.255661253044773,-42215.0,4.860713016700225
