date,rv_n,rv_wr,rv_pf,rv_usd,b2_n,b2_wr,b2_pf,b2_usd,od_n,od_wr,od_pf,od_usd,fb_n,fb_wr,fb_pf,fb_usd,combo_n,combo_pf,combo_usd
2026-07-25,18,72.2,2.333,23076,10,60.0,1.83,8034,43,46.5,1.31,12875,23,60.9,0.867,-3640,94,1.426,40345
