date,fill_idx,dir,kind,bos,sl,tp,pnl_pts,reason
2021-08-23,577,1,CONT,False,25.0,38.0,38.0,TP
2021-08-25,579,1,CONT,False,25.0,38.0,-25.0,SL
2021-08-27,580,-1,CONT,False,25.0,38.0,-25.0,SL
2021-08-30,571,1,CONT,False,25.0,38.0,38.0,TP
2021-08-30,579,1,CONT,False,25.0,38.0,38.0,TP
2021-08-31,572,-1,CONT,False,50.0,76.0,-33.5,FC
2021-09-01,572,1,CONT,False,50.0,76.0,-50.0,SL
2021-09-06,576,-1,CONT,False,25.0,38.0,-13.75,FC
2021-09-07,573,-1,CONT,False,25.0,38.0,38.0,TP
2021-09-08,574,-1,CONT,False,25.0,38.0,38.0,TP
2021-09-10,571,1,CONT,False,25.0,38.0,-25.0,SL
2021-09-13,573,1,CONT,False,25.0,38.0,-25.0,SL
2021-09-13,580,-1,CONT,False,25.0,38.0,38.0,TP
2021-09-14,571,1,CONT,False,50.0,76.0,-50.0,SL
2021-09-15,571,1,CONT,False,50.0,76.0,-50.0,SL
2021-09-15,577,-1,CONT,False,25.0,38.0,38.0,TP
2021-09-16,574,1,CONT,False,50.0,76.0,-50.0,SL
2021-09-17,576,-1,CONT,False,25.0,38.0,38.0,TP
2021-09-20,571,-1,CONT,False,50.0,76.0,-50.0,SL
2021-09-20,572,1,CONT,False,50.0,76.0,-50.0,SL
2021-09-21,579,1,CONT,False,50.0,76.0,-50.0,SL
2021-09-23,580,1,CONT,False,25.0,38.0,38.0,TP
2021-09-24,575,1,CONT,False,50.0,76.0,76.0,TP
2021-09-27,573,-1,CONT,False,50.0,76.0,76.0,TP
2021-09-28,579,-1,CONT,False,25.0,38.0,38.0,TP
2021-09-29,579,-1,CONT,False,25.0,38.0,-25.0,SL
2021-09-30,576,1,CONT,False,25.0,38.0,-25.0,SL
2021-10-01,571,1,CONT,False,50.0,76.0,-50.0,SL
2021-10-01,649,1,REV,True,50.0,76.0,76.0,TP
2021-10-04,573,-1,CONT,False,50.0,76.0,76.0,TP
2021-10-05,576,1,CONT,False,50.0,76.0,-50.0,SL
2021-10-06,572,1,CONT,False,50.0,76.0,76.0,TP
2021-10-06,656,-1,REV,True,50.0,76.0,76.0,TP
2021-10-07,572,1,CONT,False,50.0,76.0,76.0,TP
2021-10-08,574,-1,CONT,False,25.0,38.0,38.0,TP
2021-10-08,575,-1,CONT,False,50.0,76.0,-50.0,SL
2021-10-12,572,-1,CONT,False,50.0,76.0,-50.0,SL
2021-10-12,577,-1,CONT,False,50.0,76.0,76.0,TP
2021-10-13,572,1,CONT,False,50.0,76.0,-50.0,SL
2021-10-18,575,-1,CONT,False,25.0,38.0,-25.0,SL
2021-10-19,574,1,CONT,False,25.0,38.0,-25.0,SL
2021-10-21,578,1,CONT,False,25.0,38.0,38.0,TP
2021-10-25,573,1,CONT,False,25.0,38.0,-25.0,SL
2021-10-26,577,1,CONT,False,50.0,76.0,-50.0,SL
2021-11-02,577,1,CONT,False,25.0,38.0,38.0,TP
2021-11-03,573,-1,CONT,False,25.0,38.0,-25.0,SL
2021-11-08,571,1,CONT,False,25.0,38.0,-25.0,SL
2021-11-10,573,-1,CONT,False,50.0,76.0,-50.0,SL
2021-11-10,578,-1,CONT,False,50.0,76.0,-50.0,SL
2021-11-12,576,-1,CONT,False,25.0,38.0,38.0,TP
2021-11-16,572,1,CONT,False,50.0,76.0,76.0,TP
2021-11-17,572,-1,CONT,False,25.0,38.0,-25.0,SL
2021-11-19,566,-1,CONT,False,50.0,76.0,-50.0,SL
2021-11-22,571,1,CONT,False,25.0,38.0,38.0,TP
2021-11-23,575,-1,CONT,False,25.0,38.0,-25.0,SL
2021-11-25,578,-1,CONT,False,25.0,38.0,-25.0,SL
2021-11-26,578,-1,CONT,False,50.0,76.0,76.0,TP
2021-11-29,566,-1,CONT,False,50.0,76.0,-50.0,SL
2021-12-01,580,-1,CONT,False,50.0,76.0,-50.0,SL
2021-12-02,594,-1,REV,False,50.0,76.0,-50.0,SL
2021-12-02,599,-1,REV,False,50.0,76.0,76.0,TP
2021-12-03,570,-1,CONT,False,50.0,76.0,76.0,TP
2021-12-03,611,1,REV,True,50.0,76.0,-50.0,SL
2021-12-03,621,1,REV,False,50.0,76.0,-50.0,SL
2021-12-06,572,-1,CONT,False,50.0,76.0,76.0,TP
2021-12-06,584,1,REV,False,50.0,76.0,-50.0,SL
2021-12-08,572,-1,CONT,False,50.0,76.0,-50.0,SL
2021-12-08,578,-1,CONT,False,50.0,76.0,-50.0,SL
2021-12-09,564,1,CONT,False,25.0,38.0,-25.0,SL
2021-12-10,572,1,CONT,False,50.0,76.0,-50.0,SL
2021-12-13,579,-1,CONT,False,50.0,76.0,76.0,TP
2021-12-14,572,1,CONT,False,50.0,76.0,-50.0,SL
2021-12-16,577,-1,CONT,False,50.0,76.0,76.0,TP
2021-12-16,619,1,REV,False,50.0,76.0,-50.0,SL
2021-12-17,572,1,CONT,False,50.0,76.0,-50.0,SL
2021-12-17,577,-1,CONT,False,50.0,76.0,-50.0,SL
2021-12-20,573,1,CONT,False,50.0,76.0,-50.0,SL
2021-12-21,575,-1,CONT,False,50.0,76.0,76.0,TP
2021-12-21,647,1,REV,True,50.0,76.0,76.0,TP
2021-12-27,571,1,CONT,False,50.0,76.0,76.0,TP
2021-12-28,572,-1,CONT,False,50.0,76.0,76.0,TP
2021-12-31,572,1,CONT,False,50.0,76.0,-50.0,SL
2022-01-05,573,-1,CONT,False,50.0,76.0,-50.0,SL
2022-01-06,570,1,CONT,False,50.0,76.0,-50.0,SL
2022-01-06,644,-1,REV,True,50.0,76.0,-50.0,SL
2022-01-06,653,-1,REV,False,50.0,76.0,-50.0,SL
2022-01-10,573,-1,CONT,False,50.0,76.0,76.0,TP
2022-01-10,618,1,REV,False,50.0,76.0,-50.0,SL
2022-01-11,577,1,CONT,False,50.0,76.0,-50.0,SL
2022-01-13,573,1,CONT,False,25.0,38.0,-25.0,SL
2022-01-14,602,-1,REV,False,50.0,76.0,-50.0,SL
2022-01-14,613,-1,REV,False,50.0,76.0,-50.0,SL
2022-01-14,652,-1,REV,True,50.0,76.0,-50.0,SL
2022-01-17,574,-1,CONT,False,25.0,38.0,38.0,TP
2022-01-18,575,-1,CONT,False,50.0,76.0,-50.0,SL
2022-01-21,572,1,CONT,False,50.0,76.0,-50.0,SL
2022-01-24,624,1,REV,False,50.0,76.0,76.0,TP
2022-01-24,654,1,REV,True,50.0,76.0,-50.0,SL
2022-01-25,573,-1,CONT,False,50.0,76.0,-50.0,SL
2022-01-25,574,1,CONT,False,50.0,76.0,-50.0,SL
2022-01-25,577,1,CONT,False,50.0,76.0,-50.0,SL
2022-01-25,606,1,REV,False,50.0,76.0,76.0,TP
2022-01-26,573,-1,CONT,False,25.0,38.0,38.0,TP
2022-01-26,632,1,REV,True,50.0,76.0,-50.0,SL
2022-01-28,572,-1,CONT,False,50.0,76.0,76.0,TP
2022-01-28,630,1,REV,True,50.0,76.0,-50.0,SL
2022-01-31,572,-1,CONT,False,50.0,76.0,-50.0,SL
2022-01-31,575,1,CONT,False,50.0,76.0,76.0,TP
2022-02-01,577,-1,CONT,False,50.0,76.0,76.0,TP
2022-02-01,613,1,REV,False,50.0,76.0,76.0,TP
2022-02-02,579,1,CONT,False,50.0,76.0,-50.0,SL
2022-02-02,629,1,REV,True,50.0,76.0,-50.0,SL
2022-02-03,632,-1,REV,False,50.0,76.0,76.0,TP
2022-02-07,576,1,CONT,False,50.0,76.0,76.0,TP
2022-02-08,576,1,CONT,False,50.0,76.0,-50.0,SL
2022-02-09,579,1,CONT,False,25.0,38.0,-25.0,SL
2022-02-10,583,1,REV,True,50.0,76.0,76.0,TP
2022-02-11,576,-1,CONT,False,50.0,76.0,-50.0,SL
2022-02-14,571,1,CONT,False,50.0,76.0,-50.0,SL
2022-02-14,575,1,CONT,False,50.0,76.0,76.0,TP
2022-02-14,596,-1,REV,False,50.0,76.0,76.0,TP
2022-02-16,576,-1,CONT,False,25.0,38.0,38.0,TP
2022-02-18,575,-1,CONT,False,50.0,76.0,-50.0,SL
2022-02-21,577,-1,CONT,False,25.0,38.0,-25.0,SL
2022-02-22,624,-1,REV,True,50.0,76.0,-50.0,SL
2022-02-22,631,-1,REV,False,50.0,76.0,76.0,TP
2022-02-23,576,-1,CONT,False,50.0,76.0,-50.0,SL
2022-02-23,632,1,REV,False,50.0,76.0,-50.0,SL
2022-02-23,657,1,REV,False,50.0,76.0,-50.0,SL
2022-02-24,573,1,CONT,False,50.0,76.0,76.0,TP
