date,strat,pnl_pts,mae_pts,stop_pts,ratio
2022-03-03,OD,-37.5,252.25,67.65596586860163,3.7284221245160936
2022-03-04,RV,120.89908606064822,8.0,107.6829193701863,0.0742921908766055
2022-03-04,RV,120.75,68.25,138.82540740749803,0.49162470526496566
2022-03-06,OD,-7.0,82.5,77.74854185842581,1.0611131479510734
2022-03-07,RV,140.9385155341752,11.25,128.3177600009857,0.08767297683433363
2022-03-07,OD,-3.5,21.5,70.81518129704227,0.30360721537682467
2022-03-08,RV,-241.18732109718076,244.75,229.04259274286352,1.0685785428336052
2022-03-08,FB,-158.75,161.0,266.75,0.6035613870665417
2022-03-08,B2,-305.25,307.75,286.3032409285794,1.0749092430873692
2022-03-08,OD,292.0,37.5,108.681084241871,0.3450462448142615
2022-03-09,FB,24.5,85.25,117.0,0.7286324786324786
2022-03-09,OD,-42.25,33.75,63.014302016230104,0.5355926975324947
2022-03-10,OD,-168.5,77.5,59.517598767916574,1.302135865766429
2022-03-13,OD,-11.25,4.0,61.135429557750015,0.0654285089503052
2022-03-14,B2,-24.25,64.75,172.27374705220595,0.3758552948893491
2022-03-14,OD,-42.0,57.75,63.80025369321847,0.9051688144954575
2022-03-15,FB,40.0,22.5,199.5,0.11278195488721804
2022-03-15,RV,76.75,33.75,116.03979348662372,0.29084850106951
2022-03-15,B2,228.91505709865305,56.0,143.30511743983112,0.3907746003802863
2022-03-15,OD,118.25,21.5,57.95486889638591,0.3709783217427095
2022-03-16,FB,-76.75,157.75,178.25,0.884992987377279
2022-03-16,B2,164.80415519628696,7.25,177.56483484917325,0.04083015652371867
2022-03-16,OD,-31.5,39.0,80.64957931656896,0.4835735081384075
2022-03-17,FB,101.25,25.5,135.5,0.1881918819188192
2022-03-17,B2,27.5,64.25,134.16114024697268,0.4789017138772402
2022-03-17,OD,-101.0,58.5,55.739851447705156,1.0495184052452025
2022-03-18,RV,76.94901333145935,21.5,65.99604681657307,0.32577708873618283
2022-03-18,FB,155.5,12.0,172.5,0.06956521739130435
2022-03-20,OD,-66.75,46.25,46.125254324024596,1.0027044983882165
2022-03-21,RV,-68.86464625881672,132.75,57.94789774027005,2.290851008866665
2022-03-21,RV,103.19543059657553,22.0,92.71100341940476,0.2372965364259591
2022-03-21,FB,-63.5,112.25,62.75,1.7888446215139442
2022-03-21,B2,50.5,152.0,150.53601083393698,1.0097251757765655
2022-03-21,OD,129.5,67.75,62.79861577042564,1.0788454358241788
2022-03-22,FB,114.0,12.25,165.25,0.07413010590015129
2022-03-22,RV,91.37938357174244,13.75,81.49718487359675,0.1687174841845941
2022-03-22,OD,-11.5,29.75,43.812739008593134,0.6790262529390148
2022-03-23,RV,84.0823329041541,53.5,74.03154981946413,0.7226648655940194
2022-03-23,B2,76.41737940740313,65.5,92.53943727433017,0.7078063356472265
2022-03-23,B2,-96.0,109.0,120.38290283310792,0.9054441904521231
2022-03-23,OD,57.5,31.75,46.76047925260594,0.6789921854410974
2022-03-24,FB,73.75,16.75,77.0,0.21753246753246752
2022-03-24,OD,29.5,29.0,42.91500442492727,0.675754328552633
2022-03-25,B2,-257.5,140.75,116.74029919330053,1.205667631251688
2022-03-25,RV,-83.5,90.0,101.51211729670007,0.8865936638573659
2022-03-27,OD,-51.0,47.75,47.08173859670864,1.014193643293752
2022-03-28,RV,-79.71626925529563,78.5,69.24709835319604,1.1336215071367954
2022-03-28,B2,-86.25,109.5,104.28737003628909,1.0499833293513592
2022-03-28,FB,-115.5,120.0,114.75,1.0457516339869282
2022-03-28,B2,99.59150189619504,2.0,120.08042537128529,0.016655503957585565
2022-03-28,OD,152.0,14.75,43.42809249419554,0.3396419034976367
2022-03-29,OD,-34.25,14.0,45.46739944743064,0.3079129259676878
2022-03-30,FB,-63.75,69.0,60.75,1.1358024691358024
2022-03-30,OD,-381.5,185.25,38.15276291657101,4.855480595339526
2022-04-01,RV,90.03592881368968,5.5,79.8314763743205,0.06889513071524746
2022-04-01,RV,-7.5,54.0,89.63884017223418,0.6024174330707885
2022-04-03,OD,3.75,34.75,46.34300559474305,0.7498434672942725
2022-04-04,FB,93.5,17.75,147.5,0.12033898305084746
2022-04-04,RV,74.51527512778921,41.25,64.14511824698377,0.6430730993615349
2022-04-04,B2,72.97139533803056,11.0,85.39165510810616,0.12881820812670697
2022-04-04,OD,-9.0,12.25,29.34107990345477,0.41750337889089156
2022-04-05,B2,0.25,18.0,61.015417887794726,0.2950074034254979
2022-04-05,RV,87.66325677596433,12.0,77.72037116603062,0.1543996743706348
2022-04-05,OD,-100.5,25.5,41.95575577781896,0.6077831164581539
2022-04-06,RV,-89.0,88.25,131.17210001610243,0.6727802634033198
2022-04-06,OD,74.0,71.0,65.79073652717308,1.0791792849237274
2022-04-07,RV,-86.37381202130746,98.0,76.55246390725007,1.28016780908235
2022-04-07,B2,-196.25,221.75,136.96785959979638,1.6189929567996961
2022-04-07,OD,68.75,30.75,57.80819406596327,0.531931510694004
2022-04-08,B2,-122.5,142.5,83.78693390878469,1.7007425066435031
2022-04-08,RV,106.20316512784848,29.25,96.12234213596003,0.3042997012976172
2022-04-10,OD,-92.75,42.5,41.850782281293704,1.0155126782181196
2022-04-11,OD,-122.5,25.75,42.14157801090318,0.6110354954752233
2022-04-12,OD,104.75,8.5,59.643364493148525,0.14251375777059708
2022-04-13,FB,126.25,31.25,108.75,0.28735632183908044
2022-04-13,RV,102.780309123802,39.25,92.73180970180397,0.4232636042175336
2022-04-13,OD,31.5,16.75,39.180825565703444,0.4275050297730824
2022-04-14,B2,77.74735447633613,40.25,87.41920511814747,0.4604251428001654
2022-04-14,B2,78.277967723865,66.75,101.25005127241083,0.6592589254143756
2022-04-14,RV,86.5,20.75,77.86337103366957,0.2664924434241014
2022-04-17,OD,7.0,57.5,44.72773058163639,1.285555945993098
2022-04-18,FB,-118.75,130.75,118.0,1.1080508474576272
2022-04-18,B2,25.0,127.5,131.49873090585146,0.9695911064821271
2022-04-18,OD,-26.75,9.25,54.65095621065448,0.1692559589322733
2022-04-19,RV,105.67834064492126,15.5,95.5539830160997,0.1622119718168989
2022-04-19,FB,109.25,2.75,162.5,0.016923076923076923
2022-04-19,B2,97.92089355133612,12.75,128.23230171511574,0.09942892570333593
2022-04-19,OD,230.0,45.0,53.03836944547089,0.8484423723897622
2022-04-20,B2,-20.75,116.75,131.14104786890297,0.8902628269122175
2022-04-20,OD,-12.25,5.5,56.826396964116924,0.09678600604351142
2022-04-21,B2,-257.5,132.25,97.54474337066661,1.3557880766311992
2022-04-21,OD,-159.0,33.5,61.391622639005135,0.5456770575520803
2022-04-24,OD,-46.5,65.0,65.64494695896587,0.990175223092662
2022-04-25,RV,-122.8190057929005,148.25,113.64990381703991,1.304444570746503
2022-04-25,FB,-48.25,93.25,144.5,0.6453287197231834
2022-04-25,OD,-21.5,24.0,69.28186070108971,0.34641101952422754
2022-04-26,RV,-35.75,67.75,101.28592672255526,0.6688984560074408
2022-04-26,OD,115.25,25.0,97.11207684266301,0.25743451085392777
2022-04-27,RV,-116.99666137140957,124.25,106.57203887913907,1.1658780418089694
2022-04-27,B2,159.25044174248433,73.5,187.01004190417416,0.3930270227823495
2022-04-27,FB,10.25,119.0,140.25,0.8484848484848485
2022-04-27,B2,-106.75,229.75,221.8852989517812,1.0354448946612183
2022-04-27,OD,108.75,32.25,86.5410943857035,0.3726553289962516
2022-04-28,RV,143.83848113712884,101.25,133.93617535705292,0.755957079781346
2022-04-28,B2,263.66392394382643,2.75,165.82725532743586,0.016583522380382888
2022-04-28,FB,104.25,24.5,174.0,0.14080459770114942
2022-04-28,OD,124.25,25.5,99.0907300860083,0.2573399144184994
2022-04-29,RV,-126.4503823273244,166.5,115.13228775017242,1.446162525331654
2022-04-29,B2,135.4340928652673,28.0,177.84419343868635,0.1574411818491746
2022-05-01,OD,-3.0,70.5,77.00317343322459,0.915546682775821
2022-05-02,RV,137.7732737368024,118.5,127.15632831228419,0.9319237317782167
2022-05-02,OD,207.5,10.75,85.32316185117445,0.12599158032552482
2022-05-03,FB,-40.0,49.25,110.0,0.44772727272727275
2022-05-03,OD,-22.0,24.25,66.74817363370045,0.36330582066677597
2022-05-04,B2,-17.75,44.0,83.5720202407302,0.5264919990357715
2022-05-04,RV,-90.655741820221,122.0,80.51410106092915,1.5152625241096134
2022-05-04,OD,-49.5,12.25,85.53614930496121,0.143214302953073
2022-05-05,OD,-49.5,39.5,85.58915113663815,0.4615070891045586
2022-05-06,B2,-274.5,286.25,258.54128590686054,1.1071732663351939
2022-05-08,OD,-160.5,105.0,93.52848408751,1.122652644532939
2022-05-09,RV,154.00584262211305,16.25,143.38775908539372,0.11332906033019464
2022-05-09,OD,-107.75,15.5,72.94726871477468,0.21248225290799191
2022-05-10,RV,-166.1734340425428,213.25,155.5493784198734,1.3709472976765982
2022-05-10,OD,198.5,31.75,81.17935059705397,0.39110931248509173
2022-05-11,RV,-140.7482182246622,225.0,129.77532357650557,1.733765663603661
2022-05-11,OD,-26.5,74.25,88.1910602751131,0.8419220697469358
2022-05-12,RV,191.01070363728104,178.0,179.16721032673442,0.9934853574791622
2022-05-12,OD,285.5,0.75,98.8289633930243,0.007588868427339366
2022-05-13,RV,111.18653112895845,6.5,100.3818447439362,0.0647527450464856
2022-05-13,FB,-21.75,55.5,150.0,0.37
2022-05-15,OD,-51.75,15.25,67.58723984326521,0.2256343066437503
2022-05-16,OD,164.0,18.25,59.06029590878409,0.3090062404730631
2022-05-17,OD,-47.25,35.0,50.935708220583734,0.6871407353055332
2022-05-18,B2,101.62616694935969,39.5,127.23330619821857,0.310453301735808
2022-05-18,OD,16.0,68.25,65.78021190406703,1.037546064757816
2022-05-19,FB,61.25,119.0,140.75,0.8454706927175843
2022-05-19,OD,103.25,2.0,76.67160275310914,0.02608527705414241
2022-05-22,OD,-26.0,2.0,70.76613797976535,0.028262104688712472
2022-05-23,FB,61.5,23.0,55.5,0.4144144144144144
2022-05-23,B2,60.75,83.25,172.58313126287848,0.4823762287241948
2022-05-23,OD,-104.5,46.0,79.09980421957322,0.581543790833016
2022-05-24,B2,87.28243975683472,1.0,98.7735027551041,0.010124172699224492
2022-05-24,RV,-103.71820816649051,173.25,93.43202843107181,1.8542891865803042
2022-05-24,B2,-165.25,201.25,116.79003553883976,1.723177829953414
2022-05-24,B2,-168.25,187.25,153.4007561824289,1.2206589110767911
2022-05-24,OD,-40.0,76.25,70.34342436472005,1.083967701155054
2022-05-25,FB,61.75,28.25,113.25,0.24944812362030905
2022-05-25,OD,-6.5,30.75,68.40251799377107,0.4495448545154461
2022-05-26,RV,102.91271267749289,14.0,91.90281812584405,0.15233482808796536
2022-05-26,FB,217.25,10.25,168.25,0.06092124814264487
2022-05-26,B2,-71.25,94.5,128.92130057626727,0.7330053263315917
2022-05-26,OD,-34.5,19.5,47.87898619700442,0.40727679403579414
2022-05-27,FB,89.0,17.75,198.5,0.08942065491183879
2022-05-30,OD,-121.0,22.0,34.54647211153499,0.6368233470836592
2022-05-31,RV,-120.79656933887236,123.25,110.86845936082196,1.1116777549770243
2022-05-31,B2,-186.5,140.0,154.5048310931696,0.906120533639347
2022-05-31,OD,-32.5,26.5,63.82494920045752,0.41519813696632035
2022-06-01,FB,-127.0,134.0,126.25,1.0613861386138614
2022-06-01,RV,14.75,33.75,116.29957182796187,0.2901988328033165
2022-06-01,OD,181.0,34.0,60.03874793511626,0.566300950125471
2022-06-02,FB,138.5,7.5,107.5,0.06976744186046512
2022-06-02,RV,26.75,31.0,111.31588710529735,0.2784867533838731
2022-06-02,B2,69.5,11.25,133.52605179078606,0.0842532213685682
2022-06-02,OD,-68.5,46.25,49.33557025858221,0.9374574927904993
2022-06-03,RV,-20.5,87.5,105.20069426252253,0.8317435603765938
2022-06-05,OD,172.0,18.75,47.29007466060982,0.39648911816199306
2022-06-06,B2,-82.75,139.75,111.75433941448162,1.2505107249722651
2022-06-06,OD,-35.25,36.75,49.946566869828494,0.7357863073107389
2022-06-07,FB,98.75,9.75,118.25,0.0824524312896406
2022-06-07,RV,7.0,99.0,103.62400352000105,0.9553771002573882
2022-06-07,B2,55.5,100.25,129.78678980000123,0.7724206766688905
2022-06-07,OD,-72.5,34.25,42.93430984661386,0.797730302929307
2022-06-08,FB,-95.25,99.5,94.5,1.052910052910053
2022-06-08,RV,17.5,20.5,97.94485029729215,0.209301458297974
2022-06-08,OD,-59.0,48.0,42.72010368414161,1.123592778587248
2022-06-09,OD,2.0,23.0,51.486926984713634,0.4467153381833927
2022-06-12,OD,-57.25,55.5,68.45019329913865,0.8108085211309168
2022-06-13,RV,130.50570175241592,3.25,119.06957235237125,0.027294966596352915
2022-06-13,OD,249.0,18.25,66.44549785998066,0.27466119733887584
2022-06-14,B2,-47.0,163.75,137.19969730530872,1.1935157527032239
2022-06-14,OD,13.5,2.75,59.43781509135624,0.046266842005770824
2022-06-15,OD,20.5,0.75,85.73474302063272,0.008747912148281668
2022-06-16,RV,108.0,39.25,119.51921872637985,0.3283990676834711
2022-06-16,OD,-0.5,17.25,63.68280916226049,0.2708737291416887
2022-06-19,OD,-97.5,52.0,59.782295056812224,0.8698227451887458
2022-06-20,OD,82.0,9.25,24.164414819185883,0.3827942894216397
2022-06-21,RV,71.2185391990879,21.75,61.62043797258251,0.3529673062316999
2022-06-21,FB,7.75,6.75,138.25,0.048824593128390596
2022-06-21,OD,-17.0,2.0,35.91881363322539,0.055681126342936135
2022-06-22,FB,157.0,34.25,136.5,0.2509157509157509
2022-06-22,RV,79.0072137968109,25.75,68.4610747893887,0.3761261429099151
2022-06-22,RV,-112.62931804358414,157.25,102.26110834995883,1.5377302528529
2022-06-22,OD,-2.0,48.75,53.58913278149379,0.9096993638388395
2022-06-23,FB,-118.25,129.75,117.5,1.1042553191489362
2022-06-23,OD,111.5,26.0,49.613535289846936,0.524050540807172
2022-06-24,RV,66.42592672628962,11.75,56.03654941341326,0.20968457413952485
2022-06-24,FB,-29.75,67.0,219.25,0.3055872291904219
2022-06-24,RV,8.0,80.5,77.31722883095327,1.0411650962815229
2022-06-26,OD,89.0,39.25,36.00708404268126,1.0900632762562703
2022-06-27,B2,-60.0,114.25,109.06699730600691,1.0475212742810849
2022-06-27,OD,-37.75,7.0,43.89297115588153,0.15947883717281736
2022-06-28,B2,91.5,73.25,126.91334913560573,0.5771654479130722
2022-06-28,OD,-28.0,12.25,45.055063689305854,0.2718895279890066
2022-06-29,RV,28.75,60.75,93.90181493676926,0.6469523516761341
2022-06-29,OD,-55.25,33.75,45.41275395603995,0.7431832923559398
2022-07-01,RV,110.85074111359972,57.5,100.26487777912709,0.5734809763261909
2022-07-03,OD,-134.0,54.25,48.29143751697321,1.1233875566643157
2022-07-04,OD,-67.25,59.5,35.096282543565096,1.6953362489643315
2022-07-05,RV,-87.65409928524785,147.25,77.67704254176674,1.8956694948938622
2022-07-05,FB,85.25,121.25,157.0,0.7722929936305732
2022-07-05,RV,121.52134651018605,26.0,111.6782336964698,0.23281170501554835
2022-07-05,RV,-26.25,38.25,119.84425893128984,0.3191642248122192
2022-07-05,OD,-6.0,33.25,53.039254077080074,0.6268941857982948
2022-07-06,OD,20.5,48.75,51.56937811106607,0.9453284446247555
2022-07-07,RV,71.98947356186183,12.25,61.644938714133055,0.1987186662121135
2022-07-07,B2,129.60899565406362,51.75,77.05617339266632,0.6715879821372652
2022-07-07,FB,86.0,12.25,130.0,0.09423076923076923
2022-07-07,OD,-31.25,11.25,31.251723971654755,0.35998014094210373
2022-07-10,OD,-38.5,13.5,33.865901904664334,0.3986310489531257
2022-07-11,RV,-84.66568398998788,99.75,75.0912586942179,1.3283836459073877
2022-07-11,OD,-23.5,2.25,38.35157673608277,0.0586677313291035
2022-07-12,FB,-130.0,153.75,129.25,1.1895551257253385
2022-07-12,RV,-79.71469870475994,153.75,69.51928500015735,2.2116165320119734
2022-07-12,OD,45.5,11.5,45.222953749676556,0.25429564074156147
2022-07-13,RV,-127.81135061172608,139.5,115.85907532237978,1.2040489673496786
2022-07-13,RV,-117.0,132.25,149.98180381253417,0.881773632788831
2022-07-13,OD,27.5,21.75,60.305885718991455,0.36066131424300624
2022-07-14,B2,-132.75,145.25,109.15925827326937,1.3306246515195352
2022-07-14,B2,102.22098801393078,67.75,124.11373257247169,0.5458702965075992
2022-07-14,FB,-0.5,18.5,121.5,0.1522633744855967
2022-07-14,RV,27.0,0.75,98.37717632084176,0.007623719525695599
2022-07-14,OD,-20.0,27.75,46.72810020962791,0.5938610787836471
2022-07-15,B2,70.0,41.0,113.96980534725836,0.35974440664416113
2022-07-15,FB,11.5,58.75,228.0,0.2576754385964912
2022-07-17,OD,192.5,37.0,30.313111300445172,1.2205939414558422
2022-07-18,OD,-11.25,6.75,42.125784816936964,0.1602344034498822
2022-07-19,RV,73.28646971519265,54.25,63.23034355894771,0.8579741457426115
2022-07-19,FB,150.25,2.0,118.5,0.016877637130801686
2022-07-19,B2,76.90164255861235,18.0,96.03410386252193,0.18743341454789836
2022-07-19,OD,-6.0,21.25,36.28079095247877,0.585709391722844
2022-07-20,FB,78.5,26.75,55.25,0.4841628959276018
2022-07-20,RV,77.65801660750185,5.5,67.95797544502919,0.08093236980623295
2022-07-20,B2,-90.5,110.5,105.59751824559454,1.0464261076951018
2022-07-20,B2,-4.25,15.25,130.71067068006735,0.11666989328917536
2022-07-20,OD,9.5,38.0,50.73367811289236,0.7490093644589016
2022-07-21,RV,112.58915247597182,12.5,102.31812339197936,0.12216799512743864
2022-07-21,FB,-27.75,60.0,126.5,0.4743083003952569
2022-07-21,OD,-10.75,25.75,50.046967970855604,0.51451668390771
2022-07-22,FB,-29.25,42.5,28.5,1.4912280701754386
2022-07-22,B2,-299.5,168.0,81.21280776954453,2.068639228392758
2022-07-24,OD,153.0,32.5,40.093936510778185,0.8105963850983613
2022-07-25,B2,-21.0,81.75,82.11971625044671,0.995497838188832
2022-07-25,RV,80.5,36.25,81.75107956745127,0.4434192207833881
2022-07-25,OD,3.25,24.75,40.350909646118836,0.6133690719009748
2022-07-26,OD,28.25,5.75,52.75637260651663,0.10899157231461631
2022-07-27,FB,51.5,13.0,120.5,0.1078838174273859
2022-07-27,B2,63.81272426150099,64.5,70.03860993533809,0.9209206187779638
2022-07-27,OD,312.5,30.75,48.92876492549048,0.6284646679070399
2022-07-29,FB,-114.0,122.25,113.25,1.0794701986754967
2022-07-31,OD,-3.75,30.25,31.272443877063154,0.9673052774166758
2022-08-01,RV,56.63137331181497,14.25,46.32548827867072,0.3076060399898907
2022-08-01,FB,-142.0,145.0,141.25,1.0265486725663717
2022-08-01,RV,-91.50178709805186,97.75,80.92122476903151,1.2079649100591572
2022-08-01,OD,-127.0,48.25,43.00240227359071,1.1220303389802022
2022-08-02,RV,-63.90953403288768,102.25,54.436440031478774,1.8783373773316594
2022-08-02,FB,-83.75,92.5,83.0,1.1144578313253013
2022-08-02,B2,-61.5,83.25,124.14833794193542,0.6705687839247295
2022-08-02,OD,-11.25,62.0,48.789184720243114,1.2707734379147269
2022-08-03,FB,166.25,40.25,105.0,0.38333333333333336
2022-08-03,B2,161.33431504241162,68.75,93.7324244586944,0.7334708389016061
2022-08-03,OD,0.0,9.5,36.313525793589974,0.2616105099240165
2022-08-04,B2,26.5,28.0,113.84473595903289,0.2459490090967036
2022-08-04,OD,6.25,5.0,38.63906150750668,0.12940272886878
2022-08-05,RV,-88.2444069366411,103.5,77.94920942124243,1.3277876808304687
2022-08-07,OD,62.5,6.5,26.128484568907098,0.24877064656612352
2022-08-08,RV,76.2234481714604,14.0,64.185916330429,0.21811638440943995
2022-08-08,FB,-79.0,81.0,78.25,1.035143769968051
2022-08-08,B2,-109.75,138.5,96.91233517581658,1.4291266405740388
2022-08-08,OD,-27.75,17.0,42.40398226572833,0.40090574261322875
2022-08-09,B2,-69.0,90.5,79.14651593164153,1.1434489432000319
2022-08-09,RV,87.79238156618341,16.25,77.93092495884245,0.208517992165268
2022-08-09,RV,-7.25,26.25,75.28027685880433,0.34869691100146316
2022-08-09,OD,-63.5,34.0,33.49740149771074,1.0150041041936821
2022-08-10,OD,77.75,2.25,35.32090979805691,0.06370164338529519
2022-08-11,FB,-118.5,165.5,117.75,1.40552016985138
2022-08-11,OD,63.75,17.0,38.96757946126708,0.43626009711220654
2022-08-12,FB,92.75,25.75,36.75,0.7006802721088435
2022-08-14,OD,-37.5,26.5,25.54619066209728,1.0373366561973516
2022-08-15,RV,57.90826652079886,47.75,47.56340478223677,1.00392308369465
2022-08-15,FB,44.75,76.25,114.0,0.668859649122807
2022-08-15,OD,-36.5,16.0,27.90422876914564,0.5733897945135676
2022-08-16,B2,99.22148162690792,24.75,56.23371810508072,0.4401273974762099
2022-08-16,RV,-69.97521793044689,95.75,59.94091943931847,1.597406260958894
2022-08-16,OD,-0.75,6.5,37.29129557253736,0.17430341049311338
2022-08-17,RV,-86.33933932643595,112.25,76.49892167965831,1.4673409446220755
2022-08-17,B2,-75.0,101.25,106.32626595132741,0.9522576486072486
2022-08-17,OD,-47.5,18.5,45.66990431755291,0.40508076985152897
2022-08-18,OD,-27.75,28.0,31.77221654528987,0.8812731072787212
2022-08-19,RV,24.25,3.25,66.23506589700824,0.049067664627277116
2022-08-21,OD,-31.0,32.0,34.08248789522603,0.9388985950313291
2022-08-22,B2,124.34145987754525,39.0,75.8110759706914,0.5144367033529166
2022-08-22,OD,-54.75,31.25,30.70907346636751,1.0176145507686811
2022-08-23,RV,15.5,70.5,68.88795527056529,1.0234009664404065
2022-08-23,OD,-99.5,29.75,35.397414230626055,0.8404568708371959
2022-08-24,RV,65.93060292714472,33.25,56.050219614379984,0.5932180146439522
2022-08-24,FB,-30.5,58.25,78.0,0.7467948717948718
2022-08-24,OD,121.75,17.5,32.50622358204337,0.5383584456013865
2022-08-25,FB,-11.5,95.25,106.75,0.892271662763466
2022-08-25,OD,-26.0,23.25,31.99980795849415,0.7265668603435613
2022-08-26,B2,242.71532240654773,17.0,152.21191505933962,0.11168639454652793
2022-08-28,OD,-74.0,78.5,43.59998043773732,1.8004595234188563
2022-08-29,RV,81.0526467653981,46.5,70.47802499831754,0.6597801229689688
2022-08-29,OD,92.25,16.5,45.77671888634889,0.36044523070701073
2022-08-30,B2,83.75940270850515,9.0,91.56920783406933,0.09828631494015667
2022-08-30,B2,25.5,72.0,112.66362818345772,0.6390704893930593
2022-08-30,OD,97.25,13.75,45.58851998446492,0.30161101971912124
2022-08-31,B2,88.89802041983967,12.25,113.83525862334011,0.10761164992415041
2022-08-31,OD,-73.0,63.75,57.174241840373085,1.1150125991698503
2022-09-01,RV,-1.5,29.0,99.54872988782033,0.29131461579348705
2022-09-01,OD,-35.5,28.25,51.7116669431669,0.5462983823563033
2022-09-02,B2,-143.0,169.0,144.37688671289013,1.1705474736830677
2022-09-02,B2,-185.25,187.0,149.58908820225415,1.250091181431388
2022-09-04,OD,-1.0,0.75,56.481352815157436,0.01327871877386635
2022-09-05,FB,-1.75,14.5,68.75,0.2109090909090909
2022-09-05,OD,62.5,26.5,32.43319376443854,0.817064153239697
2022-09-06,RV,109.98555540467896,39.25,100.28297982068543,0.39139243837969684
2022-09-06,B2,106.32907533363326,51.25,131.00652799550915,0.39120187966325487
2022-09-06,OD,-52.5,4.5,51.8059351448999,0.08686263431812616
2022-09-07,FB,128.0,52.5,91.5,0.5737704918032787
2022-09-07,RV,80.34062189828,76.75,70.46347023531895,1.0892168629175747
2022-09-07,B2,84.96407792756872,16.5,110.65672199692644,0.1491097847671495
2022-09-07,RV,10.0,3.0,87.40745614632762,0.03432201476013375
2022-09-07,OD,167.0,21.5,40.265630625590674,0.533954135722284
2022-09-08,OD,27.5,2.25,44.56567217122529,0.05048728966445966
2022-09-11,OD,-33.25,30.75,33.603541694008854,0.9150821148558395
2022-09-12,FB,73.75,25.75,56.25,0.4577777777777778
2022-09-12,B2,46.5,81.0,72.9739032098138,1.1099858502444313
2022-09-12,OD,13.0,30.5,33.30933038612729,0.9156593556952041
2022-09-13,B2,115.54741793169524,5.5,147.91910177785365,0.0371824864665549
2022-09-13,RV,93.25,28.75,108.2289636481892,0.2656405367924913
2022-09-13,OD,-26.5,15.5,50.96101726385171,0.30415405406349
2022-09-14,RV,92.7093291348956,8.5,82.41318991657113,0.10313883018731293
2022-09-14,FB,-75.25,87.75,112.75,0.7782705099778271
2022-09-14,B2,-137.75,145.5,112.8248496198485,1.2896095185612655
2022-09-14,OD,-81.5,42.0,48.098897793435995,0.873200882489488
2022-09-15,RV,75.03138295086137,30.5,65.01275756929661,0.4691386912405658
2022-09-15,OD,-28.25,32.5,57.483506240059604,0.565379569302457
2022-09-16,RV,-41.0,67.75,69.60115307725009,0.9734034136590309
2022-09-18,OD,-84.5,14.75,51.10085393712937,0.2886448828848787
2022-09-19,FB,0.5,68.0,91.25,0.7452054794520548
2022-09-19,RV,32.25,65.75,60.89782604251921,1.0796772934733823
2022-09-19,OD,-14.75,1.5,41.22622270572347,0.03638460915294463
2022-09-20,RV,75.3993627127038,65.5,65.63071547476011,0.9980083186079179
2022-09-20,RV,-26.5,38.0,82.2692376140644,0.46189804478635016
2022-09-20,OD,4.5,4.75,43.8875080268714,0.10823125334643459
2022-09-21,RV,127.0,25.25,116.88486800837964,0.2160245413306177
2022-09-21,OD,96.75,68.25,83.7399141090087,0.8150235252349954
2022-09-22,B2,98.43205211880375,21.25,120.32504806485584,0.1766049575026651
2022-09-22,OD,-36.5,13.25,54.16104260551843,0.2446407853797476
2022-09-23,FB,-72.0,82.25,71.25,1.1543859649122807
2022-09-26,FB,-145.25,145.25,144.5,1.005190311418685
2022-09-26,B2,-178.5,181.5,117.63522631240821,1.5429051797629374
2022-09-26,RV,-24.25,42.25,115.21802552624524,0.3666960947041743
2022-09-26,OD,202.0,9.5,58.59030939727383,0.16214285430010086
2022-09-27,RV,-81.28246578746439,87.5,71.56677771410631,1.2226343394912014
2022-09-27,B2,24.75,26.75,133.61717110908683,0.20019882009147572
2022-09-27,OD,-69.25,11.5,54.18577068415963,0.21223284000206805
2022-09-28,B2,123.9816912583774,25.25,154.33552529891523,0.16360458780372242
2022-09-28,FB,22.25,46.25,196.0,0.23596938775510204
2022-09-28,OD,-65.0,38.75,51.62683232997573,0.7505786865312063
2022-09-29,RV,38.0,3.75,104.15189281962843,0.036005106565795184
2022-09-29,B2,-122.5,142.75,130.18986602453555,1.0964755119503493
2022-09-29,OD,-32.25,4.0,54.7835217136717,0.07301465613886896
2022-09-30,RV,-119.03030749083341,125.75,109.06359038055102,1.1529970686021411
2022-09-30,FB,-165.75,168.75,165.0,1.0227272727272727
2022-10-02,OD,-153.5,16.5,60.36906381353481,0.27331879869736664
2022-10-03,RV,102.97374539576049,11.0,92.11645994954125,0.1194140548391187
2022-10-03,FB,72.25,32.5,127.0,0.2559055118110236
2022-10-03,B2,192.12861110154336,60.5,120.09053387000324,0.5037865854230494
2022-10-03,B2,-23.5,60.25,107.4129606880034,0.5609192746767767
2022-10-03,OD,15.5,2.5,44.41936879026466,0.05628175429066254
2022-10-04,RV,67.76871598931213,23.25,57.78605450291048,0.40234620965217444
2022-10-04,B2,120.42528076758754,13.5,72.2325681286381,0.1868963038384294
2022-10-04,FB,17.5,65.5,107.5,0.6093023255813953
2022-10-04,OD,-45.0,48.75,42.354281592809635,1.1510052388251617
2022-10-05,RV,-87.19362233901848,112.75,77.41617772838937,1.4564139345083338
2022-10-05,FB,0.5,0.25,62.0,0.004032258064516129
2022-10-05,OD,19.0,5.75,47.741750328635284,0.12043965628447385
2022-10-06,RV,-88.35771250396647,153.0,78.40856262658511,1.9513174948589609
2022-10-06,RV,-85.5,112.75,100.72897899775867,1.119340244702657
2022-10-06,OD,8.75,15.75,49.44522900492638,0.3185342714952494
