date,time,strategy,direction,entry,exit,pnl,reason,duration_mins
2025-04-23,09:37,trending,long,18936.75,19003.0,1325.0,tp,0.04034616666666667
2025-04-25,09:40,base,short,19344.0,19299.26785714286,894.642857142826,tp,2.4427302833333333
2025-04-28,09:35,base,long,19500.25,19489.410714285714,-216.78571428572468,sl,0.16695248333333332
2025-04-30,10:07,trending,short,19176.5,19218.61160714286,-842.232142857174,sl,2.44594995
2025-04-30,10:53,base,short,19328.0,19358.01785714286,-600.357142857174,sl,7.4589423833333335
2025-04-30,13:11,base,long,19370.25,19352.73214285714,-350.35714285717404,sl,1.1409078166666666
2025-05-05,15:12,trending,long,20135.5,20121.995535714286,-270.0892857142753,sl,9.941289283333333
2025-05-07,12:00,trending,short,19841.25,19874.95089285714,-674.017857142826,sl,45.70139726666666
2025-05-09,11:25,trending,short,20118.0,20151.258928571428,-665.1785714285506,sl,10.05518905
2025-05-09,12:39,trending,short,20114.5,20138.63839285714,-482.76785714282596,sl,65.02913015
2025-05-13,14:05,trending,long,21304.0,21288.875,-302.5,sl,35.68933883333333
2025-05-14,11:08,base,short,21310.5,21330.133928571428,-392.67857142855064,sl,1.6362150166666667
2025-05-15,09:37,base,long,21308.0,21292.508928571428,-309.82142857144936,sl,2.55579665
2025-05-16,11:36,base,short,21414.5,21430.89285714286,-327.85714285717404,sl,4.656560066666667
2025-05-18,22:45,trending,short,21277.25,21271.0,125.0,eod,4.8100902
2025-05-20,10:02,trending,short,21388.0,21412.058035714286,-481.1607142857247,sl,2.7838082166666664
2025-05-20,10:32,trending,short,21385.75,21416.785714285714,-620.7142857142753,sl,5.91587755
2025-05-20,13:45,base,short,21427.25,21436.25,-180.0,sl,1.8839702166666668
2025-05-28,09:10,trending,long,21514.25,21503.383928571428,-217.32142857144936,sl,7.892084683333334
2025-05-29,11:10,trending,short,21480.75,21367.9375,2256.25,tp,47.56554181666667
2025-05-30,11:13,base,long,21348.75,21330.991071428572,-355.17857142855064,sl,5.488299166666667
2025-05-30,11:58,base,short,21329.5,21277.321428571428,1043.5714285714494,tp,19.8252873
2025-05-30,13:38,trending,short,21188.75,21225.61160714286,-737.232142857174,sl,29.531907166666667
2025-06-03,10:10,trending,long,21586.5,21672.973214285714,1729.4642857142753,tp,53.835683
2025-06-03,14:55,trending,long,21705.0,21686.21875,-375.625,sl,50.36633478333333
2025-06-04,10:53,base,long,21732.5,21713.053571428572,-388.92857142855064,sl,79.97475245000001
2025-06-04,21:19,base,short,21742.0,21735.25,135.0,eod,6.505215283333333
2025-06-05,08:43,base,short,21766.75,21774.723214285714,-159.46428571427532,sl,5.81357025
2025-06-05,14:01,trending,short,21723.0,21646.16964285714,1536.607142857174,tp,15.133156600000001
2025-06-05,14:45,trending,short,21711.75,21633.66964285714,1561.607142857174,tp,27.8287611
2025-06-06,09:57,trending,long,21821.25,21798.973214285714,-445.5357142857247,sl,31.47131841666667
2025-06-09,15:50,base,long,21837.5,21858.23214285714,414.64285714282596,tp,0.04646255
2025-06-10,11:01,base,long,21862.0,21850.48214285714,-230.35714285717404,sl,28.263682850000002
2025-06-11,09:03,trending,long,22024.75,21992.214285714286,-650.7142857142753,sl,27.934765866666666
2025-06-11,09:33,base,long,21977.0,21959.553571428572,-348.92857142855064,sl,2.088680233333333
2025-06-11,09:36,base,long,21970.25,21951.23214285714,-380.35714285717404,sl,10.116682633333333
2025-06-11,13:40,base,long,21998.5,21987.375,-222.5,sl,2.8250993166666665
2025-06-11,15:58,trending,short,21874.25,21900.290178571428,-520.8035714285506,sl,19.436904133333332
2025-06-25,10:52,base,long,22491.5,22477.160714285714,-286.7857142857247,sl,10.320206783333333
2025-06-25,12:44,trending,short,22428.0,22442.29464285714,-285.89285714282596,sl,7.7004612
2025-06-25,13:09,trending,short,22424.75,22437.758928571428,-260.17857142855064,sl,2.9983122
2025-06-25,22:08,base,long,22474.5,22483.5,180.0,eod,2.8723416333333334
2025-06-27,04:00,trending,long,22740.75,22731.23660714286,-190.26785714282596,sl,6.472678650000001
2025-06-27,09:35,base,short,22713.75,22722.9375,-183.75,sl,2.54418975
2025-06-27,11:02,base,long,22759.0,22798.696428571428,793.9285714285506,tp,29.840334233333333
2025-06-27,13:39,base,long,22773.25,22765.375,-157.5,sl,4.636382866666667
2025-06-30,09:30,base,long,22867.0,22860.803571428572,-123.92857142855064,sl,1.0052534666666666
2025-06-30,10:14,base,short,22836.25,22848.526785714286,-245.53571428572468,sl,94.99213001666666
2025-07-01,11:36,trending,short,22678.25,22709.540178571428,-625.8035714285506,sl,69.01386245
2025-07-02,13:24,trending,long,22824.75,22813.723214285714,-220.53571428572468,sl,12.556335783333333
2025-07-03,09:42,trending,long,22947.0,23014.053571428572,1341.0714285714494,tp,17.38474108333333
2025-07-07,10:28,base,short,22945.0,22899.571428571428,908.5714285714494,tp,25.031601533333333
2025-07-08,09:57,base,short,22905.25,22877.151785714286,561.9642857142753,tp,2.8573096666666666
2025-07-09,21:15,trending,short,23000.75,22997.25,70.0,eod,3.123324766666667
2025-07-10,00:28,trending,short,22986.25,22991.14285714286,-97.85714285717404,sl,3.2879348333333334
2025-07-10,05:53,base,long,23023.0,23035.026785714286,240.53571428572468,tp,27.49292193333333
2025-07-10,09:35,base,long,23038.0,23030.375,-152.5,sl,0.23825743333333332
2025-07-10,15:54,base,long,23008.25,23002.428571428572,-116.42857142855064,sl,18.46112756666667
2025-07-11,11:27,base,long,22941.5,22976.29464285714,695.892857142826,tp,11.9307119
2025-07-15,09:55,base,long,23157.5,23145.04464285714,-249.10714285717404,sl,2.1877950333333334
2025-07-15,11:36,base,long,23154.75,23139.616071428572,-302.67857142855064,sl,32.89579606666667
2025-07-16,09:32,trending,long,23058.5,23045.63839285714,-257.23214285717404,sl,0.3429296666666667
2025-07-17,07:05,base,long,23084.25,23095.553571428572,226.07142857144936,tp,25.7202734
2025-07-17,08:00,base,long,23092.5,23086.89285714286,-112.14285714282596,sl,13.84032715
2025-07-17,09:32,base,long,23108.25,23099.535714285714,-174.28571428572468,sl,0.29906235
2025-07-21,10:56,trending,long,23399.75,23383.165178571428,-331.69642857144936,sl,10.405783233333333
2025-07-22,15:57,base,long,23237.25,23230.625,-132.5,sl,2.40709995
2025-07-23,11:03,base,short,23199.0,23213.053571428572,-281.07142857144936,sl,26.69572225
2025-07-23,11:39,base,short,23197.25,23208.178571428572,-218.57142857144936,sl,5.185634433333333
2025-07-23,13:21,base,long,23230.25,23257.973214285714,554.4642857142753,tp,22.24297741666667
2025-07-25,05:13,trending,short,23363.0,23369.901785714286,-138.03571428572468,sl,19.867246083333335
2025-07-25,09:51,base,long,23388.75,23415.45535714286,534.107142857174,tp,22.058092416666668
2025-07-27,22:00,base,long,23543.5,23547.25,75.0,eod,25.51667678333333
2025-07-28,09:47,base,short,23502.25,23510.178571428572,-158.57142857144936,sl,0.13379535
2025-07-28,09:55,base,short,23501.75,23510.526785714286,-175.53571428572468,sl,0.6861742833333333
2025-07-28,10:14,base,long,23517.5,23506.39285714286,-222.14285714282596,sl,5.706574900000001
2025-07-28,10:45,base,short,23499.25,23463.464285714286,715.7142857142753,tp,34.14810791666666
2025-07-28,15:05,trending,short,23456.0,23466.33035714286,-206.60714285717404,sl,17.493066333333335
2025-07-30,10:09,base,short,23482.25,23492.839285714286,-211.78571428572468,sl,9.525948883333333
2025-08-04,10:52,trending,long,23228.75,23204.584821428572,-483.30357142855064,sl,1.2637057666666667
2025-08-05,09:42,base,short,23344.0,23354.901785714286,-218.03571428572468,sl,0.98925305
2025-08-05,12:09,trending,short,23183.0,23210.41964285714,-548.392857142826,sl,14.761049633333332
2025-08-06,09:40,base,long,23169.5,23157.901785714286,-231.96428571427532,sl,0.31344306666666666
2025-08-06,09:41,base,long,23163.0,23196.29464285714,665.892857142826,tp,3.5159531333333334
2025-08-07,10:40,base,short,23569.5,23591.071428571428,-431.42857142855064,sl,5.3081903666666665
2025-08-07,12:34,trending,short,23491.75,23409.785714285714,1639.2857142857247,tp,9.470263516666668
2025-08-08,11:14,trending,long,23675.25,23655.785714285714,-389.2857142857247,sl,16.460756733333334
2025-08-11,10:07,base,long,23735.0,23723.508928571428,-229.82142857144936,sl,40.97928266666667
2025-08-11,10:50,base,long,23736.25,23724.214285714286,-240.71428571427532,sl,13.565117916666667
2025-08-12,23:18,base,long,23952.0,23958.5,130.0,eod,5.178381366666667
2025-08-13,09:57,base,long,24020.75,24012.54464285714,-164.10714285717404,sl,2.7179093
2025-08-13,11:26,trending,short,23938.75,23959.272321428572,-410.44642857144936,sl,273.48568553333337
2025-08-14,15:01,base,long,23928.5,23918.526785714286,-199.46428571427532,sl,6.889181366666667
2025-08-18,09:39,base,long,23804.25,23796.29464285714,-159.10714285717404,sl,1.0024990833333334
2025-08-18,22:56,trending,short,23766.0,23759.0,140.0,eod,15.8828365
2025-08-19,10:11,base,short,23716.75,23666.339285714286,1008.2142857142753,tp,16.565416916666667
2025-08-21,15:16,base,short,23239.5,23251.633928571428,-242.67857142855064,sl,3.1836665666666666
2025-08-25,08:03,trending,short,23486.0,23465.33035714286,413.39285714282596,tp,10.319672483333333
2025-08-25,09:40,base,short,23498.75,23476.35714285714,447.85714285717404,tp,0.7057803333333333
2025-08-27,09:35,trending,short,23547.25,23560.272321428572,-260.44642857144936,sl,1.8280643166666666
2025-08-27,09:38,trending,short,23546.0,23559.022321428572,-260.44642857144936,sl,1.0402256333333333
2025-08-27,09:41,trending,short,23539.5,23495.70535714286,875.892857142826,tp,5.250708233333333
2025-08-27,15:17,base,short,23574.25,23581.95535714286,-154.10714285717404,sl,1.0333026833333334
2025-08-27,21:03,base,long,23525.0,23533.5,170.0,eod,10.854243316666667
2025-08-28,09:37,trending,long,23696.5,23679.125,-347.5,sl,7.782930016666667
2025-08-28,10:27,base,long,23641.25,23711.053571428572,1396.0714285714494,tp,20.224401049999997
2025-08-28,20:17,base,long,23749.25,23745.25,-80.0,eod,39.27974988333334
2025-08-29,07:33,trending,short,23640.25,23648.089285714286,-156.78571428572468,sl,9.509119716666667
2025-08-29,10:35,trending,short,23482.5,23454.25,565.0,eod,384.21038508333334
2025-09-02,12:25,trending,short,23070.0,23089.42410714286,-388.48214285717404,sl,12.9392943
2025-09-02,12:38,trending,short,23070.5,23087.48660714286,-339.73214285717404,sl,2.1092152
2025-09-02,20:47,trending,short,23323.5,23318.5,100.0,eod,6.8538299333333335
2025-09-03,01:05,base,short,23323.0,23327.616071428572,-92.32142857144936,sl,12.986368283333332
2025-09-03,09:47,base,long,23395.75,23383.991071428572,-235.17857142855064,sl,1.5989278
2025-09-04,09:32,base,short,23486.75,23494.54464285714,-155.89285714282596,sl,0.31697203333333335
2025-09-04,09:50,base,short,23486.25,23500.383928571428,-282.67857142855064,sl,0.9470408666666666
2025-09-05,12:06,trending,short,23602.75,23636.51785714286,-675.357142857174,sl,3.7649154499999997
2025-09-08,10:02,trending,long,23845.5,23826.82589285714,-373.48214285717404,sl,15.284770616666666
2025-09-08,11:08,trending,long,23868.75,23849.473214285714,-385.5357142857247,sl,10.751261883333333
2025-09-09,09:48,base,long,23848.25,23838.41964285714,-196.60714285717404,sl,0.28342418333333336
2025-09-09,10:22,base,short,23817.25,23775.70535714286,830.892857142826,tp,10.928488883333333
2025-09-10,02:14,trending,long,23925.75,23940.125,287.5,tp,21.330349633333334
2025-09-10,09:50,base,short,23934.5,23947.089285714286,-251.78571428572468,sl,10.224423999999999
2025-09-15,10:25,trending,long,24243.5,24294.258928571428,1015.1785714285506,tp,108.65632245
2025-09-15,13:05,trending,long,24273.0,24262.28125,-214.375,sl,13.874206249999999
2025-09-22,11:50,trending,long,24916.75,24954.83035714286,761.607142857174,tp,24.076851033333334
2025-09-23,05:39,base,long,25010.25,25005.60714285714,-92.85714285717404,sl,49.7593161
2025-09-23,09:32,base,long,25001.0,24996.3125,-93.75,sl,0.20905420000000002
2025-09-23,20:00,base,short,24839.25,24830.0,185.0,eod,5.7582294
2025-09-24,00:45,base,long,24847.0,24853.375,127.5,tp,39.74366748333333
2025-09-24,08:57,base,long,24882.0,24877.5,-90.0,sl,3.1260011000000003
2025-09-24,11:27,trending,short,24794.0,24742.883928571428,1022.3214285714494,tp,19.174275533333333
2025-09-25,09:30,trending,short,24564.75,24509.348214285714,1108.0357142857247,tp,5.416781816666667
2025-09-25,09:51,trending,short,24486.75,24511.98660714286,-504.73214285717404,sl,12.698240166666666
2025-09-25,11:09,base,long,24597.0,24656.116071428572,1182.3214285714494,tp,25.72426031666667
2025-09-29,13:01,trending,short,24824.0,24840.42410714286,-328.48214285717404,sl,26.14241565
2025-09-29,13:32,trending,short,24819.25,24833.89285714286,-292.85714285717404,sl,8.519703766666668
2025-09-30,11:22,base,long,24803.25,24786.54464285714,-334.10714285717404,sl,4.822002283333333
2025-09-30,11:57,base,long,24803.5,24788.125,-307.5,sl,10.878344266666666
2025-09-30,20:56,trending,short,24797.0,24790.0,140.0,eod,2.73041585
2025-10-02,10:29,base,short,25072.25,25090.10714285714,-357.14285714282596,sl,2.0690055000000003
2025-10-02,10:31,base,short,25072.75,25019.5,1065.0,tp,25.880226383333333
2025-10-03,09:33,base,short,25135.0,25141.41964285714,-128.39285714282596,sl,0.18930293333333334
2025-10-03,09:51,base,long,25154.5,25144.178571428572,-206.42857142855064,sl,2.5075166166666665
2025-10-03,10:43,base,short,25111.0,25128.66964285714,-353.39285714282596,sl,38.08742436666667
2025-10-03,11:51,base,long,25132.75,25122.375,-207.5,sl,50.413252183333334
2025-10-05,21:11,base,long,25066.0,25067.5,30.0,eod,19.52733346666667
2025-10-07,09:30,trending,long,25235.75,25225.754464285714,-199.91071428572468,sl,0.33929299999999996
2025-10-07,09:34,trending,long,25237.75,25227.754464285714,-199.91071428572468,sl,29.398190333333332
2025-10-07,13:12,trending,short,25046.75,25071.464285714286,-494.2857142857247,sl,153.84407018333334
2025-10-08,11:10,trending,long,25212.25,25267.51785714286,1105.357142857174,tp,67.10349355
2025-10-09,10:25,trending,short,25264.0,25189.0,1500.0,tp,171.5514643333333
2025-10-09,19:46,base,long,25321.75,25331.0,185.0,eod,2.7390206666666668
2025-10-09,21:16,trending,long,25340.25,25350.0,195.0,eod,39.767984616666666
2025-10-10,09:30,base,short,25305.25,25311.91964285714,-133.39285714282596,sl,0.4706015833333333
2025-10-10,10:37,base,long,25337.25,25319.64285714286,-352.14285714282596,sl,4.16208435
2025-10-10,13:38,trending,short,24731.0,24592.5625,2768.75,tp,74.36011090000001
2025-10-14,03:18,trending,short,24707.25,24626.9375,1606.25,tp,19.43186425
2025-10-15,13:42,trending,short,24824.5,24864.803571428572,-806.0714285714494,sl,2.9515667
2025-10-16,12:58,trending,short,24907.0,24954.10714285714,-942.142857142826,sl,20.222730883333334
2025-10-17,10:00,trending,long,24805.5,24950.14285714286,2892.857142857174,tp,15.447084433333334
2025-10-20,13:01,trending,long,25321.5,25305.63839285714,-317.23214285717404,sl,135.50142391666665
2025-10-21,10:23,base,short,25274.0,25225.625,967.5,tp,5.3557014999999994
2025-10-22,10:03,base,long,25261.5,25247.660714285714,-276.7857142857247,sl,1.1576171833333333
2025-10-22,10:05,base,long,25256.5,25241.83035714286,-293.39285714282596,sl,6.673908
2025-10-22,12:55,trending,short,25023.25,24888.116071428572,2702.6785714285506,tp,28.80636121666667
2025-10-23,09:32,base,short,25023.75,25036.723214285714,-259.4642857142753,sl,0.9352088
2025-10-23,10:57,trending,long,25165.0,25133.46875,-630.625,sl,46.543868249999996
2025-10-24,09:01,trending,long,25463.75,25443.147321428572,-412.05357142855064,sl,28.969483333333336
2025-10-24,09:33,trending,long,25470.25,25547.48214285714,1544.642857142826,tp,33.334236516666664
2025-10-28,09:36,trending,long,26057.0,26043.38839285714,-272.23214285717404,sl,11.840715416666665
2025-10-28,09:49,trending,long,26060.75,26045.16964285714,-311.60714285717404,sl,0.49183316666666665
2025-10-28,10:35,base,long,26040.75,26026.241071428572,-290.17857142855064,sl,4.772255516666666
2025-10-29,05:46,base,short,26229.0,26236.696428571428,-153.92857142855064,sl,0.9864304500000001
2025-10-29,13:19,base,short,26249.5,26225.366071428572,482.67857142855064,tp,7.1399275
2025-10-29,13:56,base,short,26247.5,26255.875,-167.5,sl,3.4564730833333335
2025-10-30,09:48,trending,short,26046.25,26076.54910714286,-605.982142857174,sl,0.93882445
2025-10-30,10:27,trending,short,26031.0,26080.129464285714,-982.5892857142753,sl,14.25275055
2025-11-04,02:40,trending,short,25783.25,25801.133928571428,-357.67857142855064,sl,14.969393433333332
2025-11-06,10:30,trending,short,25494.5,25334.633928571428,3197.3214285714494,tp,13.967291416666665
2025-11-10,10:16,trending,long,25639.0,25614.633928571428,-487.32142857144936,sl,3.0238742833333334
2025-11-12,10:40,trending,short,25588.5,25631.10714285714,-852.142857142826,sl,179.59732780000002
2025-11-12,13:44,base,short,25619.75,25574.26785714286,909.642857142826,tp,44.50989111666667
2025-11-12,20:01,base,long,25567.75,25578.0,205.0,eod,0.49033675
2025-11-14,02:53,trending,short,25006.75,24923.66964285714,1661.607142857174,tp,33.3178919
2025-11-17,09:33,trending,short,25061.0,25084.441964285714,-468.8392857142753,sl,1.05830855
2025-11-18,15:33,base,long,24674.25,24644.848214285714,-588.0357142857247,sl,13.349125983333332
2025-11-25,10:06,trending,short,24727.5,24775.91964285714,-968.392857142826,sl,2.021772716666667
2025-11-25,10:33,base,short,24801.5,24845.491071428572,-879.8214285714494,sl,11.980927216666666
2025-11-30,20:30,trending,short,25307.0,25311.0,-80.0,eod,0.43355851666666667
2025-11-30,21:19,trending,short,25295.5,25300.5,-100.0,eod,0.5075185333333333
2025-12-02,21:12,trending,long,25652.0,25660.75,175.0,eod,5.798866583333333
2025-12-04,15:54,base,short,25595.5,25606.33035714286,-216.60714285717404,sl,0.6933387166666667
2025-12-08,05:29,base,long,25784.25,25778.1875,-121.25,sl,37.87650885
2025-12-08,09:40,base,long,25804.75,25793.91964285714,-216.60714285717404,sl,1.7280829333333334
2025-12-08,09:46,base,long,25802.0,25790.526785714286,-229.46428571427532,sl,0.5207290166666667
2025-12-09,09:30,trending,short,25621.75,25575.678571428572,921.4285714285506,tp,1.04922025
2025-12-09,09:40,base,short,25638.75,25598.866071428572,797.6785714285506,tp,7.3093604
2025-12-09,10:15,base,short,25633.75,25652.401785714286,-373.0357142857247,sl,10.81476755
2025-12-09,10:49,base,long,25651.25,25704.741071428572,1069.8214285714494,tp,26.495209583333335
2025-12-10,14:41,base,long,25658.0,25630.660714285714,-546.7857142857247,sl,0.5243008333333333
2025-12-11,09:34,base,long,25597.5,25587.26785714286,-204.64285714282596,sl,0.36305173333333335
2025-12-11,11:05,base,short,25545.25,25460.95535714286,1685.892857142826,tp,24.312107533333336
2025-12-22,10:02,base,long,25724.0,25708.660714285714,-306.7857142857247,sl,1.9893413166666667
2025-12-22,10:08,base,short,25706.0,25657.303571428572,973.9285714285506,tp,27.05620215
2025-12-22,11:44,base,short,25691.75,25702.776785714286,-220.53571428572468,sl,5.345091666666666
2025-12-22,14:57,base,short,25690.25,25696.10714285714,-117.14285714282596,sl,50.23100431666667
2025-12-22,15:59,base,short,25690.5,25695.785714285714,-105.71428571427532,sl,0.6133491666666667
2025-12-24,10:30,base,long,25817.25,25846.79464285714,590.892857142826,tp,42.75108658333333
2025-12-26,09:33,base,long,25893.0,25909.071428571428,321.42857142855064,tp,0.4418051666666667
2025-12-29,10:43,base,long,25754.0,25732.79464285714,-424.10714285717404,sl,4.48310005
2025-12-30,09:31,base,short,25707.0,25714.696428571428,-153.92857142855064,sl,0.1513561
2025-12-30,09:33,base,short,25715.75,25723.446428571428,-153.92857142855064,sl,0.6370114
2026-01-02,09:36,base,long,25667.5,25698.973214285714,629.4642857142753,tp,0.6333318833333333
2026-01-06,08:16,trending,long,25640.5,25632.433035714286,-161.33928571427532,sl,2.1726552
2026-01-06,09:42,base,long,25627.25,25658.321428571428,621.4285714285506,tp,1.6652822
2026-01-06,11:22,base,long,25685.0,25670.053571428572,-298.92857142855064,sl,15.55910695
2026-01-06,11:58,base,long,25687.5,25731.053571428572,871.0714285714494,tp,23.833120416666667
2026-01-07,09:32,base,long,25793.25,25785.75,-150.0,sl,0.23395753333333333
2026-01-08,10:29,base,short,25696.75,25621.5625,1503.75,tp,25.533086966666666
2026-01-08,15:53,base,long,25688.25,25716.214285714286,559.2857142857247,tp,45.76964326666667
2026-01-11,23:52,trending,short,25722.75,25732.464285714286,-194.28571428572468,sl,17.82591773333333
2026-01-12,10:53,trending,long,25900.5,25987.375,1737.5,tp,133.80468366666668
2026-01-12,20:34,trending,short,25866.5,25858.0,170.0,eod,4.409804366666666
2026-01-13,14:23,trending,short,25851.25,25871.53125,-405.625,sl,20.399251733333333
2026-01-13,14:44,trending,short,25857.5,25876.522321428572,-380.44642857144936,sl,9.975563883333333
2026-01-14,10:38,trending,short,25596.75,25431.48214285714,3305.357142857174,tp,178.10839951666668
2026-01-15,10:56,base,short,25820.5,25844.85714285714,-487.14285714282596,sl,1.0410948
2026-01-19,03:12,trending,short,25363.5,25380.11160714286,-332.23214285717404,sl,7.4907689
2026-01-20,09:40,base,long,25269.5,25247.9375,-431.25,sl,0.7293058166666667
2026-01-21,09:31,base,long,25166.75,25142.526785714286,-484.4642857142753,sl,4.768639666666667
2026-01-22,09:35,base,long,25653.25,25640.33035714286,-258.39285714282596,sl,0.4066484166666667
2026-01-22,09:37,base,long,25655.75,25693.008928571428,745.1785714285506,tp,1.880792
2026-01-23,11:34,trending,long,25773.5,25750.928571428572,-451.42857142855064,sl,67.97097751666666
2026-01-26,10:45,trending,long,25851.0,25935.01785714286,1680.357142857174,tp,78.81404061666667
2026-01-28,10:01,base,short,26248.75,26264.803571428572,-321.07142857144936,sl,1.4197159833333333
2026-01-30,09:03,base,short,25819.25,25838.23214285714,-379.64285714282596,sl,4.2804389333333335
2026-02-04,10:39,trending,short,25217.25,24984.303571428572,4658.928571428551,tp,65.44642231666667
2026-02-05,08:38,trending,short,24848.0,24693.535714285714,3089.2857142857247,tp,52.142575316666665
2026-02-05,11:02,trending,short,24638.5,24713.07589285714,-1491.517857142826,sl,20.052275899999998
2026-02-10,10:57,base,long,25361.5,25335.401785714286,-521.9642857142753,sl,25.05608606666667
2026-02-11,11:25,base,short,25261.75,25160.875,2017.5,tp,36.13346135
2026-02-16,10:18,trending,short,24752.25,24680.196428571428,1441.0714285714494,tp,27.11419825
2026-02-18,09:39,base,short,24820.0,24777.89285714286,842.142857142826,tp,0.5840760833333333
2026-02-18,15:59,base,long,24960.0,24942.91964285714,-341.60714285717404,sl,5.024117683333333
2026-02-19,09:54,base,short,24870.25,24890.776785714286,-410.5357142857247,sl,1.4221718666666667
2026-02-20,11:18,trending,long,25040.0,24980.45089285714,-1190.982142857174,sl,7.441266433333333
2026-02-25,10:17,trending,long,25304.5,25276.558035714286,-558.8392857142753,sl,36.97544058333334
2026-02-26,10:50,trending,short,25006.75,25063.366071428572,-1132.3214285714494,sl,26.437101666666667
2026-02-27,10:01,base,short,24920.0,24947.678571428572,-553.5714285714494,sl,0.9022477666666667
2026-03-03,11:06,base,short,24553.25,24590.95535714286,-754.107142857174,sl,7.52082095
2026-03-06,09:33,trending,short,24715.0,24757.95535714286,-859.107142857174,sl,26.70591488333333
2026-03-06,11:29,base,long,24835.0,24807.6875,-546.25,sl,5.153776533333333
2026-03-11,09:52,base,long,25029.5,25084.785714285714,1105.7142857142753,tp,6.694528983333333
2026-03-12,13:08,base,short,24705.25,24623.339285714286,1638.2142857142753,tp,38.22419766666667
2026-03-13,05:53,base,short,24531.5,24545.85714285714,-287.14285714282596,sl,7.679572483333333
2026-03-27,05:34,trending,short,23797.25,23717.875,1587.5,tp,59.14630443333333
2026-03-27,09:30,trending,short,23646.0,23574.571428571428,1428.5714285714494,tp,4.2217412
2026-03-27,09:45,trending,short,23616.75,23647.491071428572,-614.8214285714494,sl,3.0167309500000004
2026-03-27,10:52,trending,short,23511.5,23554.76339285714,-865.267857142826,sl,14.269690333333333
2026-04-02,09:56,base,short,23842.75,23867.214285714286,-489.2857142857247,sl,1.5870215333333335
2026-04-02,23:37,trending,short,24169.5,24162.5,140.0,eod,3.2895513666666667
2026-04-07,23:00,trending,long,25113.0,25108.75,-85.0,eod,5.642883883333334
2026-04-08,10:12,base,short,25071.75,25002.08035714286,1393.392857142826,tp,35.13047113333334
2026-04-10,10:23,trending,long,25336.25,25309.566964285714,-533.6607142857247,sl,19.442028716666666
2026-04-13,11:32,trending,long,25314.5,25290.36160714286,-482.76785714282596,sl,30.235559216666665
2026-04-14,10:05,trending,long,25728.5,25791.848214285714,1266.9642857142753,tp,16.4529815
2026-04-15,22:40,trending,long,26453.5,26449.0,-90.0,eod,7.4950383
2026-04-16,14:59,base,long,26432.0,26481.098214285714,981.9642857142753,tp,50.21893936666667
2026-04-17,06:51,trending,long,26523.75,26551.160714285714,548.2142857142753,tp,39.44416783333334
2026-04-17,09:27,trending,long,26722.0,26691.48660714286,-610.267857142826,sl,0.86336215
