sl,tp,is_trades,is_wr,is_exp,is_pf,is_pnl,is_dd,oos_trades,oos_wr,oos_exp,oos_pf,oos_pnl,oos_dd
0.5,0.5,308,58.76623376623377,2.7188079777365184,1.5550406864920738,837.3928571428478,-130.40178571428623,251,56.97211155378486,3.1190950483779103,1.5199200706793403,782.8928571428551,-88.6607142857174
0.5,0.75,301,46.51162790697674,2.0997715946843005,1.3170005911224005,632.0312499999745,-135.67410714286234,246,48.3739837398374,4.492359901277543,1.629509355657382,1105.1205357142753,-136.09821428571377
0.5,1.0,300,39.33333333333333,2.0685119047618477,1.2731374136399616,620.5535714285543,-240.8660714285761,245,42.04081632653061,5.113090585778403,1.6333898759039405,1266.8928571428623,-136.09821428571377
0.5,1.25,299,35.785953177257525,2.6138467510749592,1.325842968499883,781.540178571413,-318.91517857143117,243,35.390946502057616,4.901171445152984,1.5447909687522774,1205.165178571442,-201.4151785714239
0.5,1.5,299,32.441471571906355,2.826236263736197,1.3326397846249989,845.0446428571231,-266.4464285714421,242,31.818181818181817,5.763284422063519,1.6078188919962104,1408.8482142857138,-228.16964285714494
0.5,1.75,299,29.76588628762542,3.4396798853320014,1.3927068914965917,1028.464285714268,-293.83482142857974,241,29.87551867219917,6.577923661684622,1.6649679495507046,1599.598214285721,-206.70535714285506
0.5,2.0,299,28.762541806020064,4.658026755852795,1.5257289995551089,1392.7499999999854,-224.94642857143117,239,27.19665271966527,6.417715571003637,1.6162615493958832,1548.3571428571522,-396.05357142857247
0.5,2.25,298,26.845637583892618,4.932121883988389,1.5422156418397972,1469.7723214285397,-232.42857142857974,234,24.358974358974358,6.177490478271698,1.5673303082655097,1460.1562499999927,-396.05357142857247
0.5,2.5,298,25.838926174496645,6.197297459252066,1.677927160218661,1846.7946428571158,-195.73214285714857,229,20.96069868995633,4.852996334996877,1.4237961310873883,1126.0982142857138,-396.05357142857247
0.5,2.75,295,23.728813559322035,6.069975786924884,1.6449446874195934,1790.6428571428405,-267.8794642857247,229,19.65065502183406,4.313197334915074,1.372697426296065,1002.4196428571449,-396.05357142857247
0.5,3.0,295,22.033898305084744,6.183383777239655,1.6456597107000428,1824.0982142856992,-309.75892857143845,229,18.777292576419214,4.592688961575458,1.3911297980889537,1066.4642857142935,-439.7232142857101
0.75,0.5,292,68.15068493150685,2.9956580234833474,1.529647730467304,874.7321428571377,-95.21875,242,66.11570247933885,3.472107438016499,1.49781793367576,840.2499999999927,-155.8883928571413
0.75,0.75,277,55.95667870036101,2.6241941722536195,1.3312487793763257,726.9017857142535,-220.40178571429715,236,56.779661016949156,4.260668886198539,1.4734812971145794,1005.5178571428551,-162.73660714285143
0.75,1.0,273,48.35164835164835,2.785828754578743,1.3008234020649474,760.5312499999964,-262.34375,231,48.917748917748916,4.447738108452407,1.4245667059529596,1048.5357142857174,-147.53125
0.75,1.25,269,44.237918215613384,3.056309745087587,1.300460575368431,822.1473214285616,-409.0982142857065,227,42.731277533039645,4.478257436055113,1.3803477401472053,1037.7142857143008,-252.13392857142753
0.75,1.5,267,41.947565543071164,4.07930377207062,1.3853394888674415,1089.174107142855,-309.12499999999636,226,38.93805309734513,5.472814025487457,1.4359113987889889,1257.9196428571413,-378.3616071428587
0.75,1.75,265,38.86792452830189,5.077863881401575,1.4638481815985376,1345.6339285714166,-297.65624999999636,223,36.771300448430495,6.338428605747271,1.484584274542569,1434.6160714285797,-355.9553571428587
0.75,2.0,265,37.735849056603776,6.558827493261402,1.591513774012597,1738.0892857142717,-273.0178571428514,220,34.090909090909086,6.052169434298378,1.4348676347577345,1353.0848214285797,-487.78571428571377
0.75,2.25,264,35.984848484848484,7.241088338744525,1.6333515752107595,1911.6473214285543,-213.10714285714494,216,31.01851851851852,5.907010526151145,1.4042522120570673,1297.6026785714275,-480.95089285714494
0.75,2.5,265,35.094339622641506,8.617351752021492,1.749552342909718,2283.5982142856956,-223.53124999999636,215,28.37209302325581,4.401851942327346,1.2915278070919567,968.1026785714348,-474.11607142857247
0.75,2.75,261,32.18390804597701,7.792915298303209,1.6461611555889593,2033.9508928571377,-213.10714285714494,215,26.976744186046513,3.6359050227873055,1.2370476131518682,803.4464285714312,-467.28125
0.75,3.0,261,30.268199233716476,7.836822660098491,1.6360390475767352,2045.4107142857065,-213.10714285714494,216,26.38888888888889,4.027000111973468,1.2586871686740004,891.6473214285834,-488.94642857142753
1.0,0.5,285,76.14035087719299,4.42243107769437,1.8372617169428949,1260.392857142895,-95.9732142857174,236,72.45762711864407,4.0897397094430605,1.557739735215504,965.1785714285616,-172.83035714285506
1.0,0.75,266,64.28571428571429,3.9959385069817213,1.485478109095655,1062.9196428571377,-156.65625000000728,228,63.1578947368421,4.708979479949829,1.4695886313224351,1073.6473214285616,-229.14732142856883
1.0,1.0,262,57.25190839694656,4.826540348964125,1.4951751625760583,1264.5535714286016,-242.96428571427896,222,54.95495495495496,4.458413770913753,1.3701451817207422,1017.5357142857101,-325.4464285714239
1.0,1.25,256,52.34375,5.065412248883931,1.4568705723956579,1296.7455357142862,-311.19196428571377,218,49.08256880733945,4.828938177648011,1.3539424269368432,1080.4598214285652,-368.8750000000073
1.0,1.5,255,50.19607843137255,6.303851540616353,1.5359581802701958,1607.4821428571704,-224.33035714286598,215,45.11627906976744,5.793475097254138,1.391191652998193,1273.4196428571377,-369.24107142856883
1.0,1.75,251,46.613545816733065,7.198634035287444,1.5797911963235913,1806.8571428571486,-305.6071428571486,212,42.924528301886795,6.937608799415955,1.4477565556059397,1498.6651785714203,-346.83482142856883
1.0,2.0,251,44.6215139442231,8.22033295389866,1.6369168692431075,2063.303571428565,-311.0535714285761,209,40.19138755980861,6.716636716424446,1.4036777583187359,1432.3928571428478,-488.55357142856883
1.0,2.25,250,42.0,8.153803571428607,1.595522103857354,2038.4508928571522,-303.75446428572104,204,35.78431372549019,5.711630709976259,1.323399200688992,1193.5624999999927,-499.2232142857174
1.0,2.5,250,40.8,9.871714285714273,1.7198087509960893,2467.928571428569,-286.16071428572104,202,33.663366336633665,4.348297370016265,1.2392357119975872,906.8571428571413,-546.7410714285652
1.0,2.75,246,38.21138211382114,9.248384872241662,1.6401784278651037,2275.1026785714494,-264.3928571428478,201,31.343283582089555,2.4538701824557663,1.132856181757018,521.9017857142753,-690.2544642857174
1.0,3.0,245,35.10204081632653,8.769679300291585,1.5862576376233999,2148.5714285714384,-284.2499999999927,201,30.845771144278604,3.068626201291675,1.1627520631018784,645.5357142857138,-587.4464285714312
1.25,0.5,278,81.65467625899281,5.366633478931239,2.0716986335635044,1491.9241071428842,-93.32142857142753,234,73.50427350427351,3.652090964590938,1.449870510765698,854.589285714279,-192.8080357142935
1.25,0.75,261,70.11494252873564,4.502274904214547,1.5208635513648836,1175.0937499999964,-212.49999999999636,225,64.0,3.525337301587262,1.3029931480919326,793.200892857134,-384.4196428571486
1.25,1.0,251,62.94820717131474,4.603496727376363,1.4207248782089696,1155.4776785714675,-301.28571428570285,218,56.42201834862385,2.8574062439000425,1.2079747581960187,656.4955357142826,-399.3794642857065
1.25,1.25,245,57.95918367346938,4.409456997084588,1.346095482999935,1080.3169642857247,-363.4999999999891,214,50.467289719626166,2.692803499904617,1.1714563136026965,610.1517857142826,-651.0848214285688
1.25,1.5,243,55.55555555555556,5.4482840975897915,1.3985858154141133,1323.933035714319,-245.18749999999636,212,47.16981132075472,4.013387165804602,1.2353994873220282,884.6964285714239,-462.46874999999636
1.25,1.75,240,52.083333333333336,6.817168898809575,1.47989247002072,1636.1205357142971,-285.5758928571413,209,45.45454545454545,5.7671274929076155,1.3233107226715342,1239.2499999999927,-363.08482142857247
1.25,2.0,240,49.583333333333336,7.710732886904742,1.5178253108295994,1850.5758928571377,-316.29910714285506,204,43.627450980392155,6.648422142979964,1.3520318350578806,1390.9374999999927,-355.16517857142753
1.25,2.25,240,47.083333333333336,8.27550223214291,1.5280329573292357,1986.1205357142971,-293.45982142857247,199,38.69346733668342,5.536262147514407,1.2747464320152717,1135.883928571424,-462.1562499999927
1.25,2.5,239,45.60669456066946,9.847448445905556,1.6245481975882559,2353.5401785714275,-298.83928571428623,196,37.244897959183675,4.888142310495638,1.2300077916426866,958.0758928571449,-701.3169642856992
1.25,2.75,236,42.79661016949153,8.919756355932297,1.5330724123546378,2105.062500000022,-371.1919642856992,195,35.38461538461539,3.1763736263736213,1.143709448877619,619.3928571428551,-836.8705357142826
1.25,3.0,234,40.598290598290596,9.225465506715548,1.5353673577389726,2158.7589285714384,-393.2321428571304,195,34.87179487179487,3.949931318681344,1.1767569610993933,770.2366071428623,-760.9598214285616
1.5,0.5,275,82.54545454545455,4.728149350649473,1.819482741156771,1300.2410714286052,-133.1875,233,74.67811158798283,2.6699877375842966,1.2889765379718219,622.1071428571413,-277.36607142857247
1.5,0.75,258,71.31782945736434,3.4398878737541114,1.3449162511320898,887.4910714285616,-332.5848214285943,221,66.06334841628959,2.5783573044602353,1.1973978051617054,569.8169642857138,-500.0714285714348
1.5,1.0,247,64.77732793522267,3.5642351069983285,1.2846638200573413,880.366071428587,-386.44642857142753,210,58.57142857142858,1.554506802721054,1.0932808784659478,326.44642857142026,-529.2767857142899
1.5,1.25,239,60.25104602510461,3.465611924686163,1.23971116055163,828.2812499999927,-443.53571428571377,205,52.19512195121951,0.9260017421602527,1.0476715793438836,189.83035714285143,-760.0089285714348
1.5,1.5,236,58.47457627118644,4.71954449152549,1.3052048775236624,1113.8125000000146,-332.767857142866,203,48.275862068965516,1.776917663617116,1.085290367255252,360.7142857142753,-549.3839285714348
1.5,1.75,235,55.319148936170215,6.418863981762925,1.401241883463879,1508.4330357142862,-367.892857142866,203,46.30541871921182,3.4245249824067407,1.159113574312946,695.1785714285688,-428.3169642857174
1.5,2.0,233,52.78969957081545,7.462714592274633,1.4469288230501758,1738.812499999989,-398.61607142857974,199,44.221105527638194,3.7508524766690527,1.1642297121820218,746.4196428571413,-509.7410714285761
1.5,2.25,233,49.78540772532189,7.597965205395493,1.426320395280035,1770.3258928571486,-463.75892857143845,194,39.175257731958766,2.3230393961707954,1.0946650012378167,450.669642857134,-586.8169642857174
1.5,2.5,232,47.8448275862069,8.572852524630509,1.470901226947175,1988.901785714279,-473.8214285714421,192,37.5,1.3719773065476097,1.054958012622292,263.4196428571413,-801.0357142857174
1.5,2.75,230,44.78260869565218,7.3447981366460695,1.377661517456686,1689.3035714285943,-578.8839285714239,190,36.31578947368421,0.5624530075187444,1.0220276721596264,106.86607142856155,-1008.2232142857174
1.5,3.0,228,42.54385964912281,7.624060150375971,1.3814973174010359,1738.285714285721,-549.4196428571377,190,35.78947368421053,1.3132988721804573,1.0508353721203083,249.52678571428623,-892.0982142857174
1.75,0.5,272,84.92647058823529,4.916951155462262,1.8393571596678344,1337.4107142857356,-139.7366071428587,230,76.08695652173914,2.270205745341606,1.2280399378432696,522.1473214285688,-307.3392857142826
1.75,0.75,253,74.30830039525692,3.506422924901159,1.3343659085287543,887.1249999999927,-255.7321428571413,217,68.20276497695853,2.0291310072416007,1.14275872050948,440.32142857142753,-575.0803571428587
1.75,1.0,241,68.87966804979253,3.7440723177238286,1.2821848805195863,902.3214285714421,-248.36160714285143,205,60.48780487804878,2.5178353658536246,1.1497583665031577,516.1562499999927,-643.0357142857138
1.75,1.25,233,63.94849785407726,3.333633507050834,1.212986901701551,776.7366071428442,-384.77232142856883,198,55.55555555555556,2.9125631313131137,1.1504005737618064,576.6874999999964,-753.7455357142935
1.75,1.5,231,62.33766233766234,5.052006029684687,1.3060040525686807,1167.0133928571631,-279.33928571428623,195,51.7948717948718,3.9696428571428477,1.1887799429067887,774.0803571428551,-545.7589285714275
1.75,1.75,228,58.77192982456141,6.043448464912284,1.345145281482873,1377.90625,-371.375,192,50.0,5.9970703125,1.274894245618747,1151.4375,-414.9375
1.75,2.0,226,56.63716814159292,7.223510587863377,1.395224873629154,1632.513392857123,-355.625,188,46.808510638297875,6.061098974164125,1.2601623281646395,1139.486607142855,-537.9955357142899
1.75,2.25,225,53.77777777777778,7.527837301587343,1.3867426010833621,1693.7633928571522,-339.875,184,40.76086956521739,4.161320846273291,1.1646010717932576,765.6830357142862,-720.5937499999964
1.75,2.5,223,51.569506726457405,8.109304932735384,1.4037734269247384,1808.374999999989,-344.21875,182,39.56043956043956,3.7970957613814953,1.1470208336499161,691.0714285714312,-904.7946428571449
1.75,2.75,220,48.63636363636364,6.7601866883117445,1.3138943145274915,1487.2410714285834,-353.16071428571377,179,38.547486033519554,3.845071827613726,1.1483066214291,688.2678571428551,-1142.3883928571413
1.75,3.0,218,47.24770642201835,7.7270232634338,1.3512786854722334,1684.4910714285688,-339.38839285714494,179,37.988826815642454,4.402883080606557,1.1674193383191116,788.1160714285725,-1021.3839285714312
2.0,0.5,268,86.19402985074626,4.945529051172757,1.819902569427572,1325.4017857143008,-173.92857142857247,227,77.97356828193833,2.4933920704845693,1.2479038918783614,565.9999999999964,-420.13392857142026
2.0,0.75,247,75.30364372469636,2.6689198958935485,1.2310892018779314,659.2232142857065,-353.25446428571377,214,71.02803738317756,2.706963451268333,1.189926758155545,579.2901785714239,-768.1741071428551
2.0,1.0,235,69.7872340425532,2.6200607902736035,1.178610279415272,615.7142857142971,-353.357142857134,202,62.37623762376238,1.8815417256010925,1.1050615541054147,380.07142857142026,-808.8571428571377
2.0,1.25,225,66.22222222222223,2.9259722222221605,1.1743874461945942,658.3437499999854,-544.5669642857065,196,58.16326530612245,2.6970435495626646,1.1326228663590334,528.6205357142826,-774.348214285721
2.0,1.5,227,63.436123348017624,4.342983008181342,1.247141718818552,985.8571428571631,-425.0624999999927,193,54.40414507772021,3.6409141376757965,1.163884654788975,702.6964285714275,-574.5357142857029
