T_delta,T_abs,tp_rr,n_trades,wr%,net_$,PF,MaxDD_$,avg_$,TP%,SL%,EOD%
500,100,3.75,54,40.7,-1269.0,0.97,-15010.0,-23.5,3.7,29.6,66.7
500,100,4.0,54,40.7,-830.0,0.98,-15010.0,-15.4,3.7,29.6,66.7
600,0,1.0,782,55.8,115445.0,1.25,-18585.0,147.6,35.3,32.1,32.6
600,0,1.25,780,52.1,109392.0,1.22,-19006.0,140.2,24.4,35.0,40.6
600,0,1.5,780,50.0,115828.0,1.23,-22252.0,148.5,18.1,36.7,45.3
600,0,1.75,780,48.8,110301.0,1.21,-25569.0,141.4,13.5,37.7,48.8
600,0,2.0,780,48.3,104200.0,1.2,-24410.0,133.6,9.1,38.2,52.7
600,0,2.25,780,47.9,109899.0,1.21,-23594.0,140.9,7.3,38.5,54.2
600,0,2.5,780,47.9,115875.0,1.22,-24490.0,148.6,5.8,38.5,55.8
600,0,2.75,780,47.9,124435.0,1.24,-24262.0,159.5,5.0,38.5,56.5
600,0,3.0,780,47.7,128335.0,1.24,-24035.0,164.5,4.4,38.7,56.9
600,0,3.25,780,47.7,131816.0,1.25,-24355.0,169.0,3.5,38.7,57.8
600,0,3.5,780,47.7,129232.0,1.25,-23950.0,165.7,2.3,38.7,59.0
600,0,3.75,780,47.7,134471.0,1.25,-23362.0,172.4,2.3,38.7,59.0
600,0,4.0,779,47.6,122525.0,1.23,-23270.0,157.3,1.7,38.8,59.6
600,30,1.0,735,55.8,102145.0,1.23,-23415.0,139.0,34.1,31.0,34.8
600,30,1.25,734,51.9,95365.0,1.2,-19415.0,129.9,23.4,34.1,42.5
600,30,1.5,734,50.1,106675.0,1.22,-23768.0,145.3,17.4,35.6,47.0
600,30,1.75,734,49.0,103309.0,1.21,-25716.0,140.7,12.9,36.5,50.5
600,30,2.0,734,48.6,97500.0,1.2,-25395.0,132.8,8.3,36.9,54.8
600,30,2.25,734,48.4,104486.0,1.21,-25400.0,142.4,6.8,37.1,56.1
600,30,2.5,734,48.4,108870.0,1.22,-25315.0,148.3,5.2,37.1,57.8
600,30,2.75,734,48.2,109789.0,1.22,-28470.0,149.6,4.1,37.2,58.7
600,30,3.0,734,48.0,112840.0,1.23,-27960.0,153.7,3.7,37.5,58.9
600,30,3.25,734,48.0,113276.0,1.23,-30582.0,154.3,2.7,37.5,59.8
600,30,3.5,734,48.0,109775.0,1.22,-30765.0,149.6,1.8,37.5,60.8
600,30,3.75,734,48.0,113778.0,1.23,-30765.0,155.0,1.8,37.5,60.8
600,30,4.0,733,47.9,100740.0,1.2,-30765.0,137.4,1.2,37.5,61.3
600,40,1.0,646,55.7,86260.0,1.22,-27345.0,133.5,31.6,29.7,38.7
600,40,1.25,645,52.6,80419.0,1.2,-28012.0,124.7,21.7,32.4,45.9
600,40,1.5,645,50.9,85788.0,1.21,-29790.0,133.0,16.1,33.8,50.1
600,40,1.75,645,49.8,80190.0,1.19,-29940.0,124.3,11.5,34.9,53.6
600,40,2.0,645,49.5,78080.0,1.18,-30000.0,121.1,8.1,35.2,56.7
600,40,2.25,645,49.1,77721.0,1.18,-30018.0,120.5,6.7,35.5,57.8
600,40,2.5,645,49.1,78622.0,1.18,-29920.0,121.9,5.0,35.5,59.5
600,40,2.75,645,49.0,76092.0,1.18,-33075.0,118.0,3.9,35.7,60.5
600,40,3.0,645,48.7,77805.0,1.18,-32565.0,120.6,3.4,36.0,60.6
600,40,3.25,645,48.7,77772.0,1.18,-35188.0,120.6,2.5,36.0,61.6
600,40,3.5,645,48.7,73318.0,1.17,-35370.0,113.7,1.4,36.0,62.6
600,40,3.75,645,48.7,76366.0,1.18,-35370.0,118.4,1.4,36.0,62.6
600,40,4.0,645,48.7,66100.0,1.15,-35370.0,102.5,0.9,36.0,63.1
600,50,1.0,480,57.1,85140.0,1.32,-25575.0,177.4,28.7,27.5,43.8
600,50,1.25,479,54.7,90000.0,1.32,-24916.0,187.9,20.3,29.6,50.1
600,50,1.5,479,53.2,99925.0,1.35,-27985.0,208.6,15.9,30.9,53.2
600,50,1.75,479,51.6,87375.0,1.3,-26718.0,182.4,10.6,32.6,56.8
600,50,2.0,479,51.1,84455.0,1.28,-27595.0,176.3,7.7,33.0,59.3
600,50,2.25,479,50.9,87945.0,1.29,-29100.0,183.6,6.7,33.2,60.1
600,50,2.5,479,50.9,88388.0,1.3,-28775.0,184.5,4.6,33.2,62.2
600,50,2.75,479,50.7,86632.0,1.29,-30190.0,180.9,3.8,33.4,62.8
600,50,3.0,479,50.3,86935.0,1.29,-30190.0,181.5,3.1,33.8,63.0
600,50,3.25,479,50.3,89761.0,1.3,-30190.0,187.4,2.5,33.8,63.7
600,50,3.5,479,50.3,85052.0,1.28,-30190.0,177.6,1.5,33.8,64.7
600,50,3.75,479,50.3,87696.0,1.29,-30190.0,183.1,1.5,33.8,64.7
600,50,4.0,479,50.3,77025.0,1.26,-30190.0,160.8,0.8,33.8,65.3
600,60,1.0,322,55.6,49420.0,1.28,-23045.0,153.5,26.1,27.6,46.3
600,60,1.25,321,53.9,52589.0,1.29,-21561.0,163.8,19.0,29.0,52.0
600,60,1.5,321,52.0,55888.0,1.3,-23620.0,174.1,14.6,30.5,54.8
600,60,1.75,321,51.1,57705.0,1.3,-22984.0,179.8,11.5,31.5,57.0
600,60,2.0,321,50.8,59595.0,1.31,-22160.0,185.7,8.4,31.8,59.8
600,60,2.25,321,50.5,62529.0,1.32,-22712.0,194.8,7.5,32.1,60.4
600,60,2.5,321,50.5,63232.0,1.33,-23215.0,197.0,5.0,32.1,62.9
600,60,2.75,321,50.5,68188.0,1.35,-23215.0,212.4,4.7,32.1,63.2
600,60,3.0,321,50.2,69500.0,1.36,-24090.0,216.5,4.0,32.4,63.6
600,60,3.25,321,50.2,71518.0,1.37,-24400.0,222.8,3.1,32.4,64.5
600,60,3.5,321,50.2,68645.0,1.35,-24400.0,213.8,1.9,32.4,65.7
600,60,3.75,321,50.2,71200.0,1.37,-24400.0,221.8,1.9,32.4,65.7
600,60,4.0,321,50.2,60440.0,1.31,-24400.0,188.3,0.9,32.4,66.7
600,70,1.0,196,55.1,31450.0,1.28,-22050.0,160.5,25.0,26.5,48.5
600,70,1.25,195,53.3,35290.0,1.3,-23426.0,181.0,19.0,27.7,53.3
600,70,1.5,195,51.8,34678.0,1.29,-28668.0,177.8,14.4,29.2,56.4
600,70,1.75,195,50.3,31560.0,1.26,-30806.0,161.8,10.8,30.8,58.5
600,70,2.0,195,49.7,31130.0,1.25,-30635.0,159.6,7.2,31.3,61.5
600,70,2.25,195,49.7,31570.0,1.26,-29321.0,161.9,5.6,31.3,63.1
600,70,2.5,195,49.7,29432.0,1.24,-28398.0,150.9,3.1,31.3,65.6
600,70,2.75,195,49.7,30944.0,1.25,-28320.0,158.7,3.1,31.3,65.6
600,70,3.0,195,49.7,32455.0,1.26,-28320.0,166.4,3.1,31.3,65.6
600,70,3.25,195,49.7,33105.0,1.27,-28320.0,169.8,2.1,31.3,66.7
600,70,3.5,195,49.7,33378.0,1.27,-28320.0,171.2,1.5,31.3,67.2
600,70,3.75,195,49.7,34006.0,1.28,-28320.0,174.4,1.5,31.3,67.2
600,70,4.0,195,49.7,34635.0,1.28,-28320.0,177.6,1.5,31.3,67.2
600,80,1.0,127,48.0,-9105.0,0.9,-33165.0,-71.7,19.7,29.1,51.2
600,80,1.25,126,46.8,-6751.0,0.93,-33631.0,-53.6,12.7,29.4,57.9
600,80,1.5,126,46.8,-5898.0,0.94,-35568.0,-46.8,8.7,29.4,61.9
600,80,1.75,126,46.0,-8858.0,0.91,-35131.0,-70.3,6.3,30.2,63.5
600,80,2.0,126,45.2,-8385.0,0.91,-34695.0,-66.5,4.8,31.0,64.3
600,80,2.25,126,45.2,-6095.0,0.94,-34259.0,-48.4,4.8,31.0,64.3
600,80,2.5,126,45.2,-7652.0,0.92,-33822.0,-60.7,3.2,31.0,65.9
600,80,2.75,126,45.2,-6541.0,0.93,-33445.0,-51.9,3.2,31.0,65.9
600,80,3.0,126,45.2,-5430.0,0.94,-33445.0,-43.1,3.2,31.0,65.9
600,80,3.25,126,45.2,-4935.0,0.95,-33445.0,-39.2,2.4,31.0,66.7
600,80,3.5,126,45.2,-4852.0,0.95,-33445.0,-38.5,1.6,31.0,67.5
600,80,3.75,126,45.2,-4414.0,0.95,-33445.0,-35.0,1.6,31.0,67.5
600,80,4.0,126,45.2,-3975.0,0.96,-33445.0,-31.5,1.6,31.0,67.5
600,100,1.0,50,44.0,-4140.0,0.89,-11955.0,-82.8,22.0,28.0,50.0
600,100,1.25,50,42.0,-4244.0,0.89,-13540.0,-84.9,14.0,28.0,58.0
600,100,1.5,50,42.0,-3970.0,0.9,-15470.0,-79.4,10.0,28.0,62.0
600,100,1.75,50,42.0,-4322.0,0.89,-15470.0,-86.4,8.0,28.0,64.0
600,100,2.0,50,40.0,-4445.0,0.89,-15470.0,-88.9,6.0,30.0,64.0
600,100,2.25,50,40.0,-2972.0,0.92,-15470.0,-59.4,6.0,30.0,64.0
600,100,2.5,50,40.0,-4612.0,0.88,-15470.0,-92.2,4.0,30.0,66.0
600,100,2.75,50,40.0,-4174.0,0.89,-15470.0,-83.5,4.0,30.0,66.0
600,100,3.0,50,40.0,-3735.0,0.9,-15470.0,-74.7,4.0,30.0,66.0
600,100,3.25,50,40.0,-3296.0,0.92,-15470.0,-65.9,4.0,30.0,66.0
600,100,3.5,50,40.0,-2858.0,0.93,-15470.0,-57.2,4.0,30.0,66.0
600,100,3.75,50,40.0,-2419.0,0.94,-15470.0,-48.4,4.0,30.0,66.0
600,100,4.0,50,40.0,-1980.0,0.95,-15470.0,-39.6,4.0,30.0,66.0
800,0,1.0,695,55.7,106110.0,1.25,-22150.0,152.7,32.8,30.8,36.4
800,0,1.25,695,52.5,102615.0,1.23,-20345.0,147.6,22.3,33.5,44.2
800,0,1.5,695,51.4,119022.0,1.26,-19835.0,171.3,17.0,34.5,48.5
800,0,1.75,695,50.5,117769.0,1.25,-19405.0,169.5,13.1,35.3,51.7
800,0,2.0,695,49.9,106890.0,1.23,-20700.0,153.8,8.1,35.8,56.1
800,0,2.25,695,49.6,108101.0,1.23,-19946.0,155.5,6.3,36.1,57.6
800,0,2.5,695,49.4,104730.0,1.22,-20670.0,150.7,4.6,36.3,59.1
800,0,2.75,695,49.4,110762.0,1.24,-20328.0,159.4,4.0,36.3,59.7
800,0,3.0,695,49.2,116550.0,1.25,-19985.0,167.7,3.7,36.4,59.9
800,0,3.25,695,49.2,118739.0,1.25,-22775.0,170.8,2.9,36.4,60.7
800,0,3.5,695,49.2,114228.0,1.24,-22775.0,164.4,1.4,36.4,62.2
800,0,3.75,695,49.2,117544.0,1.25,-22775.0,169.1,1.4,36.4,62.2
800,0,4.0,694,49.1,104105.0,1.22,-22775.0,150.0,1.0,36.5,62.5
800,30,1.0,643,55.5,85420.0,1.21,-25655.0,132.8,32.2,30.5,37.3
800,30,1.25,643,52.3,80724.0,1.19,-19671.0,125.5,21.6,33.3,45.1
800,30,1.5,643,51.3,98882.0,1.23,-20918.0,153.8,16.3,34.2,49.5
800,30,1.75,643,50.5,99142.0,1.23,-19091.0,154.2,12.6,34.8,52.6
800,30,2.0,643,50.1,90110.0,1.21,-19420.0,140.1,7.5,35.3,57.2
800,30,2.25,643,49.9,92520.0,1.21,-18578.0,143.9,5.9,35.5,58.6
800,30,2.5,643,49.8,88700.0,1.2,-19808.0,137.9,4.2,35.5,60.3
800,30,2.75,643,49.8,93422.0,1.21,-19274.0,145.3,3.6,35.5,61.0
800,30,3.0,643,49.6,98165.0,1.22,-18740.0,152.7,3.4,35.6,61.0
800,30,3.25,643,49.6,99596.0,1.23,-21080.0,154.9,2.6,35.6,61.7
800,30,3.5,643,49.6,95160.0,1.22,-21080.0,148.0,1.4,35.6,63.0
800,30,3.75,643,49.6,98232.0,1.22,-21080.0,152.8,1.4,35.6,63.0
800,30,4.0,642,49.5,84550.0,1.19,-21080.0,131.7,0.9,35.7,63.4
800,40,1.0,536,55.0,69315.0,1.21,-32200.0,129.3,30.8,29.5,39.7
800,40,1.25,536,52.4,69952.0,1.2,-29965.0,130.5,21.1,31.9,47.0
800,40,1.5,536,51.5,84950.0,1.25,-26815.0,158.5,16.0,32.8,51.1
800,40,1.75,536,50.7,86890.0,1.25,-28450.0,162.1,11.9,33.6,54.5
800,40,2.0,536,50.4,83795.0,1.24,-28050.0,156.3,8.0,34.0,58.0
800,40,2.25,536,50.0,80978.0,1.23,-26359.0,151.1,6.3,34.3,59.3
800,40,2.5,536,49.8,76922.0,1.22,-26740.0,143.5,4.5,34.3,61.2
800,40,2.75,536,49.8,80879.0,1.23,-25541.0,150.9,3.7,34.3,61.9
800,40,3.0,536,49.6,84855.0,1.24,-26590.0,158.3,3.5,34.5,61.9
800,40,3.25,536,49.6,85520.0,1.24,-25820.0,159.6,2.6,34.5,62.9
800,40,3.5,536,49.6,80318.0,1.23,-25755.0,149.8,1.1,34.5,64.4
800,40,3.75,536,49.6,82624.0,1.23,-25365.0,154.1,1.1,34.5,64.4
800,40,4.0,536,49.6,71900.0,1.2,-24975.0,134.1,0.7,34.5,64.7
800,50,1.0,379,55.4,53855.0,1.24,-23830.0,142.1,28.0,28.2,43.8
800,50,1.25,379,53.6,64072.0,1.28,-20874.0,169.1,19.5,30.1,50.4
800,50,1.5,379,52.8,77112.0,1.33,-21650.0,203.5,15.3,30.9,53.8
800,50,1.75,379,51.7,74972.0,1.31,-19199.0,197.8,11.1,31.9,57.0
800,50,2.0,379,51.2,71365.0,1.29,-19785.0,188.3,7.7,32.5,59.9
800,50,2.25,379,50.9,72694.0,1.3,-21185.0,191.8,6.3,32.7,60.9
800,50,2.5,379,50.9,72100.0,1.3,-20878.0,190.2,4.2,32.7,63.1
800,50,2.75,379,50.9,74562.0,1.31,-22275.0,196.7,3.4,32.7,63.9
800,50,3.0,379,50.7,77180.0,1.32,-22275.0,203.6,3.2,33.0,63.9
800,50,3.25,379,50.7,80755.0,1.33,-22275.0,213.1,2.6,33.0,64.4
800,50,3.5,379,50.7,75500.0,1.31,-22275.0,199.2,1.3,33.0,65.7
800,50,3.75,379,50.7,77598.0,1.32,-22275.0,204.7,1.3,33.0,65.7
800,50,4.0,379,50.7,66665.0,1.27,-22275.0,175.9,0.8,33.0,66.2
800,60,1.0,243,53.5,29960.0,1.21,-22010.0,123.3,24.7,27.6,47.7
800,60,1.25,243,52.7,41876.0,1.29,-21012.0,172.3,19.8,28.4,51.9
800,60,1.5,243,51.4,50545.0,1.34,-20808.0,208.0,15.6,29.6,54.7
800,60,1.75,243,50.6,53018.0,1.35,-19418.0,218.2,12.3,30.5,57.2
800,60,2.0,243,50.2,53130.0,1.35,-20120.0,218.6,8.2,30.9,60.9
800,60,2.25,243,49.8,54286.0,1.36,-21450.0,223.4,7.0,31.3,61.7
800,60,2.5,243,49.8,54338.0,1.36,-22155.0,223.6,4.5,31.3,64.2
800,60,2.75,243,49.8,58138.0,1.38,-22155.0,239.2,4.1,31.3,64.6
800,60,3.0,243,49.8,61765.0,1.41,-22155.0,254.2,4.1,31.3,64.6
800,60,3.25,243,49.8,64531.0,1.42,-22155.0,265.6,3.3,31.3,65.4
800,60,3.5,243,49.8,61112.0,1.4,-22155.0,251.5,1.6,31.3,67.1
800,60,3.75,243,49.8,63121.0,1.42,-22155.0,259.8,1.6,31.3,67.1
800,60,4.0,243,49.8,52100.0,1.34,-22155.0,214.4,0.8,31.3,67.9
800,70,1.0,154,56.5,30400.0,1.34,-19415.0,197.4,26.6,24.7,48.7
800,70,1.25,154,55.2,37072.0,1.4,-20671.0,240.7,20.8,26.0,53.2
800,70,1.5,154,53.9,39422.0,1.42,-25565.0,256.0,15.6,27.3,57.1
800,70,1.75,154,52.6,37275.0,1.39,-25565.0,242.0,11.7,28.6,59.7
800,70,2.0,154,51.9,35965.0,1.37,-25565.0,233.5,7.1,29.2,63.6
800,70,2.25,154,51.9,35525.0,1.37,-25565.0,230.7,5.2,29.2,65.6
800,70,2.5,154,51.9,33632.0,1.35,-25565.0,218.4,3.2,29.2,67.5
800,70,2.75,154,51.9,34886.0,1.36,-25565.0,226.5,3.2,29.2,67.5
800,70,3.0,154,51.9,36140.0,1.37,-25565.0,234.7,3.2,29.2,67.5
800,70,3.25,154,51.9,36532.0,1.38,-25565.0,237.2,1.9,29.2,68.8
800,70,3.5,154,51.9,36548.0,1.38,-25565.0,237.3,1.3,29.2,69.5
800,70,3.75,154,51.9,36919.0,1.38,-25565.0,239.7,1.3,29.2,69.5
800,70,4.0,154,51.9,37290.0,1.38,-25565.0,242.1,1.3,29.2,69.5
800,80,1.0,97,47.4,-6060.0,0.92,-27060.0,-62.5,19.6,27.8,52.6
800,80,1.25,97,47.4,51.0,1.0,-24749.0,0.5,13.4,27.8,58.8
800,80,1.5,97,47.4,318.0,1.0,-26268.0,3.3,8.2,27.8,63.9
800,80,1.75,97,47.4,-1195.0,0.98,-25746.0,-12.3,6.2,27.8,66.0
800,80,2.0,97,46.4,-1125.0,0.99,-25310.0,-11.6,4.1,28.9,67.0
800,80,2.25,97,46.4,762.0,1.01,-24874.0,7.9,4.1,28.9,67.0
800,80,2.5,97,46.4,-462.0,0.99,-24438.0,-4.8,3.1,28.9,68.0
800,80,2.75,97,46.4,391.0,1.01,-24050.0,4.0,3.1,28.9,68.0
800,80,3.0,97,46.4,1245.0,1.02,-24050.0,12.8,3.1,28.9,68.0
800,80,3.25,97,46.4,1482.0,1.02,-24050.0,15.3,2.1,28.9,69.1
800,80,3.5,97,46.4,1308.0,1.02,-24050.0,13.5,1.0,28.9,70.1
800,80,3.75,97,46.4,1489.0,1.02,-24050.0,15.3,1.0,28.9,70.1
800,80,4.0,97,46.4,1670.0,1.02,-24050.0,17.2,1.0,28.9,70.1
800,100,1.0,36,44.4,-1195.0,0.95,-9040.0,-33.2,22.2,25.0,52.8
800,100,1.25,36,44.4,1539.0,1.06,-8195.0,42.7,16.7,25.0,58.3
800,100,1.5,36,44.4,1555.0,1.06,-10125.0,43.2,11.1,25.0,63.9
800,100,1.75,36,44.4,945.0,1.04,-10125.0,26.2,8.3,25.0,66.7
800,100,2.0,36,41.7,565.0,1.02,-10125.0,15.7,5.6,27.8,66.7
800,100,2.25,36,41.7,1780.0,1.07,-10125.0,49.4,5.6,27.8,66.7
800,100,2.5,36,41.7,-118.0,1.0,-10125.0,-3.3,2.8,27.8,69.4
800,100,2.75,36,41.7,64.0,1.0,-10125.0,1.8,2.8,27.8,69.4
800,100,3.0,36,41.7,245.0,1.01,-10125.0,6.8,2.8,27.8,69.4
800,100,3.25,36,41.7,426.0,1.02,-10125.0,11.8,2.8,27.8,69.4
800,100,3.5,36,41.7,608.0,1.02,-10125.0,16.9,2.8,27.8,69.4
800,100,3.75,36,41.7,789.0,1.03,-10125.0,21.9,2.8,27.8,69.4
800,100,4.0,36,41.7,970.0,1.04,-10125.0,26.9,2.8,27.8,69.4
