variant,delta,lowz,sl,tp,n_is,n_oos,pf_is,pf_oos,wr_is,wr_oos,pnl_is,pnl_oos,mdd_is,mdd_oos,t_long_cong,t_short_cong,t_long_ctr,t_short_ctr,blocked_long,blocked_short
delta_only,100,1.5,2.75,2.75,994,320,1.0939850453933875,1.0892643099100143,55.23138832997988,53.125,61149.755985719785,23520.97591186808,-34884.192810063614,-21305.5926973006,1307,7,0,0,7,2212
delta_only,100,1.5,2.75,3.0,974,310,1.0873699439831068,1.1109421616092128,54.620123203285424,51.935483870967744,56502.584699762556,29308.77518223373,-33655.096536457386,-22562.015542161535,1277,7,0,0,7,2210
delta_only,100,1.5,3.0,1.0,1297,406,1.064809308351099,0.9580215650699118,70.54741711642251,65.27093596059113,37497.50376111999,-9748.568427785576,-46215.131766442864,-34288.69620572885,1696,7,0,0,8,2219
delta_only,100,1.5,3.0,1.25,1214,383,1.027523205872769,1.04775468788554,66.14497528830313,63.44647519582245,17162.707421798696,11294.075302433412,-61208.84088869301,-30132.761813505203,1590,7,0,0,8,2214
delta_only,100,1.5,3.0,1.5,1154,365,1.0314006679234748,1.0997254817739122,63.34488734835355,62.19178082191781,20241.71360085231,23935.924979570045,-70539.5268625142,-22908.033875804686,1512,7,0,0,8,2211
delta_only,100,1.5,3.0,1.75,1110,347,1.0583323009459755,1.1232816605594966,61.44144144144144,60.518731988472624,38049.63038146234,29684.27057181194,-68239.85460240467,-22971.993141127314,1450,7,0,0,7,2206
delta_only,100,1.5,3.0,2.0,1065,342,1.0745469724576584,1.1405897973086605,59.71830985915493,58.187134502923975,48657.447670037436,34382.435209350224,-46196.50877870936,-21763.264787001463,1400,7,0,0,7,2202
delta_only,100,1.5,3.0,2.25,1033,329,1.0858927785846177,1.1852659616351355,58.56727976766699,57.142857142857146,56404.00801388907,44553.23467008289,-37700.06206718732,-19828.538016295497,1355,7,0,0,7,2199
delta_only,100,1.5,3.0,2.5,1006,322,1.1141344014780836,1.186391429291102,57.75347912524851,55.27950310559006,73715.24567004625,45662.99855245794,-30765.27623385973,-18459.756287865457,1321,7,0,0,7,2199
delta_only,100,1.5,3.0,2.75,973,315,1.1056625533914621,1.1166014423076043,56.32065775950668,53.65079365079365,67970.16863367528,29996.954423266798,-32588.925536295574,-16019.094690319253,1281,7,0,0,7,2195
delta_only,100,1.5,3.0,3.0,953,305,1.096246297550461,1.1343647255213074,55.71878279118573,52.459016393442624,61666.92049194382,34825.07282163642,-33291.256560202564,-18984.648142459846,1251,7,0,0,7,2193
delta_only,100,1.8,1.0,1.0,1579,486,0.9721847762434096,0.8891975805327025,50.34832172260925,45.267489711934154,-15822.422648208267,-24304.728002238553,-34673.713116425024,-27794.013721435695,2058,7,0,0,9,2424
delta_only,100,1.8,1.0,1.25,1512,469,0.998699700148959,0.9539923240805858,46.82539682539682,42.430703624733475,-757.7153020219703,-10256.235419711156,-25292.561847843863,-19689.06831448112,1974,7,0,0,9,2422
delta_only,100,1.8,1.0,1.5,1466,449,0.9726626650100224,1.034088352307163,43.24693042291951,42.093541202672604,-16517.822825122166,7441.647850507288,-37274.46858041265,-17764.64351704759,1908,7,0,0,9,2421
delta_only,100,1.8,1.0,1.75,1430,437,0.993154913462174,1.0657097153936215,41.32867132867133,40.732265446224254,-4157.237577091837,14347.061547030607,-31080.361181970256,-18803.886365390645,1860,7,0,0,9,2421
delta_only,100,1.8,1.0,2.0,1397,435,1.002638781107035,1.0743073148426163,39.94273443092341,38.62068965517241,1601.9441483656192,16598.39954584204,-39894.53495648719,-17457.64811369496,1825,7,0,0,8,2420
delta_only,100,1.8,1.0,2.25,1365,427,1.0359222948245006,1.0901257028924147,39.04761904761905,37.47072599531616,21614.9142849716,20261.94981846813,-33943.47602849815,-17746.70092735163,1785,7,0,0,8,2420
delta_only,100,1.8,1.0,2.5,1331,425,1.0549018291453154,1.0664669340034654,37.86626596543952,35.76470588235294,32803.08735372466,15221.629257879977,-32332.00675941611,-17614.146266506723,1749,7,0,0,8,2420
delta_only,100,1.8,1.0,2.75,1309,421,1.0702064742247166,1.0189733460063244,36.74560733384263,33.729216152019,41698.58793521333,4455.199010260112,-24993.158701853463,-19173.936577337954,1723,7,0,0,8,2420
delta_only,100,1.8,1.0,3.0,1291,412,1.0633194168062146,1.0586276445761371,36.018590240123935,32.76699029126213,37470.85958971984,13668.112428692475,-25232.746050970018,-20998.262159815786,1696,7,0,0,8,2420
delta_only,100,1.8,1.25,1.0,1528,469,0.9838185336618017,0.9191833980377531,55.955497382198956,51.59914712153518,-9673.095707564535,-18381.364769868305,-33878.831711557905,-21754.374437217484,1990,7,0,0,9,2418
delta_only,100,1.8,1.25,1.25,1461,454,0.9944518522999928,0.9566920500513959,52.01916495550992,47.797356828193834,-3445.083592721203,-10249.427058388319,-44253.30685474666,-21784.009199340726,1908,7,0,0,9,2416
delta_only,100,1.8,1.25,1.5,1410,433,0.9703449593728949,1.044898859532435,48.226950354609926,47.34411085450346,-19139.84004962549,10432.1011127784,-50701.11773765115,-17142.027942815985,1836,7,0,0,9,2415
delta_only,100,1.8,1.25,1.75,1374,420,0.9924473514896284,1.082063376069797,46.2882096069869,46.19047619047619,-4908.929575654365,19116.527450088906,-48078.35362371061,-16460.299489146855,1787,7,0,0,9,2415
delta_only,100,1.8,1.25,2.0,1341,415,0.9975222160900731,1.0986034101194815,44.66815809097688,44.33734939759036,-1612.0584670040262,23263.21988992415,-43156.3515498595,-17942.068720900425,1749,7,0,0,8,2414
delta_only,100,1.8,1.25,2.25,1305,405,1.0403553982572231,1.1045831687344574,44.06130268199234,42.96296296296296,25894.801800149216,24738.46213562283,-34537.051627845576,-17851.812196034007,1703,7,0,0,8,2414
delta_only,100,1.8,1.25,2.5,1268,402,1.0671904683079374,1.0771668928756253,42.981072555205046,40.79601990049751,42607.7255619043,18622.54466208622,-31688.574712928385,-17560.051400998054,1663,7,0,0,8,2414
delta_only,100,1.8,1.25,2.75,1240,396,1.080275750491363,1.0348683341817209,41.693548387096776,39.14141414141414,50576.48809859049,8618.567200304096,-25821.278708282553,-19118.50951171742,1629,7,0,0,8,2414
delta_only,100,1.8,1.25,3.0,1220,388,1.0604804181603773,1.0743372316657915,40.65573770491803,37.88659793814433,38162.735664749634,18316.874146160408,-25372.91684154072,-19427.126167954557,1601,7,0,0,8,2414
delta_only,100,1.8,1.5,1.0,1477,454,1.021654584634591,0.9229608583009682,60.18957345971564,55.50660792951542,12967.788291878533,-17963.523099292142,-25179.53261960338,-24801.96650898659,1924,7,0,0,9,2407
delta_only,100,1.8,1.5,1.25,1401,435,1.0394784607555723,0.9833958775387507,56.60242683797288,52.41379310344828,24385.26778118823,-3952.4824619595893,-31424.177373582424,-21491.47791083764,1829,7,0,0,9,2405
delta_only,100,1.8,1.5,1.5,1345,412,1.0227108210403866,1.0911374398023646,52.9368029739777,52.42718446601942,14594.525921957684,20974.35640567768,-36111.5647446812,-19083.568847785282,1750,7,0,0,9,2403
delta_only,100,1.8,1.5,1.75,1303,397,1.0447595418203954,1.1096345003054442,50.80583269378358,51.13350125944584,29098.952584078288,25589.294276804503,-33351.363852761024,-18673.357382699323,1693,7,0,0,8,2403
delta_only,100,1.8,1.5,2.0,1260,391,1.0611638633836566,1.1335639772513564,49.20634920634921,49.10485933503836,39423.851248078245,31413.669599205314,-28121.605726900634,-19115.880062843426,1644,7,0,0,8,2402
delta_only,100,1.8,1.5,2.25,1228,383,1.092338702998724,1.1540603467094506,48.20846905537459,47.78067885117493,59158.86886978544,36268.51779055185,-25152.202083498923,-18915.688908069933,1604,7,0,0,8,2402
delta_only,100,1.8,1.5,2.5,1195,381,1.1171067395021106,1.1129882978987558,47.11297071129707,45.14435695538058,74189.76807004663,27535.819625436634,-22436.413430527246,-20272.94756164032,1569,7,0,0,8,2402
delta_only,100,1.8,1.5,2.75,1165,377,1.0991733930063485,1.0800429128212783,45.5793991416309,43.236074270557026,62847.34517472014,20055.054424491827,-24969.9536517285,-23531.791875453782,1535,7,0,0,8,2401
delta_only,100,1.8,1.5,3.0,1143,367,1.081360325891612,1.0846291716547458,44.53193350831146,41.689373297002724,51358.04694480892,21402.556028805484,-26709.72711695882,-20495.466500600305,1503,7,0,0,8,2401
delta_only,100,1.8,1.75,1.0,1442,442,1.0444314274532067,0.9600614949266028,63.17614424410541,58.8235294117647,26659.49538458055,-9194.515170900122,-24043.449403988925,-31101.261798126434,1877,7,0,0,9,2390
delta_only,100,1.8,1.75,1.25,1368,424,1.0532042525070775,1.0093305465552531,59.57602339181287,55.424528301886795,33242.03222793425,2220.620018521149,-32679.13607528335,-21850.270759695704,1785,7,0,0,9,2387
delta_only,100,1.8,1.75,1.5,1309,401,1.0447067010697537,1.069705950595533,56.30252100840336,54.86284289276808,28943.52311558221,16478.228288631144,-40463.73163203065,-18380.495561684947,1703,7,0,0,9,2385
delta_only,100,1.8,1.75,1.75,1267,385,1.0659722962677753,1.0888496433324641,54.064719810576165,53.76623376623377,43336.27645594224,21357.85882208489,-39151.14939944284,-17526.0060164889,1645,7,0,0,8,2384
delta_only,100,1.8,1.75,2.0,1219,380,1.0792295116320465,1.0953607166119501,52.420016406890895,51.31578947368421,51683.97146187341,23288.7573362657,-26721.877825676565,-16975.145319046496,1592,7,0,0,8,2383
delta_only,100,1.8,1.75,2.25,1184,371,1.0958900123733675,1.1328762833482826,51.182432432432435,50.13477088948787,62618.03101423346,32130.1046840418,-26800.20414527846,-15817.02692609666,1548,7,0,0,7,2383
delta_only,100,1.8,1.75,2.5,1151,368,1.1229359871736946,1.1087352574837914,50.130321459600346,47.82608695652174,79253.41549952512,27098.888835352773,-23555.889648498007,-16279.743106887254,1512,7,0,0,7,2383
delta_only,100,1.8,1.75,2.75,1122,364,1.1043560286718748,1.076361159657041,48.663101604278076,45.879120879120876,67440.98686868773,19589.0234967204,-23728.172990116655,-17794.176948753084,1479,7,0,0,7,2382
delta_only,100,1.8,1.75,3.0,1098,354,1.104256112350598,1.0903193099448858,47.90528233151184,44.35028248587571,66414.52360795534,23387.226152017538,-24817.60049359582,-17971.576238336784,1445,7,0,0,7,2381
delta_only,100,1.8,2.0,1.0,1413,434,1.0390469342920754,1.004790353472191,65.25123849964615,61.52073732718894,23759.56074140966,1085.600174078936,-33313.69042934097,-28396.982649620913,1840,7,0,0,8,2370
delta_only,100,1.8,2.0,1.25,1333,412,1.0506036452773622,1.0690466118290811,61.74043510877719,58.49514563106796,31922.999591128028,16003.559822273019,-38191.73554625024,-22936.408704136193,1738,7,0,0,8,2368
delta_only,100,1.8,2.0,1.5,1273,391,1.0346219284566485,1.127602079190761,58.523173605655934,58.05626598465473,22751.792550759455,29724.344675047323,-44741.30940983505,-17405.312028674234,1657,7,0,0,8,2364
delta_only,100,1.8,2.0,1.75,1230,373,1.0619920646004044,1.1388704735523731,56.666666666666664,56.30026809651474,41208.906456479126,32663.268901038027,-44181.78817164615,-20131.35356404062,1596,7,0,0,7,2363
delta_only,100,1.8,2.0,2.0,1180,368,1.067603385359954,1.1548340967910198,54.57627118644068,54.07608695652174,44717.508103298715,36984.90741384972,-35784.21231223725,-19276.8640188445,1541,7,0,0,7,2362
delta_only,100,1.8,2.0,2.25,1144,357,1.0885470677105704,1.176856694890759,53.49650349650349,52.94117647058823,58353.77098165303,42198.39504796488,-29987.012446014523,-18422.37447364838,1494,7,0,0,7,2361
delta_only,100,1.8,2.0,2.5,1111,352,1.1221371507597424,1.1556924579366457,52.655265526552654,50.85227272727273,79026.18998284299,38244.97311675084,-25345.821805480737,-17974.195748884304,1456,7,0,0,7,2361
delta_only,100,1.8,2.0,2.75,1084,349,1.105899667535104,1.0938940976882219,51.199261992619924,48.710601719197705,68961.62434959719,24122.943637811768,-27540.072785837656,-21916.654016845932,1426,7,0,0,7,2360
delta_only,100,1.8,2.0,3.0,1061,339,1.0971091404279198,1.107344004557082,50.424128180961354,47.1976401179941,62646.428430477645,27855.58745316921,-26171.564104862628,-23391.88220234413,1393,7,0,0,7,2359
delta_only,100,1.8,2.25,1.0,1383,430,1.078858729208483,1.000024412694361,67.38973246565438,63.25581395348837,46637.233006676724,5.631257845307118,-27949.216953856012,-35091.17144174801,1806,7,0,0,8,2355
delta_only,100,1.8,2.25,1.25,1302,404,1.0801418534804204,1.070518608237753,63.67127496159754,60.64356435643565,49383.53394660062,16516.082220028256,-35985.28370371936,-27643.931254332274,1699,7,0,0,8,2350
delta_only,100,1.8,2.25,1.5,1243,385,1.0605241263604552,1.1188552670858491,60.418342719227674,60.0,39152.60843920794,28408.039410078854,-47268.66998021182,-21616.524603618454,1621,7,0,0,8,2346
delta_only,100,1.8,2.25,1.75,1200,367,1.0807408061369064,1.1306964463928733,58.416666666666664,58.310626702997276,53150.297909810906,31611.70839924962,-48286.65904193156,-22736.701111592265,1560,7,0,0,7,2345
delta_only,100,1.8,2.25,2.0,1151,362,1.0941706209235202,1.1460915267314995,56.73327541268462,56.07734806629834,61475.264045943986,35902.467791869276,-38389.09844078913,-22729.510603555245,1506,7,0,0,7,2345
delta_only,100,1.8,2.25,2.25,1115,350,1.105523009732514,1.181335495876838,55.426008968609864,55.142857142857146,69094.626709101,44003.98190697575,-32513.788921734886,-21190.178695507566,1458,7,0,0,7,2343
delta_only,100,1.8,2.25,2.5,1081,345,1.1429223033335312,1.1602513150279767,54.5790934320074,53.04347826086956,91556.35751669339,40124.293997895584,-27688.415807931087,-24843.618844623415,1419,7,0,0,7,2343
delta_only,100,1.8,2.25,2.75,1053,343,1.1294126632397852,1.088870136722147,53.18138651471985,51.02040816326531,83420.1111188193,23324.40988993112,-29833.917600710374,-29165.977461489892,1389,7,0,0,7,2341
delta_only,100,1.8,2.25,3.0,1032,333,1.1214992467860319,1.1028058529436207,52.42248062015504,49.549549549549546,77765.92864335144,27244.72084932764,-28604.821327104146,-30641.20564698809,1358,7,0,0,7,2340
delta_only,100,1.8,2.5,1.0,1365,428,1.068338727814654,0.9581825359789158,68.64468864468864,64.48598130841121,40902.235313670826,-10135.149440979294,-33115.9213094378,-41659.880908301784,1786,7,0,0,8,2341
delta_only,100,1.8,2.5,1.25,1282,402,1.0593420752019715,1.03054421071609,64.66458658346333,61.940298507462686,37214.74438838599,7495.140623080952,-44025.26603436541,-31027.858267285483,1677,7,0,0,8,2336
delta_only,100,1.8,2.5,1.5,1223,382,1.0460715913334897,1.0779661616269163,61.48814390842191,60.99476439790576,30217.70363455642,19482.918209267154,-53140.907684029116,-24571.960721786163,1598,7,0,0,8,2332
delta_only,100,1.8,2.5,1.75,1179,363,1.057558860760644,1.0935612446617367,59.37234944868533,59.50413223140496,38617.186221985576,23548.83790780259,-54200.04555802196,-25670.178071249757,1535,7,0,0,7,2329
delta_only,100,1.8,2.5,2.0,1131,358,1.0675164000745083,1.111780586816849,57.64809902740937,57.262569832402235,45205.91196410045,28523.855069471174,-44892.25105447,-25833.804565065584,1482,7,0,0,7,2329
delta_only,100,1.8,2.5,2.25,1095,346,1.076008363189215,1.1576340303010668,56.34703196347032,56.358381502890175,51133.65183804195,39547.46739772301,-41191.52354725786,-24105.350772057136,1434,7,0,0,7,2327
delta_only,100,1.8,2.5,2.5,1062,340,1.1119072493735906,1.1388053704392365,55.55555555555556,54.11764705882353,73643.07403271421,35848.65116923385,-36110.6669189125,-27650.85597795587,1395,7,0,0,7,2327
delta_only,100,1.8,2.5,2.75,1033,337,1.095929035365839,1.06531158596848,54.21103581800581,52.225519287833826,63535.9339259431,17715.07515588528,-38466.37454395219,-32232.317183648993,1363,7,0,0,7,2325
delta_only,100,1.8,2.5,3.0,1012,326,1.0885438806782757,1.0836669053577008,53.458498023715414,50.920245398773005,58215.36911628791,22766.86121771556,-37237.27827034596,-33586.747609069134,1331,7,0,0,7,2324
delta_only,100,1.8,2.75,1.0,1345,419,1.0617482862873078,0.9483830539956886,69.59107806691449,65.15513126491646,36949.33640936142,-12498.596617140065,-40362.24858608235,-38107.792102901585,1757,7,0,0,8,2324
delta_only,100,1.8,2.75,1.25,1260,396,1.0421547727082832,1.0159471845099524,65.31746031746032,62.62626262626262,26642.266553447334,3950.8123640174745,-52433.08086753692,-33927.23513777404,1649,7,0,0,8,2316
delta_only,100,1.8,2.75,1.5,1197,375,1.0519507587280443,1.0686004805727332,62.65664160401003,61.86666666666667,33802.03608216911,17202.334485570536,-58777.88926128385,-27104.279613602193,1565,7,0,0,8,2313
delta_only,100,1.8,2.75,1.75,1153,356,1.0799687338650357,1.100293530862027,60.79791847354727,60.39325842696629,52725.95251154649,24940.254335471836,-57012.64006013469,-26836.130236619938,1502,7,0,0,7,2307
delta_only,100,1.8,2.75,2.0,1105,351,1.0741918540042492,1.1222232812340505,58.8235294117647,58.40455840455841,49381.291033202106,30827.304160433632,-42008.130402965835,-25725.409463053147,1449,7,0,0,7,2305
delta_only,100,1.8,2.75,2.25,1071,339,1.0786724531820746,1.16942400111967,57.42296918767507,57.52212389380531,52890.91157935003,41971.916184582005,-35566.07491542436,-23888.690272906315,1403,7,0,0,7,2303
delta_only,100,1.8,2.75,2.5,1039,333,1.1176987774026286,1.1682291116672667,56.785370548604426,55.55555555555556,77159.6427737952,42631.77428108305,-30948.890009829374,-22673.377433056958,1365,7,0,0,7,2303
delta_only,100,1.8,2.75,2.75,1009,327,1.1114603012416229,1.0945006600885945,55.50049554013875,53.51681957186544,72882.2865803765,25094.368163281688,-32772.53931226522,-23205.23251757906,1329,7,0,0,7,2299
delta_only,100,1.8,2.75,3.0,988,316,1.1047667704371698,1.1147820053967552,54.8582995951417,52.21518987341772,68093.98324454443,30558.366422199542,-31543.44303865899,-24559.662942999203,1297,7,0,0,7,2297
delta_only,100,1.8,3.0,1.0,1329,415,1.0630392831628421,0.9676729301746209,70.50413844996238,65.5421686746988,37534.475704677425,-7613.397852860071,-48338.10257852805,-34680.72652796545,1737,7,0,0,8,2309
delta_only,100,1.8,3.0,1.25,1244,392,1.0394743442373116,1.0426315219537146,66.2379421221865,63.265306122448976,24923.69038318455,10250.76836099368,-56648.90721091568,-30622.79971630087,1629,7,0,0,8,2303
delta_only,100,1.8,3.0,1.5,1179,371,1.0450556467239072,1.0990314309785085,63.5284139100933,62.264150943396224,29325.796152671974,24043.511188773045,-63720.1650195066,-23496.079359159485,1543,7,0,0,8,2299
delta_only,100,1.8,3.0,1.75,1133,352,1.079329722002997,1.134566309267253,61.7828773168579,60.79545454545455,52084.06243420359,32409.146408832385,-62290.27525679845,-23658.04620504132,1478,7,0,0,7,2293
delta_only,100,1.8,3.0,2.0,1083,347,1.0834218227682306,1.1571070655305518,59.83379501385041,58.789625360230545,54874.15467020368,38430.091538101115,-42575.21787312617,-22547.325431474528,1423,7,0,0,7,2288
delta_only,100,1.8,3.0,2.25,1049,335,1.0942761194070487,1.2058626057136792,58.53193517635844,57.91044776119403,62383.43222403444,49517.13607324884,-35402.944653996274,-20710.606241327696,1377,7,0,0,7,2284
delta_only,100,1.8,3.0,2.5,1020,328,1.1294944634092994,1.2080020558346494,57.745098039215684,56.09756097560975,84017.59029534209,50968.14503003894,-30530.27623385973,-19439.83209345679,1341,7,0,0,7,2284
delta_only,100,1.8,3.0,2.75,989,322,1.1229089326317339,1.1253132579566731,56.4206268958544,54.037267080745345,79426.77011572698,32391.958647197825,-32353.925536295574,-17097.178076469718,1304,7,0,0,7,2279
delta_only,100,1.8,3.0,3.0,968,311,1.1133850346693615,1.14168507990678,55.78512396694215,52.733118971061096,72982.38992412068,36896.276034119655,-31124.829262689345,-18984.648142459846,1272,7,0,0,7,2277
delta_only,150,-1.0,1.0,1.0,587,171,0.9631821337485352,0.8152181371204041,49.91482112436116,44.44444444444444,-8194.299661504301,-15798.495612053375,-18502.005761289874,-24592.630259785,758,0,0,0,3,695
delta_only,150,-1.0,1.0,1.25,579,169,0.9434286306222033,0.8940204783754132,45.07772020725388,41.42011834319526,-13661.546769103297,-9363.116200299555,-18651.27726298033,-21714.725389357845,748,0,0,0,3,695
delta_only,150,-1.0,1.0,1.5,570,167,0.9408450819427612,0.9055648834194115,41.75438596491228,38.32335329341317,-14911.612974477903,-8598.17307833022,-28050.72983727914,-25258.60894568912,737,0,0,0,3,695
delta_only,150,-1.0,1.0,1.75,568,164,0.9587241403924146,1.0057726428871419,39.61267605633803,37.80487804878049,-10689.311138866105,515.2853663620772,-27202.64714926132,-21394.698799916223,732,0,0,0,3,695
delta_only,150,-1.0,1.0,2.0,566,163,0.9975290551121118,1.103792143152666,38.33922261484099,38.03680981595092,-650.8105820614946,9202.594551729708,-22916.502734716014,-19829.821668344084,729,0,0,0,3,695
delta_only,150,-1.0,1.0,2.25,559,162,1.0438406072267639,1.0365197528862824,37.74597495527728,35.18518518518518,11515.411168475803,3434.2885939408006,-18756.617762721507,-23209.61459780192,721,0,0,0,3,695
delta_only,150,-1.0,1.0,2.5,557,162,1.0393463183628218,1.0002263668418823,36.086175942549374,32.71604938271605,10512.549110843065,22.020293730965932,-22892.18916437676,-26074.90212174911,719,0,0,0,3,695
delta_only,150,-1.0,1.0,2.75,555,160,1.0610096912902593,0.9681706360321265,34.95495495495496,31.25,16471.553342208972,-3169.9278318804136,-22255.352447510595,-25384.279260629046,715,0,0,0,3,695
delta_only,150,-1.0,1.0,3.0,552,160,1.0608216816278928,0.9881114648286604,34.23913043478261,30.625,16489.337778160625,-1196.0096523997345,-25201.703432576724,-27386.033926020973,712,0,0,0,3,695
delta_only,150,-1.0,1.25,1.0,573,170,0.9902061110449403,0.8127194295615566,55.67190226876091,51.76470588235294,-2311.9178378134166,-17727.503978061068,-19519.023461438483,-28548.086238929973,743,0,0,0,3,695
delta_only,150,-1.0,1.25,1.25,564,168,0.9730664072425456,0.8685609132589469,50.88652482269504,47.61904761904762,-6956.368455399424,-13078.923320921895,-23687.285560384298,-26423.085900735387,732,0,0,0,3,695
delta_only,150,-1.0,1.25,1.5,555,166,0.9769735902847569,0.8936743228048419,47.567567567567565,44.57831325301205,-6209.498952865033,-10923.710585593362,-30497.67464286102,-27507.429140606037,721,0,0,0,3,695
delta_only,150,-1.0,1.25,1.75,551,163,1.0006592029470123,0.991805437833202,45.5535390199637,44.171779141104295,182.7831173620143,-823.6092103124975,-29905.540350643314,-25034.70946243193,714,0,0,0,3,695
delta_only,150,-1.0,1.25,2.0,548,162,1.0269789478534601,1.0911209843776384,43.97810218978102,44.44444444444444,7659.787012096458,9089.978086928095,-24556.772889952845,-22839.37783907233,710,0,0,0,3,695
delta_only,150,-1.0,1.25,2.25,540,161,1.0591316251051706,1.0180952669125545,42.96296296296296,41.61490683229814,16782.085124832738,1920.8107863544137,-23321.428465118515,-25302.158077067652,701,0,0,0,3,695
delta_only,150,-1.0,1.25,2.5,538,161,1.052214329941905,0.9869012572607319,41.078066914498145,39.130434782608695,15151.341903206558,-1443.4444833795715,-22887.515830553457,-28248.517785124423,699,0,0,0,3,695
delta_only,150,-1.0,1.25,2.75,535,159,1.0705394464106617,0.9705739504915752,40.0,38.36477987421384,20662.964324187487,-3298.12013347655,-23475.383517893133,-27050.138567015383,694,0,0,0,3,695
delta_only,150,-1.0,1.25,3.0,532,159,1.06651724960781,0.9839962434571926,39.097744360902254,37.735849056603776,19619.236501603227,-1813.9448149471718,-23911.01096696235,-29748.393253710165,691,0,0,0,3,695
delta_only,150,-1.0,1.5,1.0,566,169,0.9822891757728006,0.7943891448902298,59.71731448763251,55.62130177514793,-4408.833965205631,-21131.06127721061,-20827.715120350258,-32447.346263432337,735,0,0,0,3,694
delta_only,150,-1.0,1.5,1.25,553,167,0.978325316424694,0.8819701289664129,55.69620253164557,52.69461077844311,-5847.541850600828,-12496.274668121841,-22452.35707438369,-26555.86566384227,720,0,0,0,3,694
delta_only,150,-1.0,1.5,1.5,544,165,0.9859100882816899,0.9192675013175586,52.38970588235294,50.303030303030305,-3991.676464013799,-8756.451973642615,-29201.064854896722,-24771.170758370572,709,0,0,0,3,694
delta_only,150,-1.0,1.5,1.75,540,162,1.0150911461594236,0.974656854240472,50.370370370370374,49.382716049382715,4406.9075019472075,-2747.3344971189363,-24714.058003076934,-21824.15124181105,702,0,0,0,3,694
delta_only,150,-1.0,1.5,2.0,537,161,1.028301003436843,1.068908694275874,48.4171322160149,49.68944099378882,8541.574910772906,7408.095144329127,-25769.04049010678,-20757.851303844,698,0,0,0,3,694
delta_only,150,-1.0,1.5,2.25,529,159,1.0706334308266183,1.0138370768247933,47.44801512287334,47.16981132075472,21285.6062487714,1569.9962390180008,-22129.86294481416,-19787.17608698884,688,0,0,0,3,694
delta_only,150,-1.0,1.5,2.5,527,159,1.0671767033604784,0.9817714765953647,45.730550284629985,44.65408805031446,20685.150364419424,-2156.794002708557,-26788.586445363107,-21766.538644790562,686,0,0,0,3,694
delta_only,150,-1.0,1.5,2.75,523,157,1.0678110402929297,1.0065746787905538,44.168260038240916,43.94904458598726,21210.334511335568,784.7847008524695,-25940.842165724316,-19377.96275727662,680,0,0,0,3,694
delta_only,150,-1.0,1.5,3.0,520,157,1.0614554513082024,1.0260085502217366,43.07692307692308,43.31210191082803,19344.042429322435,3143.930987384956,-25520.04441109435,-22068.807717368472,677,0,0,0,3,694
delta_only,150,-1.0,1.75,1.0,564,168,1.0508716997832803,0.8615920216036206,64.00709219858156,60.11904761904762,12632.056216889105,-14019.073109571036,-22284.095140673526,-23853.529606158554,732,0,0,0,3,693
delta_only,150,-1.0,1.75,1.25,549,166,0.9894185101206004,0.9540709927339464,59.01639344262295,57.2289156626506,-2952.9865305093335,-4815.926672659552,-24589.173115180456,-18482.121753237298,715,0,0,0,3,693
delta_only,150,-1.0,1.75,1.5,539,164,1.0172976659648678,0.9324992554505385,56.029684601113175,53.65853658536585,5026.027387741633,-7467.707536121015,-25741.439617722062,-22000.597831214764,703,0,0,0,3,693
delta_only,150,-1.0,1.75,1.75,535,160,1.0426578519015834,0.9892075721652219,54.018691588785046,53.125,12827.747124920497,-1193.622898311878,-22069.577524359556,-19362.178411648565,695,0,0,0,3,693
delta_only,150,-1.0,1.75,2.0,529,160,1.061668638088379,1.0668722321460673,52.17391304347826,52.5,19036.75423025572,7406.3125002172455,-28363.933519073325,-16969.005160487213,689,0,0,0,3,692
delta_only,150,-1.0,1.75,2.25,521,158,1.0874365825228978,1.0216284769951378,51.05566218809981,50.0,27163.527657871746,2512.652423342224,-24304.6485341683,-18335.529422967447,679,0,0,0,3,692
delta_only,150,-1.0,1.75,2.5,518,158,1.0827137906071764,0.9867363408008758,49.42084942084942,47.46835443037975,26263.63752236506,-1616.037983408678,-29122.888238313244,-19761.59051281582,676,0,0,0,3,692
delta_only,150,-1.0,1.75,2.75,514,156,1.0829364646155342,1.010011846865028,47.85992217898833,46.794871794871796,26802.388464019896,1232.3533850760577,-28302.693643117964,-17018.759403879158,670,0,0,0,3,692
delta_only,150,-1.0,1.75,3.0,511,156,1.0684241316573924,1.0281407544105257,46.57534246575342,46.15384615384615,22337.24288257039,3513.6017876779806,-29166.71847961021,-19696.852938475276,667,0,0,0,3,692
delta_only,150,-1.0,2.0,1.0,557,166,1.0382543084907303,0.8994497283040032,66.24775583482945,63.25301204819277,9757.347033357582,-10203.563538700619,-23485.35556484807,-19320.719696162487,723,0,0,0,3,692
delta_only,150,-1.0,2.0,1.25,541,164,0.981118970447937,1.0045328987867268,61.367837338262476,60.36585365853659,-5421.7520801789215,474.0592443757487,-31469.20262374344,-12704.265706051665,705,0,0,0,3,692
delta_only,150,-1.0,2.0,1.5,531,162,1.0134382469480567,1.0002008688534636,58.568738229755176,57.407407407407405,4003.317365568546,22.09341758469236,-27517.100428628037,-16427.76727506236,693,0,0,0,3,692
