delta,lowz,sl,tp,n_is,n_oos,pf_is,pf_oos,wr_is,wr_oos,pnl_is,pnl_oos,mdd_is,mdd_oos
100,2.0,1.5,1.75,2131,599,1.0121143938978225,1.1650041952439025,49.319568277803846,52.086811352253754,13712.381919942054,61901.703641179774,-43313.14389674793,-23211.669113276148
100,2.0,1.5,2.0,2057,583,1.0215148752703775,1.1463476404249116,47.593582887700535,49.74271012006861,24355.353304360833,55900.0752338404,-59452.15886157441,-28952.462815080144
100,2.0,1.5,2.25,2001,570,1.0388867964209691,1.1470544972791303,46.12693653173413,48.07017543859649,43899.00117162684,56202.47866678961,-63077.50621177856,-29222.803699335927
100,2.0,1.5,2.5,1936,562,1.028786404452679,1.1305154356383906,44.88636363636363,46.263345195729535,32164.170136030007,50664.063296843815,-59206.55656105751,-33600.900578158326
100,2.0,1.5,2.75,1885,553,1.0247506290705934,1.1381152949347821,43.50132625994695,45.02712477396022,27451.180473593886,54037.224400622945,-58669.76240492659,-38612.876248497196
100,2.0,1.5,3.0,1849,539,1.014775045600561,1.1425994294124344,42.56354786371011,43.7847866419295,16343.215860831951,55943.004812200015,-70180.90104887707,-33356.16272513151
100,2.0,1.75,1.0,2372,656,1.096639459676165,1.0080450257463924,63.069139966273184,60.36585365853659,97693.97500421114,2949.450410455247,-21725.507920220232,-35393.33468349141
100,2.0,1.75,1.25,2226,632,1.0457055607298744,1.1213774834598622,57.906558849955076,57.91139240506329,49366.75938160857,44469.65778962287,-31089.289347759986,-25801.13908354382
100,2.0,1.75,1.5,2116,602,1.0173086763163253,1.1629214259322207,54.44234404536862,56.64451827242525,19365.97789489344,60325.898552229555,-50331.440567861755,-30739.831989447848
100,2.0,1.75,1.75,2044,576,1.034623119531649,1.160876187891398,52.348336594911935,54.513888888888886,39165.447654993695,61183.95900168536,-31761.16020403846,-28495.30176318127
100,2.0,1.75,2.0,1964,561,1.0390460927031933,1.131087094064721,50.509164969450104,52.04991087344028,44315.58388813719,51121.822963348604,-47918.836040426686,-33358.886638951226
100,2.0,1.75,2.25,1906,549,1.049455380145308,1.120945001946049,48.95068205666317,50.09107468123862,56203.43807328129,47684.309037756975,-57547.50723505858,-37495.79513134071
100,2.0,1.75,2.5,1842,540,1.043316290684021,1.1090911199650324,47.77415852334419,48.333333333333336,48642.159695599,43639.62254603859,-52504.04958951974,-41285.47086979677
100,2.0,1.75,2.75,1796,531,1.0454169407930292,1.1022099166818673,46.492204899777285,46.89265536723164,50741.04478070898,41431.09197784652,-50447.41684484077,-46587.26124710127
100,2.0,1.75,3.0,1755,517,1.051268096460939,1.1111521588903246,45.64102564102564,45.64796905222437,56659.73321880418,45201.732709936114,-56462.89283733032,-41779.36004528274
100,2.0,2.0,1.0,2314,638,1.105376842781673,1.0692182099609078,64.95246326707002,63.009404388714735,106090.27905071845,24386.76255786806,-24956.16898053132,-28426.056391162565
100,2.0,2.0,1.25,2154,611,1.0616492310638705,1.1944452673026604,59.935004642525534,60.72013093289689,65787.22343565518,68234.19353267083,-30345.44834038985,-21253.814467192497
100,2.0,2.0,1.5,2041,582,1.0224999100784538,1.2410787276645148,56.39392454679079,59.62199312714777,25072.470620018903,85903.76845619998,-40911.56402019802,-19222.873802093018
100,2.0,2.0,1.75,1970,555,1.0434924877278393,1.237532372809844,54.46700507614213,57.11711711711712,48964.44287926897,86841.52983882748,-29262.82762888921,-18276.35356404062
100,2.0,2.0,2.0,1888,541,1.0423771085324312,1.2051345935172688,52.277542372881356,54.52865064695009,47969.14335909962,77165.23805020224,-36528.75635537239,-22737.3409298122
100,2.0,2.0,2.25,1829,527,1.0584986943149606,1.1935537265824785,50.79278294149809,52.75142314990512,66127.95956342944,73728.35119251431,-46523.413885703994,-25692.90665429973
100,2.0,2.0,2.5,1766,517,1.0542436371090678,1.1750624089981947,49.660249150622874,50.870406189555126,60503.58613868201,68058.76522050334,-41719.97694029444,-27761.10171788292
100,2.0,2.0,2.75,1723,509,1.0604306602496667,1.1514304178370949,48.34590829947766,49.31237721021611,67279.95530422148,60244.48947501667,-41708.08489538089,-37779.52206627029
100,2.0,2.0,3.0,1685,495,1.0587221491833287,1.1615801212543404,47.47774480712166,48.08080808080808,65100.43454142403,64552.74898504205,-45860.142697824806,-32547.800355237487
100,2.0,2.25,1.0,2262,632,1.121867081847119,1.0139166158918858,66.57824933687003,63.765822784810126,121142.90393550342,5178.933710001002,-25030.990458293672,-36666.2918009406
100,2.0,2.25,1.25,2097,602,1.0654189119534636,1.1417746424804112,61.516452074391985,61.794019933554814,69456.24518078435,52229.64646438813,-30568.590089796344,-25666.5430415023
100,2.0,2.25,1.5,1983,575,1.030123273047151,1.1795642123287167,57.99293998991427,60.52173913043478,33436.14003179064,67821.3930161023,-37285.67275505484,-23914.05793531965
100,2.0,2.25,1.75,1910,547,1.0431350964329216,1.1882434190881175,55.968586387434556,58.13528336380256,48655.08373927329,72342.88006591276,-30102.837785914162,-24467.97084604492
100,2.0,2.25,2.0,1833,533,1.0444290309050777,1.1568767771414927,53.791598472449536,55.53470919324578,50504.64454969431,62071.25130106986,-31378.566259549407,-25300.370636462467
100,2.0,2.25,2.25,1774,516,1.0508431753944814,1.1415601910491664,52.14205186020293,53.68217054263566,58086.35105378238,56567.010548201,-46952.74106072422,-30128.012942300702
100,2.0,2.25,2.5,1708,506,1.0432725125563214,1.1243922809058668,50.9367681498829,51.77865612648221,48775.86321625131,50790.66747738252,-44573.83776901268,-33983.5956452581
100,2.0,2.25,2.75,1665,500,1.0497445305776865,1.0918714143298291,49.669669669669666,50.2,55900.27193878501,38577.43786869985,-43379.70595258252,-45941.24637515415
100,2.0,2.25,3.0,1628,486,1.0486228203661843,1.1062141167902417,48.894348894348894,48.97119341563786,54343.096198077365,44635.01204559383,-43713.19018787447,-40644.94556795049
100,2.0,2.5,1.0,2209,625,1.1347289167097205,0.9931754483027843,67.99456767768221,64.8,131479.03721534577,-2592.0832118843828,-21437.44332973969,-38029.26031872972
100,2.0,2.5,1.25,2043,595,1.0756662188428052,1.1248359365337524,62.94664708761625,63.02521008403362,79053.3899807565,46819.66752513217,-28900.958868908274,-25570.27877153625
100,2.0,2.5,1.5,1929,566,1.03836737759496,1.166407630417048,59.460860549507515,61.48409893992933,41903.779806323,63693.65490820528,-37086.137624284274,-23221.06729488136
100,2.0,2.5,1.75,1857,533,1.0465451561316192,1.1670375947504226,57.35056542810985,58.911819887429644,51986.10793313208,64795.04989877387,-30621.03824926926,-28127.43712815529
100,2.0,2.5,2.0,1781,519,1.044459752008946,1.1462230175402133,55.19371139809096,56.45472061657033,50281.29075903569,58074.97088563912,-41067.688226934326,-29710.215076503882
100,2.0,2.5,2.25,1722,503,1.0566502606164418,1.1411808055447297,53.774680603948894,54.67196819085487,64274.65650668387,56574.753045602774,-51835.734243179344,-36865.76290561374
100,2.0,2.5,2.5,1656,492,1.0486512783999122,1.1247782962552462,52.53623188405797,52.642276422764226,54428.591861468776,51071.09977358894,-47387.843005457406,-42298.99105400822
100,2.0,2.5,2.75,1613,485,1.053841258847475,1.089629185021145,51.33292002479851,51.134020618556704,60055.192059828696,37805.01123663569,-45236.97839813065,-45212.735298642
100,2.0,2.5,3.0,1576,470,1.054500911877102,1.1078739815787717,50.63451776649746,50.0,60345.32964298243,45346.79492356321,-47254.26220194215,-40744.09279834472
100,2.0,2.75,1.0,2163,612,1.141426217866013,0.9611845771228625,68.97827092001849,65.19607843137256,135668.5353134734,-14904.25142492757,-21522.89302455628,-37217.9525240833
100,2.0,2.75,1.25,1994,585,1.0713453555187873,1.0904529601079576,63.89167502507522,63.76068376068376,73965.99741605984,34593.79501583935,-30034.917549433812,-29080.962460748124
100,2.0,2.75,1.5,1877,556,1.0484439506191752,1.1364931025008242,60.735215769845496,62.23021582733813,51906.74216725718,52993.85929394746,-38146.41828148111,-26573.366469922694
100,2.0,2.75,1.75,1804,523,1.0590938927779734,1.1488271766062184,58.647450110864746,59.847036328871894,64622.33915408586,58022.988588049266,-33699.20355647396,-29297.42234134079
100,2.0,2.75,2.0,1728,508,1.0490501002041563,1.1336556808972675,56.307870370370374,57.67716535433071,54703.803392582086,53302.60099878382,-46216.643080083195,-30316.19623804523
100,2.0,2.75,2.25,1670,492,1.0568877645098707,1.1387684738125246,54.8502994011976,56.09756097560975,64006.13673554941,55565.12699619496,-57898.01825504161,-37924.377815238404
100,2.0,2.75,2.5,1601,481,1.0431533433296436,1.1330916159379816,53.716427232979385,54.26195426195426,47782.03300770005,54231.1331902715,-54457.740048983105,-44935.251409069824
100,2.0,2.75,2.75,1558,471,1.0542720427080483,1.0991608549373055,52.56739409499358,52.653927813163484,59705.524729399796,41561.214548865464,-51111.15316643751,-48008.590051081046
100,2.0,2.75,3.0,1524,456,1.0590404467179966,1.118788338118193,51.968503937007874,51.53508771929825,64496.52407571295,49587.11186336681,-53214.110804269294,-43380.35315340632
100,2.0,3.0,1.0,2136,608,1.1299886488408835,0.9704440202698191,69.5692883895131,65.78947368421052,125099.75512683694,-11235.317356217201,-21009.7780073755,-32836.123818798005
100,2.0,3.0,1.25,1969,580,1.0453187409965725,1.1105728579086371,64.29659725749111,64.48275862068965,47610.82908214288,41505.88513075549,-29854.00951458796,-27441.628594798385
100,2.0,3.0,1.5,1847,551,1.025647307351331,1.15378076729224,61.01786681104494,62.79491833030853,27719.94754478037,58792.30010959742,-37241.25046021218,-29446.87988889549
100,2.0,3.0,1.75,1769,517,1.0407174467447549,1.1646075246573024,59.01639344262295,60.34816247582205,44692.37894018919,63254.47261744746,-30620.508042010842,-24955.561455660063
100,2.0,3.0,2.0,1691,502,1.045266002272716,1.1486622032949,56.83027794204612,58.167330677290835,50157.246597657686,58511.751358430556,-45244.38194576111,-28820.76797278867
100,2.0,3.0,2.25,1634,486,1.0489956652201247,1.1649200415427283,55.44675642594859,56.584362139917694,55001.80915986697,64603.30159776306,-57255.51852200003,-32802.549752284904
100,2.0,3.0,2.5,1570,474,1.032708031858031,1.1605657229257358,54.267515923566876,54.85232067510549,36230.734703609705,63871.443793228755,-53722.3520065145,-36042.137615630345
100,2.0,3.0,2.75,1526,463,1.043956309378809,1.1215600209116758,53.14547837483617,53.131749460043196,48406.37192570888,49932.744886782966,-49763.66993201471,-39455.4637213517
100,2.0,3.0,3.0,1493,448,1.049510305151932,1.1391137815132044,52.64567983924983,52.00892857142857,54032.45025013115,57070.86275977461,-50687.3973064695,-35839.060193181285
150,-1.0,1.0,1.0,980,267,1.0704588804586395,1.0270498778825743,51.42857142857143,48.31460674157304,25891.459436230507,3641.195580539279,-23902.13229762834,-15846.596951928877
150,-1.0,1.0,1.25,959,261,1.0077571791610613,1.097302368066689,45.464025026068825,44.827586206896555,3125.5188119722516,13489.972505131154,-25251.353320467897,-16077.128994620798
150,-1.0,1.0,1.5,944,259,0.9912612304719827,1.0985796028326313,41.84322033898305,41.6988416988417,-3699.5739828773003,14319.570757516049,-26734.9699083023,-15082.669480822296
150,-1.0,1.0,1.75,934,254,0.9890557624164085,1.1828919839823717,39.29336188436831,40.55118110236221,-4774.819550576285,26500.08697012585,-32103.378020750533,-14015.630911339322
150,-1.0,1.0,2.0,929,252,1.0396687505404136,1.2860524683450982,38.32077502691066,40.07936507936508,17444.925748580463,41598.6309448113,-37521.758519796604,-18181.633626414987
150,-1.0,1.0,2.25,914,249,1.0557378367394334,1.1995402182342825,37.199124726477024,37.34939759036145,24544.995814985305,30406.018250688794,-28457.6787698318,-17495.981481340714
150,-1.0,1.0,2.5,908,248,1.0156139074804074,1.18473118411239,35.4625550660793,35.483870967741936,6992.4658392402125,29242.59514639598,-38427.0787449073,-16810.32933626644
150,-1.0,1.0,2.75,898,245,1.0136917339098328,1.2025586070619536,34.18708240534521,34.69387755102041,6150.025821893687,32314.77247840703,-38439.180123619044,-15858.652043717375
150,-1.0,1.0,3.0,893,244,1.0260203562736934,1.235499239404622,33.70660694288914,34.42622950819672,11685.66601179853,37565.40690817943,-34293.51354624745,-17062.65921793318
150,-1.0,1.25,1.0,959,264,1.0935165523487398,1.00029950488643,56.72575599582899,54.166666666666664,36148.38810184334,44.16945981698518,-27564.369157976616,-19409.090060962844
150,-1.0,1.25,1.25,938,258,1.0354558066713484,1.0511750800030064,50.95948827292111,50.0,15146.360255617292,7914.384886679036,-29110.146172552923,-19345.332234851667
150,-1.0,1.25,1.5,923,256,1.023251524193302,1.0587201920257288,47.45395449620802,46.875,10473.707471792732,9558.745617175082,-30241.114460845274,-22389.94595197204
150,-1.0,1.25,1.75,910,251,1.010779627443618,1.1416803737079684,44.94505494505494,45.81673306772908,5027.417304865958,22971.096043012003,-26573.907804371265,-17792.893171071482
150,-1.0,1.25,2.0,903,249,1.053487458504681,1.2421359687239268,43.74307862679956,45.381526104417674,25249.194851106913,39418.19749643073,-32354.81414362599,-22240.89151141765
150,-1.0,1.25,2.25,886,246,1.0604430191941279,1.1702697207006763,42.43792325056433,42.68292682926829,28615.388681243858,28807.81403317669,-27924.606240178764,-21555.239366343376
150,-1.0,1.25,2.5,879,245,1.01266698002125,1.1609536441841262,40.386803185438,40.816326530612244,6124.361266903943,28284.209772185277,-33856.54417428523,-20869.587221269103
150,-1.0,1.25,2.75,868,242,1.0182596462767428,1.1893056358627783,39.285714285714285,40.49586776859504,8824.214913112737,33367.78985451572,-35521.1345033977,-19574.698277193093
150,-1.0,1.25,3.0,863,241,1.022349583672824,1.2200993041671215,38.58632676709154,40.24896265560166,10822.202201539767,38790.37246604421,-32659.74022876224,-20778.705451408896
150,-1.0,1.5,1.0,942,262,1.0867884576337468,0.9954400613425792,60.29723991507431,57.63358778625954,34947.65835922204,-711.1722303990973,-30515.600108130893,-21086.775695417673
150,-1.0,1.5,1.25,915,256,1.023470992964195,1.0670589713437215,54.6448087431694,54.296875,10459.55447853008,10850.591763259945,-32317.21969525628,-20875.296785576793
150,-1.0,1.5,1.5,900,253,1.0060136751814384,1.1240007803043852,51.0,52.569169960474305,2855.5146466000588,20448.90517242886,-33192.65042883337,-19716.650186513143
150,-1.0,1.5,1.75,886,248,0.9905524422401591,1.1863997281610015,48.419864559819416,51.20967741935484,-4659.661264749702,31012.27038116551,-33877.18802870011,-18831.617671075146
150,-1.0,1.5,2.0,880,246,1.0224012916977965,1.2855241273893936,46.93181818181818,50.8130081300813,11271.602410334344,47730.38008639058,-41981.40977363117,-22659.604081362704
150,-1.0,1.5,2.25,863,242,1.0466225815081307,1.2245192107521727,45.8864426419467,48.34710743801653,23452.711560101852,38850.628734139755,-32133.603883641772,-22414.35026359686
150,-1.0,1.5,2.5,856,241,0.9970810342056621,1.2134462727883268,43.808411214953274,46.47302904564315,-1501.5581939438562,38463.1818547201,-43173.89410829557,-22169.09644583102
150,-1.0,1.5,2.75,844,238,0.9848938939425896,1.2723651546365569,42.29857819905213,46.21848739495798,-7820.323722463254,48924.033106252245,-47352.378217658515,-20304.710932020243
150,-1.0,1.5,3.0,839,237,0.9838758209275278,1.3106389854637421,41.477949940405246,45.9915611814346,-8357.774254809483,55790.16426923001,-47268.969242788735,-22217.50292744451
150,-1.0,1.75,1.0,935,260,1.1535111743145332,1.0292391919185528,64.06417112299465,61.15384615384615,61444.940984679306,4586.35459122459,-28474.066410614832,-18476.11489328301
150,-1.0,1.75,1.25,906,254,1.0271068799689247,1.1213880588444332,57.39514348785872,57.874015748031496,12490.394217447356,19487.469352040353,-35617.2949851281,-14988.062067162828
150,-1.0,1.75,1.5,889,251,1.019243560420101,1.1346423079819004,53.993250843644546,55.37848605577689,9413.53426729329,22506.44164191508,-34746.36239010204,-15661.106301752297
150,-1.0,1.75,1.75,876,245,1.0084081428348646,1.1966972700348166,51.598173515981735,54.285714285714285,4284.449231719482,33222.261893695395,-40882.681724844624,-16345.521294273203
150,-1.0,1.75,2.0,865,244,1.036791795452319,1.2820809932960282,50.17341040462428,53.278688524590166,19131.46110073645,48244.15491254222,-47362.828311739686,-20808.229047420755
150,-1.0,1.75,2.25,848,240,1.0503003094705756,1.2002424643515028,48.93867924528302,50.416666666666664,26277.390507551645,36056.26623672841,-33577.720949398754,-19892.05942223547
150,-1.0,1.75,2.5,841,239,1.0002981899483407,1.1894936635612476,46.9678953626635,48.53556485355649,159.85054569759086,35595.72319479041,-49358.562313965194,-19472.045286495486
150,-1.0,1.75,2.75,829,236,0.9900058686961308,1.2477171758471515,45.476477683956574,48.30508474576271,-5400.17269154363,46374.51557573164,-54169.830074308156,-17163.04417203646
150,-1.0,1.75,3.0,824,235,0.9865118557852616,1.2861582245501355,44.53883495145631,48.08510638297872,-7310.733186289071,53561.43808716661,-56024.50533439471,-18901.07584948666
150,-1.0,2.0,1.0,924,257,1.1930484719204328,1.038410337276519,66.66666666666667,63.42412451361868,76717.49662259684,6131.295189564335,-30172.45608129553,-17473.904871783016
150,-1.0,2.0,1.25,894,251,1.0582488396519691,1.1393265416777676,60.06711409395973,60.1593625498008,26928.042959183003,22675.908551827597,-39262.00794309261,-14331.95219167741
150,-1.0,2.0,1.5,874,248,1.046977488396322,1.1667758528006744,56.52173913043478,58.064516129032256,23135.338377781518,28155.272355302586,-37678.45183736965,-16372.387784341336
150,-1.0,2.0,1.75,860,240,1.0578625556753884,1.2361365298596954,54.651162790697676,57.083333333333336,29395.273218984694,40060.077020965036,-41948.828104332824,-13939.788749975487
150,-1.0,2.0,2.0,848,240,1.0886361955849249,1.3211068694313983,53.18396226415094,55.833333333333336,45872.33772301155,55424.301179953036,-45608.27903404787,-17699.904096087703
150,-1.0,2.0,2.25,831,236,1.111332690273083,1.220195083348162,52.226233453670275,52.54237288135593,57683.70321187711,40501.101765231506,-29742.854402732453,-19389.354341025246
150,-1.0,2.0,2.5,825,235,1.0629094069486016,1.2093869421468522,50.42424242424242,50.638297872340424,33496.877625156776,40296.662929466474,-46151.15676460687,-18594.939665893762
150,-1.0,2.0,2.75,813,232,1.057663992164072,1.271873189926828,49.07749077490775,50.43103448275862,30999.105804461433,52130.82513072863,-50938.09485633213,-16016.08326876063
150,-1.0,2.0,3.0,808,231,1.0491682787671082,1.307477825841645,48.26732673267327,50.21645021645022,26508.54042966883,58946.19810370103,-50746.22219190299,-17754.11494621083
150,-1.0,2.25,1.0,913,254,1.2427129636928609,1.0134681813765576,68.67469879518072,64.96062992125984,94099.19404210588,2211.020274187613,-29073.467771446885,-22325.834255031295
150,-1.0,2.25,1.25,883,248,1.1045490498103478,1.1172855940226887,62.17440543601359,62.096774193548384,47371.16007267687,19612.02524832821,-36391.4833677595,-16040.786492038897
150,-1.0,2.25,1.5,863,245,1.087470778982282,1.1574275096820517,58.516801853997684,60.40816326530612,42611.89197382093,27244.876198906786,-36360.98740108813,-15109.039650075938
150,-1.0,2.25,1.75,849,237,1.0996731456523436,1.2263474312785756,56.65488810365135,59.49367088607595,50175.89339336588,39419.28589605326,-36075.033857359085,-15884.009284547938
150,-1.0,2.25,2.0,837,237,1.1281569826801956,1.3102459750458542,55.19713261648746,58.22784810126582,65957.00837238383,55035.10800217395,-40841.04590215361,-15992.832210310444
150,-1.0,2.25,2.25,820,233,1.1498022276578812,1.2054427670833732,54.26829268292683,54.93562231759657,77075.66977495677,38985.71749088194,-28932.79221534278,-17621.01127149712
150,-1.0,2.25,2.5,813,232,1.101618209834269,1.1955105199643419,52.521525215252154,53.01724137931034,53774.35907947722,38834.52086167272,-43235.58492962731,-16391.647535067314
150,-1.0,2.25,2.75,801,229,1.0930414555440247,1.2459279487927775,51.06117353308365,52.838427947598255,49836.15629148964,48659.9552511744,-50223.473723560004,-16391.647535067314
150,-1.0,2.25,3.0,796,228,1.0829825677284814,1.2812779377224188,50.25125628140704,52.63157894736842,44716.571580336386,55642.35317913881,-49924.06014517853,-17081.878473123288
150,-1.0,2.5,1.0,903,253,1.2806507058791106,0.9996324979026692,69.76744186046511,66.00790513833992,106189.63834624711,-61.89777025341755,-28106.476189317036,-25413.95040635478
150,-1.0,2.5,1.25,873,247,1.1134420050984608,1.106760873791908,63.00114547537228,63.56275303643725,51175.51915709795,18338.369893009367,-35043.44969395366,-19810.50747506575
150,-1.0,2.5,1.5,854,244,1.0852450410061398,1.1510450653604871,59.36768149882904,61.885245901639344,41763.38312345579,26912.786323789696,-35742.66973020771,-17280.419302772716
150,-1.0,2.5,1.75,840,236,1.098283383959754,1.2014789745656607,57.61904761904762,60.59322033898305,49699.89583663479,36382.48533674043,-34575.26530315765,-20350.4751294959
150,-1.0,2.5,2.0,827,236,1.1239807408096674,1.282607738000329,56.10640870616687,59.32203389830509,64181.5116259097,52053.05362457773,-39611.70099316427,-18630.528680089483
150,-1.0,2.5,2.25,810,232,1.1448769654223234,1.1790855386399668,55.18518518518518,56.03448275862069,75023.6149571487,35388.10563174098,-28715.589584264526,-21020.31977696628
150,-1.0,2.5,2.5,803,231,1.0954445744726777,1.1707559937499807,53.42465753424658,54.112554112554115,50898.12215539554,35315.854685882296,-43389.32034290781,-20147.681204693436
150,-1.0,2.5,2.75,791,228,1.087662497051797,1.2173183150154148,51.959544879898864,53.94736842105263,47353.42685402349,44764.75107440296,-48260.527736290926,-18096.83059451927
150,-1.0,2.5,3.0,786,227,1.0740191940765127,1.2526603968617012,51.14503816793893,53.74449339207048,40366.34642629513,52032.73982815277,-50092.16276308686,-19066.817422034
150,-1.0,2.75,1.0,893,252,1.3108597430152586,0.9137021007090419,71.10862262038074,65.47619047619048,115471.94359535354,-15715.130809771072,-30871.135307066943,-34855.642680360106
150,-1.0,2.75,1.25,861,246,1.111028342470421,0.9982518831254444,64.11149825783973,63.00813008130081,50266.09931485709,-329.03720005582727,-36523.859731288176,-30462.360578214284
150,-1.0,2.75,1.5,843,243,1.0876118417378395,1.0381673294803595,60.37959667852906,61.31687242798354,42913.13079650583,7449.886891543574,-37603.36845414793,-26891.360658744306
150,-1.0,2.75,1.75,829,235,1.1005798635802444,1.0829893319936725,58.50422195416164,60.0,50827.721296155396,16419.773552049955,-38388.71387255179,-29100.720627308256
150,-1.0,2.75,2.0,817,234,1.123216368922626,1.159993353294396,56.91554467564259,58.97435897435897,63999.02705462937,32180.891005598314,-43610.14682613546,-27616.597989426955
150,-1.0,2.75,2.25,799,230,1.1451551317939148,1.0889792117929575,55.94493116395494,56.08695652173913,75379.04510631721,18952.982168274903,-30971.33859301124,-25761.56047885168
150,-1.0,2.75,2.5,792,229,1.0918802031825918,1.0832620575534824,54.166666666666664,54.148471615720524,49177.08209882083,18531.62112384758,-46815.779954502126,-25020.541853493924
150,-1.0,2.75,2.75,780,226,1.084787392854572,1.1265177899542642,52.69230769230769,53.982300884955755,45949.242255061145,28045.374582330915,-53203.100628427506,-21647.124289833955
150,-1.0,2.75,3.0,774,225,1.0729446496982944,1.1593640994278023,51.93798449612403,53.77777777777778,39845.564900461395,35318.12118475267,-52986.9756462761,-22620.088951130892
150,-1.0,3.0,1.0,891,251,1.307250224164064,0.9706029034294178,71.8294051627385,66.13545816733068,115061.93042841938,-5045.488766721974,-31945.034960266916,-27196.93315278302
150,-1.0,3.0,1.25,859,245,1.0988792925679332,1.050800080292726,64.84284051222352,63.673469387755105,45524.739350742966,9095.620153832788,-37536.31160063931,-25154.15777676564
150,-1.0,3.0,1.5,840,242,1.0839912223274835,1.087710898762686,61.19047619047619,61.98347107438016,41542.696518449666,16364.51885896262,-38766.452732348625,-22304.612410690097
150,-1.0,3.0,1.75,825,234,1.1041774935131998,1.1301214538522382,59.515151515151516,60.256410256410255,52871.090014433685,24680.29784761886,-39374.739352380275,-26677.277494326336
150,-1.0,3.0,2.0,812,233,1.1334415828390234,1.2100557232549451,58.12807881773399,59.227467811158796,69272.62737411726,40577.465380715876,-43747.44197487926,-25193.154856445035
150,-1.0,3.0,2.25,794,229,1.1618137489832243,1.1406166097065318,57.178841309823675,56.33187772925764,83552.27513920038,28693.049170766317,-31907.455199126198,-23338.11734586976
150,-1.0,3.0,2.5,787,228,1.1059018560595246,1.1321577300692502,55.4002541296061,54.3859649122807,56485.15502832099,28277.255130082704,-46599.40669484342,-22728.718667427165
150,-1.0,3.0,2.75,775,225,1.1036504300945673,1.1674510771651407,54.064516129032256,54.22222222222222,55636.174102387595,36032.279368751406,-49286.83306034363,-20240.09264272223
150,-1.0,3.0,3.0,769,224,1.0900307235100828,1.2029736022525963,53.31599479843953,54.017857142857146,48778.25103516774,43664.46092215752,-49564.546870887905,-24927.702069949228
150,0.9,1.0,1.0,2229,581,1.0600358432985049,0.9276844993478263,51.9066846119336,47.848537005163514,48796.50068488521,-20754.439410351624,-21409.30613849654,-32695.260329124358
150,0.9,1.0,1.25,2134,566,1.0112499439296128,1.0073287936246182,46.485473289597,45.22968197879859,9724.704276200755,2139.8138017040037,-24227.948322916163,-19910.19186128615
150,0.9,1.0,1.5,2072,542,0.9812937063513676,1.0018726946011554,42.95366795366795,42.80442804428044,-16733.635384635345,553.7734258796263,-34645.896955333556,-23255.78237353424
150,0.9,1.0,1.75,2022,531,1.0040046526071398,1.043043757845428,41.04846686449061,41.431261770244824,3598.0669969882,12796.327643419863,-27146.776826081295,-23143.12325339073
150,0.9,1.0,2.0,1982,523,1.030492670828297,1.0579293508774237,39.656912209889,39.38814531548757,27437.19591296631,17451.365874483527,-28632.428800417656,-25815.09347073923
150,0.9,1.0,2.25,1930,513,1.0424169835564752,0.9942267454700562,38.18652849740933,37.03703703703704,37942.99965511764,-1782.382867405031,-31312.54474302612,-26942.475678450646
150,0.9,1.0,2.5,1889,507,1.03559135065602,0.9895592137678201,36.95076760190577,35.50295857988166,31728.96542466431,-3243.8653969309235,-29717.263101822246,-27207.23456055748
150,0.9,1.0,2.75,1858,504,1.0385347344427023,0.9808810035105768,35.62970936490851,33.92857142857143,34249.38973092743,-6026.0317787883105,-31237.7062209593,-35853.06103856528
150,0.9,1.0,3.0,1841,494,1.0400650975560424,1.0216913855406122,35.08962520369364,33.19838056680162,35605.848794133126,6796.673525271253,-29722.128810269132,-29003.008914417733
150,0.9,1.25,1.0,2166,566,1.0772892505047187,0.9355266523579462,57.10987996306556,53.533568904593636,65659.54314125734,-19566.45321138989,-25140.09234022691,-33455.09105852332
150,0.9,1.25,1.25,2065,554,1.012383736412081,1.0030673254778821,51.4769975786925,50.36101083032491,11353.293360510761,968.7148767134931,-31600.18070755632,-21418.481591293894
150,0.9,1.25,1.5,1991,530,0.9870927596351187,1.0118415033960035,47.965846308387746,48.301886792452834,-12265.778318122611,3785.254664999302,-37558.46330853168,-23354.431200883482
150,0.9,1.25,1.75,1939,518,1.0067169688768376,1.053754052908853,46.054667354306346,46.91119691119691,6420.709957796971,17310.292560700982,-38481.03881874198,-24384.84250081834
150,0.9,1.25,2.0,1900,507,1.019928125788785,1.0606860124105404,44.26315789473684,44.773175542406314,19203.85086480117,19811.69695640412,-33919.97085075618,-29854.312988971797
150,0.9,1.25,2.25,1845,496,1.0296352749704818,1.0082687743196714,42.764227642276424,42.33870967741935,28453.676960661396,2750.664202637854,-32057.5343164062,-30315.726535973008
150,0.9,1.25,2.5,1803,488,1.0084896520124782,1.015365026541624,41.26455906821963,40.778688524590166,8169.1082227469815,5108.541402234769,-39923.97569058077,-30290.19712976762
150,0.9,1.25,2.75,1770,484,1.0137126923756379,1.009618107675604,40.0,39.46280991735537,13147.921007220466,3249.747104342023,-36168.63795409554,-33177.015255735896
150,0.9,1.25,3.0,1749,473,1.0172181609806905,1.0524389931526488,39.39393939393939,38.6892177589852,16473.222586957672,17605.34255334569,-34455.21471763168,-29038.58924110653
150,0.9,1.5,1.0,2110,557,1.0789189818539757,0.9761405582351476,60.61611374407583,57.63016157989228,68748.21122159588,-7380.2060188911855,-30157.113141673544,-26915.797090032283
150,0.9,1.5,1.25,1991,543,1.0119273113809202,1.0533590338861347,54.947262682069315,54.69613259668508,11221.21842066521,17026.041184188653,-37374.702579324075,-21475.483486003286
