sl_mult,tp_mult,no_n,no_total_pts,no_wr,no_pf,no_mdd_pts,no_avg,no_tp,no_sl,no_fc,mart_n,mart_total_pts,mart_wr,mart_pf,mart_mdd_pts,mart_avg,mart_total_mnq_$,mart_mdd_mnq_$
2.25,4.5,726,2266.02002987944,42.561983471074385,1.0969346706577938,-1443.424804249033,3.1212397105777407,157,0,203,726,1760.7378062228279,42.561983471074385,1.0702266097470208,-1655.2554809499168,2.425258686257339,3521.4756124456558,-3310.5109618998335
2.25,4.75,719,2451.3659052293633,42.42002781641168,1.1054664266950815,-1411.011167826693,3.4094101602633704,143,0,212,719,2018.4774359414475,42.42002781641168,1.0811238237528777,-1611.7303446061571,2.80733996653887,4036.954871882895,-3223.4606892123143
2.25,5.0,717,2609.6984866487674,42.11994421199442,1.1120278389398137,-1389.4209536205972,3.6397468433037203,131,0,221,717,2243.1757406505776,42.11994421199442,1.0896994467411043,-1579.0286304786428,3.1285575183411125,4486.351481301155,-3158.0572609572855
2.5,1.0,931,-1630.6990756426856,68.6358754027927,0.9121518175120092,-1829.985324329314,-1.7515564722263002,637,0,20,931,-1884.6733166109111,68.6358754027927,0.9012008626505774,-2131.322480563257,-2.024353723534813,-3769.3466332218222,-4262.644961126514
2.5,1.25,903,-181.74693130668425,65.22702104097453,0.9907689997903585,-1285.6701273010076,-0.20127013433741334,585,0,28,903,-342.504513250332,65.22702104097453,0.9831442645559979,-1254.720221424445,-0.37929624944665785,-685.009026500664,-2509.44044284889
2.5,1.5,873,402.77987763859727,61.626575028636886,1.019286688845979,-1491.1308577866298,0.46137443028476205,524,0,42,873,442.76162653774446,61.626575028636886,1.0205608071249375,-1446.3848481003388,0.507172538989398,885.5232530754889,-2892.7696962006776
2.5,1.75,847,-1019.8716086048005,56.90672963400236,0.9551273540506453,-1715.7288936419345,-1.2040987114578519,455,0,63,847,-1185.9849517331897,56.90672963400236,0.9501296211076427,-1899.0008318897626,-1.4002183609600825,-2371.9699034663795,-3798.001663779525
2.5,2.0,820,1124.4713370296838,56.21951219512196,1.0505557235039051,-1495.8318170107343,1.3713065085727851,426,0,73,820,782.5275746395466,56.21951219512196,1.0332344937228843,-1436.1704707623464,0.95430192029213,1565.0551492790933,-2872.340941524693
2.5,2.25,809,691.0169149444329,53.02843016069221,1.0297133620805548,-1563.5541982010573,0.85416182316988,384,0,93,809,59.6823040435379,53.02843016069221,1.002382575017045,-1697.2722498344997,0.07377293454083794,119.3646080870758,-3394.5444996689994
2.5,2.5,793,152.7618472280692,50.441361916771754,1.0063720665403224,-1532.4095010401138,0.19263789057764086,341,0,109,793,-593.4894282915795,50.441361916771754,0.9770365491135423,-2167.3443773287045,-0.748410376155838,-1186.978856583159,-4334.688754657409
2.5,2.75,781,1202.4090873061493,49.67989756722151,1.0499128355605216,-1358.9802716568915,1.5395762961666444,321,0,117,781,641.9813420386856,49.67989756722151,1.0247959046194388,-1896.5402427491986,0.8219991575399304,1283.9626840773713,-3793.080485498397
2.5,3.0,763,1766.9172494085287,48.75491480996068,1.0734727525375312,-1341.9253249610454,2.3157499992248085,288,0,132,763,1288.2455000664017,48.75491480996068,1.0499979648818416,-1616.1969686652235,1.688395150807866,2576.4910001328035,-3232.393937330447
2.5,3.25,758,2646.119048573043,48.15303430079156,1.1094113028268702,-1308.3878898672747,3.4909222276689222,264,0,149,758,2263.29574672079,48.15303430079156,1.0873777912681255,-1433.3565723247252,2.9858782938268993,4526.59149344158,-2866.7131446494504
2.5,3.5,751,1835.9812816360989,47.270306258322236,1.0746421826984047,-1371.7499809184837,2.444715421619306,235,0,169,751,1317.8192907719658,47.270306258322236,1.0498432002857632,-1675.4151043736683,1.7547527174060797,2635.6385815439317,-3350.8302087473367
2.5,3.75,736,2771.4497434238947,47.14673913043478,1.114521310569575,-1389.1864191839823,3.7655567166085526,213,0,183,736,2273.890378041845,47.14673913043478,1.0874081282659473,-1614.2787297329087,3.08952497016555,4547.78075608369,-3228.5574594658174
2.5,4.0,722,2494.3142630375546,46.81440443213297,1.1038605727728374,-1309.538291238196,3.4547288961738984,186,0,201,722,2236.9030795004,46.81440443213297,1.086992123981297,-1534.6306017871225,3.0982037112193908,4473.8061590008,-3069.261203574245
2.5,4.25,718,2250.1832172882623,46.10027855153203,1.0931294655546904,-1549.5406775941865,3.133959912657747,171,0,212,718,1890.187886604661,46.10027855153203,1.0727778507731816,-1785.8829881431143,2.6325736582237615,3780.375773209322,-3571.7659762862286
2.5,4.5,711,2289.839567614587,45.42897327707454,1.095514304084621,-1480.239684744241,3.2205901091625697,157,0,221,711,1958.3439428519705,45.42897327707454,1.075983012966415,-1716.5819952931683,2.7543515370632496,3916.687885703941,-3433.1639905863367
2.5,4.75,704,2448.1098561624603,45.3125,1.102576868263268,-1506.0582231642838,3.4774287729580404,143,0,229,704,2254.478909372383,45.3125,1.0882357295742588,-1742.4005337132098,3.202384814449408,4508.957818744766,-3484.8010674264196
2.5,5.0,702,2697.655880149392,45.15669515669516,1.1129613091614756,-1448.5266793285487,3.842814644087453,132,0,238,702,2569.20916919089,45.15669515669516,1.1001693191635051,-1684.868989877475,3.659842121354544,5138.41833838178,-3369.73797975495
2.75,1.0,920,-796.8757192213934,70.76086956521739,0.9558881435025706,-1445.3603991819336,-0.8661692600232537,649,0,30,920,-1065.4296483030096,70.76086956521739,0.9434020750559866,-1597.5046290761422,-1.1580757046771843,-2130.859296606019,-3195.0092581522845
2.75,1.25,892,626.072443156404,67.37668161434978,1.0324699877624204,-1099.7972489096169,0.7018749362739956,596,0,39,892,527.3765223238372,67.37668161434978,1.0262076202832167,-1037.559524681011,0.5912292851164094,1054.7530446476744,-2075.119049362022
2.75,1.5,859,1255.8990335393617,63.91152502910361,1.0613502718160381,-1329.7320603943483,1.4620477689631683,533,0,53,859,1609.0594632293185,63.91152502910361,1.0761316706115518,-1255.0467913200207,1.8731774892075885,3218.118926458637,-2510.0935826400414
2.75,1.75,832,-155.08936472305334,59.254807692307686,0.9930380458004789,-1664.177270063908,-0.18640548644597757,463,0,75,832,-93.97260343132382,59.254807692307686,0.9959820909793637,-1581.3125988097295,-0.11294784066264882,-187.94520686264764,-3162.625197619459
2.75,2.0,806,1885.2394090863293,58.436724565756826,1.0861477796072592,-1348.4450618766655,2.3390067110252226,433,0,85,806,1783.7544704626719,58.436724565756826,1.0766521975140007,-1250.236537620855,2.2130948765045555,3567.5089409253437,-2500.47307524171
2.75,2.25,793,1733.5560923526612,55.48549810844893,1.0761530990556787,-1313.755427116395,2.1860732564346295,394,0,103,793,1627.032038605049,55.48549810844893,1.0663344114445044,-1528.3351037336386,2.0517427977365057,3254.064077210098,-3056.670207467277
2.75,2.5,777,1114.7415391722648,52.8957528957529,1.0472597377717014,-1734.1185462514136,1.4346737955885003,350,0,119,777,943.8171149029345,52.8957528957529,1.037112041698218,-2068.8100452937647,1.2146938415739181,1887.634229805869,-4137.620090587529
2.75,2.75,765,2196.871359867944,52.02614379084968,1.0926516146809182,-1292.2814548579272,2.8717272678012344,328,0,130,765,2041.862943048695,52.02614379084968,1.079637449329575,-1664.2151538965863,2.6691018863381633,4083.72588609739,-3328.4303077931727
2.75,3.0,748,2526.7618009021216,50.93582887700535,1.1062711898973097,-1140.7804019034909,3.3780237979974888,294,0,146,748,2443.8397421585987,50.93582887700535,1.0949697773163851,-1462.832117140131,3.2671654306933138,4887.679484317197,-2925.664234280262
2.75,3.25,743,3301.481395652244,50.20188425302826,1.1376504465984647,-1132.4636121013516,4.443447369653088,269,0,164,743,3065.386910958419,50.20188425302826,1.1173084235137032,-1486.3320087500722,4.125688978409716,6130.773821916838,-2972.6640175001444
2.75,3.5,736,2485.7209955250905,49.32065217391305,1.101733305023017,-1336.633073122169,3.3773383091373512,240,0,184,736,2135.003191393007,49.32065217391305,1.0799102823746403,-1647.7670425811777,2.900819553523107,4270.006382786014,-3295.5340851623555
2.75,3.75,721,3432.9707261610843,49.237170596393895,1.1428566919610461,-1284.8560386838235,4.761401839335762,218,0,198,721,3143.0917466419196,49.237170596393895,1.1196011654360736,-1660.548990575247,4.359350550127489,6286.183493283839,-3321.097981150494
2.75,4.0,707,3295.5008228689753,48.939179632248944,1.1383248658450282,-1315.7553473265566,4.661245859786386,191,0,216,707,3241.2296154357364,48.939179632248944,1.1249262373188302,-1571.8022129454325,4.584483190149556,6482.459230871473,-3143.604425890865
2.75,4.25,701,2930.6054479751374,48.21683309557774,1.122422957033168,-1328.4381108880643,4.180606915799054,174,0,228,701,2792.133300574363,48.21683309557774,1.1066520894327536,-1678.3876835730211,3.9830717554555823,5584.266601148726,-3356.7753671460423
2.75,4.5,694,2484.867116392115,47.40634005763689,1.104149683631224,-1273.8846855012011,3.580500167711981,158,0,238,694,2408.327915117855,47.40634005763689,1.092333428008388,-1649.5776373926228,3.4702131341755833,4816.65583023571,-3299.1552747852456
2.75,4.75,687,2651.9131312159407,47.30713245997089,1.1116817930422047,-1312.9285500296069,3.8601355621774975,144,0,246,687,2596.5328499214843,47.30713245997089,1.1002530412839358,-1688.621501921028,3.77952379901235,5193.065699842969,-3377.243003842056
2.75,5.0,686,2942.862107652062,47.08454810495627,1.123879325612401,-1288.8081833601987,4.289886454303297,133,0,256,686,2967.895245753376,47.08454810495627,1.1141412983785888,-1664.5011352516203,4.326377909261481,5935.790491506752,-3329.0022705032407
3.0,1.0,912,-885.3335292105545,71.9298245614035,0.9516080912517599,-1581.2446542502378,-0.9707604486957835,654,0,39,912,-1141.5567809061347,71.9298245614035,0.9407068480463062,-1718.9129317368813,-1.2517069966076038,-2283.1135618122694,-3437.8258634737626
3.0,1.25,884,576.3965419946974,68.43891402714932,1.0295576362225578,-1072.6705057272534,0.6520322873243183,600,0,51,884,419.282753525722,68.43891402714932,1.0202834798065035,-1166.2038704530357,0.47430175738203845,838.565507051444,-2332.4077409060715
3.0,1.5,851,1495.1327522761912,65.33490011750881,1.0729806023347377,-1044.2968446301259,1.7569127523809533,538,0,67,851,1650.8394845777257,65.33490011750881,1.0764459932445738,-1210.4604931944796,1.9398818855202418,3301.6789691554513,-2420.920986388959
3.0,1.75,824,34.49575648897314,60.80097087378641,1.0015418654561834,-1704.6032779968932,0.041863782146812065,468,0,90,824,-104.43559984535352,60.80097087378641,0.9956424522545809,-1860.1034013124633,-0.12674223282203098,-208.87119969070704,-3720.2068026249267
3.0,2.0,800,2042.677454372635,59.875,1.092597981708132,-1103.9775489573426,2.553346817965794,438,0,101,800,1798.236498706623,59.875,1.0750711967957116,-1301.8013080250441,2.2477956233832788,3596.472997413246,-2603.6026160500883
3.0,2.25,786,2091.271775761943,57.12468193384224,1.091546841837602,-1363.6029890190557,2.6606511142009452,401,0,118,786,1997.6978676237222,57.12468193384224,1.079845544331893,-1521.9619976170263,2.541600340488196,3995.3957352474445,-3043.9239952340527
3.0,2.5,771,1341.8121788010255,54.60440985732814,1.0564641884966055,-1639.5954142578116,1.7403530204941966,355,0,137,771,936.9158199840857,54.60440985732814,1.0358212946214855,-1984.322591543359,1.215195616062368,1873.8316399681714,-3968.645183086718
3.0,2.75,759,2404.851901943485,53.75494071146245,1.1004643896919335,-1268.6582624988225,3.1684478286475426,333,0,147,759,2105.553511098773,53.75494071146245,1.079902721716995,-1544.8585568656467,2.7741152978903467,4211.107022197546,-3089.7171137312935
3.0,3.0,742,2809.8794322449044,52.695417789757414,1.1172813992862847,-1196.7509704320123,3.7868995043731863,299,0,165,742,2823.1354550346955,52.695417789757414,1.10704946468668,-1338.9888501683988,3.804764764197703,5646.270910069391,-2677.9777003367976
3.0,3.25,737,3588.669113117463,51.9674355495251,1.1484082579100743,-1203.7313138603527,4.869293233537942,273,0,184,737,3474.8964573105573,51.9674355495251,1.1296488642977576,-1491.8385736295222,4.714920566228708,6949.7929146211145,-2983.6771472590444
3.0,3.5,730,2819.0152300237005,51.0958904109589,1.1142811970406976,-1410.8613291852275,3.8616646986626035,245,0,203,730,2621.5696888567372,51.0958904109589,1.0955435493506638,-1681.1532032832615,3.59119135459827,5243.1393777134745,-3362.306406566523
3.0,3.75,715,3785.2167098894893,51.048951048951054,1.155990182211041,-1282.5513455317423,5.294009384460824,222,0,217,715,3692.043455200801,51.048951048951054,1.136827815587288,-1583.3391519981824,5.163697140140981,7384.086910401602,-3166.678303996365
3.0,4.0,701,3693.6101846087276,50.78459343794579,1.153663425394766,-1362.2817625721223,5.269058751225004,195,0,235,701,3881.8713223929794,50.78459343794579,1.1458546568588466,-1534.171875730971,5.537619575453609,7763.742644785959,-3068.343751461942
3.0,4.25,695,3356.2350571788065,50.07194244604316,1.1389908681497294,-1408.7824892863596,4.829115190185333,178,0,247,695,3486.073339677906,50.07194244604316,1.129816403146712,-1565.2636523130654,5.015932862845908,6972.146679355812,-3130.527304626131
3.0,4.5,688,2913.564623019718,49.27325581395349,1.1210938310062826,-1329.7352965525588,4.234832300900753,161,0,258,688,3179.130725872678,49.27325581395349,1.1186592576612635,-1587.319788450487,4.62082954341959,6358.261451745356,-3174.639576900974
3.0,4.75,681,3103.666591047062,49.19236417033774,1.1296361585430905,-1266.4541028680646,4.557513349555157,147,0,266,681,3426.3121125749185,49.19236417033774,1.1285473943789446,-1588.2703468173795,5.031295319493273,6852.624225149837,-3176.540693634759
3.0,5.0,680,3305.787909507666,48.8235294117647,1.1377564363426762,-1206.1559226168201,4.861452808099509,135,0,276,680,3738.9290338305154,48.8235294117647,1.1394590923198165,-1511.1537894933622,5.498425049750758,7477.858067661031,-3022.3075789867244
3.25,1.0,902,-532.3735638632878,73.17073170731707,0.9705825229331135,-1587.160270687235,-0.5902145940834677,657,0,45,902,-551.7344243638402,73.17073170731707,0.9707960667527082,-1583.8654316217317,-0.6116789627093572,-1103.4688487276803,-3167.7308632434633
3.25,1.25,874,1109.818737726955,69.90846681922197,1.057736543681983,-1174.5757440529142,1.2698154893901088,606,0,58,874,1445.1361672920402,69.90846681922197,1.071813563137713,-1253.9453534382983,1.6534738756201832,2890.2723345840805,-2507.8907068765966
3.25,1.5,840,1885.5959600270266,66.54761904761905,1.0932559508073303,-1224.6953425839117,2.24475709527027,539,0,80,840,2222.6684446100385,66.54761904761905,1.1037166602964708,-1521.1185864756562,2.6460338626309983,4445.336889220077,-3042.2371729513125
3.25,1.75,813,311.6878307968848,61.869618696186954,1.0140336648938577,-1795.5862159863984,0.3833798656788251,468,0,106,813,831.4726895032105,61.869618696186954,1.035254282138519,-2068.523767520074,1.022721635305302,1662.945379006421,-4137.047535040148
3.25,2.0,788,2237.626582767759,60.913705583756354,1.1020506921895519,-1183.7490768133498,2.8396276431062932,437,0,116,788,2536.7461285569143,60.913705583756354,1.1070587167455928,-1511.5068977371416,3.2192209753260332,5073.492257113829,-3023.013795474283
3.25,2.25,774,2212.4459345454284,58.139534883720934,1.0970813322251798,-1421.8812603298875,2.858457279774455,400,0,133,774,2661.5704299816816,58.139534883720934,1.1069010593774626,-2060.2234735448683,3.4387214857644466,5323.140859963363,-4120.446947089737
3.25,2.5,761,1716.6584161853243,55.84756898817346,1.072685801823672,-1705.5888006382775,2.255792925342082,356,0,154,761,1723.0364761788849,55.84756898817346,1.0661657715930621,-2276.662930741391,2.2641740817068134,3446.0729523577697,-4553.325861482782
3.25,2.75,750,2774.543440380655,54.93333333333334,1.1165204300749534,-1351.054910392069,3.699391253840873,334,0,165,750,2986.806633684576,54.93333333333334,1.1140111758783844,-1945.4821766313999,3.9824088449127677,5973.613267369152,-3890.9643532627997
3.25,3.0,734,3165.266087647975,53.81471389645777,1.1326669424308025,-1031.8405045580444,4.3123516180490125,300,0,184,734,3499.9220120063683,53.81471389645777,1.1325144665296754,-1697.6736879700402,4.768286119899685,6999.844024012737,-3395.3473759400804
3.25,3.25,729,3882.019451725183,52.94924554183813,1.1608377525029479,-1019.9891679364482,5.32512956340903,274,0,203,729,4045.0109487937943,52.94924554183813,1.149938843793339,-1564.505808467461,5.5487118639146695,8090.021897587589,-3129.011616934922
3.25,3.5,722,2953.9030211966165,52.07756232686981,1.119541022321626,-1121.522960741957,4.091278422709995,245,0,223,722,2958.4774696821487,52.07756232686981,1.1068978917210166,-1687.236333707388,4.097614223936494,5916.954939364297,-3374.472667414776
3.25,3.75,706,3980.753821728821,52.124645892351275,1.1639057530172023,-1010.1651507368238,5.6384615038651855,223,0,234,706,3975.1478501408037,52.124645892351275,1.1461773412444913,-1506.4419584963007,5.630521034193773,7950.295700281607,-3012.8839169926014
3.25,4.0,692,4042.5599290551827,52.02312138728323,1.1684342586121987,-1037.958835735465,5.841849608461247,197,0,250,692,4401.217741730149,52.02312138728323,1.165236329730217,-1379.362174259271,6.360141245274782,8802.435483460298,-2758.724348518542
3.25,4.25,685,3782.9849206996,51.386861313868614,1.1572912023431825,-1120.9315003135512,5.522605723649051,180,0,262,685,4084.823376472136,51.386861313868614,1.1522858766734092,-1355.4825539042645,5.963245805068811,8169.646752944272,-2710.965107808529
3.25,4.5,678,3365.009279083845,50.58997050147492,1.1404601469526738,-998.2183830598087,4.96314052962219,163,0,273,678,3812.5809581547846,50.58997050147492,1.1425019242233552,-1256.4425704612936,5.6232757494908325,7625.161916309569,-2512.885140922587
3.25,4.75,670,3493.286472699095,50.44776119402985,1.14657752467477,-936.9833981407014,5.213860407013575,148,0,281,670,4007.9429733894763,50.44776119402985,1.1506128267733917,-1210.6951958942814,5.982004437894741,8015.8859467789525,-2421.3903917885627
3.25,5.0,669,3701.209191020067,50.074738415545596,1.1548980471020425,-925.6761268084288,5.5324502107923275,136,0,291,669,4327.727541710785,50.074738415545596,1.161591817844764,-1210.695195894281,6.468949987609544,8655.45508342157,-2421.390391788562
3.5,1.0,896,59.24852042625622,74.55357142857143,1.0033517790716935,-1462.8002074044182,0.06612558083287524,663,0,56,896,240.40698892032924,74.55357142857143,1.0129733378567785,-1498.1969414591442,0.26831137156286744,480.8139778406585,-2996.3938829182885
3.5,1.25,868,1634.879944157309,71.19815668202764,1.0867180597853379,-1160.4716199106397,1.8835022398125678,611,0,71,868,2226.200806968728,71.19815668202764,1.112216211992849,-1276.9247125756428,2.5647474734662765,4452.401613937456,-2553.8494251512857
3.5,1.5,834,2282.9246731416833,67.62589928057554,1.1146364546727328,-1182.2662221778626,2.737319751968445,542,0,96,834,2608.633817737248,67.62589928057554,1.121186913752629,-1503.3147894576352,3.127858294648979,5217.267635474496,-3006.6295789152705
3.5,1.75,806,956.3507309643973,63.27543424317618,1.0440175250759727,-1542.3766792016743,1.1865393684421803,473,0,123,806,1449.2536176470385,63.27543424317618,1.0614649413814867,-1972.5694476074527,1.7980814114727524,2898.507235294077,-3945.1388952149055
3.5,2.0,781,2846.908194212919,62.483994878361074,1.132367461185822,-1138.7249165010232,3.6452089554582834,440,0,133,781,3235.198307775079,62.483994878361074,1.137060426070528,-1372.4349216421313,4.142379395358615,6470.396615550158,-2744.8698432842625
3.5,2.25,767,2810.4455891382927,59.71316818774446,1.1255360994978743,-1213.3539657031397,3.664205461718765,403,0,151,767,3428.035066534195,59.71316818774446,1.1379631803370835,-2006.048069888301,4.469406866407033,6856.07013306839,-4012.096139776602
3.5,2.5,754,2416.750625562377,57.55968169761273,1.1042386400144422,-1517.9517719506287,3.205239556448776,360,0,172,754,2543.9449940018208,57.55968169761273,1.097775499266737,-2225.129416879712,3.373932352787561,5087.8899880036415,-4450.258833759424
3.5,2.75,743,3368.5857457952434,56.527590847913864,1.1436545366452113,-1251.3542216148496,4.5337627803435305,337,0,183,743,3743.252773920882,56.527590847913864,1.1426467500304096,-1870.6482473648457,5.038025267726625,7486.505547841764,-3741.2964947296914
3.5,3.0,726,3465.8239148874136,55.09641873278237,1.1465857437270641,-1222.2600180884767,4.7738621417182,300,0,202,726,3999.10405892116,55.09641873278237,1.150253257625654,-1921.0895212131452,5.508407794657245,7998.20811784232,-3842.1790424262904
3.5,3.25,721,4160.586483677897,54.23023578363384,1.1738227222903796,-941.8117379116075,5.770577647264767,274,0,221,721,4549.070941105368,54.23023578363384,1.1671303002451963,-1659.0295573164485,6.309391041755018,9098.141882210735,-3318.059114632897
3.5,3.5,714,3263.296645145236,53.36134453781513,1.1326420667847366,-1034.2756701083013,4.570443480595569,246,0,239,714,3213.3018253185446,53.36134453781513,1.1142295533700664,-1676.6369095461314,4.500422724535777,6426.603650637089,-3353.273819092263
3.5,3.75,699,4363.810307468534,53.36194563662375,1.18101609659578,-919.668880629471,6.242933200956415,224,0,252,699,4509.037777462968,53.36194563662375,1.1635334710914644,-1535.9432225727292,6.450697821835433,9018.075554925936,-3071.8864451454583
3.5,4.0,685,4555.973560147993,53.43065693430656,1.1915843541577844,-920.1404476865805,6.651056292186851,199,0,266,685,4946.2197777690035,53.43065693430656,1.1835144120740155,-1301.760892903941,7.220758799662779,9892.439555538007,-2603.521785807882
3.5,4.25,678,4304.863969783436,52.8023598820059,1.1807028079258985,-939.897073763605,6.349356887586189,181,0,279,678,4613.303827034334,52.8023598820059,1.1699753225668414,-1300.8045681491863,6.804282930729106,9226.607654068668,-2601.6091362983725
3.5,4.5,671,4038.8718766303077,52.16095380029806,1.1707577600406651,-877.8241709197932,6.019183124635332,164,0,291,671,4519.599336855435,52.16095380029806,1.1674188172076556,-1212.6447678108057,6.735617491587831,9039.19867371087,-2425.2895356216113
3.5,4.75,663,4109.689504959455,52.03619909502263,1.1747147634941384,-908.4110796382906,6.198626704312903,148,0,300,663,4684.056166479846,52.03619909502263,1.1744760982911506,-1224.3696601041943,7.064941427571412,9368.112332959692,-2448.7393202083886
3.5,5.0,662,4380.387230294554,51.66163141993958,1.1856837243020064,-866.3414675219301,6.616899139417755,137,0,309,662,5084.5309657519065,51.66163141993958,1.188091942868917,-1199.2992881912228,7.680560371226445,10169.061931503813,-2398.5985763824456
3.75,1.0,891,-241.51830774133145,75.19640852974186,0.9866114160548494,-1611.5274404645177,-0.2710643184526728,665,0,59,891,-76.19720513821505,75.19640852974186,0.9959796833509206,-1615.922131890103,-0.08551874875220544,-152.3944102764301,-3231.844263780206
3.75,1.25,863,1443.93226208337,71.9582850521437,1.0753908455690253,-1169.2047559635096,1.6731544172460835,614,0,75,863,1954.9002849835474,71.9582850521437,1.096425894725288,-1331.680591319834,2.2652378736773433,3909.800569967095,-2663.361182639668
3.75,1.5,828,2032.396887890005,68.35748792270532,1.1004052830598345,-1231.4722224323918,2.454585613393726,543,0,103,828,2146.2064719854616,68.35748792270532,1.0969773512817838,-1896.6231360722736,2.5920368019148086,4292.412943970923,-3793.246272144547
3.75,1.75,800,616.385102347831,64.0,1.0278214960734777,-1713.4090574930515,0.7704813779347888,474,0,130,800,851.5892283091163,64.0,1.0350478616936833,-2372.6808703717975,1.0644865353863953,1703.1784566182325,-4745.361740743595
3.75,2.0,775,2605.763442491379,63.2258064516129,1.1193002625204158,-1196.457247587258,3.3622754096662955,440,0,142,775,2758.4323886503985,63.2258064516129,1.1137636647617268,-1486.4732241928264,3.559267598258579,5516.864777300797,-2972.9464483856527
3.75,2.25,761,2643.488480621871,60.578186596583436,1.1166024206713439,-1143.1285859182447,3.4737036539052184,403,0,161,761,3102.533776845979,60.578186596583436,1.1222762116549707,-1979.2474572218873,4.07691692095398,6205.067553691958,-3958.4949144437746
3.75,2.5,747,2286.759230675286,58.500669344042834,1.097653284370507,-1403.0833003589428,3.0612573369147067,360,0,183,747,2281.860659631717,58.500669344042834,1.0862011610896782,-2197.7036164558485,3.054699678221844,4563.721319263434,-4395.407232911697
3.75,2.75,736,3228.4788398432393,57.472826086956516,1.1362815223967155,-1141.2267908696074,4.386520162830488,337,0,195,736,3570.3873871845317,57.472826086956516,1.133562755606555,-1633.1234935021068,4.8510698195442,7140.774774369063,-3266.2469870042137
3.75,3.0,718,3595.513345209186,56.40668523676881,1.151440248715527,-1070.8048509808168,5.00767875377324,303,0,213,718,4003.487550850043,56.40668523676881,1.1479110000913932,-1731.5958643583049,5.575887953830144,8006.975101700086,-3463.1917287166098
3.75,3.25,713,4237.783487596569,55.539971949509116,1.176215269268643,-999.985010643099,5.943595354272888,276,0,233,713,4494.935631834987,55.539971949509116,1.1622330579822304,-1736.6358925464574,6.304257548155663,8989.871263669975,-3473.271785092915
3.75,3.5,706,3280.5174503417575,54.6742209631728,1.1323781601933678,-1087.625907941705,4.646625283770195,248,0,250,706,3092.1302589374745,54.6742209631728,1.1077521789798537,-1774.6059419921767,4.379787902177726,6184.260517874949,-3549.2118839843533
3.75,3.75,692,4360.566941716176,54.6242774566474,1.1792796120746087,-951.0910204659431,6.301397314618752,226,0,263,692,4388.053407625776,54.6242774566474,1.155765818954781,-1611.9841570218427,6.3411176410777115,8776.106815251553,-3223.9683140436855
3.75,4.0,678,4573.330278741842,54.71976401179941,1.19070337905641,-972.4083868137059,6.745324894899473,201,0,277,678,4882.939491045003,54.71976401179941,1.1774610312103495,-1370.4736080413682,7.201975650508854,9765.878982090006,-2740.9472160827363
3.75,4.25,671,4306.655126187652,54.09836065573771,1.1793234253442495,-999.5034195948033,6.418263973454027,182,0,291,671,4502.664392068643,54.09836065573771,1.1625241322149622,-1369.5172832866128,6.710379123798275,9005.328784137286,-2739.0345665732257
3.75,4.5,664,4056.1471881798425,53.463855421686745,1.1701839795715885,-916.4318809137599,6.108655403885305,165,0,303,664,4436.320540669511,53.463855421686745,1.1610434431800098,-1304.501447406914,6.681205633538419,8872.641081339021,-2609.002894813828
3.75,4.75,656,4136.135139082269,53.35365853658537,1.1745361847155436,-947.0187896322545,6.305084053479069,149,0,312,656,4621.82417650165,53.35365853658537,1.168726986509677,-1296.0203841838147,7.04546368369154,9243.6483530033,-2592.0407683676294
3.75,5.0,655,4404.170057656971,52.97709923664122,1.1852645230064622,-886.7890364454365,6.723923752148047,138,0,321,655,5022.87349690856,52.97709923664122,1.18203514147847,-1287.5393209607146,7.668509155585587,10045.74699381712,-2575.078641921429
4.0,1.0,884,794.3137684178494,76.35746606334841,1.0464333747468297,-1367.271562952872,0.8985449868980196,669,0,72,884,1200.9286038283744,76.35746606334841,1.066393806325935,-1376.3217050516128,1.3585165201678444,2401.857207656749,-2752.6434101032255
4.0,1.25,855,2568.5057307767547,73.21637426900584,1.1413999507381958,-1062.0330902146598,3.004100269914333,618,0,88,855,3508.664897180428,73.21637426900584,1.182362924647489,-1108.7312970701532,4.1037016341291555,7017.329794360856,-2217.4625941403065
4.0,1.5,820,3088.597784452274,69.39024390243902,1.1600506055668471,-1098.5790059167875,3.766582663966188,545,0,118,820,4010.9704642283427,69.39024390243902,1.1922494893687303,-1217.9414104967398,4.891427395400418,8021.9409284566855,-2435.8828209934795
4.0,1.75,791,1638.98711759169,64.9810366624526,1.0771173932815228,-1113.2374637299097,2.0720443964496713,476,0,145,791,2730.5192812768987,64.9810366624526,1.1184129230868387,-1240.6357018665276,3.451983920704044,5461.038562553797,-2481.271403733055
4.0,2.0,766,3671.1209306928504,64.22976501305483,1.1755186351453264,-1160.982740400114,4.792586071400588,442,0,157,766,4886.613657182818,64.22976501305483,1.213432350813962,-1274.9266506194967,6.379391197366604,9773.227314365637,-2549.8533012389935
4.0,2.25,752,3616.3568577711835,61.569148936170215,1.1654657119865317,-1087.9313940994218,4.808985183206361,405,0,175,752,5091.790525125143,61.569148936170215,1.210839123955323,-1165.264083420218,6.7709980387302435,10183.581050250286,-2330.528166840436
4.0,2.5,739,3068.393692169555,59.26928281461434,1.1345265125351398,-1220.6623729769917,4.15208889332822,362,0,198,739,3886.5343763601477,59.26928281461434,1.151481260531539,-1543.4444033197058,5.259180482219415,7773.068752720295,-3086.8888066394115
4.0,2.75,727,4174.680868216064,58.32187070151307,1.1815902286722058,-1129.9929591391146,5.742339571136264,340,0,208,727,5319.733592339472,58.32187070151307,1.2062863924218576,-1529.3524801351373,7.317377706106564,10639.467184678944,-3058.7049602702746
