entry_time,exit_time,direction,entry_price,exit_price,contracts,bars_held,gross_pnl,net_pnl,exit_reason,signal_time
2025-03-18 11:01:00-04:00,2025-03-18 12:12:00-04:00,short,19679.9375,19703.189461938273,1,72,-465.04,-469.54,vwap_stop,2025-03-18 11:00:00-04:00
2025-03-18 13:01:00-04:00,2025-03-18 13:01:00-04:00,short,19732.6875,19732.8125,1,1,-2.5,-7.0,vwap_stop,2025-03-18 13:00:00-04:00
2025-03-18 13:31:00-04:00,2025-03-18 13:32:00-04:00,short,19701.6875,19705.412089251462,1,2,-74.49,-78.99,vwap_stop,2025-03-18 13:30:00-04:00
2025-03-18 14:01:00-04:00,2025-03-18 14:01:00-04:00,short,19711.6875,19711.8125,1,1,-2.5,-7.0,vwap_stop,2025-03-18 14:00:00-04:00
2025-03-18 14:31:00-04:00,2025-03-18 14:31:00-04:00,short,19699.9375,19700.0625,1,1,-2.5,-7.0,band_stop,2025-03-18 14:30:00-04:00
2025-03-19 15:01:00-04:00,2025-03-19 15:24:00-04:00,long,20023.8125,20008.501353867057,1,24,-306.22,-310.72,band_stop,2025-03-19 15:00:00-04:00
2025-03-26 10:01:00-04:00,2025-03-26 10:01:00-04:00,short,20316.4375,20329.031002713473,1,1,-251.87,-256.37,band_stop,2025-03-26 10:00:00-04:00
2025-03-26 10:31:00-04:00,2025-03-26 10:53:00-04:00,short,20284.4375,20291.598409178863,1,23,-143.22,-147.72,band_stop,2025-03-26 10:30:00-04:00
2025-03-26 11:31:00-04:00,2025-03-26 11:32:00-04:00,short,20272.9375,20293.00677753942,1,2,-401.39,-405.89,band_stop,2025-03-26 11:30:00-04:00
2025-03-26 12:01:00-04:00,2025-03-26 16:45:00-04:00,short,20192.9375,20092.3125,1,285,2012.5,2008.0,eod_close,2025-03-26 12:00:00-04:00
2025-03-28 10:31:00-04:00,2025-03-28 16:45:00-04:00,short,19638.6875,19390.0625,1,375,4972.5,4968.0,eod_close,2025-03-28 10:30:00-04:00
2025-04-01 11:31:00-04:00,2025-04-01 11:31:00-04:00,long,19565.5625,19559.69803659355,1,1,-117.29,-121.79,band_stop,2025-04-01 11:30:00-04:00
2025-04-01 12:01:00-04:00,2025-04-01 12:27:00-04:00,long,19592.8125,19579.51463106733,1,27,-265.96,-270.46,band_stop,2025-04-01 12:00:00-04:00
2025-04-02 12:31:00-04:00,2025-04-02 13:46:00-04:00,long,19768.5625,19755.487784698256,1,76,-261.49,-265.99,band_stop,2025-04-02 12:30:00-04:00
2025-04-03 11:01:00-04:00,2025-04-03 11:01:00-04:00,short,18765.9375,18769.856402437308,1,1,-78.38,-82.88,band_stop,2025-04-03 11:00:00-04:00
2025-04-04 10:31:00-04:00,2025-04-04 11:02:00-04:00,short,17915.9375,17997.404299716356,1,32,-1629.34,-1633.84,vwap_stop,2025-04-04 10:30:00-04:00
2025-04-04 11:31:00-04:00,2025-04-04 11:50:00-04:00,short,17941.4375,17998.83369056355,1,20,-1147.92,-1152.42,vwap_stop,2025-04-04 11:30:00-04:00
2025-04-04 12:01:00-04:00,2025-04-04 16:45:00-04:00,short,17880.9375,17515.3125,1,285,7312.5,7308.0,eod_close,2025-04-04 12:00:00-04:00
2025-04-07 11:01:00-04:00,2025-04-07 11:01:00-04:00,long,17659.5625,17617.797034464584,1,1,-835.31,-839.81,band_stop,2025-04-07 11:00:00-04:00
2025-04-07 14:01:00-04:00,2025-04-07 14:07:00-04:00,long,17784.8125,17649.067747810157,1,7,-2714.9,-2719.4,band_stop,2025-04-07 14:00:00-04:00
2025-04-08 15:01:00-04:00,2025-04-08 15:01:00-04:00,short,17440.9375,17454.53203351961,1,1,-271.89,-276.39,band_stop,2025-04-08 15:00:00-04:00
2025-04-08 15:31:00-04:00,2025-04-08 16:45:00-04:00,short,17269.1875,17193.5625,1,75,1512.5,1508.0,eod_close,2025-04-08 15:30:00-04:00
2025-04-09 10:01:00-04:00,2025-04-09 10:07:00-04:00,long,17446.3125,17404.562479566546,1,7,-835.0,-839.5,vwap_stop,2025-04-09 10:00:00-04:00
2025-04-09 10:31:00-04:00,2025-04-09 10:40:00-04:00,long,17446.5625,17418.77934732661,1,10,-555.66,-560.16,vwap_stop,2025-04-09 10:30:00-04:00
2025-04-09 11:31:00-04:00,2025-04-09 11:31:00-04:00,long,17398.8125,17398.6875,1,1,-2.5,-7.0,vwap_stop,2025-04-09 11:30:00-04:00
2025-04-09 12:31:00-04:00,2025-04-09 16:45:00-04:00,long,17456.3125,19313.4375,1,255,37142.5,37138.0,eod_close,2025-04-09 12:30:00-04:00
2025-04-10 10:01:00-04:00,2025-04-10 10:01:00-04:00,short,18661.1875,18661.3125,1,1,-2.5,-7.0,band_stop,2025-04-10 10:00:00-04:00
2025-04-10 11:01:00-04:00,2025-04-10 11:04:00-04:00,short,18585.6875,18600.637425756027,1,4,-299.0,-303.5,band_stop,2025-04-10 11:00:00-04:00
2025-04-10 11:31:00-04:00,2025-04-10 13:03:00-04:00,short,18468.1875,18474.25352724204,1,93,-121.32,-125.82,vwap_stop,2025-04-10 11:30:00-04:00
2025-04-10 13:31:00-04:00,2025-04-10 13:46:00-04:00,short,18281.9375,18440.037985284707,1,16,-3162.01,-3166.51,vwap_stop,2025-04-10 13:30:00-04:00
2025-04-10 14:01:00-04:00,2025-04-10 14:01:00-04:00,short,18459.1875,18459.3125,1,1,-2.5,-7.0,vwap_stop,2025-04-10 14:00:00-04:00
2025-04-10 15:31:00-04:00,2025-04-10 15:31:00-04:00,short,18385.1875,18417.641177075206,1,1,-649.07,-653.57,band_stop,2025-04-10 15:30:00-04:00
2025-04-11 10:01:00-04:00,2025-04-11 10:01:00-04:00,long,18562.0625,18561.9375,1,1,-2.5,-7.0,band_stop,2025-04-11 10:00:00-04:00
2025-04-11 13:01:00-04:00,2025-04-11 13:19:00-04:00,long,18737.3125,18666.309403543546,1,19,-1420.06,-1424.56,band_stop,2025-04-11 13:00:00-04:00
2025-04-11 14:01:00-04:00,2025-04-11 14:08:00-04:00,long,18821.5625,18759.720414944466,1,8,-1236.84,-1241.34,band_stop,2025-04-11 14:00:00-04:00
2025-04-11 15:31:00-04:00,2025-04-11 15:31:00-04:00,long,18829.3125,18807.73481336706,1,1,-431.55,-436.05,band_stop,2025-04-11 15:30:00-04:00
2025-04-16 15:01:00-04:00,2025-04-16 15:36:00-04:00,short,18213.1875,18203.534967617965,1,36,193.05,188.55,band_stop,2025-04-16 15:00:00-04:00
2025-04-21 10:01:00-04:00,2025-04-21 10:01:00-04:00,short,17994.1875,17994.3125,1,1,-2.5,-7.0,band_stop,2025-04-21 10:00:00-04:00
2025-04-21 10:31:00-04:00,2025-04-21 10:37:00-04:00,short,17925.6875,17963.930862705576,1,7,-764.87,-769.37,band_stop,2025-04-21 10:30:00-04:00
2025-04-21 11:01:00-04:00,2025-04-21 11:02:00-04:00,short,17931.6875,17947.3125,1,2,-312.5,-317.0,band_stop,2025-04-21 11:00:00-04:00
2025-04-21 11:31:00-04:00,2025-04-21 15:17:00-04:00,short,17867.6875,17773.686912137906,1,227,1880.01,1875.51,band_stop,2025-04-21 11:30:00-04:00
2025-04-22 11:01:00-04:00,2025-04-22 11:38:00-04:00,long,18340.3125,18327.17815239107,1,38,-262.69,-267.19,band_stop,2025-04-22 11:00:00-04:00
2025-04-22 12:01:00-04:00,2025-04-22 13:15:00-04:00,long,18378.8125,18371.644296134273,1,75,-143.36,-147.86,band_stop,2025-04-22 12:00:00-04:00
2025-04-23 10:01:00-04:00,2025-04-23 10:01:00-04:00,long,19074.3125,19074.1875,1,1,-2.5,-7.0,band_stop,2025-04-23 10:00:00-04:00
2025-04-23 10:31:00-04:00,2025-04-23 10:31:00-04:00,long,19101.5625,19094.063885069816,1,1,-149.97,-154.47,band_stop,2025-04-23 10:30:00-04:00
2025-04-24 10:01:00-04:00,2025-04-24 10:14:00-04:00,long,19052.5625,19052.250558219104,1,14,-6.24,-10.74,band_stop,2025-04-24 10:00:00-04:00
2025-04-24 10:31:00-04:00,2025-04-24 15:36:00-04:00,long,19139.5625,19241.487044317837,1,306,2038.49,2033.99,band_stop,2025-04-24 10:30:00-04:00
2025-04-28 11:31:00-04:00,2025-04-28 11:41:00-04:00,short,19319.4375,19371.33436378248,1,11,-1037.94,-1042.44,band_stop,2025-04-28 11:30:00-04:00
2025-04-28 12:01:00-04:00,2025-04-28 12:44:00-04:00,short,19346.9375,19330.62986877662,1,44,326.15,321.65,band_stop,2025-04-28 12:00:00-04:00
2025-04-28 13:01:00-04:00,2025-04-28 13:02:00-04:00,short,19316.9375,19325.3125,1,2,-167.5,-172.0,band_stop,2025-04-28 13:00:00-04:00
2025-04-30 10:01:00-04:00,2025-04-30 10:01:00-04:00,short,19120.4375,19167.396180051714,1,1,-939.17,-943.67,band_stop,2025-04-30 10:00:00-04:00
2025-05-13 10:31:00-04:00,2025-05-13 13:26:00-04:00,long,21210.3125,21311.831209081545,1,176,2030.37,2025.87,band_stop,2025-05-13 10:30:00-04:00
2025-05-13 13:31:00-04:00,2025-05-13 13:36:00-04:00,long,21317.5625,21338.9375,1,6,427.5,423.0,band_stop,2025-05-13 13:30:00-04:00
2025-05-30 13:01:00-04:00,2025-05-30 13:03:00-04:00,short,21109.1875,21126.201765391583,2,3,-680.57,-689.57,band_stop,2025-05-30 13:00:00-04:00
2025-06-16 10:01:00-04:00,2025-06-16 10:01:00-04:00,long,22152.0625,22151.9375,2,1,-5.0,-14.0,band_stop,2025-06-16 10:00:00-04:00
2025-06-16 10:31:00-04:00,2025-06-16 10:37:00-04:00,long,22197.5625,22194.145203451782,2,7,-136.69,-145.69,band_stop,2025-06-16 10:30:00-04:00
2025-07-21 10:01:00-04:00,2025-07-21 11:08:00-04:00,long,23376.0625,23382.146212128973,4,68,486.7,468.7,band_stop,2025-07-21 10:00:00-04:00
2025-07-22 10:01:00-04:00,2025-07-22 10:32:00-04:00,short,23141.9375,23200.94155476706,4,32,-4720.32,-4738.32,vwap_stop,2025-07-22 10:00:00-04:00
2025-07-31 11:01:00-04:00,2025-07-31 11:01:00-04:00,short,23541.1875,23541.948122360485,4,1,-60.85,-78.85,band_stop,2025-07-31 11:00:00-04:00
2025-07-31 13:31:00-04:00,2025-07-31 16:45:00-04:00,short,23453.9375,23331.8125,4,195,9770.0,9752.0,eod_close,2025-07-31 13:30:00-04:00
2025-08-01 10:01:00-04:00,2025-08-01 10:17:00-04:00,short,22879.9375,22933.63880259842,4,17,-4296.1,-4314.1,vwap_stop,2025-08-01 10:00:00-04:00
2025-08-01 11:01:00-04:00,2025-08-01 11:06:00-04:00,short,22929.6875,22940.111927482554,4,6,-833.95,-851.95,band_stop,2025-08-01 11:00:00-04:00
2025-08-01 11:31:00-04:00,2025-08-01 11:39:00-04:00,short,22902.4375,22931.176038281064,4,9,-2299.08,-2317.08,band_stop,2025-08-01 11:30:00-04:00
2025-08-01 13:01:00-04:00,2025-08-01 14:28:00-04:00,short,22878.9375,22891.61503984105,4,88,-1014.2,-1032.2,band_stop,2025-08-01 13:00:00-04:00
2025-08-01 14:31:00-04:00,2025-08-01 14:31:00-04:00,short,22891.4375,22896.3531586542,4,1,-393.25,-411.25,band_stop,2025-08-01 14:30:00-04:00
2025-08-01 15:01:00-04:00,2025-08-01 15:19:00-04:00,short,22870.1875,22892.358242752027,4,19,-1773.66,-1791.66,band_stop,2025-08-01 15:00:00-04:00
2025-08-01 15:31:00-04:00,2025-08-01 15:47:00-04:00,short,22876.6875,22896.558334923666,4,17,-1589.67,-1607.67,band_stop,2025-08-01 15:30:00-04:00
2025-08-04 10:01:00-04:00,2025-08-04 10:52:00-04:00,long,23246.8125,23202.959296221874,2,52,-1754.13,-1763.13,vwap_stop,2025-08-04 10:00:00-04:00
2025-08-04 11:01:00-04:00,2025-08-04 11:01:00-04:00,long,23215.0625,23203.348525011323,2,1,-468.56,-477.56,band_stop,2025-08-04 11:00:00-04:00
2025-08-04 11:31:00-04:00,2025-08-04 11:31:00-04:00,long,23211.0625,23209.576072306485,2,1,-59.46,-68.46,band_stop,2025-08-04 11:30:00-04:00
2025-08-04 12:01:00-04:00,2025-08-04 13:48:00-04:00,long,23254.3125,23244.16306297205,2,108,-405.98,-414.98,band_stop,2025-08-04 12:00:00-04:00
2025-08-04 14:01:00-04:00,2025-08-04 16:45:00-04:00,long,23268.3125,23347.4375,2,165,3165.0,3156.0,eod_close,2025-08-04 14:00:00-04:00
2025-08-05 11:01:00-04:00,2025-08-05 12:31:00-04:00,short,23180.9375,23212.1577885708,1,91,-624.41,-628.91,band_stop,2025-08-05 11:00:00-04:00
2025-08-05 13:01:00-04:00,2025-08-05 13:26:00-04:00,short,23179.9375,23199.639677642965,1,26,-394.04,-398.54,band_stop,2025-08-05 13:00:00-04:00
2025-08-05 14:31:00-04:00,2025-08-05 14:33:00-04:00,short,23178.6875,23194.48347283699,1,3,-315.92,-320.42,band_stop,2025-08-05 14:30:00-04:00
2025-08-05 15:01:00-04:00,2025-08-05 16:45:00-04:00,short,23147.6875,23100.8125,1,105,937.5,933.0,eod_close,2025-08-05 15:00:00-04:00
