date,strat,tp,mae_pre,flat_pnl
2021-02-02,B2,1,345.0,580.0
2021-02-02,OD,1,20.0,1770.0
2021-02-03,RV,0,2710.0,-2230.0
2021-02-03,OD,0,890.0,-870.0
2021-02-04,FB,0,130.0,30.0
2021-02-04,OD,1,420.0,800.0
2021-02-05,RV,1,545.0,1445.0
2021-02-07,OD,0,45.0,380.0
2021-02-08,RV,0,1350.0,-660.0
2021-02-08,FB,0,585.0,-515.0
2021-02-08,RV,0,420.0,-295.0
2021-02-08,OD,0,285.0,-70.0
2021-02-09,RV,0,845.0,-315.0
2021-02-09,FB,0,845.0,-570.0
2021-02-09,B2,0,690.0,-80.0
2021-02-09,OD,1,45.0,1540.0
2021-02-10,B2,1,775.0,-645.0
2021-02-10,RV,0,320.0,65.0
2021-02-10,OD,1,510.0,1375.0
2021-02-11,B2,0,130.0,475.0
2021-02-11,OD,0,675.0,-615.0
2021-02-12,FB,0,775.0,-645.0
2021-02-14,OD,0,245.0,-205.0
2021-02-15,OD,0,20.0,230.0
2021-02-16,RV,1,450.0,1110.0
2021-02-16,RV,0,235.0,380.0
2021-02-16,OD,1,460.0,380.0
2021-02-17,RV,1,345.0,380.0
2021-02-17,RV,1,110.0,2085.0
2021-02-17,B2,0,2490.0,-1885.0
2021-02-17,RV,0,1805.0,-1455.0
2021-02-17,OD,0,625.0,-540.0
2021-02-18,B2,1,135.0,1615.0
2021-02-18,B2,0,365.0,290.0
2021-02-18,OD,0,1205.0,-870.0
2021-02-21,OD,0,995.0,-760.0
2021-02-22,FB,0,1785.0,-1765.0
2021-02-22,RV,1,440.0,790.0
2021-02-22,B2,1,1240.0,1890.0
2021-02-22,OD,1,155.0,2240.0
2021-02-23,RV,0,3315.0,-1920.0
2021-02-23,FB,0,2985.0,-2820.0
2021-02-23,OD,1,165.0,-240.0
2021-02-24,OD,0,905.0,-490.0
2021-02-25,RV,1,345.0,3170.0
2021-02-25,OD,1,390.0,2085.0
2021-02-26,FB,0,2385.0,-2315.0
2021-02-26,B2,0,4315.0,-3220.0
2021-02-28,OD,1,170.0,1845.0
2021-03-01,FB,1,100.0,1645.0
2021-03-01,OD,0,825.0,-735.0
2021-03-02,RV,1,500.0,1150.0
2021-03-02,OD,1,510.0,1615.0
2021-03-03,RV,1,25.0,3075.0
2021-03-03,B2,1,295.0,1400.0
2021-03-03,OD,0,910.0,-455.0
2021-03-04,B2,1,1175.0,3000.0
2021-03-04,FB,0,4355.0,-3440.0
2021-03-04,OD,1,1545.0,215.0
2021-03-05,FB,0,1140.0,-830.0
2021-03-07,OD,1,30.0,-1030.0
2021-03-08,FB,0,3520.0,-3185.0
2021-03-08,OD,1,965.0,425.0
2021-03-09,RV,1,245.0,2880.0
2021-03-09,B2,1,220.0,2270.0
2021-03-09,FB,1,235.0,2140.0
2021-03-09,OD,0,980.0,-740.0
2021-03-10,OD,1,740.0,2385.0
2021-03-11,OD,0,1255.0,-1000.0
2021-03-14,OD,1,0.0,165.0
2021-03-15,OD,1,390.0,1680.0
2021-03-16,FB,1,260.0,-665.0
2021-03-16,B2,0,385.0,50.0
2021-03-16,B2,0,2290.0,-1355.0
2021-03-16,OD,0,1320.0,-1060.0
2021-03-17,RV,1,775.0,660.0
2021-03-17,RV,1,1045.0,2275.0
2021-03-17,OD,1,10.0,45.0
2021-03-18,OD,0,685.0,-350.0
2021-03-19,RV,1,730.0,-440.0
2021-03-21,OD,1,640.0,1810.0
2021-03-22,RV,1,715.0,1690.0
2021-03-22,FB,1,20.0,3030.0
2021-03-22,B2,1,420.0,1255.0
2021-03-22,OD,0,405.0,-310.0
2021-03-23,RV,0,2230.0,-2030.0
2021-03-23,OD,1,25.0,370.0
2021-03-24,RV,0,1770.0,-875.0
2021-03-24,OD,0,545.0,-535.0
2021-03-25,RV,1,415.0,2400.0
2021-03-25,OD,1,460.0,1175.0
2021-03-26,FB,1,415.0,-100.0
2021-03-26,RV,0,1760.0,-135.0
2021-03-28,OD,0,1655.0,-1460.0
2021-03-29,FB,0,1090.0,-985.0
2021-03-29,OD,0,925.0,-870.0
2021-03-30,OD,0,70.0,15.0
2021-03-31,RV,1,15.0,1860.0
2021-03-31,FB,1,90.0,1405.0
2021-03-31,OD,1,75.0,1170.0
2021-04-01,RV,0,595.0,-55.0
2021-04-01,FB,0,625.0,-120.0
2021-04-01,OD,0,15.0,310.0
2021-04-04,OD,0,55.0,40.0
2021-04-05,FB,1,395.0,2490.0
2021-04-05,RV,1,375.0,795.0
2021-04-05,OD,0,685.0,-665.0
2021-04-06,RV,1,650.0,600.0
2021-04-06,FB,0,1855.0,-1795.0
2021-04-06,B2,0,455.0,75.0
2021-04-06,OD,0,740.0,-670.0
2021-04-07,FB,0,880.0,95.0
2021-04-07,OD,1,35.0,1660.0
2021-04-08,OD,1,80.0,375.0
2021-04-09,RV,0,1165.0,-795.0
2021-04-11,OD,0,675.0,-340.0
2021-04-12,RV,0,1350.0,-255.0
2021-04-12,FB,0,755.0,-470.0
2021-04-12,OD,0,205.0,-155.0
2021-04-13,RV,1,950.0,1130.0
2021-04-13,FB,0,835.0,120.0
2021-04-13,OD,0,160.0,5.0
2021-04-14,RV,1,215.0,1590.0
2021-04-14,RV,1,280.0,500.0
2021-04-14,OD,0,630.0,-595.0
2021-04-15,RV,1,730.0,915.0
2021-04-15,FB,0,910.0,635.0
2021-04-15,B2,0,910.0,355.0
2021-04-15,OD,0,530.0,-465.0
2021-04-18,OD,1,500.0,435.0
2021-04-19,B2,1,320.0,1585.0
2021-04-19,B2,0,1020.0,-775.0
2021-04-19,OD,0,355.0,-235.0
2021-04-20,FB,0,2155.0,-1960.0
2021-04-20,RV,1,130.0,465.0
2021-04-20,B2,0,990.0,715.0
2021-04-20,OD,0,805.0,-520.0
2021-04-21,RV,1,855.0,1415.0
2021-04-21,FB,1,605.0,1295.0
2021-04-21,B2,1,90.0,1175.0
2021-04-21,OD,0,295.0,320.0
2021-04-22,FB,0,790.0,-620.0
2021-04-22,B2,1,300.0,365.0
2021-04-22,OD,0,640.0,-435.0
2021-04-23,FB,1,180.0,2460.0
2021-04-25,OD,0,385.0,-195.0
2021-04-26,FB,1,695.0,1205.0
2021-04-26,B2,0,620.0,610.0
2021-04-26,OD,0,25.0,285.0
2021-04-27,B2,0,1225.0,-765.0
2021-04-27,RV,0,765.0,-335.0
2021-04-27,OD,0,325.0,-190.0
2021-04-28,OD,1,40.0,775.0
2021-04-29,B2,1,10.0,695.0
2021-04-29,OD,0,810.0,-790.0
2021-04-30,RV,0,1430.0,-270.0
2021-04-30,RV,1,500.0,915.0
2021-05-02,OD,0,130.0,-55.0
2021-05-03,RV,0,3020.0,-2760.0
2021-05-03,OD,0,865.0,-855.0
2021-05-04,B2,1,40.0,1030.0
2021-05-04,RV,0,1145.0,-755.0
2021-05-04,OD,1,150.0,365.0
2021-05-05,OD,0,615.0,-305.0
2021-05-06,RV,1,25.0,2160.0
2021-05-06,B2,0,3285.0,-2930.0
2021-05-06,RV,1,425.0,-1560.0
2021-05-06,OD,0,220.0,5.0
2021-05-09,OD,0,400.0,-290.0
2021-05-10,OD,0,3130.0,-1975.0
2021-05-11,RV,0,2310.0,-1530.0
2021-05-11,OD,0,1025.0,-680.0
2021-05-12,B2,1,1215.0,750.0
2021-05-12,OD,1,475.0,-30.0
2021-05-13,FB,0,4050.0,-3695.0
2021-05-13,B2,1,500.0,1935.0
2021-05-13,OD,1,590.0,1650.0
2021-05-14,FB,1,80.0,1620.0
2021-05-16,OD,0,875.0,-705.0
2021-05-17,OD,1,0.0,1615.0
2021-05-18,RV,0,2485.0,-2430.0
2021-05-18,OD,0,1580.0,-1415.0
2021-05-19,RV,0,2220.0,-1775.0
2021-05-19,RV,0,2055.0,-1335.0
2021-05-19,OD,1,190.0,325.0
2021-05-20,FB,1,85.0,3010.0
2021-05-20,RV,1,0.0,1480.0
2021-05-20,B2,1,180.0,1665.0
2021-05-20,OD,1,0.0,290.0
2021-05-21,RV,0,1615.0,-1350.0
2021-05-21,RV,0,535.0,-180.0
2021-05-23,OD,1,530.0,330.0
2021-05-24,RV,1,10.0,1725.0
2021-05-24,FB,1,40.0,900.0
2021-05-24,OD,1,640.0,1320.0
2021-05-25,RV,0,385.0,235.0
2021-05-25,OD,0,380.0,-50.0
2021-05-26,OD,0,485.0,-415.0
2021-05-27,FB,0,935.0,-265.0
2021-05-27,OD,0,200.0,-135.0
2021-05-28,FB,0,480.0,-240.0
2021-05-30,OD,0,510.0,-440.0
2021-05-31,OD,0,195.0,-55.0
2021-06-01,FB,0,955.0,-610.0
2021-06-01,RV,1,300.0,390.0
2021-06-01,RV,0,1085.0,-845.0
2021-06-01,OD,0,35.0,235.0
2021-06-02,FB,0,940.0,-785.0
2021-06-02,B2,0,1725.0,-1430.0
2021-06-02,OD,0,55.0,190.0
2021-06-03,RV,0,1680.0,-425.0
2021-06-03,B2,0,670.0,-505.0
2021-06-03,FB,0,675.0,-240.0
2021-06-03,OD,0,840.0,-770.0
2021-06-04,FB,1,0.0,2640.0
2021-06-06,OD,0,680.0,-495.0
2021-06-07,OD,0,75.0,245.0
2021-06-08,OD,0,350.0,-55.0
2021-06-09,OD,0,145.0,-110.0
2021-06-10,OD,0,155.0,-30.0
2021-06-13,OD,0,185.0,-155.0
2021-06-14,RV,0,810.0,-375.0
2021-06-14,FB,0,160.0,345.0
2021-06-14,OD,0,115.0,375.0
2021-06-15,OD,0,165.0,-35.0
2021-06-16,FB,0,720.0,-635.0
2021-06-16,RV,0,1015.0,-930.0
2021-06-16,RV,0,2925.0,-2750.0
2021-06-17,B2,1,495.0,1265.0
2021-06-17,RV,1,760.0,1365.0
2021-06-17,B2,0,2000.0,390.0
2021-06-17,OD,0,440.0,-40.0
2021-06-18,B2,0,1160.0,-1050.0
2021-06-20,OD,0,660.0,-655.0
2021-06-21,RV,0,1515.0,-970.0
2021-06-21,OD,0,385.0,-345.0
2021-06-22,FB,1,150.0,875.0
2021-06-22,OD,0,160.0,390.0
2021-06-23,RV,0,1145.0,-565.0
2021-06-23,FB,0,1105.0,-1055.0
2021-06-23,OD,1,45.0,1330.0
2021-06-24,RV,0,285.0,335.0
2021-06-24,FB,0,1335.0,-885.0
2021-06-24,B2,0,675.0,-515.0
2021-06-24,B2,0,1115.0,-580.0
2021-06-24,OD,0,530.0,-45.0
2021-06-25,RV,0,315.0,-35.0
2021-06-27,OD,0,535.0,-495.0
2021-06-28,FB,0,525.0,290.0
2021-06-28,B2,0,465.0,190.0
2021-06-28,OD,0,525.0,-425.0
2021-06-29,FB,0,790.0,610.0
2021-06-29,B2,0,160.0,355.0
2021-06-29,RV,0,445.0,545.0
2021-06-29,OD,0,90.0,-85.0
2021-06-30,OD,0,115.0,25.0
2021-07-01,RV,1,60.0,905.0
2021-07-01,RV,0,660.0,-480.0
2021-07-01,OD,0,295.0,-235.0
2021-07-02,B2,0,640.0,655.0
2021-07-02,FB,0,285.0,380.0
2021-07-04,OD,0,345.0,-255.0
2021-07-05,OD,0,125.0,-75.0
2021-07-06,RV,0,950.0,-625.0
2021-07-06,FB,0,940.0,-555.0
2021-07-06,B2,0,2415.0,-1635.0
2021-07-06,RV,0,1675.0,-1670.0
2021-07-06,B2,0,260.0,445.0
2021-07-06,OD,0,250.0,150.0
2021-07-07,OD,0,495.0,-460.0
2021-07-08,RV,0,2470.0,-2055.0
2021-07-08,OD,0,665.0,-660.0
2021-07-09,FB,1,105.0,650.0
2021-07-11,OD,0,410.0,-340.0
2021-07-12,OD,0,280.0,-275.0
2021-07-13,RV,0,2255.0,-2185.0
2021-07-13,FB,1,0.0,-1790.0
2021-07-13,B2,0,1910.0,-1815.0
2021-07-13,OD,0,595.0,-380.0
2021-07-14,RV,0,675.0,-285.0
2021-07-14,B2,0,1220.0,-810.0
2021-07-14,OD,1,540.0,245.0
2021-07-15,RV,1,55.0,2265.0
2021-07-15,B2,1,770.0,300.0
2021-07-15,OD,0,785.0,235.0
2021-07-16,RV,1,365.0,1040.0
2021-07-18,OD,0,860.0,-675.0
2021-07-19,RV,1,1160.0,755.0
2021-07-19,OD,1,155.0,180.0
2021-07-20,RV,0,1750.0,-1735.0
2021-07-20,FB,1,135.0,1380.0
2021-07-20,B2,1,165.0,1090.0
2021-07-20,B2,0,1315.0,-590.0
2021-07-20,OD,0,680.0,-655.0
2021-07-21,FB,1,230.0,840.0
2021-07-21,B2,1,910.0,1010.0
2021-07-21,OD,0,70.0,430.0
2021-07-22,FB,0,550.0,540.0
2021-07-22,B2,0,1285.0,-525.0
2021-07-22,RV,0,390.0,595.0
2021-07-22,OD,0,220.0,-90.0
2021-07-23,RV,1,115.0,1275.0
2021-07-23,B2,1,75.0,1340.0
2021-07-23,FB,1,345.0,1810.0
2021-07-23,RV,1,35.0,1055.0
2021-07-23,B2,0,110.0,340.0
2021-07-25,OD,0,340.0,-270.0
2021-07-26,RV,0,345.0,280.0
2021-07-26,FB,0,605.0,-90.0
2021-07-26,OD,0,515.0,-365.0
2021-07-27,B2,1,275.0,815.0
2021-07-27,RV,1,20.0,960.0
2021-07-27,RV,0,1475.0,-875.0
2021-07-27,OD,0,275.0,-145.0
2021-07-28,RV,1,105.0,1420.0
2021-07-28,OD,0,680.0,-570.0
2021-07-29,FB,0,410.0,25.0
2021-07-29,B2,0,2820.0,-2600.0
2021-07-29,OD,0,1265.0,-970.0
2021-07-30,FB,1,35.0,575.0
2021-07-30,RV,0,755.0,135.0
2021-08-01,OD,1,225.0,520.0
2021-08-02,B2,0,1300.0,-800.0
2021-08-02,OD,0,370.0,-230.0
2021-08-03,B2,0,3090.0,-2430.0
2021-08-03,RV,0,2225.0,-1565.0
2021-08-03,FB,0,525.0,-145.0
2021-08-03,OD,0,225.0,345.0
2021-08-04,FB,0,1060.0,-755.0
2021-08-04,OD,0,125.0,-60.0
2021-08-05,RV,0,425.0,545.0
2021-08-05,FB,0,545.0,560.0
2021-08-05,OD,0,355.0,-260.0
2021-08-06,RV,0,60.0,585.0
2021-08-06,RV,0,130.0,300.0
2021-08-08,OD,1,535.0,1375.0
2021-08-09,OD,0,490.0,-435.0
2021-08-10,RV,0,750.0,130.0
2021-08-10,OD,0,270.0,-45.0
2021-08-11,OD,0,175.0,-90.0
2021-08-12,B2,0,1980.0,-1935.0
2021-08-12,RV,0,1305.0,-1000.0
2021-08-12,OD,0,220.0,130.0
2021-08-13,B2,0,165.0,180.0
2021-08-13,FB,0,270.0,195.0
2021-08-13,RV,0,815.0,-320.0
2021-08-13,B2,0,390.0,275.0
2021-08-15,OD,0,470.0,-375.0
2021-08-16,RV,0,3150.0,-2955.0
2021-08-16,RV,0,1320.0,-810.0
2021-08-16,OD,0,555.0,-470.0
2021-08-17,RV,1,735.0,1545.0
2021-08-17,OD,1,280.0,525.0
2021-08-18,FB,0,790.0,-580.0
2021-08-18,RV,0,105.0,355.0
2021-08-18,OD,0,350.0,-175.0
2021-08-19,RV,0,2020.0,-965.0
2021-08-19,RV,1,215.0,1380.0
2021-08-19,OD,0,365.0,-205.0
2021-08-20,FB,1,15.0,1085.0
2021-08-20,B2,1,65.0,1210.0
2021-08-22,OD,0,275.0,380.0
2021-08-23,RV,1,10.0,1680.0
2021-08-23,FB,1,140.0,2435.0
2021-08-23,B2,0,95.0,565.0
2021-08-23,OD,1,125.0,590.0
2021-08-24,FB,0,395.0,-110.0
2021-08-24,RV,0,595.0,140.0
2021-08-24,OD,0,140.0,420.0
2021-08-25,RV,0,1110.0,-865.0
2021-08-25,OD,0,475.0,-370.0
2021-08-26,RV,0,1535.0,-980.0
2021-08-26,RV,1,595.0,615.0
2021-08-26,OD,1,370.0,690.0
2021-08-27,RV,0,2435.0,-1275.0
2021-08-27,FB,0,1215.0,155.0
2021-08-29,OD,0,195.0,-135.0
2021-08-30,B2,1,100.0,1455.0
2021-08-30,FB,1,50.0,1820.0
2021-08-30,OD,1,295.0,1375.0
2021-08-31,RV,0,605.0,-185.0
2021-08-31,OD,1,200.0,495.0
2021-09-01,RV,0,60.0,245.0
2021-09-01,FB,0,755.0,-315.0
2021-09-01,OD,0,240.0,785.0
2021-09-02,B2,0,815.0,-645.0
2021-09-02,OD,0,110.0,175.0
2021-09-03,RV,0,730.0,365.0
2021-09-05,OD,0,330.0,585.0
2021-09-06,OD,0,150.0,-115.0
2021-09-07,RV,0,190.0,730.0
2021-09-07,RV,0,905.0,-620.0
2021-09-07,OD,0,155.0,190.0
2021-09-08,B2,0,695.0,-340.0
2021-09-08,RV,0,750.0,-435.0
2021-09-08,OD,0,610.0,-565.0
2021-09-09,OD,1,80.0,1220.0
2021-09-12,OD,0,430.0,-340.0
2021-09-13,B2,0,1565.0,-1505.0
2021-09-13,OD,0,260.0,-125.0
2021-09-14,OD,0,340.0,-245.0
2021-09-15,FB,0,35.0,225.0
2021-09-15,OD,0,270.0,-265.0
2021-09-16,RV,0,1645.0,-1310.0
2021-09-16,B2,0,1880.0,-1545.0
2021-09-16,OD,0,630.0,215.0
2021-09-17,B2,1,660.0,150.0
2021-09-17,RV,1,75.0,1405.0
2021-09-19,OD,0,430.0,-235.0
2021-09-20,RV,1,110.0,1920.0
2021-09-20,RV,1,185.0,1960.0
2021-09-20,B2,1,15.0,485.0
2021-09-20,OD,1,250.0,1760.0
2021-09-21,OD,1,1265.0,1890.0
2021-09-22,RV,1,20.0,1055.0
2021-09-22,FB,1,115.0,1425.0
2021-09-22,B2,1,950.0,-310.0
2021-09-22,RV,0,2090.0,145.0
2021-09-22,OD,1,400.0,1465.0
2021-09-23,FB,0,1060.0,355.0
2021-09-23,B2,0,285.0,-110.0
2021-09-23,OD,0,715.0,-585.0
2021-09-24,FB,1,115.0,1240.0
2021-09-24,RV,0,195.0,765.0
2021-09-26,OD,1,105.0,1220.0
2021-09-27,B2,0,2015.0,-1415.0
2021-09-27,RV,0,1360.0,-1220.0
2021-09-27,OD,0,645.0,-600.0
2021-09-28,B2,0,1800.0,525.0
2021-09-28,OD,1,430.0,295.0
2021-09-29,RV,1,465.0,1730.0
2021-09-29,RV,0,415.0,150.0
2021-09-29,OD,1,160.0,1435.0
2021-09-30,FB,0,1540.0,-970.0
2021-09-30,RV,0,3010.0,-2615.0
2021-09-30,B2,1,2020.0,890.0
2021-09-30,OD,0,2915.0,-2300.0
2021-10-01,RV,0,2420.0,-1940.0
2021-10-03,OD,0,615.0,-615.0
2021-10-04,B2,1,310.0,1115.0
2021-10-04,RV,1,85.0,440.0
2021-10-04,B2,0,1560.0,-1280.0
2021-10-04,OD,0,1265.0,-1150.0
2021-10-05,FB,1,400.0,3440.0
2021-10-05,B2,1,250.0,1535.0
2021-10-05,OD,0,785.0,-525.0
2021-10-06,RV,1,2520.0,965.0
2021-10-06,FB,0,2330.0,430.0
2021-10-06,OD,1,290.0,675.0
2021-10-07,FB,0,1160.0,-965.0
2021-10-07,B2,0,2130.0,-1575.0
2021-10-07,OD,0,480.0,-320.0
2021-10-10,OD,0,800.0,-115.0
2021-10-11,FB,1,185.0,235.0
2021-10-11,RV,0,2030.0,-1545.0
2021-10-11,OD,0,660.0,-430.0
2021-10-12,RV,0,1275.0,160.0
2021-10-12,OD,0,325.0,-5.0
2021-10-13,RV,1,125.0,460.0
2021-10-13,OD,1,90.0,1655.0
2021-10-14,FB,0,30.0,465.0
2021-10-14,OD,0,750.0,-630.0
2021-10-15,RV,0,500.0,440.0
2021-10-15,B2,1,290.0,1020.0
2021-10-17,OD,0,1245.0,-1155.0
2021-10-18,RV,1,245.0,1155.0
2021-10-18,FB,1,560.0,1995.0
2021-10-18,OD,0,40.0,70.0
2021-10-19,RV,0,320.0,545.0
2021-10-19,FB,0,205.0,20.0
2021-10-19,OD,0,565.0,-405.0
2021-10-20,B2,0,260.0,255.0
2021-10-20,OD,0,390.0,-75.0
2021-10-21,RV,1,100.0,1320.0
2021-10-21,FB,1,295.0,615.0
2021-10-21,B2,0,245.0,20.0
2021-10-21,OD,1,430.0,690.0
2021-10-22,RV,0,1370.0,-335.0
2021-10-24,OD,1,465.0,1145.0
2021-10-25,FB,0,2035.0,-1355.0
2021-10-25,RV,1,260.0,2090.0
2021-10-25,OD,1,85.0,1455.0
2021-10-26,RV,0,2120.0,-1985.0
2021-10-26,FB,0,2650.0,-2455.0
2021-10-26,B2,0,1875.0,-1445.0
2021-10-26,OD,0,625.0,-615.0
2021-10-27,FB,1,330.0,1580.0
2021-10-27,B2,1,715.0,1240.0
2021-10-27,B2,0,1715.0,-1135.0
2021-10-27,OD,0,375.0,-200.0
2021-10-28,FB,0,550.0,460.0
2021-10-28,RV,0,1245.0,-905.0
2021-10-28,OD,0,665.0,-360.0
2021-10-29,RV,1,290.0,1265.0
2021-10-29,FB,1,610.0,1755.0
2021-10-31,OD,0,160.0,50.0
2021-11-01,RV,0,755.0,-80.0
2021-11-01,OD,0,595.0,-515.0
2021-11-02,RV,0,765.0,-85.0
2021-11-02,FB,0,1340.0,-595.0
2021-11-02,B2,0,720.0,360.0
2021-11-02,OD,0,170.0,165.0
2021-11-03,RV,1,275.0,1770.0
2021-11-03,OD,0,310.0,-215.0
2021-11-04,FB,1,195.0,1265.0
2021-11-04,OD,0,455.0,-205.0
2021-11-05,FB,0,2475.0,-1630.0
2021-11-05,B2,0,1255.0,-315.0
2021-11-05,RV,0,510.0,-5.0
2021-11-07,OD,0,850.0,600.0
2021-11-08,OD,1,255.0,1310.0
2021-11-09,RV,1,660.0,1690.0
2021-11-09,B2,1,800.0,515.0
2021-11-09,RV,0,445.0,460.0
2021-11-09,OD,0,950.0,-835.0
2021-11-10,RV,1,970.0,2565.0
2021-11-10,OD,0,675.0,-540.0
2021-11-11,OD,0,360.0,-280.0
2021-11-12,RV,1,480.0,2150.0
2021-11-12,FB,1,125.0,1045.0
2021-11-12,B2,0,515.0,435.0
2021-11-14,OD,0,450.0,-370.0
2021-11-15,OD,0,215.0,105.0
2021-11-16,B2,1,1035.0,840.0
2021-11-16,FB,1,155.0,1810.0
2021-11-16,OD,0,685.0,-505.0
2021-11-17,RV,1,410.0,-165.0
2021-11-17,B2,1,125.0,55.0
2021-11-17,FB,0,1215.0,-995.0
2021-11-17,B2,0,1135.0,-635.0
2021-11-17,OD,1,0.0,1510.0
2021-11-18,RV,1,575.0,1845.0
2021-11-18,FB,0,1050.0,-685.0
2021-11-18,B2,1,50.0,990.0
2021-11-18,OD,1,70.0,1310.0
2021-11-19,RV,0,1320.0,-940.0
2021-11-19,FB,0,1475.0,-1020.0
2021-11-19,B2,0,1690.0,-735.0
2021-11-21,OD,0,0.0,155.0
2021-11-22,RV,1,165.0,875.0
2021-11-22,FB,0,1850.0,-1740.0
2021-11-22,B2,0,205.0,215.0
2021-11-22,B2,1,465.0,1490.0
2021-11-22,OD,0,1685.0,-1280.0
2021-11-23,RV,1,145.0,3055.0
2021-11-23,B2,1,525.0,-370.0
2021-11-23,RV,1,755.0,900.0
2021-11-23,B2,1,750.0,1605.0
2021-11-23,RV,0,1960.0,-1265.0
2021-11-23,OD,1,670.0,335.0
2021-11-24,B2,1,520.0,1440.0
2021-11-24,FB,0,1095.0,-485.0
2021-11-24,B2,0,1360.0,770.0
2021-11-24,OD,1,75.0,1270.0
2021-11-25,OD,0,1215.0,-1005.0
2021-11-26,RV,1,1415.0,1590.0
2021-11-26,RV,1,100.0,1590.0
2021-11-28,OD,0,860.0,-465.0
2021-11-29,FB,1,280.0,2585.0
2021-11-29,B2,1,125.0,2155.0
2021-11-29,OD,0,510.0,-445.0
2021-11-30,RV,1,70.0,-4625.0
2021-11-30,FB,0,4430.0,-4330.0
2021-11-30,B2,1,585.0,-1730.0
2021-11-30,OD,1,300.0,2325.0
2021-12-01,FB,0,1575.0,-810.0
2021-12-01,RV,1,210.0,3555.0
2021-12-01,OD,1,655.0,-315.0
2021-12-02,RV,1,1730.0,960.0
2021-12-02,OD,1,1680.0,-240.0
2021-12-03,RV,1,1100.0,1180.0
2021-12-03,B2,1,1365.0,-1585.0
2021-12-05,OD,1,5.0,395.0
2021-12-06,RV,1,310.0,-3235.0
2021-12-06,OD,1,5.0,1945.0
2021-12-07,FB,1,640.0,1245.0
2021-12-07,OD,1,130.0,805.0
2021-12-08,B2,0,2470.0,-2285.0
2021-12-08,OD,0,150.0,-35.0
2021-12-09,OD,0,620.0,-565.0
2021-12-12,OD,0,65.0,55.0
2021-12-13,RV,0,990.0,-290.0
2021-12-13,OD,0,570.0,-20.0
2021-12-14,B2,1,590.0,-2885.0
2021-12-14,OD,0,765.0,-230.0
2021-12-15,RV,1,145.0,2455.0
2021-12-15,B2,1,840.0,3660.0
2021-12-15,OD,1,545.0,2180.0
2021-12-16,OD,1,5.0,-620.0
2021-12-17,RV,1,315.0,-2305.0
2021-12-17,FB,1,510.0,-145.0
2021-12-17,B2,1,750.0,240.0
2021-12-19,OD,1,95.0,-930.0
2021-12-20,RV,1,90.0,1760.0
2021-12-20,RV,1,570.0,-1110.0
2021-12-20,OD,1,720.0,1885.0
2021-12-21,RV,1,60.0,685.0
2021-12-21,RV,0,2625.0,-2195.0
2021-12-21,FB,1,120.0,1900.0
2021-12-21,OD,0,575.0,-420.0
2021-12-22,FB,1,610.0,1840.0
2021-12-22,B2,1,1555.0,1250.0
2021-12-22,OD,0,300.0,-270.0
2021-12-23,RV,1,700.0,770.0
2021-12-23,B2,1,250.0,1140.0
2021-12-23,FB,1,250.0,1480.0
2021-12-26,OD,0,575.0,-380.0
2021-12-27,RV,1,560.0,1710.0
2021-12-27,FB,1,125.0,1840.0
2021-12-27,B2,0,190.0,560.0
2021-12-27,OD,1,235.0,1540.0
2021-12-28,RV,0,1885.0,-1215.0
2021-12-28,B2,0,1505.0,-210.0
2021-12-28,OD,0,715.0,-640.0
2021-12-29,FB,0,2480.0,-1930.0
2021-12-29,OD,1,25.0,1380.0
2021-12-30,FB,0,1060.0,-910.0
2021-12-30,B2,0,2925.0,-2600.0
2021-12-30,OD,0,1315.0,-585.0
2021-12-31,RV,0,335.0,110.0
2022-01-02,OD,0,140.0,-10.0
2022-01-03,RV,0,3470.0,-1530.0
2022-01-03,RV,0,2180.0,-2005.0
2022-01-03,OD,1,120.0,640.0
2022-01-04,RV,1,440.0,-755.0
2022-01-04,OD,0,535.0,-365.0
2022-01-05,RV,1,690.0,800.0
2022-01-05,B2,1,1310.0,2655.0
2022-01-05,B2,1,380.0,1580.0
2022-01-05,OD,0,2415.0,-2340.0
2022-01-06,RV,1,690.0,2610.0
2022-01-06,RV,0,1675.0,75.0
2022-01-06,OD,0,940.0,-900.0
2022-01-07,RV,0,1370.0,-585.0
2022-01-09,OD,1,55.0,1875.0
2022-01-10,RV,1,830.0,-3580.0
2022-01-10,OD,1,920.0,1915.0
2022-01-11,B2,1,115.0,5125.0
2022-01-11,RV,1,755.0,1540.0
2022-01-11,FB,1,405.0,900.0
2022-01-11,OD,1,445.0,640.0
2022-01-12,B2,0,1085.0,-145.0
2022-01-12,OD,0,1225.0,-1155.0
2022-01-13,B2,1,1790.0,2090.0
2022-01-13,RV,1,115.0,3395.0
2022-01-13,B2,1,145.0,2805.0
2022-01-13,OD,0,1665.0,-1550.0
2022-01-14,RV,1,1905.0,-1160.0
2022-01-16,OD,1,1375.0,860.0
2022-01-17,OD,0,1685.0,-1550.0
2022-01-18,RV,0,2035.0,-140.0
2022-01-18,B2,1,1750.0,275.0
2022-01-18,OD,0,2010.0,-1495.0
2022-01-19,RV,1,2460.0,265.0
2022-01-19,OD,1,885.0,1970.0
2022-01-20,B2,1,1185.0,-2375.0
2022-01-20,FB,1,1240.0,-985.0
2022-01-20,OD,0,2515.0,-1795.0
2022-01-21,RV,1,170.0,3335.0
2022-01-21,RV,1,3110.0,4010.0
2022-01-23,OD,0,1030.0,-1020.0
