date,strat,tp,mae_pre,flat_pnl
2022-01-24,RV,1,725.0,7380.0
2022-01-24,OD,0,3815.0,-3405.0
2022-01-25,B2,1,235.0,3185.0
2022-01-25,OD,1,465.0,495.0
2022-01-26,FB,1,1670.0,510.0
2022-01-26,OD,0,3835.0,-3405.0
2022-01-28,FB,1,0.0,390.0
2022-01-28,B2,1,3945.0,3445.0
2022-01-30,OD,1,625.0,2330.0
2022-01-31,FB,1,160.0,3125.0
2022-01-31,B2,1,795.0,2280.0
2022-01-31,OD,0,855.0,-700.0
2022-02-01,OD,1,155.0,2250.0
2022-02-02,B2,0,3150.0,-2150.0
2022-02-02,OD,1,810.0,-100.0
2022-02-03,RV,1,80.0,130.0
2022-02-03,OD,1,1395.0,-225.0
2022-02-04,FB,1,10.0,1560.0
2022-02-06,OD,1,685.0,1755.0
2022-02-07,OD,0,1555.0,-1470.0
2022-02-08,RV,1,445.0,790.0
2022-02-08,FB,1,355.0,1315.0
2022-02-08,B2,1,600.0,1095.0
2022-02-08,OD,1,435.0,250.0
2022-02-09,FB,0,350.0,350.0
2022-02-09,OD,0,780.0,-670.0
2022-02-10,RV,0,3285.0,-1965.0
2022-02-10,RV,0,3135.0,-2850.0
2022-02-10,RV,0,3050.0,-2980.0
2022-02-10,OD,0,1320.0,-1110.0
2022-02-11,RV,1,255.0,2875.0
2022-02-11,B2,1,545.0,2190.0
2022-02-11,RV,1,265.0,2275.0
2022-02-13,OD,0,1755.0,-1575.0
2022-02-14,FB,1,775.0,-3255.0
2022-02-14,OD,1,555.0,-760.0
2022-02-15,OD,1,290.0,1650.0
2022-02-16,B2,0,4155.0,-3760.0
2022-02-16,RV,0,2335.0,-1940.0
2022-02-16,OD,0,1060.0,-950.0
2022-02-18,RV,1,205.0,2710.0
2022-02-18,B2,1,1220.0,1430.0
2022-02-21,OD,1,190.0,-630.0
2022-02-22,RV,1,970.0,-3035.0
2022-02-22,FB,1,280.0,-2865.0
2022-02-22,OD,1,1040.0,1835.0
2022-02-23,B2,1,430.0,1710.0
2022-02-23,B2,1,170.0,2010.0
2022-02-23,OD,0,2365.0,-2175.0
2022-02-24,RV,1,25.0,-3035.0
2022-02-24,OD,1,0.0,-1405.0
2022-02-27,OD,1,185.0,125.0
2022-02-28,FB,1,205.0,-975.0
2022-02-28,RV,1,2225.0,2255.0
2022-02-28,OD,1,1585.0,-470.0
2022-03-01,OD,0,1800.0,-1340.0
2022-03-02,RV,0,2490.0,-555.0
2022-03-02,B2,1,30.0,505.0
2022-03-02,FB,0,405.0,505.0
2022-03-02,OD,0,475.0,90.0
2022-03-03,B2,1,90.0,1725.0
2022-03-03,OD,1,5045.0,-920.0
2022-03-04,RV,1,160.0,2325.0
2022-03-04,RV,1,1365.0,1840.0
2022-03-06,OD,1,1650.0,-140.0
2022-03-07,RV,1,225.0,2665.0
2022-03-07,OD,1,430.0,-85.0
2022-03-08,RV,1,2010.0,-2240.0
2022-03-08,FB,1,840.0,-3805.0
2022-03-08,B2,1,795.0,-7205.0
2022-03-08,OD,1,140.0,3295.0
2022-03-09,FB,1,1705.0,1280.0
2022-03-09,OD,0,1170.0,-1055.0
2022-03-10,OD,0,1970.0,-1565.0
2022-03-13,OD,1,80.0,-270.0
2022-03-14,B2,0,1295.0,-380.0
2022-03-14,OD,0,1155.0,-465.0
2022-03-15,FB,1,450.0,85.0
2022-03-15,RV,1,450.0,2680.0
2022-03-15,B2,1,430.0,2765.0
2022-03-15,OD,1,430.0,2410.0
2022-03-16,FB,0,3905.0,-3675.0
2022-03-16,B2,1,145.0,4950.0
2022-03-16,OD,0,1080.0,-720.0
2022-03-17,FB,1,510.0,1855.0
2022-03-17,B2,1,1285.0,-405.0
2022-03-17,OD,0,1170.0,-935.0
2022-03-18,RV,1,430.0,3000.0
2022-03-18,FB,1,175.0,3115.0
2022-03-20,OD,0,1295.0,-1285.0
2022-03-21,RV,0,3505.0,-3165.0
2022-03-21,RV,1,440.0,1095.0
2022-03-21,FB,0,3030.0,-2260.0
2022-03-21,B2,1,3040.0,1185.0
2022-03-21,OD,1,1355.0,1330.0
2022-03-22,FB,1,245.0,1895.0
2022-03-22,RV,1,275.0,1895.0
2022-03-22,OD,0,595.0,-175.0
2022-03-23,RV,1,1070.0,570.0
2022-03-23,B2,1,1310.0,330.0
2022-03-23,B2,0,2180.0,-1810.0
2022-03-23,OD,1,635.0,580.0
2022-03-24,FB,1,335.0,2030.0
2022-03-24,OD,1,580.0,675.0
2022-03-25,B2,0,2875.0,-2665.0
2022-03-25,RV,0,1800.0,-520.0
2022-03-27,OD,0,1115.0,-970.0
2022-03-28,RV,1,580.0,330.0
2022-03-28,B2,1,685.0,-2310.0
2022-03-28,FB,0,2400.0,-1760.0
2022-03-28,B2,1,40.0,2070.0
2022-03-28,OD,1,295.0,1605.0
2022-03-29,OD,0,880.0,-830.0
2022-03-30,FB,0,1380.0,-965.0
2022-03-30,OD,1,215.0,-3800.0
2022-04-01,RV,1,110.0,2500.0
2022-04-01,RV,0,1080.0,605.0
2022-04-03,OD,1,695.0,35.0
2022-04-04,FB,1,355.0,1605.0
2022-04-04,RV,1,825.0,1265.0
2022-04-04,B2,1,220.0,1470.0
2022-04-04,OD,0,380.0,-215.0
2022-04-05,B2,1,360.0,720.0
2022-04-05,RV,1,240.0,1940.0
2022-04-05,OD,0,1125.0,-1040.0
2022-04-06,RV,0,2790.0,-845.0
2022-04-06,OD,1,1420.0,1525.0
2022-04-07,RV,0,1960.0,-700.0
2022-04-07,B2,0,5510.0,-4955.0
2022-04-07,OD,1,615.0,1470.0
2022-04-08,B2,0,3365.0,-2240.0
2022-04-08,RV,1,535.0,1775.0
2022-04-10,OD,0,2005.0,-1770.0
2022-04-11,OD,0,1340.0,-1190.0
2022-04-12,OD,1,170.0,1955.0
2022-04-13,FB,1,625.0,2560.0
2022-04-13,RV,1,785.0,2115.0
2022-04-13,OD,1,335.0,655.0
2022-04-14,B2,1,805.0,1440.0
2022-04-14,B2,1,1335.0,1840.0
2022-04-14,RV,1,415.0,1355.0
2022-04-17,OD,1,1150.0,155.0
2022-04-18,FB,1,295.0,-2745.0
2022-04-18,B2,0,2550.0,395.0
2022-04-18,OD,0,645.0,-425.0
2022-04-19,RV,1,310.0,2405.0
2022-04-19,FB,1,55.0,2085.0
2022-04-19,B2,1,255.0,1510.0
2022-04-19,OD,1,900.0,2180.0
2022-04-20,B2,0,2335.0,-235.0
2022-04-20,OD,1,110.0,-95.0
2022-04-21,B2,0,4180.0,-4145.0
2022-04-21,OD,0,1915.0,-1430.0
2022-04-24,OD,0,1300.0,-1140.0
2022-04-25,RV,1,240.0,-185.0
2022-04-25,FB,0,1865.0,-1480.0
2022-04-25,OD,1,480.0,-145.0
2022-04-26,RV,1,1355.0,1850.0
2022-04-26,OD,1,500.0,2360.0
2022-04-27,RV,1,2485.0,3015.0
2022-04-27,B2,1,1470.0,1650.0
2022-04-27,FB,1,2380.0,-395.0
2022-04-27,B2,0,4595.0,-1060.0
2022-04-27,OD,1,645.0,2110.0
2022-04-28,RV,1,2025.0,3900.0
2022-04-28,B2,1,55.0,4600.0
2022-04-28,FB,1,490.0,2195.0
2022-04-28,OD,1,510.0,2240.0
2022-04-29,RV,0,4670.0,-4050.0
2022-04-29,B2,1,560.0,2745.0
2022-05-01,OD,1,1410.0,15.0
2022-05-02,RV,1,410.0,2880.0
2022-05-02,OD,1,215.0,2090.0
2022-05-03,FB,0,1490.0,-1365.0
2022-05-03,OD,0,640.0,-310.0
2022-05-04,B2,1,880.0,-990.0
2022-05-04,RV,0,2845.0,-2820.0
2022-05-04,OD,0,605.0,-545.0
2022-05-05,OD,0,1300.0,-1280.0
2022-05-06,B2,1,320.0,-3085.0
2022-05-08,OD,0,2100.0,-1575.0
2022-05-09,RV,1,325.0,2165.0
2022-05-09,OD,0,2460.0,-2210.0
2022-05-10,RV,1,240.0,-3310.0
2022-05-10,OD,1,635.0,1970.0
2022-05-11,RV,1,1340.0,-2145.0
2022-05-11,OD,1,1485.0,-435.0
2022-05-12,RV,1,3560.0,3930.0
2022-05-12,OD,1,15.0,3130.0
2022-05-13,RV,1,130.0,2340.0
2022-05-13,FB,1,1110.0,-1665.0
2022-05-15,OD,1,235.0,-855.0
2022-05-16,OD,1,365.0,1805.0
2022-05-17,OD,0,1045.0,-925.0
2022-05-18,B2,1,790.0,2100.0
2022-05-18,OD,1,1365.0,215.0
2022-05-19,FB,1,295.0,410.0
2022-05-19,OD,1,40.0,2060.0
2022-05-22,OD,1,40.0,-360.0
2022-05-23,FB,1,255.0,1040.0
2022-05-23,B2,1,865.0,1070.0
2022-05-23,OD,0,1400.0,-1060.0
2022-05-24,B2,1,20.0,1060.0
2022-05-24,RV,0,3465.0,-915.0
2022-05-24,B2,0,4025.0,-1475.0
2022-05-24,B2,0,3745.0,-2745.0
2022-05-24,OD,0,1525.0,-710.0
2022-05-25,FB,1,565.0,1920.0
2022-05-25,OD,1,615.0,-140.0
2022-05-26,RV,1,280.0,2510.0
2022-05-26,FB,1,205.0,4180.0
2022-05-26,B2,0,1890.0,-1415.0
2022-05-26,OD,0,1155.0,-675.0
2022-05-27,FB,1,355.0,1750.0
2022-05-30,OD,0,1395.0,-1155.0
2022-05-31,RV,0,2465.0,-2125.0
2022-05-31,B2,0,2800.0,-1715.0
2022-05-31,OD,0,840.0,-670.0
2022-06-01,FB,0,3820.0,-3815.0
2022-06-01,RV,0,770.0,-310.0
2022-06-01,OD,1,680.0,1880.0
2022-06-02,FB,1,150.0,3070.0
2022-06-02,RV,1,620.0,1115.0
2022-06-02,B2,1,225.0,1505.0
2022-06-02,OD,0,1595.0,-1420.0
2022-06-03,RV,0,1750.0,725.0
2022-06-05,OD,1,375.0,1650.0
2022-06-06,B2,0,2795.0,-1480.0
2022-06-06,OD,0,965.0,-610.0
2022-06-07,FB,1,195.0,2215.0
2022-06-07,RV,0,1980.0,630.0
2022-06-07,B2,1,2005.0,475.0
2022-06-07,OD,0,1000.0,-915.0
2022-06-08,FB,0,2280.0,-2235.0
2022-06-08,RV,1,410.0,295.0
2022-06-08,OD,0,1295.0,-1275.0
2022-06-09,OD,1,460.0,-5.0
2022-06-12,OD,0,1200.0,-1060.0
2022-06-13,RV,1,65.0,2335.0
2022-06-13,OD,1,365.0,2325.0
2022-06-14,B2,1,3275.0,-1145.0
2022-06-14,OD,1,55.0,255.0
2022-06-15,OD,1,15.0,180.0
2022-06-16,RV,1,785.0,1050.0
2022-06-16,OD,1,345.0,65.0
2022-06-19,OD,0,1210.0,-1120.0
2022-06-20,OD,1,185.0,1595.0
2022-06-21,RV,1,435.0,1330.0
2022-06-21,FB,1,135.0,-150.0
2022-06-21,OD,0,430.0,-245.0
2022-06-22,FB,1,685.0,3345.0
2022-06-22,RV,1,515.0,3400.0
2022-06-22,RV,0,3465.0,-2495.0
2022-06-22,OD,1,975.0,-20.0
2022-06-23,FB,0,2635.0,-2300.0
2022-06-23,OD,1,520.0,2350.0
2022-06-24,RV,1,235.0,2690.0
2022-06-24,FB,0,1340.0,-615.0
2022-06-24,RV,0,1610.0,40.0
2022-06-26,OD,1,785.0,1830.0
2022-06-27,B2,0,2285.0,-615.0
2022-06-27,OD,0,1055.0,-1015.0
2022-06-28,B2,1,1465.0,1655.0
2022-06-28,OD,0,440.0,-290.0
2022-06-29,RV,1,1180.0,180.0
2022-06-29,OD,0,1105.0,-1010.0
2022-07-01,RV,1,1150.0,2045.0
2022-07-03,OD,0,1545.0,-1370.0
2022-07-04,OD,0,1335.0,-1275.0
2022-07-05,RV,0,3220.0,-1640.0
2022-07-05,FB,1,2425.0,2090.0
2022-07-05,RV,1,520.0,2075.0
2022-07-05,RV,0,1040.0,-875.0
2022-07-05,OD,1,665.0,-55.0
2022-07-06,OD,1,975.0,435.0
2022-07-07,RV,1,245.0,1210.0
2022-07-07,B2,1,1035.0,1195.0
2022-07-07,FB,1,245.0,1755.0
2022-07-07,OD,0,705.0,-545.0
2022-07-10,OD,0,425.0,-300.0
2022-07-11,RV,0,2145.0,-1750.0
2022-07-11,OD,0,625.0,-400.0
2022-07-12,RV,0,4095.0,-3075.0
2022-07-12,FB,0,4095.0,-3750.0
2022-07-12,OD,1,230.0,430.0
2022-07-13,RV,0,2790.0,-910.0
2022-07-13,RV,0,2645.0,-2045.0
2022-07-13,OD,1,435.0,655.0
2022-07-14,B2,0,3870.0,-3590.0
2022-07-14,B2,1,1355.0,2300.0
2022-07-14,FB,0,370.0,275.0
2022-07-14,RV,1,15.0,315.0
2022-07-14,OD,0,555.0,-375.0
2022-07-15,B2,1,820.0,1295.0
2022-07-15,FB,0,1175.0,-135.0
2022-07-17,OD,1,740.0,1860.0
2022-07-18,OD,0,215.0,-145.0
2022-07-19,RV,1,1085.0,1660.0
2022-07-19,FB,1,40.0,3320.0
2022-07-19,B2,1,360.0,2190.0
2022-07-19,OD,0,425.0,10.0
2022-07-20,FB,1,535.0,2240.0
2022-07-20,RV,1,110.0,3100.0
2022-07-20,B2,0,2210.0,-745.0
2022-07-20,B2,1,305.0,-345.0
2022-07-20,OD,1,760.0,195.0
2022-07-21,RV,1,250.0,2780.0
2022-07-21,FB,0,1200.0,-415.0
2022-07-21,OD,0,515.0,-260.0
2022-07-22,FB,0,1350.0,-995.0
2022-07-22,B2,0,3360.0,-2555.0
2022-07-24,OD,1,650.0,1550.0
2022-07-25,B2,1,1635.0,-165.0
2022-07-25,RV,1,725.0,1735.0
2022-07-25,OD,0,495.0,105.0
2022-07-26,OD,1,115.0,490.0
2022-07-27,FB,1,260.0,1660.0
2022-07-27,B2,1,1290.0,2705.0
2022-07-27,OD,1,615.0,6280.0
2022-07-29,FB,0,2600.0,-2365.0
2022-07-31,OD,0,605.0,-80.0
2022-08-01,RV,1,285.0,1730.0
2022-08-01,FB,1,1535.0,-2580.0
2022-08-01,RV,0,2680.0,-2660.0
2022-08-01,OD,0,1405.0,-1380.0
2022-08-02,RV,0,2045.0,-365.0
2022-08-02,FB,0,1850.0,-405.0
2022-08-02,B2,0,1665.0,-1280.0
2022-08-02,OD,0,1240.0,-185.0
2022-08-03,FB,1,335.0,3325.0
2022-08-03,B2,1,1375.0,1585.0
2022-08-03,OD,0,190.0,40.0
2022-08-04,B2,0,560.0,550.0
2022-08-04,OD,0,100.0,90.0
2022-08-05,RV,0,2380.0,-1505.0
2022-08-07,OD,1,130.0,1225.0
2022-08-08,RV,1,280.0,735.0
2022-08-08,FB,0,1620.0,-1315.0
2022-08-08,B2,0,3575.0,-2480.0
2022-08-08,OD,0,700.0,-620.0
2022-08-09,B2,0,1810.0,-1390.0
2022-08-09,RV,1,325.0,1330.0
2022-08-09,RV,0,525.0,-345.0
2022-08-09,OD,0,680.0,-610.0
2022-08-10,OD,1,45.0,1575.0
2022-08-11,FB,0,3375.0,-3050.0
2022-08-11,OD,1,340.0,1220.0
2022-08-12,FB,1,15.0,1945.0
2022-08-14,OD,0,880.0,-700.0
2022-08-15,RV,1,955.0,1130.0
2022-08-15,FB,1,1525.0,810.0
2022-08-15,OD,0,395.0,-375.0
2022-08-16,B2,1,495.0,530.0
2022-08-16,RV,0,2485.0,-2330.0
2022-08-16,OD,0,130.0,-50.0
2022-08-17,RV,0,2625.0,-2605.0
2022-08-17,B2,0,2025.0,-1375.0
2022-08-17,OD,0,620.0,-525.0
2022-08-18,OD,0,680.0,-555.0
2022-08-19,RV,0,65.0,250.0
2022-08-21,OD,0,640.0,-380.0
2022-08-22,B2,1,780.0,1155.0
2022-08-22,OD,0,1155.0,-1045.0
2022-08-23,RV,1,1410.0,-10.0
2022-08-23,OD,0,1305.0,-1050.0
2022-08-24,RV,1,665.0,1085.0
2022-08-24,FB,0,1165.0,-585.0
2022-08-24,OD,1,350.0,2480.0
2022-08-25,FB,0,1905.0,-500.0
2022-08-25,OD,0,565.0,-540.0
2022-08-26,B2,1,340.0,2570.0
2022-08-28,OD,0,1570.0,-935.0
2022-08-29,RV,1,930.0,1930.0
2022-08-29,OD,1,330.0,1840.0
2022-08-30,B2,1,180.0,1165.0
2022-08-30,B2,1,1440.0,355.0
2022-08-30,OD,1,275.0,2000.0
2022-08-31,B2,1,235.0,270.0
2022-08-31,OD,0,1275.0,-1235.0
2022-09-01,RV,1,580.0,410.0
2022-09-01,OD,0,565.0,-350.0
2022-09-02,B2,0,4390.0,-3675.0
2022-09-02,B2,0,3845.0,-2455.0
2022-09-04,OD,1,10.0,0.0
2022-09-05,FB,0,290.0,-20.0
2022-09-05,OD,1,530.0,600.0
2022-09-06,RV,1,785.0,1920.0
2022-09-06,B2,1,1025.0,1680.0
2022-09-06,OD,0,1205.0,-1105.0
2022-09-07,FB,1,1050.0,3450.0
2022-09-07,RV,1,1535.0,1625.0
2022-09-07,B2,1,330.0,1825.0
2022-09-07,RV,0,60.0,450.0
2022-09-07,OD,1,430.0,1740.0
2022-09-08,OD,1,45.0,525.0
2022-09-11,OD,0,735.0,-660.0
2022-09-12,FB,1,10.0,1200.0
2022-09-12,B2,1,1620.0,970.0
2022-09-12,OD,0,610.0,130.0
2022-09-13,B2,1,110.0,3100.0
2022-09-13,RV,1,575.0,2505.0
2022-09-13,OD,0,570.0,-490.0
2022-09-14,RV,1,170.0,-430.0
2022-09-14,FB,0,1880.0,-1870.0
2022-09-14,B2,0,2960.0,-2295.0
2022-09-14,OD,0,930.0,-745.0
2022-09-15,RV,1,610.0,3820.0
2022-09-15,OD,0,650.0,-525.0
2022-09-16,RV,1,1355.0,-1000.0
2022-09-18,OD,0,935.0,-840.0
2022-09-19,FB,1,925.0,-115.0
2022-09-19,RV,1,880.0,1675.0
2022-09-19,OD,0,335.0,-285.0
2022-09-20,RV,1,1310.0,2435.0
2022-09-20,RV,0,1135.0,-845.0
2022-09-20,OD,0,210.0,-5.0
2022-09-21,FB,0,4840.0,-4785.0
2022-09-21,RV,1,505.0,580.0
2022-09-21,OD,1,1365.0,1885.0
2022-09-22,B2,1,180.0,-360.0
2022-09-22,OD,0,1090.0,-750.0
2022-09-23,FB,0,1690.0,-1600.0
2022-09-26,FB,1,95.0,-2400.0
2022-09-26,B2,0,3710.0,-2455.0
2022-09-26,RV,0,1010.0,-495.0
2022-09-26,OD,1,190.0,2365.0
2022-09-27,RV,0,2900.0,-1990.0
2022-09-27,B2,1,535.0,1285.0
2022-09-27,OD,0,1560.0,-1505.0
2022-09-28,B2,1,505.0,3405.0
2022-09-28,FB,1,925.0,625.0
2022-09-28,OD,0,775.0,-585.0
2022-09-29,RV,0,725.0,-555.0
2022-09-29,B2,0,2855.0,-2270.0
2022-09-29,OD,0,680.0,-515.0
2022-09-30,RV,0,2515.0,-1385.0
2022-09-30,FB,0,3540.0,-3535.0
2022-10-02,OD,0,1635.0,-1365.0
2022-10-03,RV,1,220.0,2110.0
2022-10-03,FB,1,650.0,1665.0
2022-10-03,B2,1,1210.0,2475.0
2022-10-03,B2,0,1205.0,-495.0
2022-10-03,OD,1,50.0,325.0
2022-10-04,RV,1,465.0,1650.0
2022-10-04,B2,1,270.0,1285.0
2022-10-04,FB,1,270.0,350.0
2022-10-04,OD,0,975.0,-885.0
2022-10-05,RV,0,2255.0,-1810.0
2022-10-05,FB,1,0.0,345.0
2022-10-05,OD,1,115.0,125.0
2022-10-06,RV,0,3210.0,-2545.0
2022-10-06,RV,0,2275.0,-1720.0
2022-10-06,OD,1,315.0,125.0
2022-10-07,B2,1,495.0,1775.0
2022-10-09,OD,1,815.0,-85.0
2022-10-10,B2,1,1530.0,-975.0
2022-10-10,RV,1,105.0,-210.0
2022-10-10,OD,0,1500.0,-1275.0
2022-10-11,RV,0,1980.0,-1640.0
2022-10-11,OD,1,625.0,1895.0
2022-10-12,RV,1,740.0,330.0
2022-10-12,OD,0,470.0,-385.0
2022-10-13,RV,0,9430.0,-8695.0
2022-10-13,FB,1,1970.0,1055.0
2022-10-13,OD,1,1165.0,1700.0
2022-10-14,B2,1,1800.0,2360.0
2022-10-16,OD,1,435.0,805.0
2022-10-18,OD,0,1145.0,-1115.0
2022-10-19,FB,0,4330.0,-3810.0
2022-10-19,B2,0,2505.0,-1400.0
2022-10-19,OD,0,1375.0,-1030.0
2022-10-20,RV,1,185.0,1775.0
2022-10-20,FB,0,4755.0,-4320.0
2022-10-20,OD,1,445.0,285.0
2022-10-21,FB,1,920.0,5265.0
2022-10-21,RV,1,285.0,1880.0
2022-10-21,B2,1,525.0,2250.0
2022-10-23,OD,0,1420.0,-1345.0
2022-10-24,B2,1,475.0,2520.0
2022-10-24,OD,0,1055.0,-680.0
2022-10-25,RV,1,165.0,2405.0
2022-10-25,FB,1,610.0,2190.0
2022-10-25,OD,1,565.0,1430.0
2022-10-26,RV,1,875.0,2200.0
2022-10-26,FB,1,875.0,-1415.0
2022-10-26,OD,1,35.0,-6325.0
2022-10-28,RV,1,1265.0,3015.0
2022-10-28,B2,1,190.0,3015.0
2022-10-28,FB,1,190.0,3990.0
2022-10-30,OD,0,835.0,-800.0
2022-11-01,RV,0,940.0,185.0
2022-11-01,OD,0,505.0,315.0
2022-11-02,OD,1,150.0,410.0
2022-11-03,B2,0,1675.0,-1340.0
2022-11-03,OD,1,85.0,2080.0
2022-11-04,FB,0,4435.0,-4085.0
2022-11-06,OD,1,805.0,95.0
2022-11-07,OD,0,200.0,-185.0
2022-11-08,B2,1,15.0,1175.0
2022-11-08,FB,1,55.0,-2640.0
2022-11-08,B2,0,3165.0,-2900.0
2022-11-08,OD,1,230.0,60.0
2022-11-09,RV,1,150.0,910.0
2022-11-09,B2,0,845.0,490.0
2022-11-09,OD,0,350.0,-160.0
2022-11-10,FB,1,1180.0,3590.0
2022-11-10,B2,1,210.0,2520.0
2022-11-10,OD,1,525.0,1560.0
2022-11-11,RV,1,1900.0,2195.0
2022-11-11,FB,0,1845.0,-1550.0
2022-11-11,B2,0,1060.0,-5.0
2022-11-13,OD,0,700.0,-635.0
2022-11-14,B2,1,1275.0,1995.0
2022-11-14,FB,1,810.0,1275.0
2022-11-14,OD,1,175.0,1555.0
2022-11-15,OD,1,670.0,1570.0
2022-11-16,B2,1,250.0,270.0
2022-11-16,B2,1,1260.0,-185.0
2022-11-16,OD,0,845.0,-805.0
2022-11-17,RV,1,270.0,-2165.0
2022-11-17,OD,0,375.0,-270.0
2022-11-18,RV,1,105.0,1270.0
2022-11-18,OD,0,895.0,-710.0
2022-11-21,B2,0,1095.0,-770.0
2022-11-21,OD,0,530.0,-505.0
2022-11-22,RV,0,1845.0,-1695.0
2022-11-22,OD,0,520.0,80.0
2022-11-23,FB,0,2050.0,695.0
2022-11-23,B2,0,2170.0,-1325.0
2022-11-23,RV,1,1335.0,565.0
2022-11-23,B2,1,625.0,1060.0
2022-11-23,OD,0,400.0,340.0
2022-11-24,OD,0,35.0,-10.0
2022-11-27,OD,0,720.0,-710.0
2022-11-28,OD,1,40.0,1520.0
2022-11-29,B2,1,1390.0,1280.0
2022-11-29,RV,0,990.0,-230.0
2022-11-29,OD,1,10.0,1610.0
2022-11-30,FB,1,15.0,2035.0
2022-11-30,B2,1,45.0,2890.0
2022-11-30,RV,1,950.0,800.0
2022-11-30,OD,0,830.0,-390.0
2022-12-01,OD,1,290.0,685.0
2022-12-02,RV,1,180.0,-2715.0
2022-12-04,OD,0,800.0,-500.0
2022-12-05,B2,1,1355.0,825.0
2022-12-05,OD,0,400.0,-340.0
2022-12-06,B2,1,430.0,980.0
2022-12-06,RV,1,95.0,1290.0
2022-12-06,OD,0,580.0,-350.0
2022-12-07,RV,1,560.0,1315.0
2022-12-07,OD,0,1180.0,-955.0
2022-12-08,RV,1,105.0,870.0
2022-12-08,FB,1,875.0,-310.0
2022-12-08,B2,1,225.0,930.0
2022-12-08,OD,1,215.0,1525.0
2022-12-12,OD,0,635.0,-570.0
2022-12-13,OD,0,330.0,175.0
2022-12-14,RV,1,560.0,1235.0
2022-12-14,FB,1,205.0,-2075.0
2022-12-14,OD,0,1215.0,-1190.0
2022-12-15,OD,0,380.0,-200.0
2022-12-16,RV,1,1480.0,1205.0
2022-12-19,B2,1,100.0,315.0
2022-12-19,OD,0,2380.0,-2215.0
2022-12-20,FB,1,195.0,-1050.0
2022-12-20,RV,0,1040.0,150.0
2022-12-20,OD,1,125.0,145.0
2022-12-21,FB,0,840.0,620.0
2022-12-21,B2,0,1295.0,-405.0
2022-12-21,OD,0,5565.0,-3765.0
2022-12-26,OD,0,230.0,-130.0
2022-12-27,RV,1,960.0,825.0
2022-12-27,OD,0,425.0,290.0
2022-12-28,B2,1,1055.0,-40.0
2022-12-28,OD,1,145.0,1265.0
2022-12-29,RV,1,395.0,1370.0
2022-12-29,FB,0,690.0,270.0
2022-12-29,OD,0,315.0,-225.0
2022-12-30,RV,1,640.0,650.0
2023-01-02,OD,0,1145.0,-1000.0
2023-01-03,RV,1,230.0,1985.0
2023-01-03,OD,1,120.0,1720.0
2023-01-04,RV,0,2065.0,-1650.0
2023-01-04,FB,0,1355.0,-995.0
2023-01-04,B2,1,130.0,-40.0
2023-01-04,OD,0,1115.0,-950.0
2023-01-05,B2,1,1155.0,425.0
2023-01-05,OD,0,60.0,85.0
2023-01-06,RV,1,1080.0,2790.0
2023-01-06,FB,1,680.0,1510.0
2023-01-06,B2,1,680.0,2695.0
2023-01-08,OD,1,35.0,210.0
2023-01-09,FB,1,495.0,1490.0
2023-01-09,B2,0,2980.0,-2665.0
2023-01-09,OD,0,625.0,-500.0
2023-01-10,FB,0,2380.0,245.0
2023-01-10,RV,1,1010.0,820.0
2023-01-10,OD,0,1065.0,-965.0
2023-01-11,B2,1,915.0,775.0
2023-01-11,FB,1,915.0,865.0
2023-01-11,B2,0,880.0,790.0
2023-01-11,OD,0,205.0,-40.0
2023-01-12,RV,0,2515.0,-1925.0
2023-01-12,RV,1,2165.0,115.0
2023-01-12,OD,0,1220.0,-1165.0
2023-01-13,FB,1,85.0,2375.0
2023-01-15,OD,0,60.0,265.0
2023-01-16,OD,0,845.0,-720.0
2023-01-17,FB,0,2170.0,-1835.0
2023-01-17,OD,1,85.0,1195.0
2023-01-18,B2,0,2195.0,-1695.0
2023-01-18,OD,0,580.0,-565.0
2023-01-19,RV,1,115.0,905.0
2023-01-19,B2,1,40.0,-410.0
2023-01-19,OD,0,125.0,290.0
2023-01-20,RV,1,505.0,1395.0
2023-01-20,FB,1,435.0,2595.0
2023-01-20,B2,1,130.0,1780.0
2023-01-20,B2,1,200.0,915.0
2023-01-22,OD,0,100.0,215.0
2023-01-23,RV,1,15.0,2090.0
2023-01-23,FB,1,390.0,2580.0
2023-01-23,RV,0,1765.0,-840.0
2023-01-23,B2,0,1925.0,-620.0
2023-01-23,OD,0,130.0,240.0
2023-01-24,FB,0,1190.0,-640.0
2023-01-24,OD,0,920.0,-515.0
2023-01-25,B2,0,3340.0,-2865.0
2023-01-25,RV,0,2130.0,-1760.0
2023-01-25,OD,0,805.0,-45.0
2023-01-26,FB,0,2930.0,-2270.0
2023-01-26,B2,1,175.0,415.0
2023-01-26,OD,0,725.0,-325.0
2023-01-27,RV,1,175.0,1625.0
2023-01-27,FB,1,500.0,2445.0
2023-01-27,B2,1,1515.0,1120.0
2023-01-27,B2,1,275.0,-705.0
2023-01-30,OD,0,1155.0,-1040.0
2023-01-31,RV,1,310.0,925.0
2023-01-31,FB,0,345.0,635.0
2023-01-31,B2,1,490.0,800.0
2023-01-31,OD,1,220.0,270.0
2023-02-01,RV,1,170.0,3440.0
2023-02-01,OD,1,280.0,1775.0
2023-02-02,B2,1,1620.0,1515.0
2023-02-02,FB,1,1620.0,3430.0
2023-02-02,OD,0,1460.0,-1415.0
2023-02-03,RV,1,150.0,3420.0
2023-02-03,FB,0,4430.0,-3595.0
2023-02-03,B2,0,4400.0,-3250.0
