atr_n,sl_mult,tp_mult,rr,n_all,wr_strict_all,wr_inc_fc_all,net_all,pf_all,mdd_all,is_n,wr_strict_is,wr_inc_fc_is,net_is,pf_is,oos_n,wr_strict_oos,wr_inc_fc_oos,net_oos,pf_oos,robust_1to1
7,2.0,2.0,1.0,1386,41.55844155844156,53.17460317460318,92346.14171386609,1.083529769203516,-58938.46410380257,831,41.75691937424789,52.226233453670275,19763.95553959788,1.0328704873471655,555,41.26126126126126,54.59459459459459,72582.1861742682,1.1439322614186211,True
7,2.0,3.0,1.5,1386,23.52092352092352,48.701298701298704,115718.35645066612,1.0975135841498898,-54334.481235266736,831,22.503008423586042,47.0517448856799,-1516.7590741499998,0.9976884413696837,555,25.045045045045043,51.17117117117117,117235.1155248161,1.2209787379230341,False
7,2.0,4.0,2.0,1386,12.698412698412698,47.474747474747474,143449.94890620877,1.118985177956979,-45809.759254989476,831,12.394705174488568,46.08904933814681,20277.450318475727,1.030582059232401,555,13.153153153153152,49.549549549549546,123172.49858773305,1.2270203866090863,False
7,2.25,2.25,1.0,1386,38.095238095238095,53.896103896103895,125513.7887387704,1.1084845397785767,-60009.298763138126,831,38.02647412755716,52.82791817087846,32022.06289649431,1.0509571326542921,555,38.1981981981982,55.4954954954955,93491.72584227612,1.1768793324663585,True
7,2.25,3.38,1.5,1386,19.985569985569985,50.144300144300146,159885.02202028173,1.1309456699355667,-37620.589515916006,831,19.01323706377858,48.73646209386281,23556.333880660346,1.0351777723935816,555,21.44144144144144,52.25225225225225,136328.6881396214,1.2472563110853416,False
7,2.25,4.5,2.0,1386,9.37950937950938,49.278499278499275,155193.1851921633,1.1258035365275338,-39328.96760654739,831,8.543922984356197,47.89410348977136,24465.495307276946,1.036222642003851,555,10.63063063063063,51.35135135135135,130727.68988488636,1.2341969679978524,False
7,2.5,2.5,1.0,1386,33.83838383838384,54.25685425685426,134236.71257702474,1.1114925385137118,-40148.258593656574,831,34.05535499398315,53.42960288808665,54108.873642265695,1.084299016024349,555,33.513513513513516,55.4954954954955,80127.83893475906,1.1425435357529716,True
7,2.5,3.75,1.5,1386,15.512265512265513,51.298701298701296,158387.44111803616,1.1265707637127007,-33166.89288122137,831,14.199759326113117,50.06016847172082,36384.411806723256,1.0541186531071567,555,17.47747747747748,53.153153153153156,122003.02931131292,1.210689164377444,False
7,2.5,5.0,2.0,1386,6.854256854256854,50.57720057720058,148263.1730023181,1.1175052089812232,-36829.61310524782,831,6.377858002406739,49.338146811071,32708.3099053142,1.0482408073917195,555,7.567567567567568,52.43243243243243,115554.86309700391,1.197957169131948,False
7,2.75,2.75,1.0,1386,28.499278499278503,53.75180375180375,105520.19860288869,1.0842236382202834,-59255.99840906014,831,28.158844765342963,52.707581227436826,32801.17547059822,1.0490659876151174,555,29.009009009009006,55.31531531531532,72719.02313229044,1.1244451852571222,True
7,2.75,4.12,1.5,1386,11.904761904761903,51.587301587301596,123551.04758653099,1.0958275112705207,-43871.87985768697,831,11.311672683513839,50.54151624548736,27035.937964245186,1.0392792116360234,555,12.792792792792792,53.153153153153156,96515.10962228583,1.1605894725432675,False
7,2.75,5.5,2.0,1386,4.9062049062049065,51.15440115440115,129735.15667977989,1.1001098721548002,-40895.08341183914,831,4.332129963898916,50.06016847172082,29874.784627620138,1.0431304718482846,555,5.7657657657657655,52.792792792792795,99860.37205215977,1.165532638895959,False
7,3.0,3.0,1.0,1386,24.314574314574315,53.6075036075036,97901.53487784427,1.0762180787807174,-67816.99922120923,831,23.225030084235858,52.46690734055355,22067.27988826707,1.0325388030624276,555,25.945945945945947,55.31531531531532,75834.2549895772,1.125075304511677,True
7,3.0,4.5,1.5,1386,9.45165945165945,52.09235209235209,114870.3455074918,1.0874538237420053,-49702.00299682892,831,8.664259927797833,51.26353790613718,37804.380522218264,1.0548183597881087,555,10.63063063063063,53.333333333333336,77065.96498527355,1.1235294368663835,False
7,3.0,6.0,2.0,1386,3.318903318903319,51.73160173160173,117646.28882168341,1.0891512669933414,-51489.75546422301,831,3.1287605294825513,50.90252707581227,35644.37339803749,1.051409655427432,555,3.6036036036036037,52.972972972972975,82001.91542364591,1.1309337636280559,False
14,0.5,0.5,1.0,1386,28.78787878787879,28.86002886002886,-227754.297643685,0.4198862349393518,-227951.7823826216,831,30.20457280385078,30.20457280385078,-109600.11762091424,0.4512012338405233,555,26.666666666666668,26.846846846846844,-118154.18002277074,0.3874647982072354,False
