k,mode,drift,giveback,scale_body,max_gb,min_gap,IS_pf,OOS_pf,FULL_pf,FULL_net,FULL_dd,n,robust_pf
1.5,pure_ratchet,0.0,0.3,False,0.5,0.0,1.2704467576129825,1.491307634164777,1.3623609643162715,143995.0,-18775.0,709,1.2704467576129825
1.5,pure_ratchet,0.0,0.3,False,0.5,0.3,1.3143785732925295,1.5144392850327588,1.3998505333242748,147135.0,-20705.0,709,1.3143785732925295
1.5,pure_ratchet,0.0,0.3,False,1.0,0.0,1.2273174935368707,1.4266186012977649,1.310167479889226,129360.0,-20085.0,709,1.2273174935368707
1.5,pure_ratchet,0.0,0.3,False,1.0,0.3,1.2659241448144452,1.5147792466949364,1.3707258784600032,141165.0,-19740.0,709,1.2659241448144452
1.5,pure_ratchet,0.0,0.5,True,0.5,0.0,1.2626354998438685,1.4121637920636836,1.3262134926536577,127220.0,-17535.0,709,1.2626354998438685
1.5,pure_ratchet,0.0,0.5,True,0.5,0.3,1.308689980432492,1.4772268044652026,1.3813221795548958,133560.0,-15565.0,709,1.308689980432492
1.5,pure_ratchet,0.0,0.5,True,1.0,0.0,1.2502151462994837,1.3676229390268466,1.3004444006746028,122030.0,-18755.0,709,1.2502151462994837
1.5,pure_ratchet,0.0,0.5,True,1.0,0.3,1.2808690432212781,1.3498635122838945,1.310689284496998,118500.0,-18245.0,709,1.2808690432212781
1.5,pure_ratchet,0.0,0.5,False,0.5,0.0,1.2439284542172628,1.4547700715074705,1.3311566491088822,137685.0,-20250.0,709,1.2439284542172628
1.5,pure_ratchet,0.0,0.5,False,0.5,0.3,1.2945321882576872,1.5119893290318578,1.3863267337104546,147515.0,-16785.0,709,1.2945321882576872
1.5,pure_ratchet,0.0,0.5,False,1.0,0.0,1.2252250454082754,1.4361648159630236,1.312678919878948,133800.0,-17950.0,709,1.2252250454082754
1.5,pure_ratchet,0.0,0.5,False,1.0,0.3,1.2447479430313662,1.4423488573908012,1.3275928980304648,135060.0,-17950.0,709,1.2447479430313662
1.5,pure_ratchet,0.0,0.7,True,0.5,0.0,1.294832627765897,1.4266283411367273,1.350726386165988,139540.0,-17060.0,709,1.294832627765897
1.5,pure_ratchet,0.0,0.7,True,0.5,0.3,1.2804997491698717,1.4706881368725626,1.362599617144331,133540.0,-19450.0,709,1.2804997491698717
1.5,pure_ratchet,0.0,0.7,True,1.0,0.0,1.2170951261049388,1.413919623917904,1.2986343664647904,125740.0,-17945.0,709,1.2170951261049388
1.5,pure_ratchet,0.0,0.7,True,1.0,0.3,1.2884908789386402,1.4212544589774079,1.345121410004438,136090.0,-16750.0,709,1.2884908789386402
1.5,pure_ratchet,0.0,0.7,False,0.5,0.0,1.2584244032930345,1.4591812933698758,1.3418644950982175,141055.0,-20765.0,709,1.2584244032930345
1.5,pure_ratchet,0.0,0.7,False,0.5,0.3,1.2897527298980236,1.5119893290318578,1.3833283264325178,146740.0,-16785.0,709,1.2897527298980236
1.5,pure_ratchet,0.0,0.7,False,1.0,0.0,1.1958643895377272,1.444205826669304,1.2974591357824892,128660.0,-18745.0,709,1.1958643895377272
1.5,pure_ratchet,0.0,0.7,False,1.0,0.3,1.2470330129544505,1.4444122336570517,1.3297067573310668,135765.0,-17950.0,709,1.2470330129544505
1.5,drift_floor,0.0,0.0,True,0.5,0.0,1.3579437640158702,1.2421220712353764,1.3036551650399426,99400.0,-19210.0,709,1.2421220712353764
1.5,drift_floor,0.0,0.3,True,0.5,0.0,1.2511874623267027,1.4568186189651857,1.3394569899131679,123340.0,-16930.0,709,1.2511874623267027
1.5,drift_floor,0.0,0.3,True,0.5,0.3,1.3286595013366795,1.4997711509347604,1.4033599237638523,131215.0,-15295.0,709,1.3286595013366795
1.5,drift_floor,0.0,0.3,True,1.0,0.0,1.2410966107366508,1.4382772988962753,1.3256956480205249,119330.0,-17870.0,709,1.2410966107366508
1.5,drift_floor,0.0,0.3,True,1.0,0.3,1.3299839337744737,1.4835893854748603,1.397288986123648,129840.0,-15295.0,709,1.3299839337744737
1.5,drift_floor,0.0,0.3,False,0.5,0.0,1.2704467576129825,1.491307634164777,1.3623609643162715,143995.0,-18775.0,709,1.2704467576129825
1.5,drift_floor,0.0,0.3,False,0.5,0.3,1.3143785732925295,1.5144392850327588,1.3998505333242748,147135.0,-20705.0,709,1.3143785732925295
1.5,drift_floor,0.0,0.3,False,1.0,0.0,1.2273174935368707,1.4266186012977649,1.310167479889226,129360.0,-20085.0,709,1.2273174935368707
1.5,drift_floor,0.0,0.3,False,1.0,0.3,1.2659241448144452,1.5147792466949364,1.3707258784600032,141165.0,-19740.0,709,1.2659241448144452
1.5,drift_floor,0.0,0.5,True,0.5,0.0,1.2626354998438685,1.4121637920636836,1.3262134926536577,127220.0,-17535.0,709,1.2626354998438685
1.5,drift_floor,0.0,0.5,True,0.5,0.3,1.308689980432492,1.4772268044652026,1.3813221795548958,133560.0,-15565.0,709,1.308689980432492
1.5,drift_floor,0.0,0.5,True,1.0,0.0,1.2502151462994837,1.3676229390268466,1.3004444006746028,122030.0,-18755.0,709,1.2502151462994837
1.5,drift_floor,0.0,0.5,True,1.0,0.3,1.2808690432212781,1.3498635122838945,1.310689284496998,118500.0,-18245.0,709,1.2808690432212781
1.5,drift_floor,0.0,0.5,False,0.5,0.0,1.2439284542172628,1.4547700715074705,1.3311566491088822,137685.0,-20250.0,709,1.2439284542172628
1.5,drift_floor,0.0,0.5,False,0.5,0.3,1.2945321882576872,1.5119893290318578,1.3863267337104546,147515.0,-16785.0,709,1.2945321882576872
1.5,drift_floor,0.0,0.5,False,1.0,0.0,1.2252250454082754,1.4361648159630236,1.312678919878948,133800.0,-17950.0,709,1.2252250454082754
1.5,drift_floor,0.0,0.5,False,1.0,0.3,1.2447479430313662,1.4423488573908012,1.3275928980304648,135060.0,-17950.0,709,1.2447479430313662
1.5,drift_floor,0.0,0.7,True,0.5,0.0,1.294832627765897,1.4266283411367273,1.350726386165988,139540.0,-17060.0,709,1.294832627765897
1.5,drift_floor,0.0,0.7,True,0.5,0.3,1.2804997491698717,1.4706881368725626,1.362599617144331,133540.0,-19450.0,709,1.2804997491698717
1.5,drift_floor,0.0,0.7,True,1.0,0.0,1.2170951261049388,1.413919623917904,1.2986343664647904,125740.0,-17945.0,709,1.2170951261049388
1.5,drift_floor,0.0,0.7,True,1.0,0.3,1.2884908789386402,1.4212544589774079,1.345121410004438,136090.0,-16750.0,709,1.2884908789386402
1.5,drift_floor,0.0,0.7,False,0.5,0.0,1.2584244032930345,1.4591812933698758,1.3418644950982175,141055.0,-20765.0,709,1.2584244032930345
1.5,drift_floor,0.0,0.7,False,0.5,0.3,1.2897527298980236,1.5119893290318578,1.3833283264325178,146740.0,-16785.0,709,1.2897527298980236
1.5,drift_floor,0.0,0.7,False,1.0,0.0,1.1958643895377272,1.444205826669304,1.2974591357824892,128660.0,-18745.0,709,1.1958643895377272
