sl_ticks,tp_ticks,n_all,wr_all,all_net,all_PF,all_mdd,all_avg,is_wr,is_net,is_PF,is_mdd,oos_wr,oos_net,oos_PF,oos_mdd,beat_both,wr_min
220,25,1344,83.3,-111815.0,0.535,-114585.0,-83.2,84.5,-51985.0,0.601,-59000.0,81.4,-59830.0,0.457,-61595.0,False,81.4
220,26,1344,82.7,-112840.0,0.542,-116075.0,-84.0,83.7,-53970.0,0.6,-61835.0,81.2,-58870.0,0.471,-60760.0,False,81.2
220,27,1344,82.2,-115220.0,0.545,-118920.0,-85.7,83.0,-57300.0,0.593,-66015.0,81.0,-57920.0,0.485,-59935.0,False,81.0
220,28,1344,81.8,-117135.0,0.549,-118820.0,-87.2,82.5,-58915.0,0.595,-66000.0,80.7,-58220.0,0.492,-60360.0,False,80.7
220,29,1344,81.4,-117865.0,0.556,-119140.0,-87.7,82.1,-59325.0,0.601,-66385.0,80.3,-58540.0,0.499,-60805.0,False,80.3
220,30,1344,81.2,-114895.0,0.571,-116300.0,-85.5,82.0,-57265.0,0.618,-64840.0,80.1,-57630.0,0.511,-60020.0,False,80.1
230,10,1344,88.6,-125920.0,0.274,-126120.0,-93.7,91.4,-47490.0,0.383,-50330.0,84.4,-78430.0,0.188,-78630.0,False,84.4
230,11,1344,88.4,-123580.0,0.302,-123805.0,-91.9,91.2,-46215.0,0.417,-49555.0,84.2,-77365.0,0.209,-77590.0,False,84.2
230,12,1344,88.1,-121590.0,0.327,-122125.0,-90.5,90.7,-46490.0,0.44,-49405.0,84.2,-75100.0,0.232,-75350.0,False,84.2
230,13,1344,87.8,-118410.0,0.354,-119625.0,-88.1,90.2,-45575.0,0.467,-49415.0,84.2,-72835.0,0.255,-73110.0,False,84.2
230,14,1344,87.6,-116170.0,0.378,-117785.0,-86.4,89.8,-45600.0,0.488,-50305.0,84.2,-70570.0,0.278,-70910.0,False,84.2
230,15,1344,87.5,-111510.0,0.407,-113855.0,-83.0,89.7,-43205.0,0.521,-48390.0,84.2,-68305.0,0.301,-68770.0,False,84.2
230,16,1344,87.3,-109320.0,0.429,-111165.0,-81.3,89.3,-43280.0,0.538,-48375.0,84.2,-66040.0,0.324,-66630.0,False,84.2
230,17,1344,87.1,-105135.0,0.455,-106455.0,-78.2,89.1,-41360.0,0.566,-46340.0,84.2,-63775.0,0.348,-64490.0,False,84.2
230,18,1344,86.9,-102670.0,0.476,-104475.0,-76.4,88.7,-41160.0,0.582,-47035.0,84.2,-61510.0,0.371,-62350.0,False,84.2
230,19,1344,86.6,-100700.0,0.496,-102990.0,-74.9,88.3,-40210.0,0.601,-45735.0,84.0,-60490.0,0.388,-61455.0,False,84.0
230,20,1344,86.2,-100490.0,0.509,-102015.0,-74.8,87.7,-42260.0,0.601,-47425.0,84.0,-58230.0,0.411,-59320.0,False,84.0
230,21,1344,85.6,-104735.0,0.511,-106740.0,-77.9,86.7,-48765.0,0.577,-53275.0,84.0,-55970.0,0.434,-57185.0,False,84.0
230,22,1344,85.4,-102760.0,0.528,-105245.0,-76.5,86.4,-49050.0,0.587,-54425.0,84.0,-53710.0,0.457,-55050.0,False,84.0
230,23,1344,85.3,-99550.0,0.547,-102515.0,-74.1,86.4,-45570.0,0.616,-51810.0,83.6,-53980.0,0.467,-55445.0,False,83.6
230,24,1344,85.0,-97630.0,0.563,-100855.0,-72.6,86.0,-45900.0,0.624,-52785.0,83.6,-51730.0,0.489,-53320.0,False,83.6
230,25,1344,84.9,-94465.0,0.581,-98160.0,-70.3,86.0,-42435.0,0.653,-50175.0,83.3,-52030.0,0.498,-53745.0,False,83.3
230,26,1344,84.4,-95630.0,0.587,-99795.0,-71.2,85.2,-44560.0,0.649,-53155.0,83.1,-51070.0,0.512,-52910.0,False,83.1
230,27,1344,83.9,-98200.0,0.589,-102835.0,-73.1,84.5,-48080.0,0.639,-57530.0,82.9,-50120.0,0.527,-52085.0,False,82.9
230,28,1344,83.4,-100305.0,0.592,-102830.0,-74.6,84.0,-49835.0,0.638,-57560.0,82.5,-50470.0,0.534,-52560.0,False,82.5
230,29,1344,83.0,-101175.0,0.598,-102865.0,-75.3,83.6,-50335.0,0.644,-57610.0,82.2,-50840.0,0.54,-53055.0,False,82.2
230,30,1344,82.9,-98195.0,0.614,-99760.0,-73.1,83.5,-48265.0,0.661,-55800.0,82.0,-49930.0,0.553,-52270.0,False,82.0
240,10,1344,89.5,-118370.0,0.289,-118570.0,-88.1,92.2,-43290.0,0.407,-46080.0,85.5,-75080.0,0.197,-75280.0,False,85.5
240,11,1344,89.3,-116120.0,0.317,-116345.0,-86.4,91.9,-42085.0,0.442,-45375.0,85.3,-74035.0,0.218,-74260.0,False,85.3
240,12,1344,89.1,-112960.0,0.346,-113210.0,-84.0,91.6,-41220.0,0.472,-43750.0,85.3,-71740.0,0.242,-71990.0,False,85.3
240,13,1344,88.8,-109815.0,0.374,-110730.0,-81.7,91.1,-40370.0,0.5,-43810.0,85.3,-69445.0,0.267,-69830.0,False,85.3
240,14,1344,88.5,-107660.0,0.399,-108975.0,-80.1,90.7,-40510.0,0.52,-44815.0,85.3,-67150.0,0.291,-67680.0,False,85.3
240,15,1344,88.5,-102985.0,0.429,-105030.0,-76.6,90.6,-38130.0,0.554,-42915.0,85.3,-64855.0,0.315,-65530.0,False,85.3
240,16,1344,88.2,-100880.0,0.451,-102375.0,-75.1,90.2,-38320.0,0.57,-42965.0,85.3,-62560.0,0.339,-63380.0,False,85.3
240,17,1344,88.1,-96680.0,0.479,-97835.0,-71.9,90.0,-36415.0,0.599,-41130.0,85.3,-60265.0,0.364,-61230.0,False,85.3
240,18,1344,87.9,-94250.0,0.501,-95805.0,-70.1,89.6,-36280.0,0.614,-41805.0,85.3,-57970.0,0.388,-59080.0,False,85.3
240,19,1344,87.6,-92365.0,0.52,-94405.0,-68.7,89.2,-35395.0,0.633,-40520.0,85.1,-56970.0,0.406,-58290.0,False,85.1
240,20,1344,87.2,-92290.0,0.533,-93515.0,-68.7,88.6,-37610.0,0.631,-42325.0,85.1,-54680.0,0.43,-56220.0,False,85.1
240,21,1344,86.7,-95565.0,0.537,-97270.0,-71.1,87.7,-43175.0,0.609,-47470.0,85.1,-52390.0,0.454,-54320.0,False,85.1
240,22,1344,86.5,-93670.0,0.554,-95855.0,-69.7,87.3,-43570.0,0.618,-48745.0,85.1,-50100.0,0.478,-52450.0,False,85.1
240,23,1344,86.3,-90490.0,0.574,-93155.0,-67.3,87.3,-40050.0,0.649,-46105.0,84.8,-50440.0,0.487,-53210.0,False,84.8
240,24,1344,86.1,-88650.0,0.589,-91575.0,-66.0,87.0,-40490.0,0.656,-47205.0,84.8,-48160.0,0.51,-51350.0,False,84.8
240,25,1344,85.9,-85515.0,0.608,-88910.0,-63.6,87.0,-36985.0,0.686,-44570.0,84.4,-48530.0,0.518,-50815.0,False,84.4
240,26,1344,85.4,-86860.0,0.613,-90725.0,-64.6,86.2,-39270.0,0.68,-47485.0,84.2,-47590.0,0.533,-50290.0,False,84.2
240,27,1344,85.0,-88325.0,0.618,-92660.0,-65.7,85.5,-43000.0,0.667,-52075.0,84.2,-45325.0,0.555,-48440.0,False,84.2
240,28,1344,84.6,-89315.0,0.623,-91440.0,-66.5,85.1,-43575.0,0.672,-50830.0,83.8,-45740.0,0.562,-49270.0,False,83.8
240,29,1344,84.2,-90355.0,0.628,-91595.0,-67.2,84.7,-44180.0,0.676,-50940.0,83.5,-46175.0,0.568,-50120.0,False,83.5
240,30,1344,84.1,-87395.0,0.644,-88660.0,-65.0,84.6,-42115.0,0.694,-49290.0,83.3,-45280.0,0.581,-48290.0,False,83.3
250,10,1344,90.6,-107020.0,0.313,-107220.0,-79.6,93.1,-37190.0,0.446,-39930.0,86.8,-69830.0,0.211,-70030.0,False,86.8
250,11,1344,90.4,-103545.0,0.346,-103770.0,-77.0,92.8,-36050.0,0.483,-39290.0,86.8,-67495.0,0.237,-67720.0,False,86.8
250,12,1344,90.2,-100410.0,0.376,-100660.0,-74.7,92.4,-35250.0,0.514,-37680.0,86.8,-65160.0,0.264,-65410.0,False,86.8
250,13,1344,89.9,-97290.0,0.406,-97905.0,-72.4,91.9,-34465.0,0.542,-37505.0,86.8,-62825.0,0.29,-63160.0,False,86.8
250,14,1344,89.7,-95210.0,0.432,-96225.0,-70.8,91.6,-34720.0,0.561,-38625.0,86.8,-60490.0,0.317,-60970.0,False,86.8
250,15,1344,89.6,-90510.0,0.464,-92255.0,-67.3,91.4,-32355.0,0.597,-36740.0,86.8,-58155.0,0.343,-58780.0,False,86.8
250,16,1344,89.4,-88480.0,0.487,-89625.0,-65.8,91.1,-32660.0,0.611,-36855.0,86.8,-55820.0,0.369,-56590.0,False,86.8
250,17,1344,89.2,-84255.0,0.516,-85260.0,-62.7,90.8,-30770.0,0.641,-35235.0,86.8,-53485.0,0.396,-54400.0,False,86.8
250,18,1344,89.0,-81850.0,0.539,-83175.0,-60.9,90.4,-30700.0,0.655,-35895.0,86.8,-51150.0,0.422,-52210.0,False,86.8
250,19,1344,88.6,-81385.0,0.554,-83175.0,-60.6,90.0,-31225.0,0.664,-35950.0,86.6,-50160.0,0.441,-51380.0,False,86.6
250,20,1344,88.3,-80090.0,0.572,-81015.0,-59.6,89.5,-32260.0,0.668,-36525.0,86.6,-47830.0,0.467,-49270.0,False,86.6
250,21,1344,87.8,-83640.0,0.573,-85045.0,-62.2,88.6,-38140.0,0.64,-41935.0,86.6,-45500.0,0.493,-47180.0,False,86.6
250,22,1344,87.6,-81820.0,0.59,-83705.0,-60.9,88.2,-38650.0,0.648,-43325.0,86.6,-43170.0,0.519,-45270.0,False,86.6
250,23,1344,87.4,-78665.0,0.611,-81030.0,-58.5,88.2,-35095.0,0.68,-40650.0,86.2,-43570.0,0.528,-46090.0,False,86.2
250,24,1344,87.2,-76550.0,0.627,-79175.0,-57.0,87.8,-35300.0,0.688,-41515.0,86.2,-41250.0,0.553,-44190.0,False,86.2
250,25,1344,87.1,-73440.0,0.647,-76535.0,-54.6,87.8,-31760.0,0.719,-38845.0,85.9,-41680.0,0.56,-43755.0,False,85.9
250,26,1344,86.5,-74960.0,0.651,-78525.0,-55.8,87.1,-34210.0,0.711,-41925.0,85.7,-40750.0,0.576,-43150.0,False,85.7
250,27,1344,86.1,-76600.0,0.654,-80635.0,-57.0,86.4,-38155.0,0.695,-46730.0,85.7,-38445.0,0.6,-41260.0,False,85.7
250,28,1344,85.7,-77765.0,0.658,-79490.0,-57.9,86.0,-38845.0,0.699,-45500.0,85.3,-38920.0,0.605,-42150.0,False,85.3
250,29,1344,85.3,-80375.0,0.658,-81350.0,-59.8,85.6,-39565.0,0.702,-45860.0,84.8,-40810.0,0.601,-44455.0,False,84.8
250,30,1344,85.1,-77445.0,0.674,-78550.0,-57.6,85.5,-37515.0,0.72,-44330.0,84.6,-39930.0,0.615,-42590.0,False,84.6
260,10,1344,91.7,-90535.0,0.353,-92375.0,-67.4,94.5,-22605.0,0.574,-27215.0,87.5,-67930.0,0.217,-68130.0,False,87.5
260,11,1344,91.6,-87080.0,0.389,-89695.0,-64.8,94.3,-21505.0,0.614,-27400.0,87.5,-65575.0,0.244,-65800.0,False,87.5
260,12,1344,91.4,-83965.0,0.422,-87355.0,-62.5,93.9,-20745.0,0.646,-26565.0,87.5,-63220.0,0.271,-63470.0,False,87.5
260,13,1344,91.1,-80865.0,0.454,-84945.0,-60.2,93.4,-20000.0,0.674,-26790.0,87.5,-60865.0,0.299,-61150.0,False,87.5
260,14,1344,90.8,-78855.0,0.482,-83345.0,-58.7,93.1,-20345.0,0.689,-28045.0,87.5,-58510.0,0.326,-58940.0,False,87.5
260,15,1344,90.8,-74125.0,0.517,-79355.0,-55.2,92.9,-17970.0,0.73,-25740.0,87.5,-56155.0,0.353,-56730.0,False,87.5
260,16,1344,90.6,-72165.0,0.541,-76755.0,-53.7,92.6,-18365.0,0.74,-25905.0,87.5,-53800.0,0.38,-54520.0,False,87.5
260,17,1344,90.4,-67910.0,0.573,-72285.0,-50.5,92.3,-16465.0,0.772,-25405.0,87.5,-51445.0,0.407,-52310.0,False,87.5
260,18,1344,90.2,-65525.0,0.597,-70395.0,-48.8,91.9,-16435.0,0.783,-26455.0,87.5,-49090.0,0.434,-50100.0,False,87.5
260,19,1344,89.8,-65180.0,0.612,-70545.0,-48.5,91.4,-17050.0,0.786,-25350.0,87.4,-48130.0,0.454,-49285.0,False,87.4
260,20,1344,89.5,-63955.0,0.629,-68415.0,-47.6,90.9,-18175.0,0.784,-26045.0,87.4,-45780.0,0.48,-47120.0,False,87.4
260,21,1344,89.0,-67775.0,0.626,-72725.0,-50.4,90.1,-24345.0,0.739,-31790.0,87.4,-43430.0,0.507,-44990.0,False,87.4
260,22,1344,88.8,-64615.0,0.649,-70055.0,-48.1,89.8,-23535.0,0.755,-31955.0,87.4,-41080.0,0.534,-42930.0,False,87.4
260,23,1344,88.7,-61475.0,0.671,-67405.0,-45.7,89.8,-19915.0,0.792,-29310.0,87.0,-41560.0,0.542,-43830.0,False,87.0
260,24,1344,88.5,-57145.0,0.696,-63345.0,-42.5,89.6,-17925.0,0.816,-28075.0,87.0,-39220.0,0.568,-41910.0,False,87.0
260,25,1344,88.4,-54045.0,0.717,-60725.0,-40.2,89.6,-14315.0,0.853,-25630.0,86.6,-39730.0,0.574,-41755.0,False,86.6
260,26,1344,87.9,-55725.0,0.718,-62885.0,-41.5,88.8,-16895.0,0.836,-28005.0,86.4,-38830.0,0.59,-41000.0,False,86.4
260,27,1344,87.4,-57525.0,0.719,-65165.0,-42.8,88.1,-21020.0,0.809,-33000.0,86.4,-36505.0,0.614,-39020.0,False,86.4
260,28,1344,87.1,-58850.0,0.721,-64090.0,-43.8,87.7,-21790.0,0.808,-31760.0,86.1,-37060.0,0.619,-39990.0,False,86.1
260,29,1344,86.6,-61670.0,0.718,-65935.0,-45.9,87.3,-22590.0,0.808,-31975.0,85.5,-39080.0,0.614,-42425.0,False,85.5
260,30,1344,86.5,-58750.0,0.735,-62130.0,-43.7,87.2,-20520.0,0.827,-29410.0,85.3,-38230.0,0.627,-40560.0,False,85.3
270,10,1344,92.3,-84635.0,0.37,-87845.0,-63.0,94.8,-21805.0,0.584,-27615.0,88.7,-62830.0,0.233,-63150.0,False,88.7
270,11,1344,92.2,-81240.0,0.407,-85245.0,-60.4,94.5,-20795.0,0.622,-27895.0,88.7,-60445.0,0.262,-60805.0,False,88.7
270,12,1344,92.0,-76775.0,0.446,-81575.0,-57.1,94.3,-18715.0,0.67,-27105.0,88.7,-58060.0,0.291,-58460.0,False,88.7
270,13,1344,91.7,-73730.0,0.479,-79240.0,-54.9,93.8,-18055.0,0.697,-27425.0,88.7,-55675.0,0.32,-56115.0,False,88.7
270,14,1344,91.5,-71825.0,0.507,-77765.0,-53.4,93.4,-18535.0,0.709,-28825.0,88.7,-53290.0,0.349,-53850.0,False,88.7
270,15,1344,91.4,-67100.0,0.543,-73800.0,-49.9,93.3,-16195.0,0.751,-26640.0,88.7,-50905.0,0.379,-51625.0,False,88.7
270,16,1344,91.2,-65245.0,0.568,-71275.0,-48.5,92.9,-16725.0,0.758,-27045.0,88.7,-48520.0,0.408,-49400.0,False,88.7
270,17,1344,91.1,-60995.0,0.601,-66930.0,-45.4,92.7,-14860.0,0.79,-27055.0,88.7,-46135.0,0.437,-47175.0,False,88.7
270,18,1344,90.8,-58665.0,0.625,-65115.0,-43.6,92.3,-14915.0,0.8,-28155.0,88.7,-43750.0,0.466,-44950.0,False,88.7
270,19,1344,90.5,-58475.0,0.639,-65440.0,-43.5,91.8,-15665.0,0.801,-27050.0,88.5,-42810.0,0.486,-44170.0,False,88.5
270,20,1344,90.2,-57355.0,0.655,-63385.0,-42.7,91.3,-16925.0,0.796,-27345.0,88.5,-40430.0,0.514,-41950.0,False,88.5
270,21,1344,89.7,-61480.0,0.651,-68020.0,-45.7,90.4,-23430.0,0.747,-33385.0,88.5,-38050.0,0.543,-39795.0,False,88.5
270,22,1344,89.4,-59835.0,0.668,-66885.0,-44.5,90.2,-22705.0,0.762,-33645.0,88.3,-37130.0,0.561,-39110.0,False,88.3
270,23,1344,89.3,-56755.0,0.689,-64315.0,-42.2,90.2,-19070.0,0.8,-30995.0,87.9,-37685.0,0.569,-40020.0,False,87.9
270,24,1344,89.1,-53215.0,0.712,-61065.0,-39.6,89.8,-17895.0,0.817,-29755.0,87.9,-35320.0,0.596,-38090.0,False,87.9
270,25,1344,88.9,-50180.0,0.733,-58530.0,-37.3,89.8,-14275.0,0.854,-27780.0,87.5,-35905.0,0.601,-38225.0,False,87.5
270,26,1344,88.4,-52075.0,0.732,-60925.0,-38.7,89.1,-17045.0,0.835,-29925.0,87.4,-35030.0,0.617,-37510.0,False,87.4
270,27,1344,87.9,-54090.0,0.732,-63440.0,-40.2,88.3,-21410.0,0.806,-35165.0,87.4,-32680.0,0.643,-35320.0,False,87.4
270,28,1344,87.5,-55995.0,0.732,-62500.0,-41.7,87.8,-22685.0,0.802,-33970.0,87.0,-33310.0,0.646,-36330.0,False,87.0
270,29,1344,87.1,-59085.0,0.728,-64590.0,-44.0,87.5,-23630.0,0.801,-34290.0,86.4,-35455.0,0.639,-38905.0,False,86.4
270,30,1344,86.9,-56235.0,0.744,-60910.0,-41.8,87.3,-21605.0,0.82,-31810.0,86.2,-34630.0,0.652,-37330.0,False,86.2
280,10,1344,93.0,-76485.0,0.395,-81045.0,-56.9,95.5,-15005.0,0.672,-22115.0,89.2,-61480.0,0.238,-61800.0,False,89.2
280,11,1344,92.9,-71690.0,0.439,-77050.0,-53.3,95.4,-12610.0,0.733,-21015.0,89.2,-59080.0,0.268,-59440.0,False,89.2
280,12,1344,92.8,-67225.0,0.481,-73385.0,-50.0,95.2,-10545.0,0.784,-21245.0,89.2,-56680.0,0.297,-57080.0,False,89.2
280,13,1344,92.5,-64230.0,0.516,-71105.0,-47.8,94.7,-9950.0,0.808,-21680.0,89.2,-54280.0,0.327,-54720.0,False,89.2
280,14,1344,92.3,-62425.0,0.544,-69735.0,-46.4,94.3,-10545.0,0.812,-23235.0,89.2,-51880.0,0.357,-52390.0,False,89.2
280,15,1344,92.2,-57700.0,0.583,-65775.0,-42.9,94.2,-8220.0,0.857,-22190.0,89.2,-49480.0,0.387,-50150.0,False,89.2
280,16,1344,92.0,-55945.0,0.607,-63305.0,-41.6,93.8,-8865.0,0.857,-22625.0,89.2,-47080.0,0.416,-47910.0,False,89.2
280,17,1344,91.8,-51695.0,0.642,-57885.0,-38.5,93.5,-7015.0,0.89,-21585.0,89.2,-44680.0,0.446,-45670.0,False,89.2
280,18,1344,91.6,-49415.0,0.666,-56055.0,-36.8,93.2,-7135.0,0.894,-22645.0,89.2,-42280.0,0.476,-43430.0,False,89.2
280,19,1344,91.2,-49375.0,0.679,-56545.0,-36.7,92.7,-8000.0,0.888,-21530.0,89.0,-41375.0,0.496,-42685.0,False,89.0
280,20,1344,90.9,-48355.0,0.695,-54555.0,-36.0,92.2,-9375.0,0.877,-21785.0,89.0,-38980.0,0.525,-40450.0,False,89.0
280,21,1344,90.4,-52780.0,0.686,-59505.0,-39.3,91.3,-16195.0,0.812,-26135.0,89.0,-36585.0,0.554,-38230.0,False,89.0
280,22,1344,90.3,-49725.0,0.709,-56975.0,-37.0,91.2,-14025.0,0.84,-25675.0,88.8,-35700.0,0.572,-37580.0,False,88.8
280,23,1344,90.1,-46690.0,0.731,-54465.0,-34.7,91.2,-10350.0,0.882,-24260.0,88.5,-36340.0,0.579,-38455.0,False,88.5
280,24,1344,89.9,-43095.0,0.755,-50845.0,-32.1,90.8,-9135.0,0.898,-22965.0,88.5,-33960.0,0.607,-36480.0,False,88.5
280,25,1344,89.7,-40105.0,0.776,-48400.0,-29.8,90.8,-5475.0,0.939,-21770.0,88.1,-34630.0,0.612,-36900.0,False,88.1
280,26,1344,89.2,-42195.0,0.773,-51075.0,-31.4,90.1,-8405.0,0.912,-21695.0,87.9,-33790.0,0.627,-36220.0,False,87.9
280,27,1344,88.8,-44405.0,0.771,-53870.0,-33.0,89.3,-12980.0,0.874,-27020.0,87.9,-31425.0,0.653,-34015.0,False,87.9
280,28,1344,88.3,-46505.0,0.768,-53110.0,-34.6,88.8,-14365.0,0.866,-27240.0,87.5,-32140.0,0.656,-34890.0,False,87.5
280,29,1344,87.9,-49840.0,0.762,-55470.0,-37.1,88.5,-15420.0,0.862,-26055.0,87.0,-34420.0,0.647,-37570.0,False,87.0
280,30,1344,87.7,-47035.0,0.778,-51680.0,-35.0,88.3,-13405.0,0.881,-24610.0,86.8,-33630.0,0.66,-36280.0,False,86.8
290,10,1344,93.8,-65935.0,0.433,-70445.0,-49.1,95.7,-15105.0,0.671,-22115.0,90.9,-50830.0,0.278,-51150.0,False,90.9
290,11,1344,93.7,-61140.0,0.481,-66450.0,-45.5,95.5,-12755.0,0.731,-21060.0,90.9,-48385.0,0.313,-48745.0,False,90.9
290,12,1344,93.5,-56675.0,0.526,-62785.0,-42.2,95.3,-10735.0,0.782,-20835.0,90.9,-45940.0,0.347,-46340.0,False,90.9
290,13,1344,93.2,-53730.0,0.562,-60555.0,-40.0,94.8,-10235.0,0.804,-21315.0,90.9,-43495.0,0.382,-43935.0,False,90.9
290,14,1344,93.0,-52025.0,0.59,-59285.0,-38.7,94.4,-10975.0,0.806,-22965.0,90.9,-41050.0,0.417,-41530.0,False,90.9
290,15,1344,92.9,-47300.0,0.632,-55325.0,-35.2,94.3,-8695.0,0.85,-21915.0,90.9,-38605.0,0.452,-39225.0,False,90.9
290,16,1344,92.7,-45645.0,0.656,-52905.0,-34.0,93.9,-9485.0,0.848,-22395.0,90.9,-36160.0,0.486,-36940.0,False,90.9
290,17,1344,92.6,-41395.0,0.693,-47455.0,-30.8,93.7,-7680.0,0.881,-21370.0,90.9,-33715.0,0.521,-34655.0,False,90.9
290,18,1344,92.4,-37625.0,0.725,-44215.0,-28.0,93.4,-6355.0,0.905,-22555.0,90.9,-31270.0,0.556,-32370.0,False,90.9
290,19,1344,92.0,-37730.0,0.736,-44850.0,-28.1,92.9,-7360.0,0.896,-21435.0,90.7,-30370.0,0.577,-31630.0,False,90.7
290,20,1344,91.7,-36805.0,0.751,-42905.0,-27.4,92.4,-8875.0,0.883,-21735.0,90.7,-27930.0,0.611,-29350.0,False,90.7
290,21,1344,91.2,-41525.0,0.737,-48150.0,-30.9,91.6,-16035.0,0.814,-25830.0,90.7,-25490.0,0.645,-27920.0,False,90.7
290,22,1344,91.1,-38515.0,0.761,-45665.0,-28.7,91.4,-13905.0,0.841,-25965.0,90.5,-24610.0,0.664,-28090.0,False,90.5
290,23,1344,90.9,-35525.0,0.783,-43200.0,-26.4,91.4,-10220.0,0.883,-24545.0,90.1,-25305.0,0.668,-28890.0,False,90.1
290,24,1344,90.7,-31875.0,0.808,-39525.0,-23.7,91.1,-8995.0,0.9,-23185.0,90.1,-22880.0,0.7,-27470.0,False,90.1
290,25,1344,90.6,-28930.0,0.829,-37080.0,-21.5,91.1,-5325.0,0.941,-21850.0,89.8,-23605.0,0.702,-26590.0,False,89.8
290,26,1344,90.1,-29635.0,0.831,-38365.0,-22.0,90.3,-8445.0,0.912,-21965.0,89.8,-21190.0,0.732,-25130.0,False,89.8
290,27,1344,89.7,-32035.0,0.825,-41350.0,-23.8,89.6,-13260.0,0.872,-27485.0,89.8,-18775.0,0.763,-23670.0,False,89.6
290,28,1344,89.2,-34325.0,0.82,-40680.0,-25.5,89.1,-14785.0,0.863,-27750.0,89.4,-19540.0,0.762,-25390.0,False,89.1
290,29,1344,88.8,-36305.0,0.816,-41635.0,-27.0,88.8,-14385.0,0.87,-26430.0,88.8,-21920.0,0.746,-28725.0,False,88.8
290,30,1344,88.6,-35135.0,0.826,-39430.0,-26.1,88.7,-12405.0,0.89,-25110.0,88.5,-22730.0,0.746,-27290.0,False,88.5
300,10,1344,94.1,-62135.0,0.449,-66595.0,-46.2,96.0,-12005.0,0.721,-18915.0,91.3,-50130.0,0.281,-50450.0,False,91.3
300,11,1344,94.0,-57365.0,0.498,-62625.0,-42.7,95.9,-9690.0,0.782,-17895.0,91.3,-47675.0,0.317,-48035.0,False,91.3
300,12,1344,93.9,-52925.0,0.544,-58985.0,-39.4,95.7,-7705.0,0.833,-17205.0,91.3,-45220.0,0.352,-45620.0,False,91.3
300,13,1344,93.6,-50055.0,0.58,-56830.0,-37.2,95.2,-7290.0,0.853,-17775.0,91.3,-42765.0,0.387,-43205.0,False,91.3
300,14,1344,93.4,-48475.0,0.608,-55685.0,-36.1,94.8,-8165.0,0.849,-19575.0,91.3,-40310.0,0.422,-40790.0,False,91.3
300,15,1344,93.3,-43775.0,0.651,-51750.0,-32.6,94.7,-5920.0,0.893,-18390.0,91.3,-37855.0,0.457,-38425.0,False,91.3
300,16,1344,93.2,-40665.0,0.683,-47825.0,-30.3,94.4,-5265.0,0.91,-18905.0,91.3,-35400.0,0.493,-36130.0,False,91.3
300,17,1344,93.0,-36435.0,0.72,-42445.0,-27.1,94.2,-3490.0,0.942,-17965.0,91.3,-32945.0,0.528,-33835.0,False,91.3
300,18,1344,92.9,-32685.0,0.753,-39225.0,-24.3,93.9,-2195.0,0.965,-19185.0,91.3,-30490.0,0.563,-31540.0,False,91.3
300,19,1344,92.6,-31365.0,0.771,-38435.0,-23.3,93.5,-1735.0,0.974,-18050.0,91.1,-29630.0,0.584,-30840.0,False,91.1
300,20,1344,92.3,-30555.0,0.785,-36555.0,-22.7,93.1,-3375.0,0.952,-18385.0,91.1,-27180.0,0.619,-28550.0,False,91.1
300,21,1344,91.7,-35590.0,0.767,-42115.0,-26.5,92.2,-10860.0,0.867,-22765.0,91.1,-24730.0,0.653,-26560.0,False,91.1
300,22,1344,91.6,-32645.0,0.79,-39695.0,-24.3,92.1,-8755.0,0.894,-22935.0,90.9,-23890.0,0.672,-26770.0,False,90.9
300,23,1344,91.4,-29720.0,0.813,-37295.0,-22.1,92.1,-5045.0,0.939,-21500.0,90.5,-24675.0,0.675,-27660.0,False,90.5
300,24,1344,91.2,-26035.0,0.838,-33585.0,-19.4,91.7,-3795.0,0.955,-20125.0,90.5,-22240.0,0.707,-26230.0,False,90.5
300,25,1344,91.1,-23155.0,0.859,-31205.0,-17.2,91.7,-100.0,0.999,-18670.0,90.1,-23055.0,0.708,-25390.0,False,90.1
300,26,1344,90.6,-24025.0,0.859,-32605.0,-17.9,90.9,-3395.0,0.963,-18875.0,90.1,-20630.0,0.738,-23920.0,False,90.1
300,27,1344,90.2,-26640.0,0.85,-35805.0,-19.8,90.2,-8435.0,0.915,-24580.0,90.1,-18205.0,0.769,-22450.0,False,90.1
300,28,1344,89.7,-29145.0,0.843,-35250.0,-21.7,89.7,-10085.0,0.903,-24880.0,89.8,-19060.0,0.767,-24260.0,False,89.7
300,29,1344,89.4,-31340.0,0.838,-36370.0,-23.3,89.5,-9760.0,0.909,-23545.0,89.2,-21580.0,0.75,-27735.0,False,89.2
300,30,1344,89.1,-30285.0,0.847,-34360.0,-22.5,89.3,-7805.0,0.928,-22340.0,88.8,-22480.0,0.749,-26290.0,False,88.8
