sl_ticks,tp_ticks,n_all,wr_all,all_net,all_PF,all_mdd,all_avg,is_wr,is_net,is_PF,is_mdd,oos_wr,oos_net,oos_PF,oos_mdd,beat_both,wr_min
100,10,1344,47.5,-332670.0,0.071,-332750.0,-247.5,52.1,-178940.0,0.086,-178980.0,40.7,-153730.0,0.054,-153930.0,False,40.7
100,11,1344,47.5,-330030.0,0.08,-330120.0,-245.6,52.0,-177395.0,0.096,-177440.0,40.7,-152635.0,0.061,-152860.0,False,40.7
100,12,1344,46.7,-332200.0,0.086,-332300.0,-247.2,51.2,-178420.0,0.104,-178470.0,40.0,-153780.0,0.065,-154030.0,False,40.0
100,13,1344,46.6,-329370.0,0.095,-329480.0,-245.1,51.0,-176665.0,0.113,-176720.0,40.0,-152705.0,0.072,-152980.0,False,40.0
100,14,1344,46.2,-329090.0,0.102,-329210.0,-244.9,50.4,-177460.0,0.121,-177520.0,40.0,-151630.0,0.078,-151930.0,False,40.0
100,15,1344,46.1,-327135.0,0.11,-327265.0,-243.4,50.2,-176005.0,0.13,-176070.0,39.8,-151130.0,0.084,-151455.0,False,39.8
100,16,1344,45.9,-325200.0,0.117,-325340.0,-242.0,50.0,-175140.0,0.139,-175210.0,39.8,-150060.0,0.091,-150410.0,False,39.8
100,17,1344,45.6,-324455.0,0.124,-324605.0,-241.4,49.6,-174880.0,0.146,-174955.0,39.6,-149575.0,0.096,-149950.0,False,39.6
100,18,1344,45.3,-323750.0,0.131,-323910.0,-240.9,49.1,-175240.0,0.153,-175320.0,39.6,-148510.0,0.103,-148910.0,False,39.6
100,19,1344,45.0,-322625.0,0.137,-322795.0,-240.0,48.9,-173990.0,0.161,-174075.0,39.2,-148635.0,0.108,-149060.0,False,39.2
100,20,1344,44.6,-322600.0,0.143,-322780.0,-240.0,48.4,-174420.0,0.168,-174510.0,39.0,-148180.0,0.113,-148630.0,False,39.0
100,21,1344,44.6,-320205.0,0.151,-320395.0,-238.2,48.3,-173075.0,0.176,-173170.0,39.0,-147130.0,0.119,-147605.0,False,39.0
100,22,1344,44.3,-319040.0,0.157,-319240.0,-237.4,47.9,-172960.0,0.182,-173060.0,39.0,-146080.0,0.126,-146580.0,False,39.0
100,23,1344,44.3,-316675.0,0.165,-316885.0,-235.6,47.8,-171645.0,0.191,-171750.0,39.0,-145030.0,0.132,-145555.0,False,39.0
100,24,1344,44.0,-315560.0,0.171,-315780.0,-234.8,47.4,-171580.0,0.197,-171690.0,39.0,-143980.0,0.138,-144530.0,False,39.0
100,25,1344,43.8,-314475.0,0.177,-314705.0,-234.0,47.3,-170295.0,0.205,-170410.0,38.7,-144180.0,0.142,-144755.0,False,38.7
100,26,1344,43.2,-315780.0,0.181,-316020.0,-235.0,46.5,-171380.0,0.208,-171500.0,38.3,-144400.0,0.146,-145000.0,False,38.3
100,27,1344,42.8,-316685.0,0.185,-316935.0,-235.6,45.9,-172680.0,0.211,-172805.0,38.1,-144005.0,0.151,-144630.0,False,38.1
100,28,1344,42.3,-317650.0,0.189,-317910.0,-236.3,45.3,-174030.0,0.214,-174160.0,37.9,-143620.0,0.156,-144270.0,False,37.9
100,29,1344,41.9,-318675.0,0.193,-318945.0,-237.1,44.7,-175430.0,0.217,-175565.0,37.7,-143245.0,0.161,-143920.0,False,37.7
100,30,1344,41.6,-318460.0,0.197,-318740.0,-236.9,44.4,-174930.0,0.223,-175070.0,37.4,-143530.0,0.164,-144230.0,False,37.4
110,10,1344,53.6,-319120.0,0.083,-319200.0,-237.4,58.3,-168090.0,0.101,-168130.0,46.5,-151030.0,0.062,-151230.0,False,46.5
110,11,1344,53.5,-316125.0,0.093,-316215.0,-235.2,58.2,-166345.0,0.113,-166390.0,46.5,-149780.0,0.07,-150005.0,False,46.5
110,12,1344,52.6,-319560.0,0.1,-319660.0,-237.8,57.3,-167980.0,0.121,-168030.0,45.5,-151580.0,0.075,-151830.0,False,45.5
110,13,1344,52.4,-316950.0,0.109,-317060.0,-235.8,56.9,-166595.0,0.132,-166650.0,45.5,-150355.0,0.082,-150630.0,False,45.5
110,14,1344,52.1,-315910.0,0.117,-316030.0,-235.1,56.5,-166780.0,0.141,-166840.0,45.5,-149130.0,0.09,-149430.0,False,45.5
110,15,1344,51.9,-313660.0,0.126,-313790.0,-233.4,56.3,-165130.0,0.152,-165195.0,45.4,-148530.0,0.096,-148855.0,False,45.4
110,16,1344,51.7,-312060.0,0.135,-312200.0,-232.2,56.0,-164750.0,0.161,-164820.0,45.4,-147310.0,0.104,-147660.0,False,45.4
110,17,1344,51.5,-310490.0,0.143,-310640.0,-231.0,55.7,-163765.0,0.171,-163840.0,45.2,-146725.0,0.11,-147100.0,False,45.2
110,18,1344,51.2,-309590.0,0.151,-309750.0,-230.3,55.2,-164080.0,0.178,-164160.0,45.2,-145510.0,0.118,-145910.0,False,45.2
110,19,1344,51.0,-307575.0,0.159,-307745.0,-228.9,55.0,-162635.0,0.188,-162720.0,45.0,-144940.0,0.124,-145365.0,False,45.0
110,20,1344,50.7,-306750.0,0.167,-306930.0,-228.2,54.6,-162370.0,0.196,-162460.0,44.8,-144380.0,0.131,-144830.0,False,44.8
110,21,1344,50.5,-304655.0,0.175,-304845.0,-226.7,54.3,-161480.0,0.205,-161575.0,44.8,-143175.0,0.138,-143650.0,False,44.8
110,22,1344,50.4,-302580.0,0.183,-302780.0,-225.1,54.1,-160610.0,0.214,-160710.0,44.8,-141970.0,0.145,-142470.0,False,44.8
110,23,1344,50.3,-299860.0,0.191,-300070.0,-223.1,54.0,-159095.0,0.223,-159200.0,44.8,-140765.0,0.152,-141290.0,False,44.8
110,24,1344,50.0,-299160.0,0.198,-299380.0,-222.6,53.6,-158930.0,0.23,-159040.0,44.6,-140230.0,0.158,-140780.0,False,44.6
110,25,1344,49.7,-298500.0,0.205,-298730.0,-222.1,53.3,-158120.0,0.238,-158235.0,44.2,-140380.0,0.163,-140955.0,False,44.2
110,26,1344,49.1,-299710.0,0.209,-299950.0,-223.0,52.6,-159160.0,0.242,-159280.0,43.9,-140550.0,0.168,-141150.0,False,43.9
110,27,1344,48.7,-299680.0,0.215,-299930.0,-223.0,52.1,-159625.0,0.247,-159750.0,43.7,-140055.0,0.173,-140680.0,False,43.7
110,28,1344,48.3,-300545.0,0.219,-300805.0,-223.6,51.5,-160975.0,0.251,-161105.0,43.5,-139570.0,0.179,-140220.0,False,43.5
110,29,1344,47.8,-301470.0,0.224,-301740.0,-224.3,51.0,-161680.0,0.255,-161815.0,43.1,-139790.0,0.183,-140465.0,False,43.1
110,30,1344,47.7,-299655.0,0.23,-299935.0,-223.0,50.7,-161025.0,0.262,-161165.0,43.1,-138630.0,0.19,-139330.0,False,43.1
120,10,1344,58.0,-311770.0,0.091,-311850.0,-232.0,62.4,-163290.0,0.11,-163330.0,51.3,-148480.0,0.069,-148680.0,False,51.3
120,11,1344,57.8,-309185.0,0.102,-309275.0,-230.0,62.2,-162085.0,0.122,-162130.0,51.3,-147100.0,0.078,-147325.0,False,51.3
120,12,1344,56.9,-312880.0,0.109,-312980.0,-232.8,61.3,-163860.0,0.131,-163910.0,50.4,-149020.0,0.083,-149270.0,False,50.4
120,13,1344,56.7,-310030.0,0.119,-310140.0,-230.7,60.9,-162365.0,0.143,-162420.0,50.4,-147665.0,0.092,-147940.0,False,50.4
120,14,1344,56.4,-308900.0,0.128,-309020.0,-229.8,60.4,-162590.0,0.152,-162650.0,50.4,-146310.0,0.1,-146610.0,False,50.4
120,15,1344,56.2,-306460.0,0.138,-306590.0,-228.0,60.3,-160830.0,0.164,-160895.0,50.2,-145630.0,0.108,-145955.0,False,50.2
120,16,1344,56.0,-304720.0,0.147,-304860.0,-226.7,59.9,-160440.0,0.174,-160510.0,50.2,-144280.0,0.116,-144630.0,False,50.2
120,17,1344,55.8,-303010.0,0.157,-303160.0,-225.5,59.7,-159395.0,0.185,-159470.0,50.0,-143615.0,0.123,-143990.0,False,50.0
120,18,1344,55.6,-301330.0,0.165,-301490.0,-224.2,59.3,-159060.0,0.194,-159140.0,50.0,-142270.0,0.131,-142670.0,False,50.0
120,19,1344,55.3,-299815.0,0.174,-299985.0,-223.1,59.1,-157500.0,0.204,-157585.0,49.6,-142315.0,0.138,-142740.0,False,49.6
120,20,1344,55.1,-298110.0,0.183,-298290.0,-221.8,58.8,-156430.0,0.214,-156520.0,49.4,-141680.0,0.145,-142130.0,False,49.4
120,21,1344,54.8,-296525.0,0.191,-296715.0,-220.6,58.4,-156175.0,0.223,-156270.0,49.4,-140350.0,0.153,-140825.0,False,49.4
120,22,1344,54.7,-294260.0,0.2,-294460.0,-218.9,58.2,-155240.0,0.232,-155340.0,49.4,-139020.0,0.161,-139520.0,False,49.4
120,23,1344,54.5,-292015.0,0.209,-292225.0,-217.3,57.9,-154325.0,0.241,-154430.0,49.4,-137690.0,0.169,-138215.0,False,49.4
120,24,1344,54.3,-290510.0,0.217,-290730.0,-216.2,57.7,-153430.0,0.25,-153540.0,49.3,-137080.0,0.175,-137630.0,False,49.3
120,25,1344,54.1,-289035.0,0.224,-289265.0,-215.1,57.6,-151830.0,0.26,-151945.0,48.9,-137205.0,0.181,-137780.0,False,48.9
120,26,1344,53.6,-289520.0,0.23,-289760.0,-215.4,56.9,-152170.0,0.266,-152290.0,48.5,-137350.0,0.186,-137950.0,False,48.5
120,27,1344,53.3,-288655.0,0.237,-288905.0,-214.8,56.6,-151875.0,0.273,-152000.0,48.3,-136780.0,0.192,-137405.0,False,48.3
120,28,1344,52.8,-289515.0,0.242,-289775.0,-215.4,56.0,-153295.0,0.277,-153425.0,48.1,-136220.0,0.198,-136870.0,False,48.1
120,29,1344,52.3,-291180.0,0.246,-291450.0,-216.7,55.3,-154765.0,0.28,-154900.0,47.8,-136415.0,0.203,-137090.0,False,47.8
120,30,1344,52.2,-288415.0,0.254,-288695.0,-214.6,55.2,-153285.0,0.289,-153425.0,47.8,-135130.0,0.21,-135830.0,False,47.8
130,10,1344,62.1,-300620.0,0.1,-300700.0,-223.7,66.9,-153090.0,0.123,-153130.0,55.0,-147530.0,0.074,-147730.0,False,55.0
130,11,1344,61.9,-298560.0,0.111,-298650.0,-222.1,66.5,-152510.0,0.137,-152555.0,55.0,-146050.0,0.084,-146275.0,False,55.0
130,12,1344,61.1,-301820.0,0.12,-301920.0,-224.6,65.8,-153700.0,0.147,-153750.0,54.1,-148120.0,0.089,-148370.0,False,54.1
130,13,1344,60.9,-298740.0,0.131,-298850.0,-222.3,65.4,-152075.0,0.16,-152130.0,54.1,-146665.0,0.098,-146940.0,False,54.1
130,14,1344,60.6,-296810.0,0.141,-296930.0,-220.8,65.0,-151600.0,0.172,-151660.0,54.1,-145210.0,0.107,-145510.0,False,54.1
130,15,1344,60.5,-294185.0,0.152,-294315.0,-218.9,64.8,-150430.0,0.184,-150495.0,54.1,-143755.0,0.116,-144080.0,False,54.1
130,16,1344,60.3,-291580.0,0.163,-291720.0,-216.9,64.5,-149280.0,0.196,-149350.0,54.1,-142300.0,0.125,-142650.0,False,54.1
130,17,1344,60.1,-289730.0,0.173,-289880.0,-215.6,64.3,-148150.0,0.208,-148225.0,53.9,-141580.0,0.133,-141955.0,False,53.9
130,18,1344,59.9,-287910.0,0.183,-288070.0,-214.2,63.9,-147780.0,0.218,-147860.0,53.9,-140130.0,0.142,-140530.0,False,53.9
130,19,1344,59.5,-287000.0,0.192,-287170.0,-213.5,63.5,-146830.0,0.229,-146915.0,53.5,-140170.0,0.149,-140595.0,False,53.5
130,20,1344,59.3,-285110.0,0.201,-285290.0,-212.1,63.3,-145630.0,0.24,-145720.0,53.3,-139480.0,0.156,-139930.0,False,53.3
130,21,1344,59.1,-283390.0,0.21,-283580.0,-210.9,62.9,-145345.0,0.249,-145440.0,53.3,-138045.0,0.165,-138520.0,False,53.3
130,22,1344,58.9,-280940.0,0.22,-281140.0,-209.0,62.7,-144330.0,0.259,-144430.0,53.3,-136610.0,0.174,-137110.0,False,53.3
130,23,1344,58.8,-278510.0,0.229,-278720.0,-207.2,62.4,-143335.0,0.269,-143440.0,53.3,-135175.0,0.182,-135700.0,False,53.3
130,24,1344,58.5,-277640.0,0.237,-277860.0,-206.6,62.0,-143130.0,0.278,-143240.0,53.2,-134510.0,0.19,-135060.0,False,53.2
130,25,1344,58.3,-275260.0,0.247,-275490.0,-204.8,61.9,-141405.0,0.289,-141520.0,53.0,-133855.0,0.197,-134430.0,False,53.0
130,26,1344,57.8,-275710.0,0.253,-275950.0,-205.1,61.3,-141720.0,0.295,-141840.0,52.6,-133990.0,0.202,-134590.0,False,52.6
130,27,1344,57.5,-274710.0,0.26,-274960.0,-204.4,60.9,-141350.0,0.303,-141475.0,52.4,-133360.0,0.209,-133985.0,False,52.4
130,28,1344,57.1,-275585.0,0.266,-275845.0,-205.0,60.3,-142845.0,0.307,-142975.0,52.2,-132740.0,0.216,-133390.0,False,52.2
130,29,1344,56.5,-277315.0,0.27,-277585.0,-206.3,59.6,-145185.0,0.309,-145320.0,52.0,-132130.0,0.222,-132805.0,False,52.0
130,30,1344,56.4,-275115.0,0.278,-275395.0,-204.7,59.4,-143585.0,0.318,-143725.0,51.9,-131530.0,0.229,-132230.0,False,51.9
140,10,1344,66.2,-284620.0,0.111,-284820.0,-211.8,71.5,-138540.0,0.143,-138700.0,58.4,-146080.0,0.079,-146280.0,False,58.4
140,11,1344,65.9,-283190.0,0.123,-283415.0,-210.7,71.0,-138680.0,0.157,-138860.0,58.4,-144510.0,0.089,-144735.0,False,58.4
140,12,1344,65.1,-286680.0,0.132,-286930.0,-213.3,70.2,-139940.0,0.168,-140140.0,57.4,-146740.0,0.095,-146990.0,False,57.4
140,13,1344,64.9,-283380.0,0.145,-283655.0,-210.8,69.9,-138185.0,0.183,-138405.0,57.4,-145195.0,0.105,-145470.0,False,57.4
140,14,1344,64.7,-281330.0,0.156,-281630.0,-209.3,69.5,-137680.0,0.196,-137920.0,57.4,-143650.0,0.114,-143950.0,False,57.4
