N,k,mode,drift,giveback,scale_body,max_gb,min_gap,IS_pf,OOS_pf,FULL_pf,FULL_net,FULL_dd,n,robust_pf
5,1.5,drift_floor,0.0,0.3,False,0.5,0.3,1.357756618671621,1.5472812113132082,1.4378310958518299,163230.0,-15055.0,709,1.357756618671621
5,1.5,drift_floor,0.0,0.3,False,1.0,0.0,1.2296471911918347,1.486092638639912,1.334787453472107,141210.0,-20085.0,709,1.2296471911918347
5,1.5,drift_floor,0.0,0.3,False,1.0,0.3,1.303503672310116,1.5655694310360935,1.4125398429604292,159195.0,-17420.0,709,1.303503672310116
5,1.5,drift_floor,0.0,0.5,True,0.5,0.0,1.3171088827757564,1.49392700287748,1.3918633389251003,153005.0,-14205.0,709,1.3171088827757564
5,1.5,drift_floor,0.0,0.5,True,0.5,0.3,1.3119243994517518,1.5466094648974027,1.410405269621525,147040.0,-15110.0,709,1.3119243994517518
5,1.5,drift_floor,0.0,0.5,True,1.0,0.0,1.268603422776252,1.4449858716337005,1.3431936789738088,140730.0,-18755.0,709,1.268603422776252
5,1.5,drift_floor,0.0,0.5,True,1.0,0.3,1.3096448995275876,1.4066979845431127,1.3511057020042467,135590.0,-18245.0,709,1.3096448995275876
5,1.5,drift_floor,0.0,0.5,False,0.5,0.0,1.2682792181238243,1.5149651735493836,1.3699907475276674,153955.0,-20250.0,709,1.2682792181238243
5,1.5,drift_floor,0.0,0.5,False,0.5,0.3,1.3033836911387933,1.544538542374977,1.403890248615226,156770.0,-16785.0,709,1.3033836911387933
5,1.5,drift_floor,0.0,0.5,False,1.0,0.0,1.2601951063489525,1.476952208687788,1.349994731111033,149460.0,-17950.0,709,1.2601951063489525
5,1.5,drift_floor,0.0,0.5,False,1.0,0.3,1.2546813403416557,1.475791541483707,1.3465434469515123,144370.0,-17950.0,709,1.2546813403416557
5,1.5,drift_floor,0.0,0.7,True,0.5,0.0,1.3107866571914637,1.4741800624153565,1.3798116985684614,152690.0,-17060.0,709,1.3107866571914637
5,1.5,drift_floor,0.0,0.7,True,0.5,0.3,1.3167768364211898,1.5051416314428112,1.3967535424423432,148120.0,-14405.0,709,1.3167768364211898
5,1.5,drift_floor,0.0,0.7,True,1.0,0.0,1.2417089152956735,1.4860596663508199,1.3421456390888706,144950.0,-17880.0,709,1.2417089152956735
5,1.5,drift_floor,0.0,0.7,True,1.0,0.3,1.290097479280285,1.4665532879818595,1.36394056686228,145740.0,-16750.0,709,1.290097479280285
5,1.5,drift_floor,0.0,0.7,False,0.5,0.0,1.2829946877777547,1.5030939162618553,1.3747453684172461,155450.0,-20765.0,709,1.2829946877777547
5,1.5,drift_floor,0.0,0.7,False,0.5,0.3,1.298687017528426,1.544538542374977,1.400896907084024,155995.0,-16785.0,709,1.298687017528426
5,1.5,drift_floor,0.0,0.7,False,1.0,0.0,1.232968716246735,1.4959782485555682,1.34066265409549,146875.0,-18745.0,709,1.232968716246735
5,1.5,drift_floor,0.0,0.7,False,1.0,0.3,1.2579411583297353,1.4779247850380708,1.3492906948785766,145270.0,-17950.0,709,1.2579411583297353
5,1.5,drift_floor,1.0,0.0,True,0.5,0.0,1.3600011692145801,1.2815052807875038,1.3238167265393583,102760.0,-15570.0,709,1.2815052807875038
5,1.5,drift_floor,1.0,0.3,True,0.5,0.0,1.2817838648792528,1.5574744722067178,1.3987573659501553,143120.0,-16370.0,709,1.2817838648792528
5,1.5,drift_floor,1.0,0.3,True,0.5,0.3,1.2948628106301547,1.506032622156176,1.38616996863765,126210.0,-18240.0,709,1.2948628106301547
5,1.5,drift_floor,1.0,0.3,True,1.0,0.0,1.2838460610447582,1.5496658367186475,1.3965874195834318,142710.0,-16970.0,709,1.2838460610447582
5,1.5,drift_floor,1.0,0.3,True,1.0,0.3,1.2732433221040347,1.4977128782547502,1.3697273098504212,122230.0,-18240.0,709,1.2732433221040347
5,1.5,drift_floor,1.0,0.3,False,0.5,0.0,1.277203464506007,1.5774152370870824,1.399806733801241,157220.0,-18930.0,709,1.277203464506007
5,1.5,drift_floor,1.0,0.3,False,0.5,0.3,1.3171830056113547,1.490586758707248,1.3915782671907813,145440.0,-20305.0,709,1.3171830056113547
5,1.5,drift_floor,1.0,0.3,False,1.0,0.0,1.2378946935924564,1.5095708597551984,1.3494345014652103,144285.0,-19955.0,709,1.2378946935924564
5,1.5,drift_floor,1.0,0.3,False,1.0,0.3,1.2871569604202517,1.5526648942904164,1.3978880675818375,150720.0,-19790.0,709,1.2871569604202517
5,1.5,drift_floor,1.0,0.5,True,0.5,0.0,1.320435363066549,1.5571545534702103,1.4194130271629646,159270.0,-13380.0,709,1.320435363066549
5,1.5,drift_floor,1.0,0.5,True,0.5,0.3,1.3077707069702695,1.5559513615345093,1.412140068853262,143060.0,-15250.0,709,1.3077707069702695
5,1.5,drift_floor,1.0,0.5,True,1.0,0.0,1.255249454056778,1.4876686278005586,1.3514850266984917,142840.0,-18755.0,709,1.255249454056778
5,1.5,drift_floor,1.0,0.5,True,1.0,0.3,1.2972064208562677,1.4202054365526744,1.3493291574323518,131615.0,-17895.0,709,1.2972064208562677
5,1.5,drift_floor,1.0,0.5,False,0.5,0.0,1.2415346223295258,1.5307870574085483,1.3597951497997074,149995.0,-20085.0,709,1.2415346223295258
5,1.5,drift_floor,1.0,0.5,False,0.5,0.3,1.2844348432683004,1.5303020846336288,1.3874455761411033,148165.0,-18070.0,709,1.2844348432683004
5,1.5,drift_floor,1.0,0.5,False,1.0,0.0,1.2366534971907324,1.494715738221395,1.342303362881666,145965.0,-17950.0,709,1.2366534971907324
5,1.5,drift_floor,1.0,0.5,False,1.0,0.3,1.2614154052862512,1.481795262664165,1.3533794115848063,144435.0,-17305.0,709,1.2614154052862512
5,1.5,drift_floor,1.0,0.7,True,0.5,0.0,1.2958841232381406,1.506667471188077,1.38395119307224,152300.0,-17215.0,709,1.2958841232381406
5,1.5,drift_floor,1.0,0.7,True,0.5,0.3,1.2934079631241033,1.4865733007837594,1.3750560058653416,138120.0,-15890.0,709,1.2934079631241033
5,1.5,drift_floor,1.0,0.7,True,1.0,0.0,1.236028513238289,1.5638826595551245,1.3678043314088042,150980.0,-17880.0,709,1.236028513238289
5,1.5,drift_floor,1.0,0.7,True,1.0,0.3,1.2668127861808554,1.5096498612540143,1.366468766793766,143205.0,-17660.0,709,1.2668127861808554
5,1.5,drift_floor,1.0,0.7,False,0.5,0.0,1.2789234678998458,1.5556118646594128,1.3927358340179765,160140.0,-20105.0,709,1.2789234678998458
5,1.5,drift_floor,1.0,0.7,False,0.5,0.3,1.283722183549278,1.5342965921857445,1.3885762043433407,148780.0,-18070.0,709,1.283722183549278
5,1.5,drift_floor,1.0,0.7,False,1.0,0.0,1.252511048613901,1.5203083051874946,1.3623979815448763,152970.0,-18985.0,709,1.252511048613901
5,1.5,drift_floor,1.0,0.7,False,1.0,0.3,1.2689196022248441,1.4839733231483385,1.3587317947019055,146185.0,-17305.0,709,1.2689196022248441
5,2.0,pure_ratchet,0.0,0.0,True,0.5,0.0,1.2502641155065148,1.5033915658795673,1.3573914338718196,131965.0,-16110.0,709,1.2502641155065148
5,2.0,pure_ratchet,0.0,0.3,True,0.5,0.0,1.1889162319125899,1.6332737030411448,1.3691385908043017,157720.0,-19595.0,709,1.1889162319125899
5,2.0,pure_ratchet,0.0,0.3,True,0.5,0.3,1.2724287458426304,1.5862257683555607,1.404923196672464,166470.0,-15910.0,709,1.2724287458426304
5,2.0,pure_ratchet,0.0,0.3,True,1.0,0.0,1.1929208056853429,1.6078574435246247,1.3637161701685283,157440.0,-22260.0,709,1.1929208056853429
5,2.0,pure_ratchet,0.0,0.3,True,1.0,0.3,1.276439482961222,1.6286929734487312,1.4233248920370438,173015.0,-17745.0,709,1.276439482961222
5,2.0,pure_ratchet,0.0,0.3,False,0.5,0.0,1.1958866509452197,1.645589665231282,1.3803987279006942,166860.0,-20915.0,709,1.1958866509452197
5,2.0,pure_ratchet,0.0,0.3,False,0.5,0.3,1.1865207707950034,1.599234080617208,1.3554325069500852,155340.0,-23725.0,709,1.1865207707950034
5,2.0,pure_ratchet,0.0,0.3,False,1.0,0.0,1.1968377201287634,1.5865781828842516,1.3587251331215198,162020.0,-19500.0,709,1.1968377201287634
5,2.0,pure_ratchet,0.0,0.3,False,1.0,0.3,1.199996168655773,1.5869197160021846,1.3595208340369958,159665.0,-20740.0,709,1.199996168655773
5,2.0,pure_ratchet,0.0,0.5,True,0.5,0.0,1.2155150470894602,1.704526512429947,1.4136698187916337,177605.0,-18450.0,709,1.2155150470894602
5,2.0,pure_ratchet,0.0,0.5,True,0.5,0.3,1.2494099454708227,1.572234382892743,1.3850935340048596,163245.0,-19615.0,709,1.2494099454708227
5,2.0,pure_ratchet,0.0,0.5,True,1.0,0.0,1.2089423408907813,1.6121898597626754,1.376544040173067,167965.0,-18860.0,709,1.2089423408907813
5,2.0,pure_ratchet,0.0,0.5,True,1.0,0.3,1.2106571384185179,1.5666114175474826,1.3590187884347502,158505.0,-18570.0,709,1.2106571384185179
5,2.0,pure_ratchet,0.0,0.5,False,0.5,0.0,1.1890806675674133,1.6311408072731255,1.3703279553594485,164920.0,-20845.0,709,1.1890806675674133
5,2.0,pure_ratchet,0.0,0.5,False,0.5,0.3,1.1955557285180574,1.5821105636471926,1.357205932299332,157760.0,-20275.0,709,1.1955557285180574
5,2.0,pure_ratchet,0.0,0.5,False,1.0,0.0,1.169093836161433,1.621637473672985,1.3545057345712725,162275.0,-20580.0,709,1.169093836161433
5,2.0,pure_ratchet,0.0,0.5,False,1.0,0.3,1.1797979417197573,1.5977914176204133,1.3523787390856876,159210.0,-19940.0,709,1.1797979417197573
5,2.0,pure_ratchet,0.0,0.7,True,0.5,0.0,1.2263604100946373,1.7027740325310536,1.4204185606281916,179895.0,-18155.0,709,1.2263604100946373
5,2.0,pure_ratchet,0.0,0.7,True,0.5,0.3,1.2364383616303893,1.5905717658964411,1.3834439945388988,164300.0,-19525.0,709,1.2364383616303893
5,2.0,pure_ratchet,0.0,0.7,True,1.0,0.0,1.1966122317066215,1.6396766606288355,1.3795401272463446,170015.0,-19500.0,709,1.1966122317066215
5,2.0,pure_ratchet,0.0,0.7,True,1.0,0.3,1.1828778287403814,1.601250368939333,1.3560662438493407,160285.0,-18860.0,709,1.1828778287403814
5,2.0,pure_ratchet,0.0,0.7,False,0.5,0.0,1.1778668020839211,1.6396267444741115,1.365304252608997,163470.0,-21045.0,709,1.1778668020839211
5,2.0,pure_ratchet,0.0,0.7,False,0.5,0.3,1.1989412634774823,1.5821105636471926,1.3591938405797102,158620.0,-20275.0,709,1.1989412634774823
