giveback,scale_body,max_gb_atr,min_gap_atr,IS_PF,IS_gross,IS_td,OOS_PF,OOS_gross,OOS_td,FULL_PF,FULL_gross,FULL_td,robust_PF
0.2,False,1.0,0.5,1.062773171214274,17450.0,765,1.2979715857764638,90710.0,620,1.185711096993527,108160.0,1385,1.062773171214274
0.2,False,1.5,0.0,1.0286364742772869,10000.0,765,1.2957913296275858,109885.0,620,1.1663452199250728,119885.0,1385,1.0286364742772869
0.2,False,1.5,0.1,1.020603772480501,7040.0,765,1.2939095832872776,106360.0,620,1.1611791376774,113400.0,1385,1.020603772480501
0.2,False,1.5,0.2,1.0351986396661,11385.0,765,1.3403357638480535,115755.0,620,1.191599981916,127140.0,1385,1.0351986396661
0.2,False,1.5,0.3,1.0587153873686266,18045.0,765,1.310713641013298,103275.0,620,1.1896484344468587,121320.0,1385,1.0587153873686266
0.2,False,1.5,0.5,1.062773171214274,17450.0,765,1.2979715857764638,90710.0,620,1.185711096993527,108160.0,1385,1.062773171214274
0.25,True,0.25,0.0,1.057345392324615,17595.0,765,1.3018644525044214,100705.0,620,1.18471819934888,118300.0,1385,1.057345392324615
0.25,True,0.25,0.1,1.0614352002465626,17940.0,765,1.3217982340435437,103685.0,620,1.1980153690859952,121625.0,1385,1.0614352002465626
0.25,True,0.25,0.2,1.0748571009819727,20430.0,765,1.3869964430473984,116960.0,620,1.2388788914099922,137390.0,1385,1.0748571009819727
0.25,True,0.25,0.3,1.0870899673892194,22700.0,765,1.3288847159814903,98080.0,620,1.216114659938805,120780.0,1385,1.0870899673892194
0.25,True,0.25,0.5,1.019795003203075,4635.0,765,1.3599341276760633,92890.0,620,1.1981309360556656,97525.0,1385,1.019795003203075
0.25,True,0.5,0.0,1.0517872175095513,15995.0,765,1.3025561626297062,101615.0,620,1.1824216902041988,117610.0,1385,1.0517872175095513
0.25,True,0.5,0.1,1.062269818910066,18345.0,765,1.33902729083973,109755.0,620,1.207167577708057,128100.0,1385,1.062269818910066
0.25,True,0.5,0.2,1.0643822147773205,17680.0,765,1.3753019472516639,114195.0,620,1.227808632111732,131875.0,1385,1.0643822147773205
0.25,True,0.5,0.3,1.0814783704325914,21340.0,765,1.3311691579848004,98700.0,620,1.2143781978587183,120040.0,1385,1.0814783704325914
0.25,True,0.5,0.5,1.0344462681409814,7975.0,765,1.3397948855063884,88960.0,620,1.1964931840064865,96935.0,1385,1.0344462681409814
0.25,True,0.75,0.0,1.0517872175095513,15995.0,765,1.3025561626297062,101615.0,620,1.1824216902041988,117610.0,1385,1.0517872175095513
0.25,True,0.75,0.1,1.062269818910066,18345.0,765,1.33902729083973,109755.0,620,1.207167577708057,128100.0,1385,1.062269818910066
0.25,True,0.75,0.2,1.0643822147773205,17680.0,765,1.3753019472516639,114195.0,620,1.227808632111732,131875.0,1385,1.0643822147773205
0.25,True,0.75,0.3,1.0814783704325914,21340.0,765,1.3311691579848004,98700.0,620,1.2143781978587183,120040.0,1385,1.0814783704325914
0.25,True,0.75,0.5,1.0344462681409814,7975.0,765,1.3397948855063884,88960.0,620,1.1964931840064865,96935.0,1385,1.0344462681409814
0.25,True,1.0,0.0,1.0517872175095513,15995.0,765,1.3025561626297062,101615.0,620,1.1824216902041988,117610.0,1385,1.0517872175095513
0.25,True,1.0,0.1,1.062269818910066,18345.0,765,1.33902729083973,109755.0,620,1.207167577708057,128100.0,1385,1.062269818910066
0.25,True,1.0,0.2,1.0643822147773205,17680.0,765,1.3753019472516639,114195.0,620,1.227808632111732,131875.0,1385,1.0643822147773205
0.25,True,1.0,0.3,1.0814783704325914,21340.0,765,1.3311691579848004,98700.0,620,1.2143781978587183,120040.0,1385,1.0814783704325914
0.25,True,1.0,0.5,1.0344462681409814,7975.0,765,1.3397948855063884,88960.0,620,1.1964931840064865,96935.0,1385,1.0344462681409814
0.25,True,1.5,0.0,1.0517872175095513,15995.0,765,1.3025561626297062,101615.0,620,1.1824216902041988,117610.0,1385,1.0517872175095513
0.25,True,1.5,0.1,1.062269818910066,18345.0,765,1.33902729083973,109755.0,620,1.207167577708057,128100.0,1385,1.062269818910066
0.25,True,1.5,0.2,1.0643822147773205,17680.0,765,1.3753019472516639,114195.0,620,1.227808632111732,131875.0,1385,1.0643822147773205
0.25,True,1.5,0.3,1.0814783704325914,21340.0,765,1.3311691579848004,98700.0,620,1.2143781978587183,120040.0,1385,1.0814783704325914
0.25,True,1.5,0.5,1.0344462681409814,7975.0,765,1.3397948855063884,88960.0,620,1.1964931840064865,96935.0,1385,1.0344462681409814
0.25,False,0.25,0.0,1.0473929520407719,16320.0,765,1.2827020695041,104980.0,620,1.1694844208467234,121300.0,1385,1.0473929520407719
0.25,False,0.25,0.1,1.0595263205472023,19755.0,765,1.29556338918304,105225.0,620,1.1816873459953334,124980.0,1385,1.0595263205472023
0.25,False,0.25,0.2,1.0409065262365995,13050.0,765,1.3597385776600022,120820.0,620,1.2044206909715593,133870.0,1385,1.0409065262365995
0.25,False,0.25,0.3,1.0483709314361764,14720.0,765,1.3536265836441541,114720.0,620,1.2058769732394927,129440.0,1385,1.0483709314361764
0.25,False,0.25,0.5,1.0509832751332475,13870.0,765,1.3576681676721665,102860.0,620,1.208582379586695,116730.0,1385,1.0509832751332475
0.25,False,0.5,0.0,1.0249380969225328,9165.0,765,1.2831774363511,108835.0,620,1.1569472431152699,118000.0,1385,1.0249380969225328
0.25,False,0.5,0.1,1.01418902955932,5105.0,765,1.2953042328042328,111625.0,620,1.1582168246846982,116730.0,1385,1.01418902955932
0.25,False,0.5,0.2,0.9981015458840659,-665.0,765,1.282298720080012,104435.0,620,1.1440789747719478,103770.0,1385,0.9981015458840659
0.25,False,0.5,0.3,1.038452152161313,12605.0,765,1.301801994606857,105765.0,620,1.174521382076063,118370.0,1385,1.038452152161313
0.25,False,0.5,0.5,1.0635197835875836,18550.0,765,1.2714226193231795,87945.0,620,1.1728674620566513,106495.0,1385,1.0635197835875836
0.25,False,0.75,0.0,1.0249380969225328,9165.0,765,1.2831774363511,108835.0,620,1.1569472431152699,118000.0,1385,1.0249380969225328
0.25,False,0.75,0.1,1.01418902955932,5105.0,765,1.2953042328042328,111625.0,620,1.1582168246846982,116730.0,1385,1.01418902955932
0.25,False,0.75,0.2,0.9981015458840659,-665.0,765,1.282298720080012,104435.0,620,1.1440789747719478,103770.0,1385,0.9981015458840659
0.25,False,0.75,0.3,1.038452152161313,12605.0,765,1.301801994606857,105765.0,620,1.174521382076063,118370.0,1385,1.038452152161313
0.25,False,0.75,0.5,1.0635197835875836,18550.0,765,1.2714226193231795,87945.0,620,1.1728674620566513,106495.0,1385,1.0635197835875836
0.25,False,1.0,0.0,1.0249380969225328,9165.0,765,1.2831774363511,108835.0,620,1.1569472431152699,118000.0,1385,1.0249380969225328
0.25,False,1.0,0.1,1.01418902955932,5105.0,765,1.2953042328042328,111625.0,620,1.1582168246846982,116730.0,1385,1.01418902955932
