atr_len,yellow_atr_mult,yellow_drift,yellow_mode,green_atr_mult,green_base,green_decay,yellow_giveback,scale_by_body,max_giveback_atr,giveback_min_gap_atr,IS_trades,IS_win%,IS_avg_$,IS_gross_$,IS_PF,OOS_trades,OOS_win%,OOS_avg_$,OOS_gross_$,OOS_PF
7,2.11,1.12,drift_floor,2.59,36.9,0.88,0.0,True,0.99,0.46,765,40.3921568627451,-2.8627450980392157,-2190.0,0.9921607932274981,620,47.096774193548384,174.82258064516128,108390.0,1.3363485438550216
16,1.03,1.53,raw_atr,1.21,157.1,0.81,0.71,True,0.56,0.17,763,46.395806028833555,-3.9318479685452163,-3000.0,0.9925781153360876,618,51.1326860841424,193.26860841423948,119440.0,1.2742815151619533
25,0.95,1.41,pure_ratchet,2.72,98.8,0.56,0.77,False,0.41,0.52,765,42.745098039215684,17.352941176470587,13275.0,1.0602546354083926,620,46.12903225806452,136.56451612903226,84670.0,1.336519544524155
10,2.57,1.5,raw_atr,1.42,154.8,0.13,0.71,True,0.41,0.4,762,53.28083989501312,46.39763779527559,35355.0,1.0772272037221087,617,56.23987034035657,207.3905996758509,127960.0,1.2561300266218298
7,2.81,2.29,pure_ratchet,3.44,72.8,2.69,0.26,False,0.84,0.47,764,53.010471204188484,14.581151832460733,11140.0,1.0239910410475084,620,58.387096774193544,199.98387096774192,123990.0,1.2601116052697827
12,2.76,2.49,raw_atr,0.59,27.6,1.83,0.36,True,0.28,0.22,765,75.29411764705883,55.189542483660134,42220.0,1.1743079495489543,620,76.12903225806451,66.46774193548387,41210.0,1.137288869640537
14,2.93,2.7,drift_floor,2.84,175.7,2.95,0.24,True,0.69,0.19,763,50.19659239842726,35.22935779816514,26880.0,1.0601456652831076,619,54.44264943457189,214.78998384491115,132955.0,1.2814577247131547
30,1.58,2.13,raw_atr,0.81,190.9,2.07,0.71,False,0.33,0.43,763,51.50720838794234,41.74967234600262,31855.0,1.0715440763615947,618,53.72168284789643,160.58252427184465,99240.0,1.1993731918997108
7,1.89,1.93,raw_atr,3.09,138.5,0.26,0.12,False,0.27,0.16,763,49.41022280471822,35.55045871559633,27125.0,1.0629255448714232,617,52.99837925445705,165.9157212317666,102370.0,1.219579159606186
7,1.07,2.48,pure_ratchet,2.4,55.7,2.41,0.48,False,0.8,0.28,765,45.751633986928105,-11.895424836601308,-9100.0,0.9674535050071531,620,49.516129032258064,143.46774193548387,88950.0,1.28464
20,2.82,1.91,drift_floor,0.67,82.0,0.35,0.86,True,0.45,0.5,764,53.403141361256544,37.18586387434555,28410.0,1.062453972894844,620,57.41935483870968,129.06451612903226,80020.0,1.1650713755260336
16,1.42,0.7,raw_atr,1.17,119.4,0.16,0.0,True,1.4,0.04,763,54.914809960681524,-3.7221494102228045,-2840.0,0.994335520673355,618,59.70873786407766,244.5064724919094,151105.0,1.3157955234174172
30,1.22,0.07,raw_atr,3.4,120.6,2.47,0.71,True,0.41,0.13,763,49.67234600262123,45.996068152031455,35095.0,1.0825852149051076,618,53.23624595469255,153.4546925566343,94835.0,1.1968940424162522
16,1.26,2.52,drift_floor,3.33,74.8,2.73,0.4,False,1.06,0.3,765,44.575163398692816,-4.509803921568627,-3450.0,0.9903629938965628,620,50.32258064516129,201.6209677419355,125005.0,1.3350532043206733
16,2.61,1.99,pure_ratchet,3.05,137.2,1.88,0.0,False,0.49,0.14,763,45.478374836173,0.17693315858453473,135.0,1.0003183061397718,619,49.43457189014539,179.11954765751213,110875.0,1.2517168965321528
20,1.82,0.16,raw_atr,3.79,177.4,1.59,0.69,True,1.49,0.51,763,52.94888597640891,49.77719528178244,37980.0,1.0838438358886056,617,56.56401944894651,206.742301458671,127560.0,1.2628802242189432
7,2.25,2.53,raw_atr,1.69,159.9,1.5,0.11,True,0.89,0.21,763,49.67234600262123,21.297509829619923,16250.0,1.0372245384157237,617,53.484602917341974,158.80064829821717,97980.0,1.2042526579111945
25,2.5,1.02,raw_atr,0.71,48.1,0.41,0.38,False,0.27,0.11,763,57.798165137614674,36.37614678899082,27755.0,1.0627799140465959,618,64.40129449838187,146.09223300970874,90285.0,1.2034866686199823
10,1.32,0.34,drift_floor,0.66,151.4,0.12,0.85,True,1.38,0.56,765,43.39869281045752,-2.287581699346405,-1750.0,0.9935126318325889,620,48.064516129032256,191.13709677419354,118505.0,1.3985571829754317
25,1.03,0.46,raw_atr,2.82,152.1,1.79,0.78,False,1.02,0.58,763,51.900393184796854,36.00917431192661,27475.0,1.0605376225625207,617,55.10534846029174,198.6871961102107,122590.0,1.253646727773065
14,1.75,0.59,drift_floor,0.74,166.6,2.5,0.71,False,1.12,0.23,765,50.98039215686274,6.777777777777778,5185.0,1.0112631693276855,620,56.29032258064516,178.83870967741936,110880.0,1.233716959656001
12,1.76,1.11,drift_floor,3.5,192.0,2.23,0.7,True,0.35,0.11,764,43.717277486910994,5.8311518324607325,4455.0,1.0116927599375336,619,50.24232633279483,225.8562197092084,139805.0,1.3449207426139518
30,2.52,2.4,raw_atr,1.97,30.8,2.21,0.1,False,1.26,0.13,764,67.5392670157068,16.145287958115183,12335.0,1.0310330079500856,618,69.90291262135922,207.8074433656958,128425.0,1.307796472054453
30,2.56,0.93,raw_atr,3.04,97.5,0.53,0.0,True,0.53,0.46,762,54.85564304461942,-2.6706036745406823,-2035.0,0.9959411213275625,618,59.385113268608414,249.96763754045307,154480.0,1.3218098680304562
20,1.2,1.48,pure_ratchet,0.96,197.2,2.48,0.73,True,1.24,0.56,765,42.22222222222222,2.3006535947712417,1760.0,1.0066482831564236,620,47.58064516129033,193.63709677419354,120055.0,1.4145545580110497
7,2.77,1.92,drift_floor,0.62,76.3,0.59,0.0,False,0.67,0.32,765,41.307189542483655,4.392156862745098,3360.0,1.0111830390574295,620,49.516129032258064,186.58064516129033,115680.0,1.3495761751507185
7,1.17,1.68,raw_atr,1.44,195.7,1.59,0.37,True,1.48,0.29,763,43.90563564875492,26.25819134993447,20035.0,1.0622118026983807,617,47.9740680713128,231.93679092382496,143105.0,1.4102545725589128
16,0.91,2.17,raw_atr,1.47,71.4,1.41,0.57,False,0.48,0.39,764,46.20418848167539,15.346858638743456,11725.0,1.029815638906548,618,53.23624595469255,173.74595469255664,107375.0,1.2619924848721453
12,2.81,1.04,raw_atr,2.46,141.3,2.12,0.68,True,0.79,0.11,762,54.46194225721784,24.363517060367453,18565.0,1.0385954699957383,618,58.41423948220065,240.76051779935275,148790.0,1.3002340691714758
14,2.14,2.58,drift_floor,0.52,86.4,0.24,0.73,False,0.71,0.39,765,49.80392156862745,4.751633986928105,3635.0,1.0081144732289353,620,56.774193548387096,151.15322580645162,93715.0,1.2055536668019258
16,2.58,2.6,drift_floor,3.08,61.6,0.87,0.0,True,0.59,0.07,765,42.87581699346405,17.764705882352942,13590.0,1.0432761201159124,620,46.774193548387096,226.53225806451613,140450.0,1.3853805100906857
7,1.5,0.9,pure_ratchet,3.76,134.2,1.44,0.33,True,0.69,0.48,764,42.14659685863874,-1.668848167539267,-1275.0,0.9948053535415267,619,47.011308562197094,186.4135702746365,115390.0,1.4010844818297155
20,1.59,1.71,raw_atr,3.27,50.3,2.56,0.0,False,0.57,0.18,763,59.37090432503277,15.943643512450851,12165.0,1.0253595997498437,618,61.97411003236246,240.94660194174756,148905.0,1.3167045962098816
7,1.26,0.06,raw_atr,0.87,143.7,0.02,0.21,False,0.34,0.39,764,44.633507853403145,4.522251308900524,3455.0,1.0092877592440759,618,49.83818770226537,187.15210355987054,115660.0,1.2888431042017856
12,2.3,1.55,pure_ratchet,1.52,63.0,1.48,0.55,False,0.39,0.16,764,52.22513089005235,14.757853403141361,11275.0,1.025225688812323,620,59.354838709677416,157.21774193548387,97475.0,1.2094569912112942
14,2.0,1.58,raw_atr,2.45,186.4,0.24,0.0,False,1.07,0.35,762,54.85564304461942,3.884514435695538,2960.0,1.0059038235235456,617,59.3192868719611,249.49756888168557,153940.0,1.3215927132948944
7,1.85,2.37,drift_floor,3.68,42.0,1.14,0.51,True,0.62,0.32,765,42.22222222222222,-2.0392156862745097,-1560.0,0.9953032561080251,620,49.03225806451613,213.81451612903226,132565.0,1.3490665402743767
12,1.34,1.68,drift_floor,1.08,149.8,0.74,0.36,True,0.37,0.21,765,43.39869281045752,10.013071895424837,7660.0,1.0290823493678576,620,46.935483870967744,186.8709677419355,115860.0,1.3697226920254013
25,1.23,2.74,raw_atr,3.68,168.9,1.33,0.52,True,1.45,0.1,763,49.67234600262123,35.360419397116644,26980.0,1.0619425344093305,617,54.13290113452188,184.45705024311184,113810.0,1.2446316875523935
7,2.07,0.78,pure_ratchet,2.24,36.4,2.6,0.82,False,1.22,0.57,765,66.79738562091502,18.26143790849673,13970.0,1.0426350083164206,620,69.51612903225806,186.83064516129033,115835.0,1.308207058948741
12,1.83,0.94,pure_ratchet,1.34,178.7,1.43,0.71,False,0.29,0.23,764,44.50261780104712,6.963350785340314,5320.0,1.0135974440894568,619,49.59612277867528,233.06138933764134,144265.0,1.3454869842182149
14,2.61,0.43,drift_floor,1.92,179.0,2.17,0.0,False,0.37,0.13,763,43.774574049803405,3.925294888597641,2995.0,1.0075238968510167,619,47.980613893376415,203.82067851373182,126165.0,1.2986295209240675
7,2.59,2.24,drift_floor,1.39,138.7,1.57,0.53,True,0.53,0.38,765,45.22875816993464,-8.137254901960784,-6225.0,0.9857357271341988,620,51.61290322580645,185.01612903225808,114710.0,1.24631472713413
10,1.16,0.88,drift_floor,0.69,30.8,2.59,0.0,False,0.66,0.12,765,49.15032679738562,19.58169934640523,14980.0,1.0762224596753676,622,55.30546623794213,64.89549839228296,40365.0,1.1685738149926916
14,1.81,0.51,pure_ratchet,1.63,155.9,2.25,0.25,True,0.61,0.33,765,43.00653594771242,22.437908496732025,17165.0,1.0493027530841148,620,48.38709677419355,210.94354838709677,130785.0,1.3359146247495761
20,1.79,1.36,drift_floor,3.98,30.2,1.35,0.19,True,0.42,0.45,765,40.3921568627451,4.38562091503268,3355.0,1.010549650965348,620,47.096774193548384,197.29032258064515,122320.0,1.3466678003089174
25,2.71,2.95,pure_ratchet,3.41,163.6,1.25,0.0,False,0.5,0.45,763,48.62385321100918,28.97116644823067,22105.0,1.0503972732350695,619,51.050080775444265,169.95153473344104,105200.0,1.2239560603318893
30,1.38,1.97,pure_ratchet,1.81,82.8,2.67,0.84,False,1.01,0.6,765,48.75816993464052,10.130718954248366,7750.0,1.0207055931818485,620,52.41935483870967,166.7741935483871,103400.0,1.2675879559540908
14,2.14,1.29,pure_ratchet,0.98,134.2,2.11,0.89,False,0.38,0.0,764,51.178010471204196,33.99869109947644,25975.0,1.0569983432627847,620,55.16129032258065,119.88709677419355,74330.0,1.1494836549387124
12,2.49,2.66,pure_ratchet,1.26,63.2,0.15,0.0,True,1.11,0.57,765,43.529411764705884,-4.366013071895424,-3340.0,0.9916583416583417,620,49.354838709677416,156.11290322580646,96790.0,1.2346395801263015
10,2.06,1.24,pure_ratchet,1.27,162.6,0.36,0.0,False,0.82,0.46,764,40.18324607329843,-24.960732984293195,-19070.0,0.9451404571149116,619,46.849757673667206,207.3021001615509,128320.0,1.3474822968709803
14,1.57,1.86,pure_ratchet,3.54,49.5,0.32,0.32,True,0.44,0.48,765,41.96078431372549,0.45751633986928103,350.0,1.0011536876802638,620,47.74193548387097,189.1451612903226,117270.0,1.3485355088939415
25,1.77,0.24,raw_atr,2.39,168.9,2.68,0.0,False,1.17,0.04,762,54.85564304461942,-4.094488188976378,-3120.0,0.9937770508805872,618,59.54692556634305,268.7621359223301,166095.0,1.3464101360863445
16,2.11,1.19,pure_ratchet,1.3,190.2,0.3,0.48,True,0.56,0.03,764,50.523560209424076,28.069371727748692,21445.0,1.0473436137449914,619,53.79644588045234,174.1437802907916,107795.0,1.2200571603552108
30,2.56,2.34,raw_atr,1.24,171.0,1.76,0.51,True,1.43,0.41,762,54.7244094488189,15.20997375328084,11590.0,1.0239200875074814,618,58.89967637540453,247.39482200647248,152890.0,1.3119599261367694
16,2.58,0.9,pure_ratchet,2.18,52.1,2.3,0.38,True,1.36,0.58,765,60.0,23.73856209150327,18160.0,1.0420268221844227,620,63.70967741935484,196.21774193548387,121655.0,1.2712607028184089
30,2.1,2.09,drift_floor,2.11,47.1,2.44,0.73,True,0.76,0.54,765,58.56209150326798,-6.372549019607843,-4875.0,0.9885954241332522,620,63.2258064516129,193.61290322580646,120040.0,1.274135903262272
7,2.97,1.77,drift_floor,1.23,58.9,2.31,0.28,False,0.98,0.05,764,67.27748691099477,20.517015706806284,15675.0,1.0395090045243167,620,69.6774193548387,171.19354838709677,106140.0,1.261328803043173
30,1.74,0.99,raw_atr,0.91,28.6,2.53,0.87,False,1.05,0.28,765,69.54248366013071,34.55555555555556,26435.0,1.1024235262209652,620,72.09677419354838,67.37096774193549,41770.0,1.1275400375566784
20,2.69,0.66,drift_floor,0.76,110.7,1.36,0.7,False,0.38,0.23,764,54.18848167539267,52.532722513089006,40135.0,1.0888119315792968,620,57.90322580645161,154.83064516129033,95995.0,1.1963268603450214
25,1.93,2.42,drift_floor,0.63,72.9,1.85,0.72,True,1.2,0.46,765,53.72549019607843,13.869281045751634,10610.0,1.025555180885399,620,63.064516129032256,177.96774193548387,110340.0,1.2727104212750708
30,2.04,2.64,raw_atr,1.88,198.3,1.15,0.0,False,1.35,0.44,762,54.85564304461942,3.9763779527559056,3030.0,1.0060434409717374,617,59.3192868719611,252.6094003241491,155860.0,1.3256037436283112
16,0.81,1.73,drift_floor,1.16,91.2,1.8,0.0,True,1.21,0.35,765,42.61437908496732,-20.77124183006536,-15890.0,0.9164563617245005,620,45.96774193548387,128.5,79670.0,1.3557967131118256
25,2.5,2.8,raw_atr,0.85,173.9,2.59,0.57,False,1.13,0.37,763,54.914809960681524,8.040629095674968,6135.0,1.0123223700728095,618,59.06148867313916,198.11488673139158,122435.0,1.2518072908632834
25,2.34,1.24,pure_ratchet,0.64,50.8,1.92,0.24,True,1.4,0.02,765,67.7124183006536,10.071895424836601,7705.0,1.020575747055839,621,70.69243156199678,113.70370370370371,70610.0,1.18552773325626
12,2.28,0.88,pure_ratchet,2.02,195.0,1.24,0.0,True,1.12,0.22,764,42.40837696335078,0.981675392670157,750.0,1.001980930244843,619,47.980613893376415,196.95476575121162,121915.0,1.304080512807722
16,1.01,0.59,raw_atr,1.31,110.1,0.15,0.62,True,0.65,0.09,764,46.33507853403142,6.950261780104712,5310.0,1.0131544721489354,618,52.103559870550164,190.3398058252427,117630.0,1.2738766006984865
14,2.15,1.16,pure_ratchet,0.95,63.0,0.03,0.76,False,0.82,0.22,764,53.141361256544506,7.270942408376963,5555.0,1.0118653480573296,620,59.51612903225807,176.94354838709677,109705.0,1.2358816130384769
30,2.09,2.96,pure_ratchet,3.48,185.6,1.97,0.2,False,0.92,0.24,763,51.24508519003932,20.334207077326344,15515.0,1.0334400224154838,619,54.92730210016155,201.8659127625202,124955.0,1.2534018778771472
16,1.13,0.63,pure_ratchet,2.49,191.9,2.85,0.46,False,1.1,0.53,765,44.18300653594771,-1.7189542483660132,-1315.0,0.9956532517973721,620,49.83870967741936,183.94354838709677,114045.0,1.3695620473436056
20,1.42,0.46,raw_atr,0.97,68.2,2.62,0.0,False,1.26,0.35,763,69.0694626474443,-0.5897771952817824,-450.0,0.998922142780153,618,70.3883495145631,218.98867313915858,135335.0,1.3487251504180786
7,0.81,0.24,pure_ratchet,2.49,104.6,1.15,0.0,False,0.32,0.1,765,41.43790849673203,-17.908496732026144,-13700.0,0.9276510350654837,620,43.87096774193549,140.6209677419355,87185.0,1.38074546367666
12,2.66,1.06,pure_ratchet,3.35,73.8,0.66,0.43,False,0.5,0.45,764,52.09424083769634,40.51701570680628,30955.0,1.068186574150559,619,55.25040387722132,187.7302100161551,116205.0,1.2366001893534495
14,2.3,1.29,drift_floor,1.26,50.0,0.74,0.0,True,0.43,0.36,765,41.568627450980394,6.699346405228758,5125.0,1.0152909760864053,620,50.0,165.50806451612902,102615.0,1.2777657472322226
16,2.78,0.33,raw_atr,3.44,34.0,1.29,0.67,False,0.86,0.53,763,55.43905635648755,15.019659239842726,11460.0,1.0237742072671072,618,59.8705501618123,227.45954692556634,140570.0,1.2899665827798177
16,2.94,1.96,pure_ratchet,1.15,132.6,0.44,0.0,False,0.28,0.22,764,48.167539267015705,25.857329842931936,19755.0,1.0451197368871836,620,50.645161290322584,143.25806451612902,88820.0,1.1885995179904234
12,1.25,2.53,drift_floor,0.71,74.6,0.18,0.19,True,0.38,0.4,765,41.43790849673203,-4.5359477124183005,-3470.0,0.9826945615041268,620,45.483870967741936,120.64516129032258,74800.0,1.3144971409350823
14,1.7,2.54,pure_ratchet,0.59,127.9,2.63,0.36,True,0.89,0.37,765,44.18300653594771,18.54901960784314,14190.0,1.0399330228369612,620,52.25806451612903,185.92741935483872,115275.0,1.3053116681895833
7,2.05,0.32,drift_floor,2.49,92.5,0.78,0.62,True,1.12,0.06,765,48.75816993464052,4.359477124183006,3335.0,1.0075045848850686,620,54.35483870967742,223.09677419354838,138320.0,1.297216283292328
30,1.09,2.91,raw_atr,3.04,148.1,0.3,0.64,False,1.32,0.24,762,54.46194225721784,38.22834645669291,29130.0,1.0613515021956381,617,58.18476499189627,215.18638573743922,132770.0,1.2676167056357333
20,2.87,1.73,pure_ratchet,2.08,127.9,1.75,0.75,False,0.77,0.35,764,54.45026178010471,21.44633507853403,16385.0,1.033686959024651,620,57.90322580645161,206.05645161290323,127755.0,1.2551629783494447
10,0.89,0.85,raw_atr,1.49,104.4,2.57,0.23,True,0.46,0.19,764,42.14659685863874,-16.714659685863875,-12770.0,0.9555036760862747,618,46.601941747572816,163.56796116504853,101085.0,1.3240734803795846
7,2.72,1.15,raw_atr,3.65,104.1,0.94,0.53,False,0.49,0.06,762,54.199475065616795,27.493438320209975,20950.0,1.0442165025696226,617,58.50891410048622,204.71636952998378,126310.0,1.2562042981308505
30,2.57,2.1,drift_floor,2.12,28.7,0.98,0.0,False,1.13,0.02,764,41.09947643979058,6.289267015706806,4805.0,1.013597453130527,620,47.58064516129033,137.33064516129033,85145.0,1.2140074398029457
12,1.61,2.16,drift_floor,3.69,174.6,2.8,0.0,False,1.29,0.56,765,43.529411764705884,-5.673202614379085,-4340.0,0.9822737762166357,619,47.65751211631664,193.76413570274636,119940.0,1.4196347351479952
16,1.03,1.35,pure_ratchet,1.24,30.0,1.69,0.41,False,1.26,0.16,765,56.60130718954248,5.019607843137255,3840.0,1.0126069042499055,621,61.35265700483091,116.63446054750402,72430.0,1.2136042585192504
30,2.14,0.11,drift_floor,3.87,117.4,1.5,0.47,True,1.12,0.42,764,52.09424083769634,33.64528795811518,25705.0,1.0564579009213806,619,55.41195476575121,206.90630048465266,128075.0,1.2636725786694392
12,1.05,1.51,drift_floor,2.57,46.0,2.29,0.54,True,0.83,0.15,765,43.529411764705884,9.477124183006536,7250.0,1.0298409170422507,620,47.41935483870968,141.68548387096774,87845.0,1.2979968451583357
16,2.91,2.97,raw_atr,2.08,191.4,0.69,0.27,False,0.83,0.46,762,54.59317585301837,28.77952755905512,21930.0,1.0455825651365087,617,58.34683954619124,209.6677471636953,129365.0,1.2578198957679392
25,1.57,1.13,raw_atr,3.68,54.2,0.67,0.8,False,0.9,0.37,763,54.521625163827004,44.456094364351245,33920.0,1.0726050707963655,618,58.090614886731395,212.70226537216828,131450.0,1.2657703194500607
7,2.7,0.76,drift_floor,1.4,191.7,0.58,0.29,False,1.38,0.42,763,51.76933158584534,18.892529488859765,14415.0,1.0306356661636877,619,56.54281098546042,208.95799676898224,129345.0,1.262182267807192
20,2.74,0.21,drift_floor,3.53,52.0,0.68,0.3,True,0.98,0.34,764,53.79581151832461,63.83507853403141,48770.0,1.1072575324389708,620,56.935483870967744,188.69354838709677,116990.0,1.2325405738478816
16,2.18,0.37,drift_floor,3.38,157.8,2.83,0.62,False,1.41,0.02,763,54.39056356487549,6.009174311926605,4585.0,1.009434641699676,619,58.319870759289174,233.35218093699515,144445.0,1.2977326600020611
20,2.61,1.84,raw_atr,2.89,46.3,2.19,0.2,True,0.73,0.37,763,58.19134993446921,34.35124508519004,26210.0,1.0576836313617606,618,60.03236245954693,180.3640776699029,111465.0,1.2292551495768247
14,2.21,1.54,drift_floor,2.24,131.5,0.58,0.66,True,0.88,0.11,764,51.70157068062827,35.287958115183244,26960.0,1.0594467658181097,619,55.41195476575121,209.0145395799677,129380.0,1.2645402034452793
25,2.78,0.12,drift_floor,2.15,96.5,2.91,0.0,False,0.92,0.26,764,49.345549738219894,34.568062827225134,26410.0,1.0599852364999147,620,52.903225806451616,181.6451612903226,112620.0,1.2459569542570732
25,2.95,2.24,drift_floor,2.35,30.0,2.96,0.8,True,1.3,0.21,765,69.01960784313725,28.73856209150327,21985.0,1.0625604689545274,620,70.64516129032258,231.3951612903226,143465.0,1.3650416019948601
10,0.99,2.09,raw_atr,3.16,58.2,1.19,0.72,True,0.73,0.23,764,46.20418848167539,26.61649214659686,20335.0,1.0566221615826918,618,50.64724919093852,232.02265372168284,143390.0,1.3766433327642138
16,1.13,0.64,raw_atr,2.85,132.8,0.76,0.0,False,0.65,0.5,762,54.85564304461942,-1.437007874015748,-1095.0,0.997815984203283,617,59.3192868719611,247.18800648298216,152515.0,1.3186157767193114
20,1.48,1.62,pure_ratchet,2.6,174.0,2.85,0.38,False,1.22,0.52,764,48.03664921465969,20.857329842931936,15935.0,1.0410822934928328,620,51.935483870967744,189.06451612903226,117220.0,1.2747773089545242
30,2.45,0.63,drift_floor,0.9,190.3,0.39,0.65,True,0.92,0.51,763,53.73525557011796,38.20445609436435,29150.0,1.062931099621118,619,57.67366720516963,239.61227786752826,148320.0,1.3057135790254761
7,1.17,0.0,pure_ratchet,2.13,54.9,1.6,0.18,False,1.35,0.2,765,40.0,-11.071895424836601,-8470.0,0.9653960861216653,620,46.935483870967744,157.6209677419355,97725.0,1.349798657718121
14,2.05,1.65,raw_atr,2.35,192.8,1.74,0.14,True,1.05,0.33,763,50.06553079947575,35.878112712975096,27375.0,1.0629281412348857,617,52.6742301458671,131.98541329011346,81435.0,1.1685745632193425
14,1.22,2.86,pure_ratchet,2.07,82.2,1.69,0.0,False,0.69,0.32,765,40.91503267973856,4.516339869281046,3455.0,1.013038227857655,620,45.645161290322584,179.50806451612902,111295.0,1.37488210724872
7,1.64,0.44,pure_ratchet,2.53,187.6,1.71,0.71,True,0.63,0.21,764,42.67015706806283,-12.68979057591623,-9695.0,0.9739940987124464,619,49.919224555735056,212.05977382875605,131265.0,1.3308631706302696
10,1.62,1.6,drift_floor,2.23,64.4,1.45,0.0,False,1.31,0.29,765,42.22222222222222,-11.529411764705882,-8820.0,0.9647946353730092,620,47.41935483870968,193.81451612903226,120165.0,1.413492309280479
12,2.86,2.09,raw_atr,2.71,161.7,0.43,0.0,True,0.56,0.42,762,54.85564304461942,2.795275590551181,2130.0,1.0042483594949838,617,59.3192868719611,241.97730956239872,149300.0,1.3118993899891367
20,2.87,2.12,raw_atr,3.82,90.9,1.34,0.0,False,0.46,0.18,762,54.85564304461942,-0.6561679790026247,-500.0,0.9990027325129146,618,59.54692556634305,254.51456310679612,157290.0,1.3280463006413266
12,2.87,2.37,drift_floor,1.49,186.4,0.31,0.0,True,0.94,0.57,764,42.40837696335078,18.638743455497384,14240.0,1.0443227091633467,619,46.68820678513732,203.86914378029078,126195.0,1.3337388429752066
20,1.43,0.81,raw_atr,3.72,155.5,0.05,0.19,False,1.2,0.42,763,48.36173001310616,43.62385321100918,33285.0,1.0804724142933126,617,52.51215559157212,191.2641815235008,118010.0,1.264917164279621
12,1.94,1.3,pure_ratchet,2.0,99.0,1.15,0.0,True,1.01,0.49,765,41.17647058823529,-9.444444444444445,-7225.0,0.9789588642155078,620,46.935483870967744,210.44354838709677,130475.0,1.354513096402565
25,1.29,2.29,drift_floor,0.62,70.8,2.23,0.64,True,1.3,0.11,765,49.93464052287582,38.810457516339866,29690.0,1.0919736067655896,620,59.193548387096776,153.93548387096774,95440.0,1.2689321893007595
16,2.48,2.34,raw_atr,0.56,156.4,1.27,0.55,True,0.47,0.06,763,54.25950196592398,37.10353866317169,28310.0,1.0601949798534993,618,57.76699029126213,171.5938511326861,106045.0,1.2118760052347128
14,2.78,2.27,drift_floor,1.9,69.3,1.09,0.89,True,0.45,0.01,764,53.53403141361257,47.68979057591623,36435.0,1.080903741534362,620,57.25806451612904,191.68548387096774,118845.0,1.2443183570261187
7,2.3,1.42,drift_floor,0.74,74.8,0.34,0.82,False,1.35,0.03,764,53.66492146596858,6.034031413612565,4610.0,1.0097157971274118,620,61.12903225806452,186.33064516129033,115525.0,1.2548280007499808
12,1.28,2.32,raw_atr,1.19,94.0,1.71,0.12,False,1.15,0.58,764,43.19371727748691,25.150523560209425,19215.0,1.0600234283483014,618,47.57281553398058,185.71197411003237,114770.0,1.3381555686505597
12,1.44,0.02,pure_ratchet,0.75,92.5,1.84,0.0,True,0.28,0.24,765,41.045751633986924,26.65359477124183,20390.0,1.0732570463649918,620,48.064516129032256,191.80645161290323,118920.0,1.3888053357745374
30,1.23,0.45,pure_ratchet,1.05,175.7,1.77,0.64,False,1.01,0.39,764,49.08376963350785,23.272251308900522,17780.0,1.0459972318876198,620,51.935483870967744,190.42741935483872,118065.0,1.2806761045537212
14,2.75,0.39,pure_ratchet,2.12,160.5,0.27,0.23,False,1.23,0.17,763,53.73525557011796,41.59895150720839,31740.0,1.068445000323464,619,56.865912762520196,220.22617124394185,136320.0,1.2771830298593956
30,1.32,1.11,pure_ratchet,3.02,93.2,1.08,0.22,False,0.73,0.54,765,43.66013071895425,29.784313725490197,22785.0,1.0714980544747081,620,47.096774193548384,211.15322580645162,130915.0,1.3839599953073674
10,1.2,2.9,raw_atr,3.16,141.5,0.21,0.69,False,0.95,0.03,762,52.887139107611546,23.444881889763778,17865.0,1.037599048711446,617,56.23987034035657,199.4003241491086,123030.0,1.2513047297090274
30,2.19,2.31,drift_floor,0.97,152.5,0.43,0.0,False,0.45,0.5,765,40.130718954248366,-24.137254901960784,-18465.0,0.9429546788594025,620,45.0,221.48387096774192,137320.0,1.3874499181761752
12,1.7,2.61,drift_floor,1.4,73.4,0.08,0.35,False,0.8,0.18,765,47.58169934640522,19.464052287581698,14890.0,1.0364834734030823,620,53.2258064516129,164.63709677419354,102075.0,1.231596501378348
10,2.1,0.81,pure_ratchet,0.67,151.9,0.17,0.41,True,0.39,0.09,765,44.96732026143791,-25.07843137254902,-19185.0,0.9552338062348329,620,51.12903225806451,206.42741935483872,127985.0,1.2941676722404183
14,1.86,2.18,drift_floor,1.57,154.2,2.68,0.4,True,0.89,0.47,765,43.529411764705884,9.50326797385621,7270.0,1.0208824036307234,620,50.16129032258064,206.69354838709677,128150.0,1.3234477536597677
16,1.92,0.09,drift_floor,1.47,33.4,2.82,0.85,True,0.74,0.12,765,68.62745098039215,37.47712418300654,28670.0,1.103969103008105,620,69.83870967741936,127.91935483870968,79310.0,1.223919365312403
7,2.91,1.07,raw_atr,1.26,171.3,1.85,0.81,True,0.91,0.28,762,54.59317585301837,16.332020997375327,12445.0,1.0256950251375598,618,59.06148867313916,242.81553398058253,150060.0,1.3072198507508521
12,1.86,0.09,pure_ratchet,3.19,141.2,0.22,0.0,False,0.93,0.2,764,40.968586387434556,2.1531413612565444,1645.0,1.0049205091006985,619,47.011308562197094,192.4313408723748,119115.0,1.3334266399809653
30,1.53,2.89,raw_atr,0.54,184.3,1.68,0.2,True,1.48,0.09,764,50.26178010471204,44.29973821989529,33845.0,1.0777956556717618,618,52.9126213592233,155.9789644012945,96395.0,1.2048386068552244
