trial,y_mult,g_mult,g_base,g_decay,all_trades,all_pf,all_gross,all_win,Pre_pf,Pre_gross,Pre_trades,F1_pf,F1_gross,F1_trades,F2_pf,F2_gross,F2_trades,F3_pf,F3_gross,F3_trades,F4_pf,F4_gross,F4_trades,min_fold_pf,mean_fold_pf,num_folds_pf_ge_1
16,1.0,1.0,77.5,1.5,1357,1.1817660433010384,88740.0,43.404568901989684,0.902604599612081,-17575.0,505,1.0848746758859118,4910.0,244,1.3681405823764512,29015.0,243,1.5418927064496686,58435.0,256,1.2205975339867214,13955.0,109,0.902604599612081,1.2236220196621668,4
17,1.0,1.0,77.5,1.6,1357,1.183752893222179,89710.0,43.404568901989684,0.9097533942920477,-16285.0,505,1.0993949870354365,5750.0,244,1.341115269935926,26885.0,243,1.5400380210506792,58235.0,256,1.2390926335757193,15125.0,109,0.9097533942920477,1.2258788611779616,4
18,1.0,1.0,77.5,1.7,1357,1.1770959218369144,86460.0,43.404568901989684,0.8936824605153783,-19185.0,505,1.104580812445981,6050.0,244,1.3385776819133415,26685.0,243,1.536653220197524,57870.0,256,1.2377489724944672,15040.0,109,0.8936824605153783,1.2222486295133383,4
20,1.0,1.0,77.5,1.9,1357,1.1762151533151717,86030.0,43.404568901989684,0.8791354945968413,-21810.0,505,1.1375972342264478,7960.0,244,1.3451119710714965,27200.0,243,1.532897482264571,57465.0,256,1.2405153335441037,15215.0,109,0.8791354945968413,1.227051503140692,4
19,1.0,1.0,77.5,1.8,1357,1.1771573708035477,86490.0,43.404568901989684,0.8844278193405375,-20855.0,505,1.135695764909248,7850.0,244,1.3412421493370552,26895.0,243,1.5310891640005564,57270.0,256,1.2423332279481505,15330.0,109,0.8844278193405375,1.2269576251071095,4
21,1.0,1.0,77.5,2.0,1357,1.183445648389013,89560.0,43.404568901989684,0.8828484344693821,-21140.0,505,1.1790838375108037,10360.0,244,1.3526612954386856,27795.0,243,1.5273334260676033,56865.0,256,1.2478659500474234,15680.0,109,0.8828484344693821,1.2379585887067794,4
23,1.0,1.0,80.0,1.1,1357,1.183040193288151,89395.0,43.33087693441415,0.9142421723469105,-15475.0,505,1.0892826274848746,5165.0,244,1.3474592399923873,27385.0,243,1.5359113460379283,57790.0,256,1.2290353089533417,14530.0,109,0.9142421723469105,1.2231861389630887,4
22,1.0,1.0,80.0,1.0,1357,1.1831220950469912,89435.0,43.33087693441415,0.9131892490994735,-15665.0,505,1.1046672428694901,6055.0,244,1.3715663262069404,29285.0,243,1.5222794083553577,56320.0,256,1.2118537200504413,13440.0,109,0.9131892490994735,1.2247111893163405,4
24,1.0,1.0,80.0,1.2,1357,1.1838387354368436,89785.0,43.33087693441415,0.914159046827376,-15490.0,505,1.1094209161624893,6330.0,244,1.354056968851107,27905.0,243,1.5286780729818705,57010.0,256,1.2211538461538463,14030.0,109,0.914159046827376,1.2254937701953377,4
25,1.0,1.0,80.0,1.3,1357,1.188507135690739,92065.0,43.33087693441415,0.9198115821557218,-14470.0,505,1.102333621434745,5920.0,244,1.3620503711222482,28535.0,243,1.5458339129225205,58860.0,256,1.2083858764186632,13220.0,109,0.9198115821557218,1.2276830728107797,4
26,1.0,1.0,80.0,1.4,1357,1.1840742029935092,89900.0,43.33087693441415,0.9199224161817678,-14450.0,505,1.0956784788245462,5535.0,244,1.3595127830996638,28335.0,243,1.5415217693698706,58395.0,256,1.1904949558638083,12085.0,109,0.9199224161817678,1.2214260806679313,4
27,1.0,1.0,80.0,1.5,1357,1.1774196850877372,86650.0,43.33087693441415,0.9064560820171793,-16880.0,505,1.0895419187554019,5180.0,244,1.3588783860940177,28285.0,243,1.5379051328418416,58005.0,256,1.1901008827238335,12060.0,109,0.9064560820171793,1.216576480486455,4
28,1.0,1.0,80.0,1.6,1357,1.183363716433502,89520.0,43.404568901989684,0.9035466888334719,-17405.0,505,1.0848746758859118,4910.0,244,1.3670621074668527,28930.0,243,1.5440719617934808,58670.0,256,1.2278691116029086,14415.0,109,0.9035466888334719,1.2254849091165252,4
29,1.0,1.0,80.0,1.7,1357,1.1824419819340037,89070.0,43.404568901989684,0.9077029648101967,-16655.0,505,1.0993949870354365,5750.0,244,1.3407346317325382,26855.0,243,1.5408726294802244,58325.0,256,1.2338760670249762,14795.0,109,0.9077029648101967,1.2245162560166745,4
30,1.0,1.0,80.0,1.8,1357,1.1804551320128633,88100.0,43.404568901989684,0.900831255195345,-17895.0,505,1.1040622299049265,6020.0,244,1.3404808729302797,26835.0,243,1.538368804191589,58055.0,256,1.2384603224786594,15085.0,109,0.900831255195345,1.22444069694016,4
31,1.0,1.0,80.0,1.9,1357,1.175662112615473,85760.0,43.404568901989684,0.8843724023275146,-20865.0,505,1.1444252376836646,8355.0,244,1.3378798452071305,26630.0,243,1.5272406917976538,56855.0,256,1.2337179892507113,14785.0,109,0.8843724023275146,1.225527233253335,4
32,1.0,1.0,80.0,2.0,1357,1.175191003871285,85530.0,43.404568901989684,0.8834026045996121,-21040.0,505,1.1375972342264478,7960.0,244,1.3365476114952737,26525.0,243,1.5310891640005564,57270.0,256,1.2341922225735062,14815.0,109,0.8834026045996121,1.224565767379079,4
33,1.0,1.0,82.5,1.0,1357,1.1743995577305022,85175.0,43.33087693441415,0.8974231088944306,-18510.0,505,1.0882454624027658,5105.0,244,1.3777834168622725,29775.0,243,1.5182454676125563,55885.0,256,1.203656998738966,12920.0,109,0.8974231088944306,1.217070890902198,4
35,1.0,1.0,82.5,1.2,1357,1.1835827924404676,89660.0,43.33087693441415,0.913992795788307,-15520.0,505,1.0922212618841833,5335.0,244,1.3557064010657869,28035.0,243,1.5359113460379283,57790.0,256,1.2209962168978563,14020.0,109,0.913992795788307,1.2237656043348124,4
34,1.0,1.0,82.5,1.1,1357,1.1780032351194742,86935.0,43.33087693441415,0.8960653920753672,-18755.0,505,1.1046672428694901,6055.0,244,1.3763243037492863,29660.0,243,1.5214447999258125,56230.0,256,1.2166614123581336,13745.0,109,0.8960653920753672,1.2230326301956178,4
36,1.0,1.0,82.5,1.3,1357,1.1847601302237964,90235.0,43.33087693441415,0.913771127736215,-15560.0,505,1.1094209161624893,6330.0,244,1.35519888346127,27995.0,243,1.532016506700051,57370.0,256,1.2222572509457756,14100.0,109,0.913771127736215,1.2265329370011604,4
37,1.0,1.0,82.5,1.4,1357,1.1906877700198613,93130.0,43.33087693441415,0.9242449431975617,-13670.0,505,1.1038893690579084,6010.0,244,1.361606293218296,28500.0,243,1.5435619233087587,58615.0,256,1.2155580075662042,13675.0,109,0.9242449431975617,1.2297721072697458,4
39,1.0,1.0,82.5,1.6,1357,1.178863203587297,87355.0,43.33087693441415,0.9053200332502078,-17085.0,505,1.0895419187554019,5180.0,244,1.363255725432976,28630.0,243,1.5315528353503036,57320.0,256,1.2098045397225725,13310.0,109,0.9053200332502078,1.2198950105022923,4
38,1.0,1.0,82.5,1.5,1357,1.1874424128258154,91545.0,43.33087693441415,0.9233028539761707,-13840.0,505,1.0956784788245462,5535.0,244,1.3681405823764512,29015.0,243,1.5370705244122966,57915.0,256,1.203656998738966,12920.0,109,0.9233028539761707,1.2255698876656862,4
40,1.0,1.0,82.5,1.7,1357,1.181335900534606,88530.0,43.404568901989684,0.9042394014962594,-17280.0,505,1.0848746758859118,4910.0,244,1.358307428788936,28240.0,243,1.5375341957620439,57965.0,256,1.232295289282327,14695.0,109,0.9042394014962594,1.2234501982430956,4
41,1.0,1.0,82.5,1.8,1357,1.1805063394850577,88125.0,43.404568901989684,0.8999722914934885,-18050.0,505,1.1043215211754538,6035.0,244,1.3453022901731904,27215.0,243,1.5416608707747947,58410.0,256,1.229449889345558,14515.0,109,0.8999722914934885,1.2241413725924972,4
42,1.0,1.0,82.5,1.9,1357,1.1783351426640176,87065.0,43.404568901989684,0.8960376835688556,-18760.0,505,1.1040622299049265,6020.0,244,1.334517541077206,26365.0,243,1.5388324755413363,58105.0,256,1.242412266835283,15335.0,109,0.8960376835688556,1.2231724393855212,4
43,1.0,1.0,82.5,2.0,1357,1.1758259765264947,85840.0,43.404568901989684,0.8875311720698255,-20295.0,505,1.1394122731201384,8065.0,244,1.3373088879020492,26585.0,243,1.5272406917976538,56855.0,256,1.2312677837496049,14630.0,109,0.8875311720698255,1.2245521617278543,4
44,1.0,1.0,85.0,1.0,1357,1.169271206201804,82755.0,43.257184966838615,0.8997506234413966,-18090.0,505,1.09066551426102,5245.0,244,1.3789253314724355,29865.0,243,1.5211665971159642,56200.0,256,1.1491241789177353,9535.0,109,0.8997506234413966,1.2079264490417105,4
47,1.0,1.0,85.0,1.3,1357,1.1705496123872445,83380.0,43.257184966838615,0.8965364366860626,-18670.0,505,1.0913569576490925,5285.0,244,1.3623041299245067,28555.0,243,1.5318774052951267,57355.0,256,1.1697685329996872,10855.0,109,0.8965364366860626,1.2103686925108952,4
45,1.0,1.0,85.0,1.1,1357,1.1683302992493199,82295.0,43.257184966838615,0.9031587697423109,-17475.0,505,1.0882454624027658,5105.0,244,1.3825413944046183,30150.0,243,1.5114758659062457,55155.0,256,1.1463872380356583,9360.0,109,0.9031587697423109,1.2063617460983198,4
46,1.0,1.0,85.0,1.2,1357,1.1706212031336292,83415.0,43.257184966838615,0.8972568578553616,-18540.0,505,1.0993085566119274,5745.0,244,1.3812091606927615,30045.0,243,1.5178281633977837,55840.0,256,1.1614795120425399,10325.0,109,0.8972568578553616,1.2114164501200748,4
48,1.0,1.0,85.0,1.4,1357,1.1778416412689972,86945.0,43.257184966838615,0.9037129398725409,-17375.0,505,1.1094209161624893,6330.0,244,1.360781577110956,28435.0,243,1.537997867111791,58015.0,256,1.1804817015952456,11540.0,109,0.9037129398725409,1.2184790003706045,4
49,1.0,1.0,85.0,1.5,1357,1.1895104322365322,92555.0,43.33087693441415,0.9148240509836519,-15370.0,505,1.1038893690579084,6010.0,244,1.3618600520205544,28520.0,243,1.5512125005795891,59440.0,256,1.2199716267339218,13955.0,109,0.9148240509836519,1.2303515198751251,4
50,1.0,1.0,85.0,1.6,1357,1.1884661848113187,92045.0,43.33087693441415,0.9229426433915212,-13905.0,505,1.0994814174589456,5755.0,244,1.3530419336420731,27825.0,243,1.54161450363982,58405.0,256,1.2201292559899117,13965.0,109,0.9229426433915212,1.2274419508244545,4
51,1.0,1.0,85.0,1.7,1357,1.1816683388275764,88725.0,43.33087693441415,0.9090883901357717,-16405.0,505,1.0895419187554019,5180.0,244,1.3678868235741928,28995.0,243,1.5326192794547224,57435.0,256,1.2131147540983607,13520.0,109,0.9090883901357717,1.22245023320369,4
52,1.0,1.0,85.0,1.8,1357,1.182278118022982,88990.0,43.404568901989684,0.9106677750069271,-16120.0,505,1.0828003457216941,4790.0,244,1.3587515066928884,28275.0,243,1.5306254926508092,57220.0,256,1.2343503003477712,14825.0,109,0.9106677750069271,1.2234390840840181,4
