trial,y_mult,g_mult,g_base,g_decay,all_trades,all_pf,all_gross,all_win,Pre_pf,Pre_gross,Pre_trades,F1_pf,F1_gross,F1_trades,F2_pf,F2_gross,F2_trades,F3_pf,F3_gross,F3_trades,F4_pf,F4_gross,F4_trades,min_fold_pf,mean_fold_pf,num_folds_pf_ge_1
517,1.0,1.5,97.5,1.0,1357,1.1804598171367793,88225.0,43.257184966838615,0.8841507342754226,-20905.0,505,1.11495246326707,6650.0,244,1.4380511323986551,34525.0,243,1.4948300644503176,53360.0,256,1.2282608695652173,14595.0,109,0.8841507342754226,1.2320490527913364,4
518,1.0,1.5,97.5,1.1,1357,1.1816052690789338,88785.0,43.257184966838615,0.8910778609032973,-19655.0,505,1.1163353500432152,6730.0,244,1.433483473958003,34165.0,243,1.493207214726202,53185.0,256,1.2245855489521427,14360.0,109,0.8910778609032973,1.2317378897165718,4
519,1.0,1.5,97.5,1.2,1357,1.1787723209719978,87400.0,43.257184966838615,0.8997506234413966,-18090.0,505,1.112878133102852,6530.0,244,1.4276470215060586,33705.0,243,1.4749385635461585,51215.0,256,1.2195808570534876,14040.0,109,0.8997506234413966,1.2269590397299905,4
520,1.0,1.5,97.5,1.3,1357,1.1756018736321054,85850.0,43.257184966838615,0.899889165973954,-18065.0,505,1.097666378565255,5650.0,244,1.4129924506756328,32550.0,243,1.4810590253628229,51875.0,256,1.2164529246168283,13840.0,109,0.899889165973954,1.2216119890388986,4
521,1.0,1.5,97.5,1.4,1357,1.1795495919327457,87780.0,43.257184966838615,0.9030756442227764,-17490.0,505,1.1071737251512532,6200.0,244,1.4151494004948297,32720.0,243,1.4850465989706496,52305.0,256,1.2196590553644042,14045.0,109,0.9030756442227764,1.2260208848407828,4
522,1.0,1.5,97.5,1.5,1357,1.184888216163145,90390.0,43.257184966838615,0.9073981712385703,-16710.0,505,1.1002592912705271,5800.0,244,1.418892342828142,33015.0,243,1.4926044419715305,53120.0,256,1.2371754770096965,15165.0,109,0.9073981712385703,1.2312659448636931,4
524,1.0,1.5,97.5,1.7,1357,1.1943688764343718,95025.0,43.257184966838615,0.9109725685785536,-16065.0,505,1.0927398444252376,5365.0,244,1.4296136522235614,33860.0,243,1.5183845690174804,55900.0,256,1.249687206756334,15965.0,109,0.9109725685785536,1.2402795682002334,4
523,1.0,1.5,97.5,1.6,1357,1.1882734357421916,92045.0,43.257184966838615,0.9069271266278748,-16795.0,505,1.0944684528954192,5465.0,244,1.4191461016304003,33035.0,243,1.5070709880836464,54680.0,256,1.2449171097904286,15660.0,109,0.9069271266278748,1.2345059558055538,4
525,1.0,1.5,97.5,1.8,1357,1.1917097915686554,93725.0,43.257184966838615,0.9066500415627597,-16845.0,505,1.0914433880726016,5290.0,244,1.4306286874325953,33940.0,243,1.5268233875828812,56810.0,256,1.227244291523303,14530.0,109,0.9066500415627597,1.2365579592348281,4
526,1.0,1.5,97.5,1.9,1357,1.1889791159565546,92390.0,43.257184966838615,0.9016348018841784,-17750.0,505,1.094295592048401,5455.0,244,1.4331028357546152,34135.0,243,1.5232067510548524,56420.0,256,1.2209884266499844,14130.0,109,0.9016348018841784,1.2346456814784061,4
528,1.0,1.5,100.0,1.0,1357,1.1851541246497168,90520.0,43.257184966838615,0.8875034635633139,-20300.0,505,1.1175453759723422,6800.0,244,1.439700564613335,34655.0,243,1.5124959428756897,55265.0,256,1.2205192367844855,14100.0,109,0.8875034635633139,1.2355529167618333,4
527,1.0,1.5,97.5,2.0,1357,1.1890404794534557,92420.0,43.257184966838615,0.8940426711000277,-19120.0,505,1.1065687121866896,6165.0,244,1.4451563788618917,35085.0,243,1.5220012055455094,56290.0,256,1.2189552705661557,14000.0,109,0.8940426711000277,1.2373448476520548,4
529,1.0,1.5,100.0,1.1,1357,1.1792223199492728,87620.0,43.257184966838615,0.8814907176503186,-21385.0,505,1.11495246326707,6650.0,244,1.4380511323986551,34525.0,243,1.4968702183892058,53580.0,256,1.22286518611198,14250.0,109,0.8814907176503186,1.2308459435634458,4
530,1.0,1.5,100.0,1.2,1357,1.1815439055820327,88755.0,43.257184966838615,0.8910778609032973,-19655.0,505,1.1163353500432152,6730.0,244,1.4299942904269491,33890.0,243,1.4952473686650902,53405.0,256,1.224976540506725,14385.0,109,0.8910778609032973,1.2315262821090553,4
531,1.0,1.5,100.0,1.3,1357,1.177800732271063,86925.0,43.257184966838615,0.9006372956497645,-17930.0,505,1.112878133102852,6530.0,244,1.4291061346190446,33820.0,243,1.467983493299949,50465.0,256,1.2195808570534876,14040.0,109,0.9006372956497645,1.2260371827450194,4
532,1.0,1.5,100.0,1.4,1357,1.1762461903495673,86165.0,43.257184966838615,0.9023829315599889,-17615.0,505,1.097666378565255,5650.0,244,1.414768762291442,32690.0,243,1.4785088329392126,51600.0,256,1.2164529246168283,13840.0,109,0.9023829315599889,1.2219559659945454,4
533,1.0,1.5,100.0,1.5,1357,1.180204135899691,88100.0,43.257184966838615,0.9042671100027708,-17275.0,505,1.103630077787381,5995.0,244,1.417052591511768,32870.0,243,1.4863912458849167,52450.0,256,1.2198936502971536,14060.0,109,0.9042671100027708,1.2262469350967982,4
534,1.0,1.5,100.0,1.6,1357,1.1837325369715068,89825.0,43.257184966838615,0.9075367137711278,-16685.0,505,1.103630077787381,5995.0,244,1.418892342828142,33015.0,243,1.4950619001251912,53385.0,256,1.2207538317172348,14115.0,109,0.9075367137711278,1.2291749732458155,4
535,1.0,1.5,100.0,1.7,1357,1.1885802532266971,92195.0,43.257184966838615,0.9085896370185647,-16495.0,505,1.0944684528954192,5465.0,244,1.4191461016304003,33035.0,243,1.506097278249177,54575.0,256,1.24421332499218,15615.0,109,0.9085896370185647,1.2345029589571483,4
536,1.0,1.5,100.0,1.8,1357,1.1926200167726893,94170.0,43.257184966838615,0.9109725685785536,-16065.0,505,1.0927398444252376,5365.0,244,1.4316437226416292,34020.0,243,1.5097602819121807,54970.0,256,1.2483578354707539,15880.0,109,0.9109725685785536,1.2386948506056712,4
537,1.0,1.5,100.0,1.9,1357,1.1933768332344699,94540.0,43.257184966838615,0.9140759213078415,-15505.0,505,1.0914433880726016,5290.0,244,1.434942587070989,34280.0,243,1.5169471878332639,55745.0,256,1.2303722239599624,14730.0,109,0.9140759213078415,1.2375562616489317,4
538,1.0,1.5,100.0,2.0,1357,1.189142751948291,92470.0,43.257184966838615,0.9014685508451095,-17780.0,505,1.0986171132238547,5705.0,244,1.4331028357546152,34135.0,243,1.5234849538647006,56450.0,256,1.2183296840788238,13960.0,109,0.9014685508451095,1.2350006275534207,4
539,1.0,1.5,102.5,1.0,1357,1.1800814089058889,88040.0,43.257184966838615,0.8824882238847326,-21205.0,505,1.107865168539326,6240.0,244,1.435767303178329,34345.0,243,1.514860666759401,55520.0,256,1.2055051610885206,13140.0,109,0.8824882238847326,1.229297304690062,4
540,1.0,1.5,102.5,1.1,1357,1.183558673730287,89740.0,43.257184966838615,0.8875034635633139,-20300.0,505,1.1175453759723422,6800.0,244,1.4388124088054304,34585.0,243,1.5124959428756897,55265.0,256,1.2094150766343448,13390.0,109,0.8875034635633139,1.2331544535702244,4
541,1.0,1.5,102.5,1.2,1357,1.1777086870257114,86880.0,43.257184966838615,0.8789138265447493,-21850.0,505,1.11495246326707,6650.0,244,1.433483473958003,34165.0,243,1.5015069318866787,54080.0,256,1.2163747263059117,13835.0,109,0.8789138265447493,1.2290462843924825,4
542,1.0,1.5,102.5,1.3,1357,1.1815336783325492,88750.0,43.257184966838615,0.8906345247991133,-19735.0,505,1.1163353500432152,6730.0,244,1.4286620567150923,33785.0,243,1.4952473686650902,53405.0,256,1.2277916796997186,14565.0,109,0.8906345247991133,1.231734195984446,4
543,1.0,1.5,102.5,1.4,1357,1.1794882284358446,87750.0,43.257184966838615,0.9001385425325575,-18020.0,505,1.112878133102852,6530.0,244,1.4216202499524202,33230.0,243,1.4838874205962813,52180.0,256,1.2162965279949953,13830.0,109,0.9001385425325575,1.2269641748358213,4
544,1.0,1.5,102.5,1.5,1357,1.178833684468899,87430.0,43.257184966838615,0.8994458298697701,-18145.0,505,1.097666378565255,5650.0,244,1.4207955338450802,33165.0,243,1.4908424908424909,52930.0,256,1.2162965279949953,13830.0,109,0.8994458298697701,1.2250093522235184,4
545,1.0,1.5,102.5,1.6,1357,1.1805825441305815,88285.0,43.257184966838615,0.9062621224715988,-16915.0,505,1.103630077787381,5995.0,244,1.4192729810315294,33045.0,243,1.4873185885844113,52550.0,256,1.21285580231467,13610.0,109,0.9062621224715988,1.225867914437918,4
546,1.0,1.5,102.5,1.7,1357,1.1852870788930026,90585.0,43.257184966838615,0.9096148517594902,-16310.0,505,1.103630077787381,5995.0,244,1.418892342828142,33015.0,243,1.4986321695182454,53770.0,256,1.2207538317172348,14115.0,109,0.9096148517594902,1.2303046547220986,4
548,1.0,1.5,102.5,1.9,1357,1.1955552373744605,95605.0,43.257184966838615,0.9142421723469105,-15475.0,505,1.0927398444252376,5365.0,244,1.4316437226416292,34020.0,243,1.51416515973478,55445.0,256,1.2541445104785736,16250.0,109,0.9142421723469105,1.2413870819254262,4
547,1.0,1.5,102.5,1.8,1357,1.1883961627359938,92105.0,43.257184966838615,0.9099196453311167,-16255.0,505,1.0944684528954192,5465.0,244,1.4132462094778913,32570.0,243,1.508693837807762,54855.0,256,1.2419455739756022,15470.0,109,0.9099196453311167,1.2336547438975582,4
549,1.0,1.5,102.5,2.0,1357,1.1925279715273374,94125.0,43.257184966838615,0.9140759213078415,-15505.0,505,1.0914433880726016,5290.0,244,1.434942587070989,34280.0,243,1.5138869569249316,55415.0,256,1.2290428526743822,14645.0,109,0.9140759213078415,1.2366783412101492,4
550,1.0,1.5,105.0,1.0,1357,1.1920575180510953,93895.0,43.257184966838615,0.8782765308949848,-21965.0,505,1.1112359550561797,6435.0,244,1.446615491974878,35200.0,243,1.5680901377103909,61260.0,256,1.2027682202064436,12965.0,109,0.8782765308949848,1.2413972671685756,4
551,1.0,1.5,105.0,1.1,1357,1.1812473153470107,88610.0,43.257184966838615,0.8824882238847326,-21205.0,505,1.1175453759723422,6800.0,244,1.4437607054494703,34975.0,243,1.5091111420225345,54900.0,256,1.2055051610885206,13140.0,109,0.8824882238847326,1.23168212168352,4
552,1.0,1.5,105.0,1.2,1357,1.1854200331362883,90650.0,43.257184966838615,0.8894430590191189,-19950.0,505,1.1175453759723422,6800.0,244,1.4429359893421303,34910.0,243,1.5124959428756897,55265.0,256,1.2130903972474194,13625.0,109,0.8894430590191189,1.2351021528913402,4
553,1.0,1.5,105.0,1.3,1357,1.1816768598253187,88820.0,43.257184966838615,0.8882238847326129,-20170.0,505,1.1175453759723422,6800.0,244,1.4328490769523567,34115.0,243,1.5020169703714008,54135.0,256,1.2180168908351579,13940.0,109,0.8882238847326129,1.231730439772774,4
554,1.0,1.5,105.0,1.4,1357,1.178076868007118,87060.0,43.257184966838615,0.885674702133555,-20630.0,505,1.1163353500432152,6730.0,244,1.4216836896529848,33235.0,243,1.4920016692168592,53055.0,256,1.2294338442289647,14670.0,109,0.885674702133555,1.2290258510551157,4
555,1.0,1.5,105.0,1.5,1357,1.1816359508273844,88800.0,43.257184966838615,0.9001385425325575,-18020.0,505,1.112878133102852,6530.0,244,1.4216202499524202,33230.0,243,1.489776046738072,52815.0,256,1.2227869878010635,14245.0,109,0.9001385425325575,1.2294399920253931,4
556,1.0,1.5,105.0,1.6,1357,1.1830268567571438,89480.0,43.257184966838615,0.9019395954558049,-17695.0,505,1.097666378565255,5650.0,244,1.4426187908393073,34885.0,243,1.4897296796030974,52810.0,256,1.2162965279949953,13830.0,109,0.9019395954558049,1.229650194491692,4
557,1.0,1.5,105.0,1.7,1357,1.1807973163697356,88390.0,43.257184966838615,0.9053477417567193,-17080.0,505,1.103630077787381,5995.0,244,1.4216202499524202,33230.0,243,1.4895442110631985,52790.0,256,1.210431654676259,13455.0,109,0.9053477417567193,1.2261147870471956,4
558,1.0,1.5,105.0,1.8,1357,1.1876700280226635,91750.0,43.257184966838615,0.9128567470213356,-15725.0,505,1.101210025929127,5855.0,244,1.421493370551291,33220.0,243,1.5053554040895814,54495.0,256,1.2174695026587425,13905.0,109,0.9128567470213356,1.2316770100500154,4
559,1.0,1.5,105.0,1.9,1357,1.188242753993741,92030.0,43.257184966838615,0.9116098642283181,-15950.0,505,1.0944684528954192,5465.0,244,1.416735393008945,32845.0,243,1.5135623869801085,55380.0,256,1.2234907725993118,14290.0,109,0.9116098642283181,1.2319733739424206,4
560,1.0,1.5,105.0,2.0,1357,1.1958211458610322,95735.0,43.257184966838615,0.9129398725408701,-15710.0,505,1.0927398444252376,5365.0,244,1.4338006724608259,34190.0,243,1.5161125794037187,55655.0,256,1.2539099155458242,16235.0,109,0.9129398725408701,1.2419005768752953,4
561,1.0,1.5,107.5,1.0,1357,1.1955552373744605,95605.0,43.257184966838615,0.8776946522582433,-22070.0,505,1.1133102852203975,6555.0,244,1.446615491974878,35200.0,243,1.5850141419761672,63085.0,256,1.2007350641226149,12835.0,109,0.8776946522582433,1.24467392711046,4
562,1.0,1.5,107.5,1.1,1357,1.1924563807809527,94090.0,43.257184966838615,0.8786090329731228,-21905.0,505,1.1112359550561797,6435.0,244,1.446615491974878,35200.0,243,1.5693420503547086,61395.0,256,1.2027682202064436,12965.0,109,0.8786090329731228,1.2417141501130664,4
563,1.0,1.5,107.5,1.2,1357,1.1829450387612754,89440.0,43.257184966838615,0.8824882238847326,-21205.0,505,1.1175453759723422,6800.0,244,1.4437607054494703,34975.0,243,1.5128205128205128,55300.0,256,1.2122302158273381,13570.0,109,0.8824882238847326,1.233769006790879,4
564,1.0,1.5,107.5,1.3,1357,1.18443821718587,90170.0,43.257184966838615,0.8894430590191189,-19950.0,505,1.1175453759723422,6800.0,244,1.4412865571274505,34780.0,243,1.5092502434274586,54915.0,256,1.2130903972474194,13625.0,109,0.8894430590191189,1.234123126558758,4
565,1.0,1.5,107.5,1.4,1357,1.1814825420851316,88725.0,43.257184966838615,0.8882238847326129,-20170.0,505,1.1175453759723422,6800.0,244,1.43316627545518,34140.0,243,1.4962674456345342,53515.0,256,1.2258367219268065,14440.0,109,0.8882238847326129,1.2322079407442952,4
566,1.0,1.5,107.5,1.5,1357,1.17764732352881,86850.0,43.257184966838615,0.8842338597949571,-20890.0,505,1.1163353500432152,6730.0,244,1.4219374484552434,33255.0,243,1.492511707701581,53110.0,256,1.2290428526743822,14645.0,109,0.8842338597949571,1.2288122437338758,4
567,1.0,1.5,107.5,1.6,1357,1.1812575425964942,88615.0,43.257184966838615,0.9005264616237185,-17950.0,505,1.106914433880726,6185.0,244,1.4214299308507263,33215.0,243,1.489776046738072,52815.0,256,1.2244291523303097,14350.0,109,0.9005264616237185,1.2286152050847106,4
568,1.0,1.5,107.5,1.7,1357,1.1813393605923623,88655.0,43.257184966838615,0.9016902188972015,-17740.0,505,1.0941227312013828,5445.0,244,1.437416735393009,34475.0,243,1.486530347289841,52465.0,256,1.2191116671879887,14010.0,109,0.9016902188972015,1.2277743399938845,4
569,1.0,1.5,107.5,1.8,1357,1.1786291394792285,87330.0,43.257184966838615,0.9008035466888334,-17900.0,505,1.103630077787381,5995.0,244,1.4185751443253187,32990.0,243,1.4895442110631985,52790.0,256,1.210431654676259,13455.0,109,0.9008035466888334,1.224596926908198,4
570,1.0,1.5,107.5,1.9,1357,1.1883654809875432,92090.0,43.257184966838615,0.9133000831255196,-15645.0,505,1.101210025929127,5855.0,244,1.4218740087546786,33250.0,243,1.5053554040895814,54495.0,256,1.2210666249609008,14135.0,109,0.9133000831255196,1.2325612293719614,4
571,1.0,1.5,107.5,2.0,1357,1.1901654768966434,92970.0,43.257184966838615,0.913106123579939,-15680.0,505,1.1038893690579084,6010.0,244,1.4240309585738755,33420.0,243,1.512959614225437,55315.0,256,1.2174695026587425,13905.0,109,0.913106123579939,1.2342911136191805,4
572,1.0,1.5,110.0,1.0,1357,1.1937245597169097,94710.0,43.257184966838615,0.8784981989470767,-21925.0,505,1.1133102852203975,6555.0,244,1.4212396117490325,33200.0,243,1.5837158621968748,62945.0,256,1.2179386925242415,13935.0,109,0.8784981989470767,1.2429405301275245,4
573,1.0,1.5,110.0,1.1,1357,1.1979381865041216,96770.0,43.257184966838615,0.8776946522582433,-22070.0,505,1.1133102852203975,6555.0,244,1.446615491974878,35200.0,243,1.5958176844252794,64250.0,256,1.2007350641226149,12835.0,109,0.8776946522582433,1.2468346356002826,4
574,1.0,1.5,110.0,1.2,1357,1.1934688784798215,94585.0,43.257184966838615,0.8786090329731228,-21905.0,505,1.1112359550561797,6435.0,244,1.446615491974878,35200.0,243,1.574071498122131,61905.0,256,1.202533625273694,12950.0,109,0.8786090329731228,1.242613120680001,4
575,1.0,1.5,110.0,1.3,1357,1.194747284665262,95210.0,43.257184966838615,0.8830978110279856,-21095.0,505,1.1178910976663785,6820.0,244,1.4437607054494703,34975.0,243,1.5651226410720083,60940.0,256,1.2122302158273381,13570.0,109,0.8830978110279856,1.244420494208636,4
576,1.0,1.5,110.0,1.4,1357,1.183149583750946,89540.0,43.257184966838615,0.8825990579107786,-21185.0,505,1.1175453759723422,6800.0,244,1.442174712935355,34850.0,243,1.5142115268697547,55450.0,256,1.2130903972474194,13625.0,109,0.8825990579107786,1.2339242141871298,4
577,1.0,1.5,110.0,1.5,1357,1.179713227924482,87860.0,43.257184966838615,0.8889443059019119,-20040.0,505,1.1175453759723422,6800.0,244,1.4329125166529213,34120.0,243,1.4947836973153428,53355.0,256,1.2130903972474194,13625.0,109,0.8889443059019119,1.2294552586179874,4
578,1.0,1.5,110.0,1.6,1357,1.177391642291722,86725.0,43.257184966838615,0.8842338597949571,-20890.0,505,1.1163353500432152,6730.0,244,1.426061028991943,33580.0,243,1.4867621829647146,52490.0,256,1.2317015952455428,14815.0,109,0.8842338597949571,1.2290188034080747,4
579,1.0,1.5,110.0,1.7,1357,1.1810529976068236,88515.0,43.257184966838615,0.899889165973954,-18065.0,505,1.106914433880726,6185.0,244,1.4181945061219312,32960.0,243,1.4922798720267074,53085.0,256,1.2244291523303097,14350.0,109,0.899889165973954,1.2283414260667258,4
580,1.0,1.5,110.0,1.8,1357,1.1815848145799668,88775.0,43.257184966838615,0.9016902188972015,-17740.0,505,1.0941227312013828,5445.0,244,1.4393199264099474,34625.0,243,1.486530347289841,52465.0,256,1.2186424773224898,13980.0,109,0.9016902188972015,1.2280611402241726,4
581,1.0,1.5,110.0,1.9,1357,1.1782507312483381,87145.0,43.257184966838615,0.9020227209753394,-17680.0,505,1.103630077787381,5995.0,244,1.4185751443253187,32990.0,243,1.484119256271155,52205.0,256,1.2132467938692524,13635.0,109,0.9020227209753394,1.2243187986456892,4
582,1.0,1.5,110.0,2.0,1357,1.184888216163145,90390.0,43.257184966838615,0.9104461069548352,-16160.0,505,1.101210025929127,5855.0,244,1.4218740087546786,33250.0,243,1.4966847498493068,53560.0,256,1.2171567094150766,13885.0,109,0.9104461069548352,1.2294743201806049,4
583,1.0,1.5,112.5,1.0,1357,1.196618871320747,96125.0,43.257184966838615,0.8757273482959268,-22425.0,505,1.1153846153846154,6675.0,244,1.4212396117490325,33200.0,243,1.5906709324430843,63695.0,256,1.2342821395057866,14980.0,109,0.8757273482959268,1.247460929475689,4
584,1.0,1.5,112.5,1.1,1357,1.1936222872220745,94660.0,43.257184966838615,0.8784981989470767,-21925.0,505,1.1133102852203975,6555.0,244,1.4232062424665355,33355.0,243,1.581814809662911,62740.0,256,1.2179386925242415,13935.0,109,0.8784981989470767,1.2429536457642327,4
585,1.0,1.5,112.5,1.2,1357,1.1973143242856266,96465.0,43.257184966838615,0.8827098919368246,-21165.0,505,1.1154710458081245,6680.0,244,1.4311362050371121,33980.0,243,1.5958176844252794,64250.0,256,1.1989365029715358,12720.0,109,0.8827098919368246,1.2448142660357753,4
587,1.0,1.5,112.5,1.4,1357,1.1954120558816912,95535.0,43.257184966838615,0.8830978110279856,-21095.0,505,1.1178910976663785,6820.0,244,1.4416037556302734,34805.0,243,1.5698520888394305,61450.0,256,1.2119956208945888,13555.0,109,0.8830978110279856,1.2448880748117315,4
586,1.0,1.5,112.5,1.3,1357,1.1960665998486366,95855.0,43.257184966838615,0.8786090329731228,-21905.0,505,1.1112359550561797,6435.0,244,1.446615491974878,35200.0,243,1.5839013307367737,62965.0,256,1.2058179543321865,13160.0,109,0.8786090329731228,1.2452359530146282,4
588,1.0,1.5,112.5,1.5,1357,1.1824132217881322,89180.0,43.257184966838615,0.8825990579107786,-21185.0,505,1.1175453759723422,6800.0,244,1.4376070544947028,34490.0,243,1.5142115268697547,55450.0,256,1.2130903972474194,13625.0,109,0.8825990579107786,1.2330106824989995,4
589,1.0,1.5,112.5,1.6,1357,1.1819632228108572,88960.0,43.257184966838615,0.8883347187586589,-20150.0,505,1.1175453759723422,6800.0,244,1.4394468058110765,34635.0,243,1.5012287290768302,54050.0,256,1.2130903972474194,13625.0,109,0.8883347187586589,1.2319292053732656,4
590,1.0,1.5,112.5,1.7,1357,1.1787927754709648,87410.0,43.257184966838615,0.885009697977279,-20750.0,505,1.1163353500432152,6730.0,244,1.424792234980651,33480.0,243,1.495989242824686,53485.0,256,1.2262277134813888,14465.0,109,0.885009697977279,1.2296708478614442,4
591,1.0,1.5,112.5,1.8,1357,1.184029127206529,89970.0,43.257184966838615,0.899667497921862,-18105.0,505,1.106914433880726,6185.0,244,1.42491911438178,33490.0,243,1.5012287290768302,54050.0,256,1.2244291523303097,14350.0,109,0.899667497921862,1.2314317855183015,4
592,1.0,1.5,112.5,1.9,1357,1.1809200433635378,88450.0,43.257184966838615,0.902826267664173,-17535.0,505,1.0941227312013828,5445.0,244,1.4295502125229969,33855.0,243,1.4866694486947651,52480.0,256,1.2221614013137316,14205.0,109,0.902826267664173,1.2270660122794097,4
593,1.0,1.5,112.5,2.0,1357,1.1821268588025937,89040.0,43.257184966838615,0.9075644222776392,-16680.0,505,1.101210025929127,5855.0,244,1.4398274440144643,34665.0,243,1.4772105531599202,51460.0,256,1.2148889583984985,13740.0,109,0.9075644222776392,1.2281402807559298,4
594,1.0,1.5,115.0,1.0,1357,1.1993393196833644,97455.0,43.257184966838615,0.8795234136880022,-21740.0,505,1.1281763180639586,7415.0,244,1.3956734124214933,31185.0,243,1.6161264895442111,66440.0,256,1.2213794182045667,14155.0,109,0.8795234136880022,1.2481758103844465,4
595,1.0,1.5,115.0,1.1,1357,1.1978154595103192,96710.0,43.257184966838615,0.8795234136880022,-21740.0,505,1.1133102852203975,6555.0,244,1.3951658948169765,31145.0,243,1.6175638707284277,66595.0,256,1.2213794182045667,14155.0,109,0.8795234136880022,1.2453885765316741,4
596,1.0,1.5,115.0,1.2,1357,1.2002802266358485,97915.0,43.257184966838615,0.8758381823219729,-22405.0,505,1.1133102852203975,6555.0,244,1.4295502125229969,33855.0,243,1.60856864654333,65625.0,256,1.2234125742883954,14285.0,109,0.8758381823219729,1.2501359801794185,4
597,1.0,1.5,115.0,1.3,1357,1.2041256724416536,99795.0,43.257184966838615,0.8845940703796066,-20825.0,505,1.1154710458081245,6680.0,244,1.4328490769523567,34115.0,243,1.6222933184958501,67105.0,256,1.1989365029715358,12720.0,109,0.8845940703796066,1.250828802921495,4
598,1.0,1.5,115.0,1.4,1357,1.193182515494283,94445.0,43.257184966838615,0.8786090329731228,-21905.0,505,1.1112359550561797,6435.0,244,1.4311362050371121,33980.0,243,1.586266054620485,63220.0,256,1.1988583046606194,12715.0,109,0.8786090329731228,1.241221110469504,4
599,1.0,1.5,115.0,1.5,1357,1.196485917077461,96060.0,43.257184966838615,0.8823773898586866,-21225.0,505,1.1178910976663785,6820.0,244,1.4416037556302734,34805.0,243,1.5759261835211202,62105.0,256,1.2119956208945888,13555.0,109,0.8823773898586866,1.2459588095142096,4
600,1.0,1.5,115.0,1.6,1357,1.181881404814989,88920.0,43.257184966838615,0.8832086450540316,-21075.0,505,1.1175453759723422,6800.0,244,1.4376070544947028,34490.0,243,1.5107803588816247,55080.0,256,1.2130903972474194,13625.0,109,0.8832086450540316,1.232446366330024,4
601,1.0,1.5,115.0,1.7,1357,1.1807359528728343,88360.0,43.257184966838615,0.886893876420061,-20410.0,505,1.1189282627484876,6880.0,244,1.434117870963649,34215.0,243,1.5012287290768302,54050.0,256,1.2130903972474194,13625.0,109,0.886893876420061,1.2308518272912894,4
602,1.0,1.5,115.0,1.8,1357,1.179365501442042,87690.0,43.257184966838615,0.8833194790800776,-21055.0,505,1.1163353500432152,6730.0,244,1.431009325635983,33970.0,243,1.4968702183892058,53580.0,256,1.2262277134813888,14465.0,109,0.8833194790800776,1.230752417325974,4
603,1.0,1.5,115.0,1.9,1357,1.1833950377385507,89660.0,43.257184966838615,0.899667497921862,-18105.0,505,1.1033707865168538,5980.0,244,1.4278373406077522,33720.0,243,1.4961747113645847,53505.0,256,1.227713481388802,14560.0,109,0.899667497921862,1.230952763559971,4
604,1.0,1.5,115.0,2.0,1357,1.1801939086502076,88095.0,43.257184966838615,0.8992518703241895,-18180.0,505,1.0941227312013828,5445.0,244,1.436274820782846,34385.0,243,1.484443826215978,52240.0,256,1.2221614013137316,14205.0,109,0.8992518703241895,1.2272509299676255,4
605,1.0,1.5,117.5,1.0,1357,1.1969359160547361,96280.0,43.257184966838615,0.8828761429758936,-21135.0,505,1.120484010371651,6970.0,244,1.3904079172746304,30770.0,243,1.6142254370102471,66235.0,256,1.2101970597435094,13440.0,109,0.8828761429758936,1.2436381134751862,4
606,1.0,1.5,117.5,1.1,1357,1.1972325062897584,96425.0,43.257184966838615,0.8795234136880022,-21740.0,505,1.1281763180639586,7415.0,244,1.3956734124214933,31185.0,243,1.6088468493531785,65655.0,256,1.2175477009696591,13910.0,109,0.8795234136880022,1.2459535388992582,4
607,1.0,1.5,117.5,1.2,1357,1.1971711427928573,96395.0,43.257184966838615,0.8795234136880022,-21740.0,505,1.1133102852203975,6555.0,244,1.3951658948169765,31145.0,243,1.6146427412250197,66280.0,256,1.2213794182045667,14155.0,109,0.8795234136880022,1.2448043506309925,4
608,1.0,1.5,117.5,1.3,1357,1.1966086440712635,96120.0,43.257184966838615,0.8758381823219729,-22405.0,505,1.1133102852203975,6555.0,244,1.4067753600203008,32060.0,243,1.60856864654333,65625.0,256,1.2234125742883954,14285.0,109,0.8758381823219729,1.2455810096788793,4
609,1.0,1.5,117.5,1.4,1357,1.203194992738653,99340.0,43.257184966838615,0.8832640620670545,-21065.0,505,1.1154710458081245,6680.0,244,1.4328490769523567,34115.0,243,1.6202995316919369,66890.0,256,1.1989365029715358,12720.0,109,0.8832640620670545,1.2501640438982016,4
610,1.0,1.5,117.5,1.5,1357,1.200249544887398,97900.0,43.257184966838615,0.8807425879745082,-21520.0,505,1.1112359550561797,6435.0,244,1.4328490769523567,34115.0,243,1.6104233319423193,65825.0,256,1.2040193931811072,13045.0,109,0.8807425879745082,1.2478540690212943,4
611,1.0,1.5,117.5,1.6,1357,1.1988688662071223,97225.0,43.257184966838615,0.8769742310889443,-22200.0,505,1.1178910976663785,6820.0,244,1.4306286874325953,33940.0,243,1.6028191218064636,65005.0,256,1.213637785423835,13660.0,109,0.8769742310889443,1.2483901846836434,4
612,1.0,1.5,117.5,1.7,1357,1.1885086624803125,92160.0,43.257184966838615,0.8832086450540316,-21075.0,505,1.1175453759723422,6800.0,244,1.4338006724608259,34190.0,243,1.5437473918486577,58635.0,256,1.21285580231467,13610.0,109,0.8832086450540316,1.2382315775301054,4
613,1.0,1.5,117.5,1.8,1357,1.1825973122788358,89270.0,43.257184966838615,0.88761429758936,-20280.0,505,1.1189282627484876,6880.0,244,1.434117870963649,34215.0,243,1.5084620021328883,54830.0,256,1.2130903972474194,13625.0,109,0.88761429758936,1.232442566136361,4
