stop_mult,tp_mult,contract_type,num_contracts,challenge_pass_rate,challenge_avg_days,challenge_blowup_rate,funded_avg_payouts,funded_days_per_payout,funded_blowup_rate,funded_net_lifetime
0.6,2.2,MNQ,5,77.16,19.68843960601348,22.84,8.0316,24.521813835350365,99.86,22094.8
0.6,2.2,MNQ,6,71.38,14.911459792659008,28.62,5.0918,19.878903334773558,100.0,13275.4
0.6,2.2,MNQ,7,64.98,11.968605724838412,35.02,3.6348,16.61632001760757,100.0,8904.4
0.6,2.2,MNQ,8,62.160000000000004,9.663449163449163,37.84,2.724,14.07481644640235,100.0,6172.000000000001
0.6,2.2,MNQ,9,58.440000000000005,8.370294318959617,41.56,2.2638,12.055835321141444,100.0,4791.4
0.5,1.8,MNQ,1,100.0,136.0364,0.0,9.9242,143.6570403659741,0.0,27772.600000000002
0.5,1.8,MNQ,2,99.2,69.97318548387096,0.8,20.1458,71.46776995701337,2.1,58437.4
0.5,1.8,MNQ,3,95.64,45.029903805938936,4.36,25.6526,47.947747986558866,28.16,74957.8
0.5,1.8,MNQ,4,90.14,32.196139338806304,9.86,21.3964,36.22428072012114,73.42,62189.2
0.5,1.8,MNQ,5,82.76,23.619139681005315,17.24,13.3378,28.669105849540404,96.7,38013.4
0.5,1.8,MNQ,6,77.52,18.527863777089784,22.48,8.0152,23.649840303423495,99.83999999999999,22045.6
0.5,1.8,MNQ,7,71.98,15.033064740205612,28.02,5.4162,19.82027990103763,99.98,14248.6
0.5,1.8,MNQ,8,67.92,12.318610129564194,32.08,4.033,16.826729481775352,100.0,10099.000000000002
0.5,1.8,MNQ,9,64.88000000000001,10.63810110974106,35.120000000000005,3.125,14.623808,100.0,7375.0
0.7,2.5,MNQ,1,99.86,124.3947526537152,0.12,10.9228,130.48082909144176,0.16,30768.4
0.7,2.5,MNQ,2,94.78,60.62840261658578,5.220000000000001,18.9756,64.74264845380384,26.68,54926.8
0.7,2.5,MNQ,3,83.38,36.49940033581195,16.619999999999997,14.0942,42.68179818648806,86.48,40282.600000000006
0.7,2.5,MNQ,4,74.66000000000001,24.331100991159925,25.34,7.436,31.17108660570199,99.62,20308.0
0.7,2.5,MNQ,5,67.10000000000001,17.394336810730252,32.9,4.1864,24.020256067265432,100.0,10559.199999999999
0.7,2.5,MNQ,6,62.13999999999999,13.359510782104925,37.86,2.9072,18.815767749036873,100.0,6721.6
0.7,2.5,MNQ,7,57.76,10.49792243767313,42.24,2.2042,15.66663642137737,100.0,4612.6
0.7,2.5,MNQ,8,54.339999999999996,8.501656238498343,45.660000000000004,1.7866,12.817418560394044,100.0,3359.8
0.7,2.5,MNQ,9,51.76,7.3589644513137555,48.24,1.4462,10.890333287235514,100.0,2338.5999999999995
0.6,2.1,MNQ,1,100.0,119.0106,0.0,11.531,124.2299540369439,0.0,32593.0
0.6,2.1,MNQ,2,98.61999999999999,60.22733725410667,1.38,22.713,62.25893541143839,6.04,66139.0
0.6,2.1,MNQ,3,92.46,38.97014925373134,7.539999999999999,25.191,41.88841252828391,48.68,73573.0
0.6,2.1,MNQ,4,86.02,27.386886770518483,13.98,16.4612,31.381017179792483,91.52,47383.600000000006
0.6,2.1,MNQ,5,79.16,20.255937342091965,20.84,9.2536,24.599226247082218,99.7,25760.800000000003
0.6,2.1,MNQ,6,72.18,15.379329454142422,27.82,5.7474,20.079409820092565,99.98,15242.2
0.6,2.1,MNQ,7,68.0,12.33529411764706,32.0,4.0864,16.728905638214567,100.0,10259.2
0.6,2.1,MNQ,8,65.10000000000001,10.314592933947774,34.9,3.0054,14.219005789578759,100.0,7016.199999999999
0.6,2.1,MNQ,9,60.9,8.456814449917898,39.1,2.505,12.164870259481038,100.0,5515.0
0.7,2.4,MNQ,1,99.9,125.34474474474474,0.1,11.0402,129.20573902646692,0.2,31120.6
0.7,2.4,MNQ,2,94.86,60.78030782205355,5.140000000000001,19.7018,64.32900547158128,22.1,57105.399999999994
0.7,2.4,MNQ,3,85.46000000000001,36.57126140884625,14.540000000000001,15.8002,42.49922152884141,81.42,45400.6
0.7,2.4,MNQ,4,76.34,24.62536023054755,23.66,8.0662,31.226351937715403,99.26,22198.600000000002
0.7,2.4,MNQ,5,70.19999999999999,17.30911680911681,29.799999999999997,4.5192,23.886926889714992,100.0,11557.599999999999
0.7,2.4,MNQ,6,64.03999999999999,13.501249219237977,35.96,3.2364,19.06037572611544,100.0,7709.200000000001
0.7,2.4,MNQ,7,59.81999999999999,10.6773654296222,40.18,2.4228,15.588822849595509,100.0,5268.400000000001
0.7,2.4,MNQ,8,56.8,8.811971830985916,43.2,1.8976,13.022554806070826,100.0,3692.8
0.7,2.4,MNQ,9,54.08,7.366863905325443,45.92,1.5578,11.122608807292336,100.0,2673.4000000000005
0.5,1.7,MNQ,1,100.0,149.325,0.0,9.012,157.26688859298713,0.0,25036.0
0.5,1.7,MNQ,2,99.24,75.54232164449819,0.76,18.3764,77.62645567140463,2.7199999999999998,53129.200000000004
0.5,1.7,MNQ,3,95.32000000000001,49.002937473772555,4.68,23.4476,52.099643460311505,29.220000000000002,68342.8
0.5,1.7,MNQ,4,89.14,34.53937626205968,10.86,19.27,39.11716658017644,75.56,55810.0
0.5,1.7,MNQ,5,82.06,25.844747745552034,17.94,12.3378,30.95660490525053,96.39999999999999,35013.4
0.5,1.7,MNQ,6,75.94,20.16723729259942,24.060000000000002,7.4546,25.389075201888765,99.83999999999999,20363.8
0.5,1.7,MNQ,7,71.78,16.084424630816383,28.22,5.2188,21.321913083467464,100.0,13656.4
0.5,1.7,MNQ,8,68.22,13.075051304602756,31.78,3.8308,18.144617312310743,100.0,9492.4
0.5,1.7,MNQ,9,62.92,11.025429116338207,37.08,3.023,15.649884220972544,100.0,7069.0
0.8,2.7,MNQ,1,99.42,129.36853751760208,0.5599999999999999,10.332,136.51900890437477,1.0999999999999999,28996.000000000004
0.8,2.7,MNQ,2,89.7,59.284726867335564,10.299999999999999,15.4128,67.15910152600436,47.099999999999994,44238.4
0.8,2.7,MNQ,3,77.02,34.08673071929369,22.98,8.6458,43.3378519049712,96.2,23937.399999999998
0.8,2.7,MNQ,4,67.80000000000001,22.05958702064897,32.2,4.4176,30.660449112640347,100.0,11252.800000000001
0.8,2.7,MNQ,5,60.34,16.120981107059993,39.660000000000004,2.6176,23.26306540342298,100.0,5852.8
0.8,2.7,MNQ,6,56.04,11.79621698786581,43.96,2.0382,17.994112452163673,100.0,4114.599999999999
0.8,2.7,MNQ,7,51.739999999999995,9.42984151526865,48.26,1.607,14.373988799004357,100.0,2821.0
0.8,2.7,MNQ,8,50.1,7.683832335329341,49.9,1.2872,12.16174642635177,100.0,1861.6
0.8,2.7,MNQ,9,47.24,6.481371718882303,52.76,1.1504,10.19384561891516,100.0,1451.2000000000003
0.6,2.0,MNQ,1,100.0,127.0822,0.0,10.7316,133.18043907711805,0.0,30194.8
0.6,2.0,MNQ,2,98.6,65.27809330628803,1.4000000000000001,21.0706,66.56022135107686,6.660000000000001,61211.799999999996
0.6,2.0,MNQ,3,92.54,41.34968662200129,7.46,23.0888,44.78438896781123,48.339999999999996,67266.4
0.6,2.0,MNQ,4,85.86,28.448637316561843,14.14,15.9024,33.336012174263004,90.34,45707.2
0.6,2.0,MNQ,5,76.4,20.72408376963351,23.599999999999998,8.8788,26.37286570257242,99.52,24636.4
0.6,2.0,MNQ,6,72.24000000000001,16.28626799557032,27.76,5.3606,21.45644144312204,100.0,14081.8
0.6,2.0,MNQ,7,67.14,12.87846291331546,32.86,3.879,17.815674142820313,100.0,9637.0
0.6,2.0,MNQ,8,61.4,10.87785016286645,38.6,3.0838,15.061288021272457,100.0,7251.4
0.6,2.0,MNQ,9,60.08,8.957390146471372,39.92,2.458,12.817087062652563,100.0,5374.000000000001
0.9,3.0,MNQ,1,99.1,117.33037336024218,0.8999999999999999,11.279,124.72589768596507,1.92,31837.0
0.9,3.0,MNQ,2,87.5,52.73348571428571,12.5,14.6436,61.152817613155236,60.84,41930.799999999996
0.9,3.0,MNQ,3,73.2,29.869945355191255,26.8,7.141,38.9444895672875,98.98,19423.0
0.9,3.0,MNQ,4,64.7,19.620092735703246,35.3,3.5476,27.457041380087947,100.0,8642.800000000001
0.9,3.0,MNQ,5,59.08,13.822951929587001,40.92,2.2952,20.300714534681074,100.0,4885.599999999999
0.9,3.0,MNQ,6,54.0,10.53111111111111,46.0,1.7084,15.813509716693982,100.0,3125.2
0.9,3.0,MNQ,7,50.88,8.29874213836478,49.120000000000005,1.3874,12.557589736197203,100.0,2162.2
0.9,3.0,MNQ,8,48.38,6.940471269119471,51.62,1.2244,10.448546226723293,100.0,1673.1999999999998
0.9,3.0,MNQ,9,45.62,5.769399386234108,54.379999999999995,1.0318,8.889901143632487,100.0,1095.4
0.9,2.9,MNQ,1,99.53999999999999,115.55977496483825,0.45999999999999996,11.613,121.81422543701025,1.3599999999999999,32839.0
0.9,2.9,MNQ,2,88.94,52.952102541038904,11.06,15.979,60.22482007635021,55.08,45937.0
0.9,2.9,MNQ,3,76.12,30.737782448765106,23.880000000000003,8.0226,38.91773240595318,97.86,22067.800000000003
0.9,2.9,MNQ,4,66.58,19.28687293481526,33.42,4.0192,27.618033439490446,100.0,10057.599999999999
0.9,2.9,MNQ,5,61.839999999999996,13.959896507115136,38.16,2.4704,20.70458225388601,100.0,5411.200000000001
0.9,2.9,MNQ,6,55.58,10.760345448002878,44.42,1.913,16.103606900156823,100.0,3739.0
0.9,2.9,MNQ,7,52.62,8.667046750285063,47.38,1.5458,13.085263294087204,100.0,2637.4000000000005
0.9,2.9,MNQ,8,48.18,7.059360730593608,51.82,1.3304,10.748496692723993,100.0,1991.2000000000003
0.9,2.9,MNQ,9,48.42,5.812061131763734,51.580000000000005,1.0664,9.068642160540135,100.0,1199.1999999999998
0.5,1.6,MNQ,1,100.0,151.12,0.0,8.9994,157.3914038713692,0.02,24998.199999999997
0.5,1.6,MNQ,2,99.53999999999999,75.13120353626682,0.45999999999999996,18.5082,77.91817680811748,1.3,53524.6
0.5,1.6,MNQ,3,95.96000000000001,49.649020425177156,4.04,24.3336,52.41286944800605,22.66,71000.8
0.5,1.6,MNQ,4,90.25999999999999,35.71726124529138,9.74,21.849,39.33775458831068,66.4,63547.0
0.5,1.6,MNQ,5,83.44,26.354026845637584,16.56,14.1684,31.410434488015586,93.74,40505.2
0.5,1.6,MNQ,6,78.16,20.555527123848517,21.84,9.0022,25.811779342827307,99.74,25006.600000000002
0.5,1.6,MNQ,7,72.66,16.720066061106525,27.339999999999996,5.9792,21.774417982338775,99.98,15937.599999999999
0.5,1.6,MNQ,8,67.96,13.903766921718658,32.04,4.3764,18.4400877433507,100.0,11129.2
0.5,1.6,MNQ,9,65.5,11.313282442748092,34.5,3.449,16.092084662220934,100.0,8347.0
0.6,1.9,MNQ,1,100.0,123.25,0.0,11.1476,128.41926513330225,0.0,31442.800000000003
0.6,1.9,MNQ,2,98.76,62.820980153908465,1.24,22.2118,64.09075356342125,4.42,64635.399999999994
0.6,1.9,MNQ,3,94.06,39.99872421858388,5.94,26.14,43.24919663351186,39.18,76420.0
0.6,1.9,MNQ,4,87.38,28.34905012588693,12.620000000000001,19.1062,32.2865875998367,85.26,55318.600000000006
0.6,1.9,MNQ,5,81.44,21.362475442043223,18.56,11.0864,25.658013421850196,99.2,31259.199999999997
0.6,1.9,MNQ,6,74.33999999999999,16.34974441754103,25.66,6.64,21.099036144578314,99.96000000000001,17920.0
0.6,1.9,MNQ,7,69.76,13.10665137614679,30.240000000000002,4.6188,17.55061920845241,100.0,11856.400000000001
0.6,1.9,MNQ,8,64.75999999999999,10.735021618282891,35.24,3.5236,14.963673515722556,100.0,8570.800000000001
0.6,1.9,MNQ,9,62.980000000000004,9.260717688154969,37.019999999999996,2.7572,12.938996082982737,100.0,6271.6
0.7,2.2,MNQ,1,99.92,128.4587670136109,0.08,10.6394,133.93040960956444,0.12,29918.2
0.7,2.2,MNQ,2,95.94,64.01292474463206,4.06,19.575,66.70686079182632,17.48,56725.0
0.7,2.2,MNQ,3,86.46000000000001,38.74693499884339,13.54,16.352,44.18345156555773,76.25999999999999,47056.0
0.7,2.2,MNQ,4,77.68,26.064366632337798,22.32,9.297,32.44216413896956,98.9,25891.0
0.7,2.2,MNQ,5,70.39999999999999,18.888920454545456,29.599999999999998,5.2714,24.992032477140796,99.98,13814.199999999999
0.7,2.2,MNQ,6,65.48,14.482590103848503,34.52,3.3382,20.09580013180756,100.0,8014.6
0.7,2.2,MNQ,7,61.12,11.364528795811518,38.879999999999995,2.4512,16.49934725848564,100.0,5353.6
0.7,2.2,MNQ,8,58.199999999999996,9.428865979381444,41.8,2.1054,13.73658212216206,100.0,4316.2
0.7,2.2,MNQ,9,55.2,7.841666666666667,44.800000000000004,1.7084,11.897916178880823,100.0,3125.2
0.8,2.5,MNQ,1,99.82,115.76818272891204,0.18,11.928,119.90680751173709,0.27999999999999997,33784.0
0.8,2.5,MNQ,2,94.69999999999999,55.22259767687434,5.3,20.107,59.82188292634406,29.18,58321.0
0.8,2.5,MNQ,3,83.17999999999999,33.005770617937,16.82,13.2596,39.49236779390027,90.78,37778.8
0.8,2.5,MNQ,4,74.08,22.39902807775378,25.919999999999998,6.6724,28.63194652598765,99.88,18017.2
0.8,2.5,MNQ,5,67.28,15.80499405469679,32.72,3.942,21.95093860984272,100.0,9826.0
0.8,2.5,MNQ,6,61.58,12.088340370250082,38.42,2.8126,17.36016497191211,100.0,6437.800000000001
0.8,2.5,MNQ,7,56.56,9.459335219236209,43.44,2.078,14.243310875842155,100.0,4233.999999999999
0.8,2.5,MNQ,8,52.94,7.949376652814507,47.06,1.6014,11.973772948669914,100.0,2804.2
0.8,2.5,MNQ,9,51.339999999999996,6.656408258667706,48.66,1.447,10.007463718037318,100.0,2341.0
0.9,2.8,MNQ,1,99.22,123.1511791977424,0.7799999999999999,10.874,129.8327018576421,1.52,30622.0
0.9,2.8,MNQ,2,88.82,56.40891691060572,11.18,14.961,63.44029142437003,55.98,42883.0
0.9,2.8,MNQ,3,76.52,31.578149503397803,23.48,7.546,40.70243837794858,98.24000000000001,20638.0
0.9,2.8,MNQ,4,65.5,20.670229007633587,34.5,3.9126,28.623626233195317,100.0,9737.8
0.9,2.8,MNQ,5,58.26,14.570202540336423,41.74,2.469,21.544511948157147,100.0,5407.0
0.9,2.8,MNQ,6,53.42,10.965555971546237,46.58,1.8564,16.625296272355097,100.0,3569.2
0.9,2.8,MNQ,7,51.82,8.869162485526823,48.18,1.535,13.639609120521172,100.0,2605.0
0.9,2.8,MNQ,8,50.4,7.2936507936507935,49.6,1.2596,11.119402985074627,100.0,1778.8000000000002
0.9,2.8,MNQ,9,46.739999999999995,6.232777064612751,53.26,1.1082,9.384407146724419,100.0,1324.6000000000004
0.7,2.1,MNQ,1,99.98,132.4744948989798,0.02,10.3242,137.81685748048275,0.04,28972.6
0.7,2.1,MNQ,2,96.32,65.69975083056478,3.6799999999999997,19.1812,68.45008654307343,16.66,55543.6
0.7,2.1,MNQ,3,87.42,39.22740791580874,12.58,17.0314,45.43689890437662,72.7,49094.200000000004
0.7,2.1,MNQ,4,77.68,26.83908341915551,22.32,9.6594,33.45182930616809,97.82,26978.2
0.7,2.1,MNQ,5,70.98,19.465765004226544,29.020000000000003,5.361,25.89300503637381,99.98,14083.0
0.7,2.1,MNQ,6,66.18,14.675430643699002,33.82,3.5384,20.562005426181326,100.0,8615.2
0.7,2.1,MNQ,7,61.24000000000001,11.730241672109733,38.76,2.7068,16.864858873947096,100.0,6120.4
0.7,2.1,MNQ,8,56.86,9.737249384453042,43.14,2.1692,14.217130739443112,100.0,4507.6
0.7,2.1,MNQ,9,54.400000000000006,8.079044117647058,45.6,1.8036,12.28298957640275,100.0,3410.8
0.6,1.8,MNQ,1,99.98,129.54390878175636,0.02,10.4218,136.82981826555874,0.0,29265.399999999998
0.6,1.8,MNQ,2,98.83999999999999,66.30999595305545,1.16,20.7842,68.16645336361275,4.78,60352.6
0.6,1.8,MNQ,3,93.34,42.533319048639385,6.660000000000001,24.6568,45.85992505110152,39.56,71970.40000000001
0.6,1.8,MNQ,4,87.46000000000001,30.27326777955637,12.540000000000001,18.2692,34.26733518709084,84.44,52807.600000000006
0.6,1.8,MNQ,5,78.53999999999999,22.040234275528395,21.46,10.5422,27.1958983893305,99.18,29626.6
0.6,1.8,MNQ,6,74.53999999999999,17.01529380198551,25.46,6.2958,22.23923885765113,100.0,16887.399999999998
0.6,1.8,MNQ,7,68.52000000000001,13.75831873905429,31.480000000000004,4.6348,18.263830154483472,100.0,11904.400000000001
0.6,1.8,MNQ,8,65.42,11.250993579944971,34.58,3.3888,15.69086402266289,100.0,8166.4
0.6,1.8,MNQ,9,58.940000000000005,9.503902273498474,41.06,2.7268,13.402009681678157,100.0,6180.4
1.0,3.0,MNQ,1,98.28,123.46153846153847,1.72,10.513,131.86485303909444,3.88,29539.0
1.0,3.0,MNQ,2,82.44,53.67442988840369,17.560000000000002,11.3038,63.69932235177551,76.2,31911.4
1.0,3.0,MNQ,3,68.84,29.52062754212667,31.16,5.1298,39.8663495652852,99.68,13389.400000000001
1.0,3.0,MNQ,4,59.919999999999995,18.796061415220294,40.08,2.7098,27.565798213890325,100.0,6129.4
1.0,3.0,MNQ,5,55.04,13.211482558139535,44.96,1.8482,20.13797208094362,100.0,3544.6000000000004
1.0,3.0,MNQ,6,50.160000000000004,9.950956937799043,49.84,1.402,15.34564907275321,100.0,2206.0
1.0,3.0,MNQ,7,46.62,7.981981981981982,53.38,1.1214,12.467273051542714,100.0,1364.1999999999998
1.0,3.0,MNQ,8,45.94,6.502394427514149,54.059999999999995,0.9894,10.444309682635941,100.0,968.1999999999998
1.0,3.0,MNQ,9,43.22,5.585377140212865,56.779999999999994,0.9138,8.5370978332239,100.0,741.3999999999996
0.9,2.7,MNQ,1,99.48,119.25653397667872,0.52,11.358,124.77953865117098,1.1199999999999999,32074.0
0.9,2.7,MNQ,2,90.8,55.236563876651985,9.2,16.672,61.87336852207294,48.22,48016.0
0.9,2.7,MNQ,3,77.96,32.04746023601847,22.040000000000003,9.1292,39.861784165096616,96.98,25387.600000000002
0.9,2.7,MNQ,4,68.67999999999999,20.78567268491555,31.319999999999997,4.6812,28.70323848585833,99.96000000000001,12043.599999999999
0.9,2.7,MNQ,5,60.56,14.601387054161162,39.44,2.8536,21.513106251752173,100.0,6560.800000000001
0.9,2.7,MNQ,6,57.199999999999996,11.282167832167833,42.8,2.0854,16.562673827563057,100.0,4256.2
0.9,2.7,MNQ,7,53.580000000000005,9.059723777528928,46.42,1.6146,13.418803418803419,100.0,2843.8
0.9,2.7,MNQ,8,49.76,7.330787781350482,50.239999999999995,1.3698,11.312892393050081,100.0,2109.3999999999996
0.9,2.7,MNQ,9,47.94,6.4693366708385485,52.059999999999995,1.1756,9.48724055801293,100.0,1526.7999999999997
0.5,1.5,MNQ,1,99.96000000000001,170.7078831532613,0.0,7.6992,182.51363778054863,0.0,21097.600000000002
0.5,1.5,MNQ,2,99.16,86.63795885437676,0.84,15.7862,90.06610837313603,2.8400000000000003,45358.6
0.5,1.5,MNQ,3,94.19999999999999,55.68895966029724,5.800000000000001,20.4364,60.0905149634965,26.640000000000004,59309.2
0.5,1.5,MNQ,4,88.18,39.56225901564981,11.82,18.0058,44.8043852536405,71.12,52017.4
0.5,1.5,MNQ,5,80.82000000000001,28.924523632764167,19.18,11.8314,35.330662474432444,95.02000000000001,33494.200000000004
0.5,1.5,MNQ,6,74.94,22.507072324526288,25.06,7.1422,28.94757917728431,99.74,19426.6
0.5,1.5,MNQ,7,68.58,17.913969087197433,31.419999999999998,4.9276,24.26016722136537,99.98,12782.8
0.5,1.5,MNQ,8,65.48,14.953268173488087,34.52,3.6414,20.790739825341902,100.0,8924.2
0.5,1.5,MNQ,9,61.519999999999996,12.267555266579974,38.48,2.9286,17.56033599672198,100.0,6785.799999999999
0.8,2.4,MNQ,1,99.96000000000001,113.71748699479792,0.04,12.0546,118.73147180329501,0.24,34163.8
0.8,2.4,MNQ,2,95.1,56.07613038906414,4.9,20.6054,59.56499752492065,27.16,59816.2
0.8,2.4,MNQ,3,85.22,33.61323632950012,14.78,14.8304,39.27184701693818,87.1,42491.2
0.8,2.4,MNQ,4,76.48,22.117677824267783,23.52,7.4982,28.71667866954736,99.74,20494.6
0.8,2.4,MNQ,5,67.60000000000001,16.11360946745562,32.4,4.3434,22.010360547036882,100.0,11030.199999999999
0.8,2.4,MNQ,6,63.38,12.205427579678132,36.620000000000005,3.0336,17.64688818565401,100.0,7100.799999999999
0.8,2.4,MNQ,7,58.919999999999995,9.81500339443313,41.08,2.271,14.245882870981946,100.0,4813.0
0.8,2.4,MNQ,8,54.42,8.1414920984932,45.58,1.8128,12.083958517210945,100.0,3438.3999999999996
0.8,2.4,MNQ,9,53.28000000000001,7.01463963963964,46.72,1.5654,10.19087773093139,100.0,2696.2
1.0,2.9,MNQ,1,98.7,122.12279635258359,1.26,10.8864,128.0685993533216,2.98,30659.2
1.0,2.9,MNQ,2,84.84,53.530174446016034,15.160000000000002,13.0882,62.63154597270824,67.60000000000001,37264.6
1.0,2.9,MNQ,3,72.76,29.444200109950522,27.24,6.1126,39.65186663612865,99.3,16337.8
1.0,2.9,MNQ,4,62.03999999999999,19.18214055448098,37.96,3.0792,27.69907768251494,100.0,7237.6
1.0,2.9,MNQ,5,56.48,13.676345609065155,43.519999999999996,2.1666,20.17382073294563,100.0,4499.799999999999
1.0,2.9,MNQ,6,51.300000000000004,10.463157894736842,48.699999999999996,1.5464,15.990946714950853,100.0,2639.2
1.0,2.9,MNQ,7,49.68,8.16062801932367,50.32,1.2288,12.51171875,100.0,1686.3999999999996
1.0,2.9,MNQ,8,46.92,6.624893435635124,53.080000000000005,1.1034,10.306507159688236,100.0,1310.1999999999998
1.0,2.9,MNQ,9,45.92,5.642857142857143,54.08,0.9598,8.747655761617004,100.0,879.4000000000001
0.9,2.6,MNQ,1,99.86,106.32245143200481,0.13999999999999999,13.0456,109.99188998589563,0.32,37136.8
0.9,2.6,MNQ,2,93.44,51.94028253424658,6.5600000000000005,21.1552,55.2095465890183,34.0,61465.6
0.9,2.6,MNQ,3,82.67999999999999,30.728834059022738,17.32,13.3858,36.44623406893873,92.38,38157.4
0.9,2.6,MNQ,4,72.64,20.390418502202643,27.36,6.2894,26.554297707253475,99.96000000000001,16868.2
0.9,2.6,MNQ,5,65.82000000000001,15.013977514433304,34.18,3.8544,20.3041199667912,100.0,9563.2
0.9,2.6,MNQ,6,61.63999999999999,11.113562621674237,38.36,2.6058,16.03615012664057,100.0,5817.4
0.9,2.6,MNQ,7,57.220000000000006,8.974134917860887,42.78,2.0522,13.214014228632687,100.0,4156.6
0.9,2.6,MNQ,8,54.48,7.440895741556535,45.519999999999996,1.6448,10.82794260700389,100.0,2934.4000000000005
0.9,2.6,MNQ,9,52.5,6.156190476190476,47.5,1.4182,9.420956141587927,100.0,2254.5999999999995
0.7,2.0,MNQ,1,99.86,140.0278389745644,0.12,9.6398,147.1499201228241,0.06,26919.399999999998
0.7,2.0,MNQ,2,96.28,68.5610718737017,3.7199999999999998,18.1142,72.6513784765543,16.259999999999998,52342.6
0.7,2.0,MNQ,3,87.18,41.9651296168846,12.82,16.0942,48.1026332467597,73.1,46282.600000000006
0.7,2.0,MNQ,4,77.32,28.352043455768236,22.68,9.1186,35.541245366613296,98.1,25355.800000000003
0.7,2.0,MNQ,5,70.66,20.482592697424284,29.34,5.19,27.3435838150289,99.96000000000001,13570.000000000002
0.7,2.0,MNQ,6,65.66,15.446238196771246,34.339999999999996,3.5818,21.758389636495618,100.0,8745.4
0.7,2.0,MNQ,7,60.06,12.23909423909424,39.94,2.6178,17.674841469936588,100.0,5853.4
0.7,2.0,MNQ,8,56.8,10.282394366197183,43.2,2.086,14.92627037392138,100.0,4258.0
0.7,2.0,MNQ,9,54.84,8.549598832968636,45.16,1.6452,12.724410406029662,100.0,2935.6000000000004
