date,variant,direction,entry_time,exit_time,entry_price,exit_price,gap_pct,atr,exit_reason,post_holiday,dow,pnl_gross,pnl_net
2021-08-19,A30,long,2021-08-19 09:31:00-04:00,2021-08-19 10:00:00-04:00,14774.875,14805.875,-0.0055361109241435225,151.375,time,False,Thursday,625.0,615.5
2021-08-20,A30,short,2021-08-20 09:31:00-04:00,2021-08-20 10:00:00-04:00,14972.875,15032.375,0.003569094656411753,155.73214285714286,time,False,Friday,-1185.0,-1194.5
2021-09-02,A30,short,2021-09-02 09:31:00-04:00,2021-09-02 10:00:00-04:00,15667.875,15649.625,0.004021082648467678,159.57142857142858,time,False,Thursday,370.0,360.5
2021-09-03,A30,long,2021-09-03 09:31:00-04:00,2021-09-03 10:00:00-04:00,15555.125,15625.125,-0.0030923044878470307,152.67857142857142,time,False,Friday,1405.0,1395.5
2021-09-10,A30,short,2021-09-10 09:31:00-04:00,2021-09-10 10:00:00-04:00,15629.375,15643.875,0.005064064434191273,122.53571428571429,time,False,Friday,-285.0,-294.5
2021-09-13,A30,short,2021-09-13 09:31:00-04:00,2021-09-13 10:00:00-04:00,15538.375,15442.375,0.006770765841648263,132.32142857142858,time,True,Monday,1925.0,1915.5
2021-09-14,A30,short,2021-09-14 09:31:00-04:00,2021-09-14 10:00:00-04:00,15493.375,15433.875,0.004554811729045483,140.58928571428572,time,False,Tuesday,1195.0,1185.5
2021-09-16,A30,long,2021-09-16 09:31:00-04:00,2021-09-16 10:00:00-04:00,15441.875,15410.375,-0.003131001759171137,147.91071428571428,time,False,Thursday,-625.0,-634.5
2021-09-20,A30,long,2021-09-20 09:31:00-04:00,2021-09-20 10:00:00-04:00,15075.625,15115.875,-0.01671368239111648,181.21428571428572,time,True,Monday,810.0,800.5
2021-09-21,A30,short,2021-09-21 09:31:00-04:00,2021-09-21 10:00:00-04:00,15081.875,15073.375,0.005248862746404903,184.42857142857142,time,False,Tuesday,175.0,165.5
2021-09-23,A30,short,2021-09-23 09:31:00-04:00,2021-09-23 10:00:00-04:00,15210.875,15284.875,0.0037448240592572457,195.66071428571428,time,False,Thursday,-1475.0,-1484.5
2021-09-24,A30,long,2021-09-24 09:31:00-04:00,2021-09-24 10:00:00-04:00,15206.375,15231.875,-0.006127450980392135,202.08928571428572,time,False,Friday,515.0,505.5
2021-09-27,A30,long,2021-09-27 09:31:00-04:00,2021-09-27 10:00:00-04:00,15185.125,15128.375,-0.00881201044386426,212.17857142857142,time,True,Monday,-1130.0,-1139.5
2021-09-28,A30,long,2021-09-28 09:31:00-04:00,2021-09-28 10:00:00-04:00,15001.625,14958.125,-0.012523244524166088,233.71428571428572,time,False,Tuesday,-865.0,-874.5
2021-09-29,A30,short,2021-09-29 09:31:00-04:00,2021-09-29 10:00:00-04:00,14817.875,14876.625,0.003623556503775882,239.28571428571428,time,False,Wednesday,-1170.0,-1179.5
2021-09-30,A30,short,2021-09-30 09:31:00-04:00,2021-09-30 10:00:00-04:00,14809.875,14849.375,0.005584695557705688,236.55357142857142,time,False,Thursday,-785.0,-794.5
2021-10-04,A30,long,2021-10-04 09:31:00-04:00,2021-10-04 10:00:00-04:00,14704.375,14603.625,-0.0041650441054467136,256.875,time,True,Monday,-2010.0,-2019.5
2021-10-05,A30,short,2021-10-05 09:31:00-04:00,2021-10-05 10:00:00-04:00,14506.625,14572.875,0.0031116566114059996,263.0357142857143,time,False,Tuesday,-1320.0,-1329.5
2021-10-06,A30,long,2021-10-06 09:31:00-04:00,2021-10-06 10:00:00-04:00,14521.625,14547.625,-0.009565706685763953,270.5357142857143,time,False,Wednesday,525.0,515.5
2021-10-07,A30,short,2021-10-07 09:31:00-04:00,2021-10-07 10:00:00-04:00,14882.125,14937.125,0.008265442658491606,271.5,time,False,Thursday,-1095.0,-1104.5
2021-10-08,A30,short,2021-10-08 09:31:00-04:00,2021-10-08 10:00:00-04:00,14933.125,14871.625,0.004135357304957399,244.92857142857142,time,False,Friday,1235.0,1225.5
