signal_time,exit_time,exit_reason,entry,exit,entry_raw,sl_raw,tp_raw,atr,signal_low,bot_wick_low,signal_bar_total_delta,zone_id,pts,pnl_gross,pnl_net,dev_poc,dev_vah,dev_val,noise_upper_14,noise_lower_14,noise_upper_90,noise_lower_90,prev_week_iso_poc,prev_week_iso_vah,prev_week_iso_val,entry_hour,dev_loc,noise_loc,week_loc
2021-03-18 10:50:00-04:00,2021-03-18 14:25:00-04:00,sl,12968.875,12890.339285714286,12968.75,12890.464285714286,13084.571428571428,37.535714285714285,12928.0,12928.0,228,824,-78.53571428571377,-1570.7142857142753,-1575.2142857142753,12965.0,13030.0,12920.0,13274.858077964567,12876.15866188754,,,12455.0,12985.0,12215.0,10:00,in_va,inside_14_only,in_week_va
2021-03-30 15:55:00-04:00,2021-03-30 16:55:00-04:00,eod,12899.125,12890.125,12899.0,12818.19642857143,13001.357142857141,21.553571428571427,12839.75,12839.75,506,945,-9.0,-180.0,-184.5,12867.5,12880.0,12817.5,13100.933644062168,12737.773144082046,13102.961914331352,12735.75907174386,12955.0,13260.0,12895.0,15:00,above_vah,inside_both,in_week_va
2021-04-09 09:40:00-04:00,2021-04-09 13:30:00-04:00,tp,13702.125,13783.196428571428,13702.0,13639.464285714286,13783.321428571428,18.785714285714285,13658.25,13658.25,690,1014,81.07142857142753,1621.4285714285506,1616.9285714285506,13732.5,13755.0,13665.0,13826.458859032431,13652.062565444694,13836.330110952662,13642.262365777431,12790.0,13017.5,12640.0,09:00,in_va,inside_both,above_week_vah
2021-04-09 10:45:00-04:00,2021-04-09 13:30:00-04:00,tp,13726.875,13784.232142857141,13726.75,13689.32142857143,13784.357142857141,20.178571428571427,13709.5,13709.5,366,1020,57.3571428571413,1147.142857142826,1142.642857142826,13735.0,13747.5,13680.0,13863.248227583537,13615.538002973086,13868.706603972521,13610.118915414245,12790.0,13017.5,12640.0,10:00,in_va,inside_both,above_week_vah
2021-04-13 10:05:00-04:00,2021-04-13 10:20:00-04:00,sl,13937.375,13906.0,13937.25,13906.125,13987.0,18.625,13924.75,13924.75,215,1039,-31.375,-627.5,-632.0,13880.0,13950.0,13817.5,13932.364847517134,13769.59361348184,13937.39270735143,13764.58468466119,12862.5,13110.0,12777.5,10:00,in_va,inside_90_only,above_week_vah
2021-04-14 10:05:00-04:00,2021-04-14 10:25:00-04:00,sl,13966.375,13929.32142857143,13966.25,13929.44642857143,14021.857142857141,18.803571428571427,13948.25,13948.25,379,1048,-37.05357142857065,-741.071428571413,-745.571428571413,13967.5,13982.5,13947.5,14034.627833354847,13923.398263182504,14043.422429729468,13914.608069609572,12862.5,13110.0,12777.5,10:00,in_va,inside_both,above_week_vah
2021-04-22 15:25:00-04:00,2021-04-22 16:55:00-04:00,eod,13736.125,13761.375,13736.0,13698.589285714286,13797.571428571428,24.160714285714285,13722.75,13722.75,204,1125,25.25,505.0,500.5,13910.0,13940.0,13820.0,13994.628726134319,13797.6869439671,14045.554728298852,13746.7966607092,13730.0,13837.5,13585.0,15:00,below_val,outside_both,in_week_va
2021-04-23 10:30:00-04:00,2021-04-23 11:45:00-04:00,tp,13860.625,13935.767857142859,13860.5,13805.05357142857,13935.892857142859,19.946428571428573,13825.0,13825.0,801,1133,75.1428571428587,1502.857142857174,1498.357142857174,13775.0,13820.0,13747.5,13818.816824946653,13719.22925006327,13855.550700628379,13682.535370616819,13730.0,13837.5,13585.0,10:00,above_vah,outside_both,above_week_vah
2021-04-30 14:25:00-04:00,2021-04-30 16:55:00-04:00,eod,13860.625,13865.125,13860.5,13817.69642857143,13920.357142857141,17.053571428571427,13834.75,13834.75,206,1195,4.5,90.0,85.5,13887.5,13917.5,13862.5,14044.642147018076,13754.017129337615,14059.503430200297,13739.254422279473,13985.0,14035.0,13867.5,14:00,below_val,inside_both,below_week_val
2021-05-03 10:00:00-04:00,2021-05-03 10:50:00-04:00,sl,13891.375,13840.285714285714,13891.25,13840.410714285714,13960.178571428572,18.089285714285715,13858.5,13858.5,224,1216,-51.089285714286234,-1021.7857142857247,-1026.2857142857247,13875.0,13900.0,13862.5,13966.13195672354,13814.300854260793,13970.487354750036,13809.961027995118,13872.5,13945.0,13777.5,10:00,in_va,inside_both,in_week_va
2021-05-03 11:05:00-04:00,2021-05-03 11:10:00-04:00,sl,13845.125,13805.875,13845.0,13806.0,13909.0,25.0,13831.0,13831.0,500,1215,-39.25,-785.0,-789.5,13887.5,13915.0,13857.5,13977.516362627965,13802.957150777765,13997.405239350788,13783.13938232781,13872.5,13945.0,13777.5,11:00,below_val,inside_both,in_week_va
2021-05-03 15:55:00-04:00,2021-05-03 16:55:00-04:00,eod,13789.875,13784.875,13789.75,13761.19642857143,13831.107142857141,12.803571428571429,13774.0,13774.0,643,1227,-5.0,-100.0,-104.5,13807.5,13882.5,13772.5,14018.215930907078,13762.403094789122,14061.41317626046,13719.360291617297,13872.5,13945.0,13777.5,15:00,in_va,inside_both,in_week_va
2021-05-20 16:00:00-04:00,2021-05-20 16:55:00-04:00,eod,13490.625,13489.125,13490.5,13463.482142857143,13533.285714285714,15.767857142857142,13479.25,13479.25,262,1398,-1.5,-30.0,-34.5,13490.0,13520.0,13377.5,13448.316308617303,13063.295124545972,13437.765332002144,13073.787956484852,13780.0,13820.0,13492.5,16:00,in_va,outside_both,below_week_val
