n,wr,mean_pnl,sum_pnl,pf,avg_win,avg_loss,noise_loc
239,42.67782426778243,100.07860131499937,23918.78571428485,1.1837795148540808,1510.471988795512,-949.9953076120978,inside_both
53,28.30188679245283,-308.7654986522887,-16364.571428571304,0.6130647070844589,1728.5476190476184,-1112.9680451127783,outside_both
24,33.333333333333336,-258.6964285714342,-6208.714285714421,0.5625861773971095,998.1785714285688,-887.1339285714357,inside_90_only
13,38.46153846153846,283.32967032966553,3683.285714285652,1.773346930817772,1689.2142857142899,-595.3482142857247,inside_14_only
11,81.81818181818181,1275.922077922075,14035.142857142826,7.710563163826357,1791.8492063492029,-1045.75,no_bands
