entry_ts,direction,entry_price,exit_ts,exit_price,exit_reason,pnl_points,pnl_dollars
2021-03-02 11:00:00-05:00,SHORT,13178.5,2021-03-02 15:00:00-05:00,13165.75,force_close,12.75,255.0
2021-03-03 10:40:00-05:00,SHORT,12880.0,2021-03-03 14:00:00-05:00,12777.167910172406,target,102.83208982759425,2056.641796551885
2021-03-04 10:40:00-05:00,SHORT,12677.25,2021-03-04 13:00:00-05:00,12527.418119336293,target,149.83188066370712,2996.6376132741425
2021-03-09 10:00:00-05:00,LONG,12705.25,2021-03-09 13:20:00-05:00,12802.913044939032,target,97.66304493903226,1953.2608987806452
2021-03-17 10:00:00-04:00,SHORT,13033.0,2021-03-17 12:00:00-04:00,12952.483124575487,target,80.51687542451327,1610.3375084902655
2021-03-17 14:20:00-04:00,LONG,13119.0,2021-03-17 15:00:00-04:00,13232.75,force_close,113.75,2275.0
2021-03-19 10:40:00-04:00,SHORT,12817.5,2021-03-19 15:00:00-04:00,12875.5,force_close,-58.0,-1160.0
2021-03-22 09:40:00-04:00,LONG,12984.25,2021-03-22 11:00:00-04:00,13044.492962416722,target,60.24296241672164,1204.8592483344328
2021-03-23 11:00:00-04:00,LONG,13125.25,2021-03-23 15:00:00-04:00,13043.75,force_close,-81.5,-1630.0
2021-03-24 10:40:00-04:00,SHORT,12961.0,2021-03-24 11:20:00-04:00,13038.538308295252,stop,-77.53830829525214,-1550.7661659050427
2021-03-25 09:40:00-04:00,SHORT,12781.75,2021-03-25 11:00:00-04:00,12703.260257079799,target,78.48974292020102,1569.7948584040205
2021-03-26 10:40:00-04:00,LONG,12844.75,2021-03-26 11:40:00-04:00,12757.49891636515,stop,-87.25108363485015,-1745.021672697003
2021-03-31 09:40:00-04:00,LONG,12992.75,2021-03-31 10:00:00-04:00,13041.967203496566,target,49.21720349656607,984.3440699313214
2021-03-31 10:00:00-04:00,LONG,13054.25,2021-03-31 11:00:00-04:00,13109.915974675383,target,55.66597467538304,1113.3194935076608
2021-04-01 09:40:00-04:00,LONG,13290.25,2021-04-01 15:00:00-04:00,13301.25,force_close,11.0,220.0
2021-04-05 10:00:00-04:00,LONG,13477.0,2021-04-05 10:40:00-04:00,13529.319362466531,target,52.31936246653095,1046.387249330619
2021-04-06 10:00:00-04:00,LONG,13597.25,2021-04-06 12:00:00-04:00,13651.398674140944,target,54.14867414094442,1082.9734828188884
2021-04-09 10:00:00-04:00,SHORT,13718.5,2021-04-09 12:20:00-04:00,13778.856813628525,stop,-60.35681362852483,-1207.1362725704967
2021-04-12 10:20:00-04:00,LONG,13798.75,2021-04-12 11:00:00-04:00,13745.229750474784,stop,-53.52024952521606,-1070.4049905043212
2021-04-13 09:40:00-04:00,LONG,13934.0,2021-04-13 15:00:00-04:00,13968.5,force_close,34.5,690.0
2021-04-14 12:00:00-04:00,SHORT,13907.25,2021-04-14 14:00:00-04:00,13848.729998511006,target,58.52000148899424,1170.4000297798848
2021-04-14 14:40:00-04:00,SHORT,13844.0,2021-04-14 15:00:00-04:00,13808.25,force_close,35.75,715.0
2021-04-15 09:40:00-04:00,LONG,13967.0,2021-04-15 13:20:00-04:00,14015.293221611104,target,48.293221611103945,965.8644322220789
2021-04-20 12:20:00-04:00,SHORT,13800.75,2021-04-20 15:00:00-04:00,13744.25,force_close,56.5,1130.0
2021-04-21 10:00:00-04:00,LONG,13803.0,2021-04-21 11:40:00-04:00,13869.620084816946,target,66.62008481694647,1332.4016963389295
2021-04-27 11:00:00-04:00,SHORT,13943.25,2021-04-27 15:00:00-04:00,13957.75,force_close,-14.5,-290.0
2021-04-30 09:40:00-04:00,SHORT,13884.75,2021-04-30 10:40:00-04:00,13941.437829914294,stop,-56.687829914293616,-1133.7565982858723
2021-04-30 11:40:00-04:00,SHORT,13897.0,2021-04-30 14:00:00-04:00,13826.492639105414,target,70.50736089458587,1410.1472178917174
2021-05-03 10:20:00-04:00,LONG,13938.75,2021-05-03 11:00:00-04:00,13878.200243522591,stop,-60.549756477408664,-1210.9951295481733
2021-05-04 12:20:00-04:00,SHORT,13432.25,2021-05-04 15:00:00-04:00,13476.5,force_close,-44.25,-885.0
2021-05-06 09:40:00-04:00,SHORT,13505.75,2021-05-06 10:00:00-04:00,13438.763108364235,target,66.98689163576455,1339.737832715291
2021-05-06 10:40:00-04:00,SHORT,13467.25,2021-05-06 12:00:00-04:00,13552.309111123825,stop,-85.05911112382455,-1701.182222476491
2021-05-11 09:40:00-04:00,SHORT,13163.25,2021-05-11 10:00:00-04:00,13247.876245525104,stop,-84.62624552510351,-1692.5249105020703
2021-05-11 10:00:00-04:00,SHORT,13268.5,2021-05-11 10:40:00-04:00,13173.418486298118,target,95.0815137018817,1901.630274037634
2021-05-18 10:40:00-04:00,LONG,13385.5,2021-05-18 14:20:00-04:00,13322.644348775902,stop,-62.85565122409753,-1257.1130244819506
2021-05-19 09:40:00-04:00,SHORT,13007.5,2021-05-19 10:40:00-04:00,13091.136604281139,stop,-83.63660428113872,-1672.7320856227743
2021-05-19 11:00:00-04:00,SHORT,13093.75,2021-05-19 13:20:00-04:00,13196.495081603332,stop,-102.74508160333244,-2054.9016320666487
2021-05-20 09:40:00-04:00,LONG,13360.5,2021-05-20 10:40:00-04:00,13427.625195513185,target,67.12519551318474,1342.5039102636947
2021-05-21 10:00:00-04:00,LONG,13540.25,2021-05-21 10:20:00-04:00,13483.920263991435,stop,-56.329736008565305,-1126.594720171306
2021-05-21 12:40:00-04:00,SHORT,13437.5,2021-05-21 15:00:00-04:00,13443.75,force_close,-6.25,-125.0
2021-05-24 09:40:00-04:00,LONG,13561.5,2021-05-24 10:20:00-04:00,13612.002346549292,target,50.50234654929227,1010.0469309858454
2021-05-24 10:20:00-04:00,LONG,13627.0,2021-05-24 14:40:00-04:00,13682.601513096073,target,55.60151309607318,1112.0302619214635
2021-05-25 12:00:00-04:00,SHORT,13645.75,2021-05-25 15:00:00-04:00,13644.75,force_close,1.0,20.0
2021-06-01 10:40:00-04:00,SHORT,13659.25,2021-06-01 11:00:00-04:00,13601.332049540983,target,57.91795045901745,1158.359009180349
2021-06-01 11:20:00-04:00,SHORT,13638.75,2021-06-01 15:00:00-04:00,13686.5,force_close,-47.75,-955.0
2021-06-03 10:20:00-04:00,SHORT,13523.0,2021-06-03 11:20:00-04:00,13590.523689392521,stop,-67.52368939252119,-1350.4737878504238
2021-06-14 10:00:00-04:00,LONG,14023.5,2021-06-14 10:20:00-04:00,13981.900095086301,stop,-41.59990491369899,-831.9980982739798
2021-06-16 10:00:00-04:00,LONG,14080.5,2021-06-16 11:20:00-04:00,14045.12409052907,stop,-35.3759094709294,-707.518189418588
2021-06-16 14:40:00-04:00,SHORT,13887.75,2021-06-17 09:40:00-04:00,13963.405763288418,stop,-75.6557632884178,-1513.115265768356
2021-06-17 09:40:00-04:00,LONG,14002.5,2021-06-17 10:40:00-04:00,14068.199326685306,target,65.699326685306,1313.98653370612
2021-06-17 10:40:00-04:00,LONG,14127.5,2021-06-17 15:00:00-04:00,14161.5,force_close,34.0,680.0
2021-06-21 10:00:00-04:00,SHORT,14056.5,2021-06-21 11:20:00-04:00,14131.676585160552,stop,-75.17658516055235,-1503.531703211047
2021-06-23 09:40:00-04:00,LONG,14287.75,2021-06-23 12:40:00-04:00,14245.293601605865,stop,-42.45639839413525,-849.127967882705
2021-06-24 09:40:00-04:00,LONG,14376.75,2021-06-24 11:00:00-04:00,14412.587440765237,target,35.83744076523726,716.7488153047452
2021-06-25 14:20:00-04:00,SHORT,14345.5,2021-06-25 15:00:00-04:00,14352.5,force_close,-7.0,-140.0
2021-06-29 10:40:00-04:00,LONG,14512.5,2021-06-29 14:20:00-04:00,14559.35835645657,target,46.85835645657062,937.1671291314124
2021-07-01 10:40:00-04:00,SHORT,14539.75,2021-07-01 11:20:00-04:00,14483.994992083168,target,55.755007916832255,1115.100158336645
2021-07-01 12:00:00-04:00,SHORT,14519.0,2021-07-01 15:00:00-04:00,14543.5,force_close,-24.5,-490.0
2021-07-06 09:40:00-04:00,LONG,14764.5,2021-07-06 10:40:00-04:00,14727.660143119521,stop,-36.83985688047869,-736.7971376095738
2021-07-06 12:40:00-04:00,SHORT,14664.5,2021-07-06 14:00:00-04:00,14733.164198968712,stop,-68.6641989687123,-1373.283979374246
2021-07-08 11:20:00-04:00,SHORT,14632.5,2021-07-08 13:40:00-04:00,14732.448447386887,stop,-99.94844738688698,-1998.9689477377397
2021-07-13 09:20:00-04:00,SHORT,14830.0,2021-07-13 10:00:00-04:00,14884.377532119532,stop,-54.37753211953168,-1087.5506423906336
2021-07-14 12:20:00-04:00,LONG,14926.5,2021-07-14 15:00:00-04:00,14932.0,force_close,5.5,110.0
2021-07-15 10:00:00-04:00,SHORT,14890.75,2021-07-15 10:40:00-04:00,14817.655037280145,target,73.09496271985518,1461.8992543971035
2021-07-16 12:20:00-04:00,SHORT,14767.5,2021-07-16 15:00:00-04:00,14706.0,force_close,61.5,1230.0
2021-07-19 11:00:00-04:00,SHORT,14517.5,2021-07-19 15:00:00-04:00,14487.75,force_close,29.75,595.0
2021-07-20 10:00:00-04:00,SHORT,14585.25,2021-07-20 11:00:00-04:00,14652.458723646661,stop,-67.20872364666138,-1344.1744729332277
2021-07-22 12:40:00-04:00,LONG,14889.25,2021-07-22 15:00:00-04:00,14922.5,force_close,33.25,665.0
2021-07-23 10:00:00-04:00,LONG,14975.75,2021-07-23 11:00:00-04:00,15020.09976166545,target,44.34976166544948,886.9952333089896
2021-07-23 11:20:00-04:00,LONG,15041.0,2021-07-23 13:20:00-04:00,15092.661223004136,target,51.661223004135536,1033.2244600827107
2021-07-26 10:00:00-04:00,LONG,15101.75,2021-07-26 15:00:00-04:00,15119.0,force_close,17.25,345.0
2021-07-27 12:00:00-04:00,SHORT,14858.5,2021-07-27 13:40:00-04:00,14778.184326282257,target,80.31567371774327,1606.3134743548653
2021-07-27 14:20:00-04:00,SHORT,14866.5,2021-07-27 15:00:00-04:00,14920.0,force_close,-53.5,-1070.0
2021-07-28 10:00:00-04:00,LONG,14978.25,2021-07-28 10:20:00-04:00,15044.84852537055,target,66.5985253705494,1331.970507410988
2021-07-28 10:20:00-04:00,LONG,15051.5,2021-07-28 13:20:00-04:00,14977.408512155918,stop,-74.09148784408171,-1481.8297568816342
2021-07-30 10:00:00-04:00,LONG,14950.75,2021-07-30 15:00:00-04:00,14954.5,force_close,3.75,75.0
2021-08-03 11:40:00-04:00,SHORT,14910.5,2021-08-03 12:00:00-04:00,14987.743340509978,stop,-77.24334050997822,-1544.8668101995645
2021-08-05 10:00:00-04:00,LONG,15124.0,2021-08-05 11:20:00-04:00,15163.451189116775,target,39.45118911677491,789.0237823354983
2021-08-06 09:40:00-04:00,SHORT,15139.25,2021-08-06 10:00:00-04:00,15098.564976542964,target,40.68502345703564,813.7004691407128
2021-08-06 12:00:00-04:00,SHORT,15102.25,2021-08-06 15:00:00-04:00,15078.25,force_close,24.0,480.0
2021-08-10 11:40:00-04:00,SHORT,15050.0,2021-08-10 15:00:00-04:00,15052.25,force_close,-2.25,-45.0
2021-08-12 10:20:00-04:00,SHORT,15007.75,2021-08-12 11:40:00-04:00,15059.170373579836,stop,-51.42037357983645,-1028.407471596729
2021-08-13 10:20:00-04:00,LONG,15131.25,2021-08-13 12:40:00-04:00,15090.375980037514,stop,-40.87401996248627,-817.4803992497255
2021-08-16 09:40:00-04:00,LONG,15106.5,2021-08-16 10:00:00-04:00,15069.236745614406,stop,-37.26325438559434,-745.2650877118867
2021-08-16 11:20:00-04:00,SHORT,14955.75,2021-08-16 12:20:00-04:00,15022.19040803421,stop,-66.44040803421012,-1328.8081606842024
2021-08-17 10:40:00-04:00,SHORT,15021.75,2021-08-17 12:00:00-04:00,14955.161726808401,target,66.588273191599,1331.76546383198
2021-08-18 14:40:00-04:00,SHORT,14991.25,2021-08-18 15:00:00-04:00,14989.0,force_close,2.25,45.0
2021-08-19 09:20:00-04:00,SHORT,14784.5,2021-08-19 10:20:00-04:00,14849.059523087071,stop,-64.55952308707128,-1291.1904617414257
2021-08-19 10:20:00-04:00,LONG,14866.75,2021-08-19 12:00:00-04:00,14949.409173550399,target,82.65917355039892,1653.1834710079784
2021-08-23 09:40:00-04:00,LONG,15179.5,2021-08-23 10:20:00-04:00,15216.197971134148,target,36.69797113414825,733.9594226829649
2021-08-24 12:00:00-04:00,LONG,15360.5,2021-08-24 15:00:00-04:00,15362.0,force_close,1.5,30.0
2021-08-25 09:40:00-04:00,LONG,15386.5,2021-08-25 10:40:00-04:00,15351.401483056845,stop,-35.09851694315512,-701.9703388631024
2021-08-26 09:40:00-04:00,LONG,15345.25,2021-08-26 10:40:00-04:00,15308.715442215791,stop,-36.53455778420903,-730.6911556841806
2021-08-26 11:20:00-04:00,SHORT,15322.0,2021-08-26 15:00:00-04:00,15294.5,force_close,27.5,550.0
2021-08-27 10:00:00-04:00,SHORT,15308.5,2021-08-27 10:20:00-04:00,15347.447395819125,stop,-38.94739581912472,-778.9479163824944
2021-08-27 10:20:00-04:00,LONG,15416.75,2021-08-27 11:00:00-04:00,15359.370275310814,stop,-57.37972468918633,-1147.5944937837266
2021-08-31 12:40:00-04:00,LONG,15593.75,2021-08-31 15:00:00-04:00,15599.5,force_close,5.75,115.0
2021-09-01 09:40:00-04:00,LONG,15655.25,2021-09-01 10:00:00-04:00,15695.239517685795,target,39.98951768579536,799.7903537159073
2021-09-03 10:00:00-04:00,LONG,15640.75,2021-09-03 15:00:00-04:00,15653.75,force_close,13.0,260.0
2021-09-07 09:40:00-04:00,SHORT,15655.0,2021-09-07 10:00:00-04:00,15616.925972734638,target,38.07402726536202,761.4805453072404
2021-09-07 10:40:00-04:00,SHORT,15658.75,2021-09-07 15:00:00-04:00,15689.5,force_close,-30.75,-615.0
2021-09-08 12:20:00-04:00,SHORT,15589.5,2021-09-08 15:00:00-04:00,15605.0,force_close,-15.5,-310.0
2021-09-16 10:40:00-04:00,SHORT,15408.75,2021-09-16 14:00:00-04:00,15466.955299601132,stop,-58.20529960113163,-1164.1059920226326
2021-09-17 12:40:00-04:00,SHORT,15359.5,2021-09-17 14:00:00-04:00,15287.869570082958,target,71.63042991704242,1432.6085983408484
2021-09-20 09:20:00-04:00,SHORT,15094.75,2021-09-20 10:40:00-04:00,15023.977888257363,target,70.77211174263721,1415.4422348527441
2021-09-20 11:20:00-04:00,SHORT,15033.75,2021-09-20 12:20:00-04:00,14937.292651378735,target,96.45734862126483,1929.1469724252966
2021-09-22 10:00:00-04:00,LONG,15077.0,2021-09-22 10:40:00-04:00,15135.963328020061,target,58.963328020061454,1179.266560401229
2021-09-22 14:20:00-04:00,LONG,15195.0,2021-09-22 15:00:00-04:00,15125.0,force_close,-70.0,-1400.0
2021-09-24 12:00:00-04:00,LONG,15253.5,2021-09-24 15:00:00-04:00,15301.75,force_close,48.25,965.0
2021-09-27 10:20:00-04:00,SHORT,15159.75,2021-09-27 15:00:00-04:00,15201.0,force_close,-41.25,-825.0
2021-09-29 10:00:00-04:00,SHORT,14885.25,2021-09-29 11:40:00-04:00,14801.713280199177,target,83.53671980082254,1670.7343960164508
2021-09-29 14:20:00-04:00,SHORT,14834.0,2021-09-29 15:00:00-04:00,14840.0,force_close,-6.0,-120.0
2021-09-30 11:20:00-04:00,LONG,14836.75,2021-09-30 12:00:00-04:00,14745.870150446177,stop,-90.87984955382308,-1817.5969910764616
2021-10-01 11:00:00-04:00,SHORT,14619.25,2021-10-01 13:40:00-04:00,14716.784101218082,stop,-97.53410121808156,-1950.6820243616312
2021-10-04 12:00:00-04:00,SHORT,14444.25,2021-10-04 15:00:00-04:00,14449.5,force_close,-5.25,-105.0
2021-10-06 09:40:00-04:00,LONG,14609.0,2021-10-06 10:20:00-04:00,14526.062457076252,stop,-82.93754292374797,-1658.7508584749594
2021-10-11 10:00:00-04:00,LONG,14860.75,2021-10-11 13:40:00-04:00,14786.411998754282,stop,-74.33800124571826,-1486.7600249143652
2021-10-12 11:20:00-04:00,SHORT,14669.0,2021-10-12 15:00:00-04:00,14672.5,force_close,-3.5,-70.0
2021-10-13 09:20:00-04:00,LONG,14725.25,2021-10-13 14:20:00-04:00,14792.823107238939,target,67.57310723893897,1351.4621447787795
2021-10-15 10:40:00-04:00,LONG,15083.0,2021-10-15 15:00:00-04:00,15117.75,force_close,34.75,695.0
2021-10-18 10:00:00-04:00,LONG,15137.25,2021-10-18 11:20:00-04:00,15198.222031888274,target,60.972031888273705,1219.440637765474
2021-10-19 11:00:00-04:00,LONG,15378.0,2021-10-19 15:00:00-04:00,15374.0,force_close,-4.0,-80.0
2021-10-21 09:40:00-04:00,LONG,15363.75,2021-10-21 10:20:00-04:00,15407.832940562355,target,44.08294056235536,881.6588112471072
2021-10-21 10:20:00-04:00,LONG,15405.25,2021-10-21 15:00:00-04:00,15438.75,force_close,33.5,670.0
2021-10-22 12:00:00-04:00,SHORT,15315.0,2021-10-22 15:00:00-04:00,15344.25,force_close,-29.25,-585.0
2021-10-25 10:00:00-04:00,LONG,15389.25,2021-10-25 12:20:00-04:00,15443.572617195527,target,54.32261719552662,1086.4523439105324
2021-10-26 10:20:00-04:00,LONG,15688.75,2021-10-26 11:40:00-04:00,15638.412253297322,stop,-50.33774670267849,-1006.7549340535697
2021-10-28 11:20:00-04:00,LONG,15751.75,2021-10-28 13:00:00-04:00,15687.912413534266,stop,-63.83758646573369,-1276.7517293146739
2021-10-29 09:40:00-04:00,LONG,15676.25,2021-10-29 11:40:00-04:00,15732.875700701294,target,56.62570070129368,1132.5140140258736
2021-11-01 11:20:00-04:00,SHORT,15831.5,2021-11-01 15:00:00-04:00,15828.25,force_close,3.25,65.0
2021-11-02 09:40:00-04:00,LONG,15933.25,2021-11-02 12:00:00-04:00,15976.669182287022,target,43.41918228702161,868.3836457404323
2021-11-03 14:20:00-04:00,LONG,16002.25,2021-11-03 15:00:00-04:00,16082.25,force_close,80.0,1600.0
2021-11-05 14:00:00-04:00,LONG,16356.5,2021-11-05 15:00:00-04:00,16369.75,force_close,13.25,265.0
2021-11-09 10:20:00-05:00,SHORT,16253.25,2021-11-09 13:40:00-05:00,16180.8207273378,target,72.42927266220067,1448.5854532440135
2021-11-09 14:20:00-05:00,SHORT,16213.5,2021-11-09 15:00:00-05:00,16217.25,force_close,-3.75,-75.0
2021-11-10 10:00:00-05:00,SHORT,16171.75,2021-11-10 13:20:00-05:00,16093.25839050045,target,78.49160949954967,1569.8321899909934
2021-11-12 10:20:00-05:00,LONG,16070.75,2021-11-12 11:20:00-05:00,16126.84172755823,target,56.09172755823056,1121.8345511646112
2021-11-12 11:20:00-05:00,LONG,16179.5,2021-11-12 15:00:00-05:00,16174.25,force_close,-5.25,-105.0
2021-11-17 10:40:00-05:00,LONG,16344.25,2021-11-17 12:20:00-05:00,16393.881354830293,target,49.631354830293276,992.6270966058655
2021-11-18 10:40:00-05:00,LONG,16362.75,2021-11-18 11:40:00-05:00,16424.365929025455,target,61.615929025454534,1232.3185805090907
2021-11-18 11:40:00-05:00,LONG,16440.25,2021-11-18 15:00:00-05:00,16446.75,force_close,6.5,130.0
2021-11-19 10:00:00-05:00,LONG,16613.25,2021-11-19 10:40:00-05:00,16550.47851240361,stop,-62.771487596390216,-1255.4297519278043
2021-11-22 09:40:00-05:00,LONG,16698.75,2021-11-22 10:20:00-05:00,16742.88408200243,target,44.13408200243066,882.6816400486132
2021-11-22 12:40:00-05:00,SHORT,16538.5,2021-11-22 15:00:00-05:00,16570.25,force_close,-31.75,-635.0
2021-11-23 10:00:00-05:00,SHORT,16395.5,2021-11-23 10:20:00-05:00,16315.672051832666,target,79.8279481673344,1596.558963346688
2021-11-23 11:20:00-05:00,SHORT,16232.25,2021-11-23 13:40:00-05:00,16118.56079426262,target,113.68920573738069,2273.784114747614
2021-11-23 14:00:00-05:00,SHORT,16186.75,2021-11-23 15:00:00-05:00,16246.25,force_close,-59.5,-1190.0
2021-11-24 10:40:00-05:00,SHORT,16262.5,2021-11-24 15:00:00-05:00,16325.75,force_close,-63.25,-1265.0
2021-11-26 09:20:00-05:00,SHORT,16234.75,2021-11-26 10:20:00-05:00,16146.212354843577,target,88.53764515642251,1770.7529031284503
2021-11-26 12:40:00-05:00,SHORT,16125.0,2021-11-26 13:00:00-05:00,16000.948516632305,target,124.05148336769525,2481.029667353905
2021-11-30 10:00:00-05:00,LONG,16408.25,2021-11-30 11:00:00-05:00,16321.468827713674,stop,-86.78117228632618,-1735.6234457265236
2021-12-01 14:40:00-05:00,SHORT,16184.75,2021-12-01 15:00:00-05:00,16134.0,force_close,50.75,1015.0
2021-12-02 09:40:00-05:00,SHORT,15942.5,2021-12-02 10:40:00-05:00,15829.444337709316,target,113.05566229068427,2261.1132458136854
2021-12-03 12:20:00-05:00,SHORT,15627.75,2021-12-03 15:00:00-05:00,15568.5,force_close,59.25,1185.0
2021-12-06 10:00:00-05:00,SHORT,15664.0,2021-12-06 12:40:00-05:00,15791.41800897983,stop,-127.41800897983012,-2548.3601795966024
2021-12-13 14:00:00-05:00,SHORT,16160.75,2021-12-13 15:00:00-05:00,16193.5,force_close,-32.75,-655.0
2021-12-15 10:40:00-05:00,SHORT,15904.0,2021-12-15 11:20:00-05:00,15817.727957298435,target,86.27204270156471,1725.4408540312943
2021-12-15 12:40:00-05:00,SHORT,15790.75,2021-12-15 14:20:00-05:00,15888.319680078599,stop,-97.56968007859905,-1951.393601571981
2021-12-17 10:00:00-05:00,SHORT,15781.5,2021-12-17 10:40:00-05:00,15654.74562204393,target,126.75437795606922,2535.0875591213844
2021-12-17 10:40:00-05:00,SHORT,15825.25,2021-12-17 15:00:00-05:00,15862.5,force_close,-37.25,-745.0
2021-12-20 09:40:00-05:00,SHORT,15629.0,2021-12-20 11:00:00-05:00,15540.724276128465,target,88.27572387153486,1765.5144774306973
2021-12-20 12:00:00-05:00,SHORT,15569.0,2021-12-20 15:00:00-05:00,15599.0,force_close,-30.0,-600.0
2021-12-21 10:20:00-05:00,SHORT,15705.25,2021-12-21 10:40:00-05:00,15622.523046312854,target,82.7269536871463,1654.5390737429261
2021-12-21 11:00:00-05:00,SHORT,15671.25,2021-12-21 11:40:00-05:00,15766.448240679223,stop,-95.19824067922309,-1903.9648135844618
2021-12-23 09:40:00-05:00,LONG,16220.0,2021-12-23 10:20:00-05:00,16266.30087355832,target,46.300873558320745,926.0174711664149
2021-12-23 10:20:00-05:00,LONG,16258.75,2021-12-23 11:20:00-05:00,16313.154834853858,target,54.40483485385812,1088.0966970771624
2021-12-27 09:40:00-05:00,LONG,16434.25,2021-12-27 10:40:00-05:00,16483.711734042165,target,49.46173404216461,989.2346808432922
2021-12-28 10:40:00-05:00,LONG,16563.5,2021-12-28 12:40:00-05:00,16484.214272502606,stop,-79.28572749739396,-1585.7145499478793
2021-12-31 12:40:00-05:00,SHORT,16380.5,2021-12-31 15:00:00-05:00,16365.0,force_close,15.5,310.0
2022-01-03 09:40:00-05:00,LONG,16464.25,2022-01-03 10:00:00-05:00,16405.637100686927,stop,-58.612899313073285,-1172.2579862614657
