entry_ts,direction,entry_price,qty,exit_ts,exit_price,exit_reason,pnl_points,pnl_dollars,scaled_pnl_dollars
2022-03-03 13:45:00-05:00,SHORT,14123.5,1,2022-03-03 16:00:00-05:00,14000.17627401244,TP_FIXED,123.32372598756047,2466.4745197512093,2466.4745197512093
2022-03-08 12:35:00-05:00,LONG,13560.25,1,2022-03-08 16:00:00-05:00,13255.0,SL_TRAIL,-305.25,-6105.0,-6105.0
2022-03-14 13:05:00-04:00,SHORT,13054.5,1,2022-03-14 16:20:00-04:00,13078.75,FORCE_CLOSE,-24.25,-485.0,-485.0
2022-03-15 11:05:00-04:00,LONG,13315.25,2,2022-03-15 15:40:00-04:00,13429.707528549327,TP_FIXED,114.45752854932653,2289.1505709865305,4578.301141973061
2022-03-16 14:40:00-04:00,LONG,13587.25,1,2022-03-16 15:00:00-04:00,13752.054155196287,TP_FIXED,164.80415519628696,3296.083103925739,3296.083103925739
2022-03-17 14:10:00-04:00,LONG,14071.0,1,2022-03-17 16:20:00-04:00,14098.5,FORCE_CLOSE,27.5,550.0,550.0
2022-03-21 12:45:00-04:00,LONG,14335.75,1,2022-03-21 16:20:00-04:00,14386.25,FORCE_CLOSE,50.5,1010.0,1010.0
2022-03-23 10:35:00-04:00,LONG,14593.75,1,2022-03-23 12:20:00-04:00,14670.167379407403,TP_FIXED,76.41737940740313,1528.3475881480626,1528.3475881480626
2022-03-23 11:25:00-04:00,LONG,14632.5,1,2022-03-23 13:40:00-04:00,14529.25,SL_TRAIL,-103.25,-2065.0,-2065.0
2022-03-23 14:50:00-04:00,LONG,14550.0,1,2022-03-23 16:20:00-04:00,14454.0,FORCE_CLOSE,-96.0,-1920.0,-1920.0
2022-03-25 11:25:00-04:00,SHORT,14605.0,2,2022-03-25 14:40:00-04:00,14733.75,SL_TRAIL,-128.75,-2575.0,-5150.0
2022-03-25 13:15:00-04:00,SHORT,14634.75,1,2022-03-25 16:20:00-04:00,14750.25,FORCE_CLOSE,-115.5,-2310.0,-2310.0
2022-03-28 10:30:00-04:00,LONG,14828.0,2,2022-03-28 12:00:00-04:00,14741.75,SL_TRAIL,-86.25,-1725.0,-3450.0
2022-03-28 10:50:00-04:00,LONG,14861.75,1,2022-03-28 12:20:00-04:00,14708.75,SL_TRAIL,-153.0,-3060.0,-3060.0
2022-03-28 14:45:00-04:00,LONG,14882.0,1,2022-03-28 16:00:00-04:00,14981.591501896195,TP_FIXED,99.59150189619504,1991.8300379239008,1991.8300379239008
2022-04-04 10:25:00-04:00,LONG,15035.75,1,2022-04-04 11:40:00-04:00,15108.72139533803,TP_FIXED,72.97139533803056,1459.4279067606112,1459.4279067606112
2022-04-05 10:10:00-04:00,SHORT,14969.5,1,2022-04-05 11:00:00-04:00,14969.25,SL_TRAIL,0.25,5.0,5.0
2022-04-07 11:55:00-04:00,SHORT,14358.25,1,2022-04-07 15:00:00-04:00,14554.5,SL_TRAIL,-196.25,-3925.0,-3925.0
2022-04-07 14:40:00-04:00,LONG,14493.25,1,2022-04-07 15:20:00-04:00,14614.90906420652,TP_FIXED,121.65906420652027,2433.1812841304054,2433.1812841304054
2022-04-08 09:55:00-04:00,SHORT,14328.0,1,2022-04-08 11:00:00-04:00,14450.5,SL_TRAIL,-122.5,-2450.0,-2450.0
2022-04-14 10:10:00-04:00,SHORT,14046.5,1,2022-04-14 13:00:00-04:00,13968.752645523664,TP_FIXED,77.74735447633611,1554.9470895267223,1554.9470895267223
2022-04-14 10:40:00-04:00,SHORT,14039.25,1,2022-04-14 14:00:00-04:00,14017.75,SL_TRAIL,21.5,430.0,430.0
2022-04-14 13:10:00-04:00,SHORT,13981.25,1,2022-04-14 16:00:00-04:00,13902.972032276135,TP_FIXED,78.277967723865,1565.5593544773,1565.5593544773
2022-04-14 14:10:00-04:00,SHORT,14027.75,1,2022-04-14 16:20:00-04:00,13951.12675106074,TP_FIXED,76.62324893926052,1532.4649787852104,1532.4649787852104
2022-04-18 14:15:00-04:00,LONG,13952.0,1,2022-04-18 16:20:00-04:00,13977.0,FORCE_CLOSE,25.0,500.0,500.0
2022-04-18 14:25:00-04:00,LONG,13987.75,1,2022-04-18 16:40:00-04:00,13973.5,FORCE_CLOSE,-14.25,-285.0,-285.0
2022-04-19 10:25:00-04:00,LONG,14087.5,2,2022-04-19 12:00:00-04:00,14185.420893551336,TP_FIXED,97.92089355133612,1958.4178710267224,3916.835742053445
2022-04-20 13:40:00-04:00,LONG,14073.75,1,2022-04-20 16:20:00-04:00,14053.0,FORCE_CLOSE,-20.75,-415.0,-415.0
2022-04-21 10:30:00-04:00,LONG,14172.75,2,2022-04-21 11:40:00-04:00,14044.0,SL_TRAIL,-128.75,-2575.0,-5150.0
2022-04-27 10:25:00-04:00,LONG,13002.75,1,2022-04-27 11:40:00-04:00,13162.000441742484,TP_FIXED,159.25044174248433,3185.0088348496865,3185.0088348496865
2022-04-27 12:45:00-04:00,LONG,13206.0,1,2022-04-27 16:20:00-04:00,13099.25,FORCE_CLOSE,-106.75,-2135.0,-2135.0
2022-04-27 14:45:00-04:00,LONG,13147.0,2,2022-04-27 16:40:00-04:00,13148.75,FORCE_CLOSE,1.75,35.0,70.0
2022-04-28 12:15:00-04:00,LONG,13176.25,1,2022-04-28 13:00:00-04:00,13308.081961971913,TP_FIXED,131.8319619719132,2636.6392394382638,2636.6392394382638
2022-04-29 12:20:00-04:00,SHORT,13115.75,1,2022-04-29 15:00:00-04:00,12980.315907134735,TP_FIXED,135.43409286526548,2708.6818573053097,2708.6818573053097
2022-05-02 11:35:00-04:00,LONG,12881.0,1,2022-05-02 16:00:00-04:00,13049.404544648565,TP_FIXED,168.4045446485652,3368.090892971304,3368.090892971304
2022-05-04 10:35:00-04:00,SHORT,12938.75,1,2022-05-04 12:00:00-04:00,12956.5,SL_TRAIL,-17.75,-355.0,-355.0
2022-05-06 11:20:00-04:00,LONG,12864.25,1,2022-05-06 15:20:00-04:00,12589.75,SL_TRAIL,-274.5,-5490.0,-5490.0
2022-05-18 12:10:00-04:00,SHORT,12095.0,1,2022-05-18 14:00:00-04:00,11993.37383305064,TP_FIXED,101.62616694935969,2032.5233389871937,2032.5233389871937
2022-05-23 11:35:00-04:00,LONG,12001.25,1,2022-05-23 16:20:00-04:00,12062.0,FORCE_CLOSE,60.75,1215.0,1215.0
2022-05-23 12:25:00-04:00,LONG,12035.5,1,2022-05-23 16:40:00-04:00,12053.0,FORCE_CLOSE,17.5,350.0,350.0
2022-05-24 10:00:00-04:00,SHORT,11678.25,1,2022-05-24 10:20:00-04:00,11590.967560243165,TP_FIXED,87.28243975683472,1745.6487951366944,1745.6487951366944
2022-05-24 10:15:00-04:00,SHORT,11602.5,1,2022-05-24 12:00:00-04:00,11720.0,SL_TRAIL,-117.5,-2350.0,-2350.0
2022-05-24 10:50:00-04:00,SHORT,11605.5,1,2022-05-24 12:20:00-04:00,11770.75,SL_TRAIL,-165.25,-3305.0,-3305.0
2022-05-24 13:05:00-04:00,SHORT,11644.75,1,2022-05-24 15:40:00-04:00,11813.0,SL_TRAIL,-168.25,-3365.0,-3365.0
2022-05-26 13:05:00-04:00,LONG,12328.75,1,2022-05-26 16:20:00-04:00,12257.5,FORCE_CLOSE,-71.25,-1425.0,-1425.0
2022-05-26 14:10:00-04:00,LONG,12310.5,2,2022-05-26 16:40:00-04:00,12255.75,FORCE_CLOSE,-54.75,-1095.0,-2190.0
2022-05-31 12:55:00-04:00,LONG,12741.75,1,2022-05-31 16:20:00-04:00,12648.5,FORCE_CLOSE,-93.25,-1865.0,-1865.0
2022-05-31 14:10:00-04:00,LONG,12757.0,2,2022-05-31 16:40:00-04:00,12654.75,FORCE_CLOSE,-102.25,-2045.0,-4090.0
2022-06-02 13:35:00-04:00,LONG,12813.0,1,2022-06-02 16:20:00-04:00,12882.5,FORCE_CLOSE,69.5,1390.0,1390.0
2022-06-02 13:45:00-04:00,LONG,12826.75,1,2022-06-02 16:40:00-04:00,12888.5,FORCE_CLOSE,61.75,1235.0,1235.0
2022-06-06 11:45:00-04:00,LONG,12673.0,1,2022-06-06 16:20:00-04:00,12590.25,FORCE_CLOSE,-82.75,-1655.0,-1655.0
2022-06-07 11:15:00-04:00,LONG,12661.5,2,2022-06-07 16:20:00-04:00,12689.25,FORCE_CLOSE,27.75,555.0,1110.0
2022-06-14 10:45:00-04:00,SHORT,11292.25,1,2022-06-14 16:20:00-04:00,11339.25,FORCE_CLOSE,-47.0,-940.0,-940.0
2022-06-27 10:30:00-04:00,SHORT,12037.5,2,2022-06-27 16:20:00-04:00,12067.5,FORCE_CLOSE,-30.0,-600.0,-1200.0
2022-06-28 12:05:00-04:00,SHORT,11764.0,1,2022-06-28 16:20:00-04:00,11672.5,FORCE_CLOSE,91.5,1830.0,1830.0
2022-06-29 10:45:00-04:00,LONG,11731.5,1,2022-06-29 16:20:00-04:00,11680.25,FORCE_CLOSE,-51.25,-1025.0,-1025.0
2022-06-29 12:20:00-04:00,LONG,11651.75,2,2022-06-29 16:40:00-04:00,11689.75,FORCE_CLOSE,38.0,760.0,1520.0
2022-07-07 09:55:00-04:00,LONG,12042.25,1,2022-07-07 12:40:00-04:00,12107.054497827032,TP_FIXED,64.80449782703181,1296.0899565406362,1296.0899565406362
2022-07-07 10:30:00-04:00,LONG,12035.25,1,2022-07-07 13:00:00-04:00,12105.249796595757,TP_FIXED,69.99979659575729,1399.9959319151458,1399.9959319151458
2022-07-14 10:20:00-04:00,SHORT,11521.75,1,2022-07-14 11:40:00-04:00,11654.5,SL_TRAIL,-132.75,-2655.0,-2655.0
2022-07-14 12:15:00-04:00,LONG,11689.25,1,2022-07-14 14:40:00-04:00,11791.47098801393,TP_FIXED,102.22098801393076,2044.4197602786153,2044.4197602786153
2022-07-14 14:20:00-04:00,LONG,11778.5,1,2022-07-14 16:20:00-04:00,11805.25,FORCE_CLOSE,26.75,535.0,535.0
2022-07-15 10:25:00-04:00,LONG,11949.75,1,2022-07-15 16:20:00-04:00,12019.75,FORCE_CLOSE,70.0,1400.0,1400.0
2022-07-19 11:05:00-04:00,LONG,12158.75,1,2022-07-19 14:00:00-04:00,12235.651642558612,TP_FIXED,76.90164255861237,1538.0328511722473,1538.0328511722473
2022-07-20 11:30:00-04:00,LONG,12468.75,1,2022-07-20 13:20:00-04:00,12378.25,SL_TRAIL,-90.5,-1810.0,-1810.0
2022-07-20 14:25:00-04:00,LONG,12438.0,1,2022-07-20 16:20:00-04:00,12433.75,FORCE_CLOSE,-4.25,-85.0,-85.0
2022-07-22 10:15:00-04:00,LONG,12590.0,2,2022-07-22 11:40:00-04:00,12440.25,SL_TRAIL,-149.75,-2995.0,-5990.0
2022-07-25 10:20:00-04:00,SHORT,12324.5,1,2022-07-25 16:00:00-04:00,12345.5,SL_TRAIL,-21.0,-420.0,-420.0
2022-07-27 14:05:00-04:00,LONG,12467.75,1,2022-07-27 15:00:00-04:00,12531.562724261501,TP_FIXED,63.81272426150099,1276.2544852300198,1276.2544852300198
