date,direction,entry_ts,exit_ts,entry_price,exit_price,reason,pnl,bars_held,mae,mfe,init_atr,entry_hour,on_range,period,year
2021-01-04,SHORT,2021-01-04 11:30:00-05:00,2021-01-04 12:10:00-05:00,12720.0,12651.0,TP,69.0,2,-4.0,149.5,34.394712355409105,11,134.5,IS,2021
2021-01-05,LONG,2021-01-05 10:30:00-05:00,2021-01-05 16:10:00-05:00,12744.75,12797.75,FORCE_CLOSE,53.0,17,-56.75,63.0,33.20169697472829,10,115.5,IS,2021
2021-01-07,LONG,2021-01-07 10:30:00-05:00,2021-01-07 10:50:00-05:00,12872.75,12905.237265641452,TP,32.48726564145181,1,-0.5,36.25,32.48726564145231,10,115.5,IS,2021
2021-01-08,LONG,2021-01-08 11:30:00-05:00,2021-01-08 13:30:00-05:00,13027.75,12991.75,SL_YELLOW,-36.0,6,-75.75,38.0,33.10075153714627,11,104.0,IS,2021
2021-01-11,SHORT,2021-01-11 14:30:00-05:00,2021-01-11 15:50:00-05:00,12917.0,12916.75,SL_YELLOW,0.25,4,-28.5,45.25,31.49478747329091,14,152.75,IS,2021
2021-01-12,SHORT,2021-01-12 12:50:00-05:00,2021-01-12 16:10:00-05:00,12824.25,12883.75,FORCE_CLOSE,-59.5,10,-87.75,2.0,33.54419264819831,12,93.5,IS,2021
2021-01-13,LONG,2021-01-13 11:30:00-05:00,2021-01-13 16:10:00-05:00,12973.0,12974.0,FORCE_CLOSE,1.0,14,-34.75,30.0,28.35930228983223,11,114.25,IS,2021
2021-01-15,SHORT,2021-01-15 10:50:00-05:00,2021-01-15 11:30:00-05:00,12807.75,12853.75,SL_YELLOW,-46.0,2,-51.75,64.25,36.149707202715476,10,98.0,IS,2021
2021-01-19,LONG,2021-01-19 13:50:00-05:00,2021-01-19 16:10:00-05:00,12982.5,13003.25,FORCE_CLOSE,20.75,7,-17.5,24.0,23.410253886762302,13,138.25,IS,2021
2021-01-20,LONG,2021-01-20 10:30:00-05:00,2021-01-20 16:10:00-05:00,13230.25,13306.5,FORCE_CLOSE,76.25,17,-25.0,96.75,20.858511204743284,10,121.5,IS,2021
2021-01-21,LONG,2021-01-21 15:30:00-05:00,2021-01-21 16:10:00-05:00,13402.25,13399.75,FORCE_CLOSE,-2.5,2,-11.75,21.25,22.10175397090128,15,104.0,IS,2021
2021-01-25,LONG,2021-01-25 10:30:00-05:00,2021-01-25 11:10:00-05:00,13516.5,13211.25,SL_YELLOW,-305.25,2,-327.5,7.25,19.770571740655495,10,139.25,IS,2021
2021-01-26,LONG,2021-01-26 14:10:00-05:00,2021-01-26 16:10:00-05:00,13503.0,13529.654442302226,TP,26.654442302226016,6,-34.0,93.5,26.654442302225455,14,116.75,IS,2021
2021-01-27,SHORT,2021-01-27 10:30:00-05:00,2021-01-27 11:50:00-05:00,13348.5,13256.5,TP,92.0,4,-34.75,112.0,54.57527042049258,10,234.5,IS,2021
2021-01-28,LONG,2021-01-28 10:30:00-05:00,2021-01-28 12:30:00-05:00,13235.75,13348.75,TP,113.0,6,-31.75,127.0,59.344338700524055,10,283.0,IS,2021
2021-01-29,SHORT,2021-01-29 13:30:00-05:00,2021-01-29 16:10:00-05:00,12933.25,12884.0,FORCE_CLOSE,49.25,8,-87.75,69.75,74.5260937865325,13,254.5,IS,2021
2021-02-01,LONG,2021-02-01 11:30:00-05:00,2021-02-01 16:10:00-05:00,13155.0,13221.5,FORCE_CLOSE,66.5,14,-7.5,116.5,48.57502565440964,11,356.75,IS,2021
2021-02-02,LONG,2021-02-02 10:30:00-05:00,2021-02-02 10:50:00-05:00,13383.75,13414.75,TP,31.0,1,-0.5,36.0,29.11968045114532,10,148.0,IS,2021
2021-02-03,SHORT,2021-02-03 11:10:00-05:00,2021-02-03 13:50:00-05:00,13441.5,13493.75,SL_YELLOW,-52.25,8,-55.5,25.25,33.387123016394085,11,108.75,IS,2021
2021-02-04,LONG,2021-02-04 12:50:00-05:00,2021-02-04 15:10:00-05:00,13477.25,13514.25,TP,37.0,7,-8.25,37.25,24.95376586204206,12,118.25,IS,2021
2021-02-09,LONG,2021-02-09 10:50:00-05:00,2021-02-09 13:50:00-05:00,13713.0,13664.0,SL_YELLOW,-49.0,9,-50.25,6.25,16.24681394966701,10,64.0,IS,2021
2021-02-10,SHORT,2021-02-10 11:10:00-05:00,2021-02-10 14:30:00-05:00,13603.0,13668.5,SL_YELLOW,-65.5,10,-66.0,26.25,35.651007926175595,11,90.25,IS,2021
2021-02-16,SHORT,2021-02-16 11:50:00-05:00,2021-02-16 12:30:00-05:00,13763.25,13776.25,SL_YELLOW,-13.0,2,-15.25,47.25,25.487742447120183,11,69.25,IS,2021
2021-02-17,SHORT,2021-02-17 11:50:00-05:00,2021-02-17 14:10:00-05:00,13580.5,13686.75,SL_YELLOW,-106.25,7,-109.0,7.25,38.16554400767041,11,158.75,IS,2021
2021-02-22,SHORT,2021-02-22 11:10:00-05:00,2021-02-22 13:30:00-05:00,13294.75,13363.0,SL_YELLOW,-68.25,7,-70.25,14.0,40.1487272225365,11,264.5,IS,2021
2021-02-25,SHORT,2021-02-25 12:10:00-05:00,2021-02-25 15:50:00-05:00,12991.5,12764.5,TP,227.0,11,-28.5,227.5,63.450605309112944,12,207.75,IS,2021
2021-02-26,LONG,2021-02-26 12:30:00-05:00,2021-02-26 16:10:00-05:00,13045.25,12874.5,SL_YELLOW,-170.75,11,-188.75,26.75,82.56464502581157,12,318.5,IS,2021
2021-03-01,LONG,2021-03-01 11:10:00-05:00,2021-03-01 16:10:00-05:00,13195.5,13295.5,FORCE_CLOSE,100.0,15,-18.5,101.25,39.60299608174683,11,186.75,IS,2021
2021-03-02,SHORT,2021-03-02 12:10:00-05:00,2021-03-02 15:50:00-05:00,13149.75,13096.75,TP,53.0,11,-62.5,63.75,46.94050699079366,12,166.5,IS,2021
2021-03-03,SHORT,2021-03-03 10:30:00-05:00,2021-03-03 16:10:00-05:00,12846.5,12676.0,FORCE_CLOSE,170.5,17,-123.75,174.75,47.43499344794939,10,227.75,IS,2021
2021-03-04,SHORT,2021-03-04 13:50:00-05:00,2021-03-04 16:10:00-05:00,12383.25,12475.0,FORCE_CLOSE,-91.75,7,-151.25,76.75,88.04597121802486,13,197.5,IS,2021
2021-03-05,SHORT,2021-03-05 11:50:00-05:00,2021-03-05 12:30:00-05:00,12295.75,12450.75,SL_YELLOW,-155.0,2,-165.25,34.75,80.73455841263468,11,328.0,IS,2021
2021-03-08,SHORT,2021-03-08 15:50:00-05:00,2021-03-08 16:10:00-05:00,12348.75,12309.5,FORCE_CLOSE,39.25,1,-16.5,67.0,66.03330461886713,15,385.25,IS,2021
2021-03-09,LONG,2021-03-09 10:30:00-05:00,2021-03-09 16:10:00-05:00,12750.75,12777.0,SL_YELLOW,26.25,17,-66.75,116.75,44.36289826291415,10,291.25,IS,2021
2021-03-11,LONG,2021-03-11 11:50:00-05:00,2021-03-11 16:10:00-05:00,13069.0,13053.75,FORCE_CLOSE,-15.25,13,-38.25,41.5,41.73865587750733,11,280.0,IS,2021
2021-03-15,LONG,2021-03-15 15:10:00-04:00,2021-03-15 16:10:00-04:00,13019.75,13072.75,TP,53.0,3,-28.5,69.5,31.847283439923384,15,136.75,IS,2021
2021-03-16,LONG,2021-03-16 10:30:00-04:00,2021-03-16 12:30:00-04:00,13259.0,13184.25,SL_YELLOW,-74.75,6,-89.75,28.25,26.903635472911805,10,119.75,IS,2021
2021-03-17,LONG,2021-03-17 15:30:00-04:00,2021-03-17 16:10:00-04:00,13215.5,13179.0,FORCE_CLOSE,-36.5,2,-60.0,24.25,58.92873215103752,15,206.25,IS,2021
2021-03-18,SHORT,2021-03-18 15:10:00-04:00,2021-03-18 16:10:00-04:00,12836.25,12819.75,FORCE_CLOSE,16.5,3,-18.25,74.25,49.15196582047248,15,322.75,IS,2021
2021-03-22,LONG,2021-03-22 10:30:00-04:00,2021-03-22 15:30:00-04:00,13018.5,13099.5,SL_YELLOW,81.0,15,-8.75,138.5,28.506733977935326,10,175.0,IS,2021
2021-03-24,SHORT,2021-03-24 10:30:00-04:00,2021-03-24 16:10:00-04:00,12945.5,12788.5,TP,157.0,17,-103.0,161.5,33.139648176343535,10,129.0,IS,2021
2021-03-25,SHORT,2021-03-25 11:30:00-04:00,2021-03-25 12:10:00-04:00,12666.0,12713.0,SL_YELLOW,-47.0,2,-69.5,36.0,47.8871114445078,11,166.5,IS,2021
2021-03-30,SHORT,2021-03-30 10:30:00-04:00,2021-03-30 16:10:00-04:00,12823.0,12885.0,FORCE_CLOSE,-62.0,17,-93.25,10.25,31.534383075343452,10,149.0,IS,2021
2021-03-31,LONG,2021-03-31 10:30:00-04:00,2021-03-31 10:50:00-04:00,13074.75,13100.75,TP,26.0,1,0.0,49.0,24.92212928104564,10,122.25,IS,2021
2021-04-01,LONG,2021-04-01 10:30:00-04:00,2021-04-01 16:10:00-04:00,13308.25,13326.25,FORCE_CLOSE,18.0,17,-48.25,19.25,22.775911729448516,10,170.75,IS,2021
2021-04-05,LONG,2021-04-05 10:30:00-04:00,2021-04-05 16:10:00-04:00,13514.25,13582.25,FORCE_CLOSE,68.0,17,-7.5,100.75,21.98681668251973,10,129.0,IS,2021
2021-04-06,LONG,2021-04-06 12:10:00-04:00,2021-04-06 13:10:00-04:00,13638.0,13581.75,SL_YELLOW,-56.25,3,-56.75,2.75,26.139034817796826,12,98.0,IS,2021
2021-04-07,LONG,2021-04-07 11:10:00-04:00,2021-04-07 12:30:00-04:00,13623.25,13567.0,SL_YELLOW,-56.25,4,-59.75,7.75,23.36590545611194,11,77.75,IS,2021
2021-04-13,LONG,2021-04-13 10:30:00-04:00,2021-04-13 16:10:00-04:00,13925.75,13975.25,FORCE_CLOSE,49.5,17,-41.75,68.25,25.17494539850738,10,123.25,IS,2021
2021-04-14,SHORT,2021-04-14 11:10:00-04:00,2021-04-14 14:30:00-04:00,13905.25,13852.75,SL_YELLOW,52.5,10,-12.5,121.75,23.615352381623218,11,71.5,IS,2021
2021-04-15,LONG,2021-04-15 11:10:00-04:00,2021-04-15 16:10:00-04:00,14005.25,14017.25,FORCE_CLOSE,12.0,15,-62.0,29.0,24.276383451952583,11,155.75,IS,2021
2021-04-19,SHORT,2021-04-19 10:50:00-04:00,2021-04-19 16:10:00-04:00,13877.25,13893.75,FORCE_CLOSE,-16.5,16,-71.75,56.25,30.09026382635448,10,106.25,IS,2021
2021-04-20,SHORT,2021-04-20 12:10:00-04:00,2021-04-20 13:30:00-04:00,13783.25,13746.829583007917,TP,36.42041699208312,4,-23.25,42.75,36.420416992083275,12,119.75,IS,2021
2021-04-21,LONG,2021-04-21 11:10:00-04:00,2021-04-21 16:10:00-04:00,13804.5,13897.25,FORCE_CLOSE,92.75,15,-8.0,122.0,28.498567590095263,11,78.75,IS,2021
2021-04-22,SHORT,2021-04-22 14:10:00-04:00,2021-04-22 16:10:00-04:00,13740.0,13752.0,FORCE_CLOSE,-12.0,6,-51.75,17.25,39.47688490825469,14,60.0,IS,2021
2021-04-23,LONG,2021-04-23 10:30:00-04:00,2021-04-23 10:50:00-04:00,13833.25,13852.279144101922,TP,19.029144101921702,1,-8.25,35.75,19.029144101921833,10,54.0,IS,2021
2021-04-26,LONG,2021-04-26 10:50:00-04:00,2021-04-26 15:30:00-04:00,13967.75,13995.0,SL_YELLOW,27.25,14,-13.25,58.5,19.394198876759337,10,78.75,IS,2021
2021-04-27,SHORT,2021-04-27 10:30:00-04:00,2021-04-27 10:50:00-04:00,13959.5,13940.546232150577,TP,18.953767849423457,1,-4.5,47.0,18.953767849422803,10,42.25,IS,2021
2021-04-29,SHORT,2021-04-29 10:50:00-04:00,2021-04-29 12:50:00-04:00,13890.25,13880.5,SL_YELLOW,9.75,6,-53.75,71.75,26.088979758200512,10,111.5,IS,2021
2021-05-03,SHORT,2021-05-03 12:10:00-04:00,2021-05-03 12:50:00-04:00,13812.0,13779.578999713394,TP,32.421000286605704,2,-9.5,40.0,32.42100028660625,12,71.75,IS,2021
2021-05-04,SHORT,2021-05-04 10:30:00-04:00,2021-05-04 10:50:00-04:00,13545.75,13510.617946823333,TP,35.132053176666886,1,-0.25,64.5,35.13205317666656,10,142.25,IS,2021
2021-05-10,SHORT,2021-05-10 10:30:00-04:00,2021-05-10 12:10:00-04:00,13515.0,13521.75,SL_YELLOW,-6.75,5,-11.0,61.75,30.309870991695863,10,115.5,IS,2021
2021-05-12,SHORT,2021-05-12 11:30:00-04:00,2021-05-12 16:10:00-04:00,13071.0,12983.75,FORCE_CLOSE,87.25,14,-18.25,111.25,56.0643250742238,11,261.5,IS,2021
2021-05-13,LONG,2021-05-13 10:50:00-04:00,2021-05-13 13:50:00-04:00,13176.75,13008.5,SL_YELLOW,-168.25,9,-179.5,47.0,46.903836788325265,10,220.5,IS,2021
2021-05-14,LONG,2021-05-14 11:10:00-04:00,2021-05-14 11:50:00-04:00,13312.0,13343.810666425801,TP,31.810666425801173,2,0.0,34.75,31.81066642580102,11,189.5,IS,2021
2021-05-17,SHORT,2021-05-17 11:50:00-04:00,2021-05-17 15:10:00-04:00,13249.75,13279.5,SL_YELLOW,-29.75,10,-35.5,67.0,37.80934161565921,11,147.5,IS,2021
2021-05-20,LONG,2021-05-20 10:30:00-04:00,2021-05-20 15:30:00-04:00,13420.5,13515.5,TP,95.0,15,-5.25,102.25,30.930449200955742,10,146.75,IS,2021
2021-05-21,SHORT,2021-05-21 11:10:00-04:00,2021-05-21 11:30:00-04:00,13472.75,13442.845646908781,TP,29.90435309121858,1,-12.75,36.5,29.904353091218738,11,77.0,IS,2021
2021-05-24,LONG,2021-05-24 10:30:00-04:00,2021-05-24 16:10:00-04:00,13633.75,13645.5,SL_YELLOW,11.75,17,-6.0,52.25,23.22714816501474,10,163.75,IS,2021
2021-05-28,LONG,2021-05-28 12:30:00-04:00,2021-05-28 13:30:00-04:00,13751.25,13723.75,SL_YELLOW,-27.5,3,-28.5,10.25,17.98597278226161,12,63.25,IS,2021
2021-06-01,SHORT,2021-06-01 11:30:00-04:00,2021-06-01 14:50:00-04:00,13648.25,13689.0,SL_YELLOW,-40.75,10,-43.5,12.25,24.7465317904087,11,101.75,IS,2021
2021-06-02,LONG,2021-06-02 10:30:00-04:00,2021-06-02 12:30:00-04:00,13699.0,13664.0,SL_YELLOW,-35.0,6,-43.0,13.75,20.070696230756575,10,59.75,IS,2021
2021-06-04,LONG,2021-06-04 10:30:00-04:00,2021-06-04 10:50:00-04:00,13725.25,13755.584467366432,TP,30.334467366432364,1,-3.25,31.0,30.33446736643205,10,149.5,IS,2021
2021-06-07,LONG,2021-06-07 15:50:00-04:00,2021-06-07 16:10:00-04:00,13786.75,13808.75,FORCE_CLOSE,22.0,1,0.0,23.25,19.683130856785137,15,93.25,IS,2021
2021-06-10,LONG,2021-06-10 10:30:00-04:00,2021-06-10 16:10:00-04:00,13925.0,13956.5,FORCE_CLOSE,31.5,17,-108.0,37.5,32.58868323783988,10,124.0,IS,2021
2021-06-14,LONG,2021-06-14 13:50:00-04:00,2021-06-14 16:10:00-04:00,14061.0,14113.0,FORCE_CLOSE,52.0,7,-16.5,65.0,18.036236574971635,13,53.25,IS,2021
2021-06-15,SHORT,2021-06-15 10:50:00-04:00,2021-06-15 11:50:00-04:00,14067.0,14037.0,TP,30.0,3,-8.0,39.5,20.032860443064887,10,58.0,IS,2021
2021-06-16,LONG,2021-06-16 10:30:00-04:00,2021-06-16 12:10:00-04:00,14082.0,14010.25,SL_YELLOW,-71.75,5,-79.0,1.75,13.239341028890593,10,37.25,IS,2021
2021-06-17,LONG,2021-06-17 10:30:00-04:00,2021-06-17 12:10:00-04:00,14091.0,14134.25,SL_YELLOW,43.25,5,-4.0,100.5,32.536723558997885,10,71.5,IS,2021
2021-06-21,LONG,2021-06-21 14:30:00-04:00,2021-06-21 16:10:00-04:00,14134.75,14133.5,FORCE_CLOSE,-1.25,5,-37.5,3.25,29.314858278674965,14,143.0,IS,2021
2021-06-22,LONG,2021-06-22 11:50:00-04:00,2021-06-22 15:10:00-04:00,14209.25,14243.25,TP,34.0,10,-14.25,44.75,26.033321080208058,11,112.5,IS,2021
2021-06-24,LONG,2021-06-24 10:30:00-04:00,2021-06-24 12:50:00-04:00,14402.75,14382.0,SL_YELLOW,-20.75,7,-24.25,19.25,14.685920171625309,10,88.75,IS,2021
2021-06-28,LONG,2021-06-28 10:30:00-04:00,2021-06-28 15:10:00-04:00,14464.75,14497.75,TP,33.0,14,-9.75,53.25,17.553945122053886,10,63.25,IS,2021
2021-06-29,LONG,2021-06-29 12:30:00-04:00,2021-06-29 16:10:00-04:00,14546.5,14582.5,FORCE_CLOSE,36.0,11,-16.25,36.25,19.74342459145114,12,44.75,IS,2021
2021-07-02,LONG,2021-07-02 12:30:00-04:00,2021-07-02 16:10:00-04:00,14669.5,14724.5,TP,55.0,11,-1.75,59.5,19.27633152561952,12,135.5,IS,2021
2021-07-06,LONG,2021-07-06 10:30:00-04:00,2021-07-06 11:50:00-04:00,14767.25,14715.5,SL_YELLOW,-51.75,4,-65.5,4.5,17.26229508952585,10,78.0,IS,2021
2021-07-09,LONG,2021-07-09 11:50:00-04:00,2021-07-09 16:10:00-04:00,14807.25,14808.5,FORCE_CLOSE,1.25,13,-13.5,24.75,27.751757699649637,11,102.0,IS,2021
2021-07-13,LONG,2021-07-13 11:10:00-04:00,2021-07-13 13:10:00-04:00,14961.5,14952.5,SL_YELLOW,-9.0,6,-11.25,33.25,25.072899351987413,11,133.0,IS,2021
2021-07-15,SHORT,2021-07-15 11:10:00-04:00,2021-07-15 12:10:00-04:00,14796.5,14758.086297428172,TP,38.41370257182825,3,-33.5,60.0,38.41370257182877,11,98.75,IS,2021
2021-07-16,SHORT,2021-07-16 11:50:00-04:00,2021-07-16 16:10:00-04:00,14715.0,14668.25,FORCE_CLOSE,46.75,13,-68.0,59.0,29.298990930205214,11,116.75,IS,2021
2021-07-19,SHORT,2021-07-19 13:30:00-04:00,2021-07-19 16:10:00-04:00,14461.5,14555.25,SL_YELLOW,-93.75,8,-104.5,14.25,42.747559721767814,13,178.75,IS,2021
2021-07-20,LONG,2021-07-20 11:50:00-04:00,2021-07-20 16:10:00-04:00,14694.75,14710.75,SL_YELLOW,16.0,13,-8.75,87.75,31.825133486787678,11,73.25,IS,2021
2021-07-21,LONG,2021-07-21 14:10:00-04:00,2021-07-21 15:30:00-04:00,14775.0,14798.00622460055,TP,23.006224600549103,4,-8.5,30.5,23.006224600549707,14,97.5,IS,2021
2021-07-22,LONG,2021-07-22 11:10:00-04:00,2021-07-22 12:10:00-04:00,14901.5,14863.0,SL_YELLOW,-38.5,3,-39.5,8.0,19.851540024592868,11,52.5,IS,2021
2021-07-23,LONG,2021-07-23 11:50:00-04:00,2021-07-23 16:10:00-04:00,15075.0,15092.75,FORCE_CLOSE,17.75,13,-16.25,42.25,20.10209358875159,11,51.0,IS,2021
2021-07-27,SHORT,2021-07-27 10:50:00-04:00,2021-07-27 14:30:00-04:00,14920.25,14870.5,SL_YELLOW,49.75,11,-15.75,146.0,27.96682882651807,10,79.5,IS,2021
2021-07-28,LONG,2021-07-28 11:10:00-04:00,2021-07-28 16:10:00-04:00,15052.5,14981.0,SL_YELLOW,-71.5,15,-130.75,6.5,36.34520694843284,11,153.25,IS,2021
2021-07-29,LONG,2021-07-29 10:30:00-04:00,2021-07-29 15:30:00-04:00,15064.5,15033.75,SL_YELLOW,-30.75,15,-31.5,19.5,25.818765519288927,10,80.25,IS,2021
2021-07-30,LONG,2021-07-30 12:50:00-04:00,2021-07-30 16:10:00-04:00,14970.0,14969.25,FORCE_CLOSE,-0.75,10,-44.25,9.0,29.55833612258689,12,125.75,IS,2021
2021-08-03,SHORT,2021-08-03 10:50:00-04:00,2021-08-03 11:50:00-04:00,14911.75,14986.5,SL_YELLOW,-74.75,3,-75.75,62.75,29.559282468312524,10,51.5,IS,2021
2021-08-04,LONG,2021-08-04 13:50:00-04:00,2021-08-04 16:10:00-04:00,15080.25,15072.0,FORCE_CLOSE,-8.25,7,-18.0,27.75,24.244097467152585,13,58.0,IS,2021
2021-08-05,LONG,2021-08-05 10:30:00-04:00,2021-08-05 16:10:00-04:00,15125.5,15160.0,FORCE_CLOSE,34.5,17,-10.5,46.75,15.37515346784707,10,48.0,IS,2021
2021-08-09,LONG,2021-08-09 15:10:00-04:00,2021-08-09 16:10:00-04:00,15134.25,15131.25,FORCE_CLOSE,-3.0,3,-21.25,0.75,16.551865813497223,15,123.5,IS,2021
2021-08-10,SHORT,2021-08-10 11:30:00-04:00,2021-08-10 16:10:00-04:00,15032.25,15040.25,FORCE_CLOSE,-8.0,14,-53.75,11.75,22.622666144708074,11,57.75,IS,2021
2021-08-12,LONG,2021-08-12 11:30:00-04:00,2021-08-12 15:50:00-04:00,15044.0,15085.0,TP,41.0,13,-11.0,46.5,20.733544553067823,11,52.0,IS,2021
2021-08-13,LONG,2021-08-13 10:30:00-04:00,2021-08-13 16:10:00-04:00,15114.75,15123.25,FORCE_CLOSE,8.5,17,-22.5,15.25,14.929191993219437,10,41.25,IS,2021
2021-08-16,SHORT,2021-08-16 10:50:00-04:00,2021-08-16 11:10:00-04:00,14959.25,14926.25,TP,33.0,1,-0.25,37.75,24.50563062911851,10,62.0,IS,2021
2021-08-17,SHORT,2021-08-17 11:50:00-04:00,2021-08-17 12:50:00-04:00,14985.0,14923.0,TP,62.0,3,0.0,79.0,33.19019537578962,11,119.25,IS,2021
2021-08-19,LONG,2021-08-19 11:50:00-04:00,2021-08-19 14:10:00-04:00,14974.75,14912.0,SL_YELLOW,-62.75,7,-72.5,24.25,40.14879783735164,11,164.25,IS,2021
2021-08-20,LONG,2021-08-20 10:30:00-04:00,2021-08-20 11:50:00-04:00,15071.75,15024.5,SL_YELLOW,-47.25,4,-56.0,26.25,28.828531176379226,10,136.75,IS,2021
2021-08-23,LONG,2021-08-23 10:30:00-04:00,2021-08-23 13:10:00-04:00,15242.0,15322.0,TP,80.0,8,-4.0,85.25,17.593430402216118,10,67.0,IS,2021
2021-08-26,SHORT,2021-08-26 11:10:00-04:00,2021-08-26 12:10:00-04:00,15289.0,15346.25,SL_YELLOW,-57.25,3,-61.25,2.25,23.780362445931022,11,72.75,IS,2021
2021-08-27,LONG,2021-08-27 10:50:00-04:00,2021-08-27 16:10:00-04:00,15390.5,15416.5,FORCE_CLOSE,26.0,16,-9.25,53.25,24.216015593018277,10,71.25,IS,2021
2021-08-30,LONG,2021-08-30 10:30:00-04:00,2021-08-30 16:10:00-04:00,15569.75,15601.0,FORCE_CLOSE,31.25,17,-10.0,48.0,15.8721369891625,10,39.0,IS,2021
2021-08-31,SHORT,2021-08-31 10:30:00-04:00,2021-08-31 12:30:00-04:00,15549.25,15590.75,SL_YELLOW,-41.5,6,-44.25,12.25,24.580866757360404,10,114.25,IS,2021
2021-09-01,LONG,2021-09-01 10:30:00-04:00,2021-09-01 14:50:00-04:00,15672.25,15638.0,SL_YELLOW,-34.25,13,-43.25,16.75,18.73817191166223,10,70.0,IS,2021
2021-09-02,SHORT,2021-09-02 14:10:00-04:00,2021-09-02 16:10:00-04:00,15563.75,15591.75,FORCE_CLOSE,-28.0,6,-42.75,12.0,20.194643586261414,14,68.25,IS,2021
2021-09-08,SHORT,2021-09-08 11:30:00-04:00,2021-09-08 11:50:00-04:00,15583.25,15549.25,TP,34.0,1,-4.75,42.25,23.9695354943635,11,85.75,IS,2021
2021-09-09,LONG,2021-09-09 10:30:00-04:00,2021-09-09 11:30:00-04:00,15649.0,15605.5,SL_YELLOW,-43.5,3,-44.25,7.5,18.293621895612695,10,87.75,IS,2021
2021-09-10,SHORT,2021-09-10 15:10:00-04:00,2021-09-10 16:10:00-04:00,15510.75,15444.0,FORCE_CLOSE,66.75,3,-4.25,85.0,22.619944211698087,15,88.0,IS,2021
2021-09-13,SHORT,2021-09-13 12:10:00-04:00,2021-09-13 15:30:00-04:00,15372.0,15418.0,SL_YELLOW,-46.0,10,-72.25,29.25,32.81622968630205,12,138.25,IS,2021
2021-09-14,SHORT,2021-09-14 15:10:00-04:00,2021-09-14 16:10:00-04:00,15374.5,15396.5,SL_YELLOW,-22.0,3,-24.5,30.0,31.87396653809779,15,106.75,IS,2021
2021-09-15,SHORT,2021-09-15 10:50:00-04:00,2021-09-15 12:30:00-04:00,15361.75,15388.25,SL_YELLOW,-26.5,5,-32.25,28.5,25.45270995272323,10,63.25,IS,2021
2021-09-16,SHORT,2021-09-16 10:30:00-04:00,2021-09-16 12:50:00-04:00,15398.0,15428.5,SL_YELLOW,-30.5,7,-39.5,39.25,22.03908118696519,10,87.75,IS,2021
2021-09-17,SHORT,2021-09-17 10:30:00-04:00,2021-09-17 10:50:00-04:00,15387.25,15360.25,TP,27.0,1,-0.25,52.25,21.7558589670446,10,70.0,IS,2021
