date,direction,entry_ts,exit_ts,entry_price,exit_price,reason,pnl,bars_held,mae,mfe,init_atr,entry_hour,on_range,period,year
2025-07-29,SHORT,2025-07-29 12:10:00-04:00,2025-07-29 16:10:00-04:00,23489.0,23451.75,FORCE_CLOSE,37.25,12,-36.75,67.75,31.939066741896657,12,110.5,OOS,2025
2025-07-30,LONG,2025-07-30 12:50:00-04:00,2025-07-30 15:10:00-04:00,23528.25,23414.0,SL_YELLOW,-114.25,7,-171.75,61.25,27.81009185982593,12,72.75,OOS,2025
2025-07-31,SHORT,2025-07-31 11:10:00-04:00,2025-07-31 14:10:00-04:00,23547.25,23377.673976265454,TP,169.57602373454574,9,-69.75,189.5,42.394005933636635,11,159.0,OOS,2025
2025-08-01,SHORT,2025-08-01 10:30:00-04:00,2025-08-01 16:10:00-04:00,22984.75,22873.0,FORCE_CLOSE,111.75,17,-60.75,209.75,63.91647213085142,10,316.0,OOS,2025
2025-08-04,LONG,2025-08-04 10:30:00-04:00,2025-08-04 16:10:00-04:00,23249.5,23336.25,FORCE_CLOSE,86.75,17,-61.75,89.0,36.18572052945889,10,276.5,OOS,2025
2025-08-05,SHORT,2025-08-05 11:10:00-04:00,2025-08-05 16:10:00-04:00,23200.25,23146.25,FORCE_CLOSE,54.0,15,-51.75,86.75,47.42249026386148,11,91.75,OOS,2025
2025-08-06,LONG,2025-08-06 11:30:00-04:00,2025-08-06 16:10:00-04:00,23323.75,23413.0,FORCE_CLOSE,89.25,14,-25.25,121.5,50.17176766730663,11,181.5,OOS,2025
2025-08-07,SHORT,2025-08-07 14:50:00-04:00,2025-08-07 16:10:00-04:00,23376.5,23517.5,FORCE_CLOSE,-141.0,4,-151.0,10.75,50.17738458039342,14,254.5,OOS,2025
2025-08-08,LONG,2025-08-08 10:30:00-04:00,2025-08-08 16:10:00-04:00,23675.75,23738.25,FORCE_CLOSE,62.5,17,-63.75,65.75,31.13990603237755,10,80.0,OOS,2025
2025-08-12,LONG,2025-08-12 12:10:00-04:00,2025-08-12 16:10:00-04:00,23849.75,23934.5,FORCE_CLOSE,84.75,12,-3.5,100.25,47.838977256569365,12,226.25,OOS,2025
2025-08-13,SHORT,2025-08-13 13:10:00-04:00,2025-08-13 16:10:00-04:00,23904.0,23931.25,FORCE_CLOSE,-27.25,9,-56.0,16.75,32.32977315263198,13,124.5,OOS,2025
2025-08-15,SHORT,2025-08-15 10:30:00-04:00,2025-08-15 16:10:00-04:00,23855.75,23793.5,FORCE_CLOSE,62.25,17,-6.75,121.25,34.6159930850906,10,92.0,OOS,2025
2025-08-19,SHORT,2025-08-19 10:30:00-04:00,2025-08-19 12:50:00-04:00,23627.25,23475.303540063003,TP,151.9464599369967,7,-32.25,152.75,37.98661498424911,10,107.25,OOS,2025
2025-08-20,SHORT,2025-08-20 10:30:00-04:00,2025-08-20 11:30:00-04:00,23095.25,23224.75,SL_YELLOW,-129.5,3,-132.25,60.25,49.168407510152406,10,151.25,OOS,2025
