entry_ts,direction,entry,exit_ts,exit,reason,qty
2026-05-20 10:55:00-04:00,LONG,29244.25,2026-05-18 18:05:00-04:00,29103.0,SL,1
2026-05-19 13:05:00-04:00,LONG,29054.75,2026-05-19 14:00:00-04:00,29068.75,EOD,1
